Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,Home_PPDA,Away_PPDA
20/09/20,Huesca,Cadiz,0,2,A,0,1,A,César Soto,4,6,0,4,18,23,2,1,3,3,0,0,2.1,3.1,4.0,3.679,12.0
20/09/20,Betis,Valladolid,2,0,H,2,0,H,Santiago Jaime,16,9,6,2,18,10,5,3,3,0,0,0,1.85,3.6,4.33,6.833,9.036
20/09/20,Granada,Alaves,2,1,H,1,1,D,Carlos del Cerro,10,5,3,3,9,12,4,4,0,3,0,0,2.05,3.1,4.2,5.609,12.188
20/09/20,Sociedad,Real Madrid,0,0,D,0,0,D,Juan Martínez,6,16,1,4,17,12,1,11,2,2,0,0,4.75,3.8,1.72,13.241,7.0
26/09/20,Alaves,Getafe,0,0,D,0,0,D,Hsu Jason,9,11,0,4,13,13,1,5,2,2,0,0,3.5,2.9,2.37,6.435,8.692
26/09/20,Valencia,Huesca,1,1,D,1,0,H,José Luis Munuera,5,17,2,4,14,20,4,4,0,1,0,0,2.0,3.4,4.0,11.632,4.829
26/09/20,Elche,Sociedad,0,3,A,0,0,D,Isidro Díaz de Mera,5,27,2,7,11,12,2,11,3,1,0,0,4.2,3.3,1.95,23.636,7.621
26/09/20,Betis,Real Madrid,2,3,A,2,1,H,Ricardo de Burgos,15,11,5,4,9,10,8,3,5,2,1,0,4.0,4.0,1.8,15.682,10.25
27/09/20,Osasuna,Levante,1,3,A,1,1,D,Mario Melero,9,11,4,5,15,16,3,7,2,0,0,0,2.3,3.2,3.25,9.87,6.0
27/09/20,Eibar,Ath Bilbao,1,2,A,0,1,A,Adrián Cordero,7,9,1,5,15,12,5,4,1,0,0,0,3.0,3.0,2.55,5.889,7.389
27/09/20,Ath Madrid,Granada,6,1,H,1,0,H,Daniel Ask,17,11,10,6,16,14,1,1,3,1,0,0,1.5,4.0,7.5,6.929,9.9
27/09/20,Cadiz,Sevilla,1,3,A,0,0,D,David Medié,12,14,5,5,9,14,6,5,4,2,0,0,5.0,3.6,1.7,31.312,3.435
27/09/20,Valladolid,Celta,1,1,D,0,1,A,José Sánchez,10,5,4,1,26,18,4,1,3,4,0,0,2.8,3.0,2.7,4.075,6.577
27/09/20,Barcelona,Villarreal,4,0,H,4,0,H,Guillermo Cuadra,17,5,9,1,9,10,8,4,0,1,0,0,1.53,4.33,6.0,14.952,19.15
29/09/20,Sociedad,Valencia,0,1,A,0,0,D,Jorge Figueroa,11,9,3,5,16,15,9,3,1,5,0,0,1.53,4.2,5.75,7.19,11.333
29/09/20,Getafe,Betis,3,0,H,3,0,H,Juan Martínez,8,10,4,2,15,17,1,4,4,4,0,1,2.45,3.1,3.0,13.844,3.577
30/09/20,Huesca,Ath Madrid,0,0,D,0,0,D,Adrián Cordero,9,16,3,2,13,10,5,7,1,0,0,0,7.5,4.2,1.45,15.429,8.909
30/09/20,Villarreal,Alaves,3,1,H,2,1,H,David Medié,10,8,6,3,11,13,2,0,0,2,0,0,1.57,3.8,5.75,7.467,10.879
30/09/20,Eibar,Elche,0,1,A,0,1,A,Santiago Jaime,12,5,4,2,9,14,3,2,2,2,0,0,1.8,3.5,4.5,4.0,12.8
30/09/20,Real Madrid,Valladolid,1,0,H,0,0,D,César Soto,15,11,5,5,11,7,4,7,2,1,0,0,1.22,6.0,11.0,11.214,17.737
01/10/20,Ath Bilbao,Cadiz,0,1,A,0,0,D,Pablo González,13,3,4,1,15,16,5,2,3,5,0,2,1.53,3.8,6.5,4.4,11.571
01/10/20,Sevilla,Levante,1,0,H,0,0,D,Daniel Ask,16,3,2,1,14,17,2,4,5,2,0,0,1.4,4.5,7.5,6.5,13.08
01/10/20,Celta,Barcelona,0,3,A,0,1,A,Carlos del Cerro,10,6,3,3,22,10,3,7,5,5,0,1,5.75,4.2,1.53,7.649,11.278
03/10/20,Valladolid,Eibar,1,2,A,1,1,D,Isidro Díaz de Mera,9,11,3,5,11,21,3,4,2,3,0,1,2.35,3.0,3.4,8.0,7.682
03/10/20,Ath Madrid,Villarreal,0,0,D,0,0,D,Alejandro Hernández,14,6,1,2,11,7,9,1,1,2,0,0,1.61,3.9,5.5,10.774,15.143
03/10/20,Elche,Huesca,0,0,D,0,0,D,Mario Melero,2,18,0,4,8,26,0,5,0,2,0,0,3.1,3.1,2.45,10.391,7.717
03/10/20,Sociedad,Getafe,3,0,H,1,0,H,Antonio Matéu Lahoz,11,5,6,1,21,13,5,4,3,3,0,0,2.25,3.1,3.5,4.353,7.267
03/10/20,Valencia,Betis,0,2,A,0,1,A,Guillermo Cuadra,5,17,2,8,11,14,4,7,2,2,0,0,2.8,3.2,2.6,9.85,8.1
04/10/20,Osasuna,Celta,2,0,H,1,0,H,Ricardo de Burgos,14,9,5,3,19,10,6,5,3,3,0,0,2.7,3.1,2.75,7.143,5.524
04/10/20,Alaves,Ath Bilbao,1,0,H,0,0,D,José Sánchez,8,8,3,0,20,17,0,6,2,3,1,0,3.3,2.9,2.37,9.84,4.846
04/10/20,Levante,Real Madrid,0,2,A,0,1,A,José Luis Munuera,11,13,4,3,14,8,4,6,2,1,0,0,6.0,4.5,1.5,10.192,7.818
04/10/20,Cadiz,Granada,1,1,D,0,1,A,Hsu Jason,14,13,4,5,16,16,2,5,2,2,0,0,3.0,3.0,2.6,9.538,4.0
04/10/20,Barcelona,Sevilla,1,1,D,1,1,D,Jesús Gil,12,13,5,1,11,18,6,5,1,1,0,0,1.57,4.33,5.25,15.833,11.212
17/10/20,Granada,Sevilla,1,0,H,0,0,D,Pablo González,13,8,3,3,16,11,5,1,4,4,0,1,4.2,3.4,1.9,8.0,11.412
17/10/20,Celta,Ath Madrid,0,2,A,0,1,A,Juan Martínez,15,9,5,4,16,18,8,4,3,4,0,0,5.5,3.3,1.75,13.833,9.519
17/10/20,Real Madrid,Cadiz,0,1,A,0,1,A,Santiago Jaime,14,14,2,5,7,5,4,11,2,0,0,0,1.18,7.0,15.0,6.5,23.571
17/10/20,Getafe,Barcelona,1,0,H,0,0,D,César Soto,9,7,4,1,20,10,7,2,4,3,0,0,4.75,3.8,1.72,11.4,5.067
18/10/20,Eibar,Osasuna,0,0,D,0,0,D,David Medié,10,8,6,2,14,14,6,7,2,3,0,1,2.6,3.0,3.0,10.385,6.0
18/10/20,Ath Bilbao,Levante,2,0,H,0,0,D,Hsu Jason,14,6,5,1,11,10,9,3,3,1,0,0,2.05,3.2,4.0,7.12,10.579
18/10/20,Villarreal,Valencia,2,1,H,1,1,D,Carlos del Cerro,16,11,6,3,13,8,3,7,4,1,1,0,1.6,4.0,5.25,10.35,14.571
18/10/20,Alaves,Elche,0,2,A,0,1,A,Adrián Cordero,13,7,2,3,11,11,2,6,2,5,0,0,1.75,3.3,5.5,9.429,12.316
18/10/20,Huesca,Valladolid,2,2,D,0,1,A,Jorge Figueroa,12,5,7,3,14,24,3,1,1,2,0,0,2.25,2.9,3.8,9.909,10.094
18/10/20,Betis,Sociedad,0,3,A,0,1,A,Daniel Ask,7,8,1,5,11,18,6,2,2,1,0,0,2.5,3.25,2.9,10.5,10.769
23/10/20,Elche,Valencia,2,1,H,2,0,H,César Soto,3,14,2,4,15,8,0,7,3,2,0,0,3.2,3.1,2.4,15.833,11.407
24/10/20,Barcelona,Real Madrid,1,3,A,1,1,D,Juan Martínez,10,15,4,9,11,13,7,7,3,2,0,0,2.0,3.6,3.6,11.75,13.5
24/10/20,Osasuna,Ath Bilbao,1,0,H,0,0,D,Guillermo Cuadra,7,13,2,5,18,10,2,5,3,2,0,0,3.25,2.9,2.4,11.038,6.591
24/10/20,Sevilla,Eibar,0,1,A,0,1,A,Alejandro Hernández,21,3,3,1,11,12,13,3,0,3,0,0,1.45,4.33,7.5,5.174,15.63
24/10/20,Ath Madrid,Betis,2,0,H,0,0,D,Antonio Matéu Lahoz,13,12,6,3,19,12,8,5,2,0,0,1,1.55,3.8,6.5,10.966,7.0
25/10/20,Valladolid,Alaves,0,2,A,0,0,D,José Luis Munuera,5,14,1,4,9,7,2,4,1,0,1,0,2.3,2.9,3.5,19.385,11.333
25/10/20,Cadiz,Villarreal,0,0,D,0,0,D,Ricardo de Burgos,5,7,0,2,15,7,0,5,2,2,0,0,3.6,3.3,2.1,24.45,4.944
25/10/20,Getafe,Granada,0,1,A,0,1,A,Jesús Gil,10,5,1,2,19,23,6,1,4,2,0,0,1.85,3.1,5.0,2.5,5.038
25/10/20,Sociedad,Huesca,4,1,H,1,0,H,Isidro Díaz de Mera,13,6,6,4,12,11,4,5,2,1,0,0,1.57,3.75,6.0,8.857,15.062
26/10/20,Levante,Celta,1,1,D,0,0,D,Mario Melero,10,10,3,3,11,19,3,2,2,2,0,0,2.37,3.25,3.0,6.034,8.406
30/10/20,Eibar,Cadiz,0,2,A,0,2,A,Antonio Matéu Lahoz,9,6,3,4,10,10,7,2,1,1,0,0,2.55,2.75,3.3,4.688,21.75
31/10/20,Real Madrid,Huesca,4,1,H,2,0,H,Pablo González,13,9,6,2,16,9,6,3,0,2,0,0,1.33,5.25,9.0,9.303,20.556
31/10/20,Ath Bilbao,Sevilla,2,1,H,0,1,A,Carlos del Cerro,16,7,5,3,17,19,6,1,5,5,0,0,3.0,3.0,2.6,13.5,6.393
31/10/20,Osasuna,Ath Madrid,1,3,A,0,1,A,Daniel Ask,8,11,3,6,12,10,3,2,1,2,0,0,5.5,3.3,1.75,16.55,10.364
31/10/20,Alaves,Barcelona,1,1,D,1,0,H,Alejandro Hernández,4,25,3,9,16,4,2,14,4,3,1,0,6.5,4.75,1.44,21.222,5.882
01/11/20,Betis,Elche,3,1,H,2,0,H,David Medié,17,4,10,2,13,12,1,1,2,1,0,0,1.45,4.33,7.5,8.763,29.143
01/11/20,Celta,Sociedad,1,4,A,0,2,A,Adrián Cordero,9,9,2,7,19,16,2,3,2,5,1,0,3.0,3.2,2.45,7.615,6.395
01/11/20,Granada,Levante,1,1,D,1,1,D,Santiago Jaime,5,19,2,4,7,14,2,8,2,3,1,0,2.25,3.2,3.4,35.167,5.059
01/11/20,Valencia,Getafe,2,2,D,1,0,H,Jorge Figueroa,11,16,5,5,18,25,0,3,8,5,1,1,3.1,3.1,2.45,6.72,3.25
02/11/20,Villarreal,Valladolid,2,0,H,2,0,H,Hsu Jason,11,11,5,1,13,13,6,4,1,3,0,0,1.61,4.0,5.5,7.125,10.794
06/11/20,Elche,Celta,1,1,D,1,1,D,Ricardo de Burgos,8,14,1,6,18,12,3,3,3,4,0,0,4.0,3.3,1.95,12.0,8.714
07/11/20,Huesca,Eibar,1,1,D,0,1,A,Mario Melero,14,8,6,3,16,30,4,3,2,0,0,0,2.05,3.3,3.6,6.87,6.953
07/11/20,Barcelona,Betis,5,2,H,1,1,D,Guillermo Cuadra,18,12,9,6,8,10,9,5,2,2,0,1,1.4,5.0,7.5,10.96,19.733
07/11/20,Sevilla,Osasuna,1,0,H,0,0,D,Juan Martínez,9,10,1,2,11,19,3,0,2,3,0,0,1.5,4.0,7.0,7.562,11.059
07/11/20,Ath Madrid,Cadiz,4,0,H,2,0,H,Adrián Cordero,17,10,7,3,10,9,2,7,1,1,0,0,1.4,4.2,10.0,9.238,22.619
08/11/20,Getafe,Villarreal,1,3,A,1,2,A,José Luis Munuera,13,9,5,5,18,11,3,3,3,4,0,0,2.5,3.1,3.0,7.286,11.833
08/11/20,Sociedad,Granada,2,0,H,2,0,H,Carlos del Cerro,22,2,9,1,8,11,15,0,2,1,1,0,1.65,3.8,5.25,6.733,19.625
08/11/20,Levante,Alaves,1,1,D,0,1,A,Isidro Díaz de Mera,18,6,5,2,12,16,12,1,1,6,0,1,2.15,3.4,3.4,3.345,9.958
08/11/20,Valladolid,Ath Bilbao,2,1,H,1,0,H,César Soto,7,17,4,2,23,11,2,11,4,2,0,0,3.3,2.9,2.37,9.107,5.786
08/11/20,Valencia,Real Madrid,4,1,H,2,1,H,Jesús Gil,7,16,4,6,13,14,1,8,3,2,0,0,6.0,4.75,1.45,12.5,6.741
20/11/20,Osasuna,Huesca,1,1,D,0,1,A,Valentín Pizarro,18,6,7,5,14,15,4,3,2,3,0,0,2.4,3.0,3.25,8.84,10.818
21/11/20,Levante,Elche,1,1,D,1,0,H,Jorge Figueroa,13,11,5,5,15,11,5,4,1,4,0,0,1.57,4.0,5.75,9.743,13.4
21/11/20,Villarreal,Real Madrid,1,1,D,0,1,A,Alejandro Hernández,13,6,1,1,16,14,4,2,1,2,0,0,2.87,3.8,2.25,10.056,11.464
21/11/20,Sevilla,Celta,4,2,H,2,2,D,César Soto,15,10,10,7,14,20,3,2,2,2,0,0,1.72,3.6,5.25,10.455,10.68
21/11/20,Ath Madrid,Barcelona,1,0,H,1,0,H,José Luis Munuera,9,13,2,4,12,6,8,8,4,0,0,0,2.9,3.5,2.37,20.4,18.667
22/11/20,Eibar,Getafe,0,0,D,0,0,D,Pablo González,15,8,5,3,16,22,3,4,3,4,1,0,3.4,3.0,2.35,5.667,5.304
22/11/20,Cadiz,Sociedad,0,1,A,0,0,D,Daniel Ask,2,14,0,4,14,14,1,6,2,1,0,0,4.0,3.8,1.85,11.963,4.348
22/11/20,Granada,Valladolid,1,3,A,0,1,A,David Medié,16,9,6,3,16,14,5,3,4,3,0,0,2.1,3.2,3.8,4.8,8.92
22/11/20,Alaves,Valencia,2,2,D,2,0,H,Santiago Jaime,13,13,3,5,21,16,4,5,1,1,0,0,2.7,3.2,2.8,10.414,6.647
23/11/20,Ath Bilbao,Betis,4,0,H,2,0,H,Hsu Jason,14,7,9,1,16,8,6,3,0,0,0,0,2.2,3.3,3.4,9.935,8.2
27/11/20,Valladolid,Levante,1,1,D,0,0,D,Valentín Pizarro,10,10,4,3,18,11,3,11,0,3,0,0,2.55,3.3,2.8,10.077,6.158
28/11/20,Elche,Cadiz,1,1,D,1,0,H,Carlos del Cerro,4,7,3,2,16,15,1,9,6,2,1,0,3.2,3.0,2.45,11.227,9.31
28/11/20,Valencia,Ath Madrid,0,1,A,0,0,D,Ricardo de Burgos,5,14,2,6,12,15,2,7,2,5,0,0,4.75,3.8,1.72,15.955,5.406
28/11/20,Huesca,Sevilla,0,1,A,0,0,D,Guillermo Cuadra,5,16,1,4,14,9,1,10,4,3,0,0,4.0,3.3,2.0,19.765,7.0
28/11/20,Real Madrid,Alaves,1,2,A,0,1,A,Adrián Cordero,20,11,9,6,8,17,12,9,2,3,0,0,1.33,5.25,9.0,10.571,21.357
29/11/20,Barcelona,Osasuna,4,0,H,2,0,H,Antonio Matéu Lahoz,20,10,11,5,8,12,5,3,1,0,0,0,1.25,6.0,11.0,12.923,21.0
29/11/20,Getafe,Ath Bilbao,1,1,D,0,1,A,Mario Melero,11,5,3,2,16,23,3,2,2,4,0,0,2.8,2.9,2.8,4.613,5.042
29/11/20,Celta,Granada,3,1,H,1,1,D,Isidro Díaz de Mera,17,9,8,2,14,13,8,0,4,3,1,0,2.0,3.5,3.75,4.875,17.684
29/11/20,Sociedad,Villarreal,1,1,D,1,1,D,Jesús Gil,8,10,4,2,18,12,4,4,5,3,0,0,2.1,3.6,3.4,14.071,11.682
30/11/20,Betis,Eibar,0,2,A,0,0,D,Juan Martínez,7,11,3,6,13,14,6,2,2,1,0,0,1.75,3.75,4.5,6.1,12.458
04/12/20,Ath Bilbao,Celta,0,2,A,0,0,D,Jorge Figueroa,10,6,0,4,7,15,4,5,2,1,0,0,2.05,3.25,3.8,8.926,9.038
05/12/20,Levante,Getafe,3,0,H,2,0,H,David Medié,12,9,8,0,12,13,5,5,2,7,0,2,2.9,3.1,2.55,5.353,10.667
05/12/20,Sevilla,Real Madrid,0,1,A,0,0,D,José Sánchez,12,10,2,3,15,20,4,3,1,3,0,0,2.5,3.5,2.7,6.152,13.88
05/12/20,Ath Madrid,Valladolid,2,0,H,0,0,D,Pablo González,15,13,4,3,10,10,4,4,4,2,0,0,1.4,4.33,9.5,15.625,12.231
05/12/20,Cadiz,Barcelona,2,1,H,1,0,H,César Soto,7,21,3,8,10,7,5,13,0,2,0,0,8.5,5.0,1.36,26.636,3.556
06/12/20,Granada,Huesca,3,3,D,1,1,D,Hsu Jason,15,16,6,7,12,16,4,2,2,0,0,0,2.3,3.1,3.4,7.382,9.077
06/12/20,Osasuna,Betis,0,2,A,0,0,D,Alejandro Hernández,10,12,0,5,16,12,2,5,3,2,0,0,2.62,3.3,2.7,8.385,8.773
06/12/20,Villarreal,Elche,0,0,D,0,0,D,Santiago Jaime,12,3,3,0,16,13,4,0,3,2,0,0,1.3,5.5,9.5,7.771,18.812
06/12/20,Alaves,Sociedad,0,0,D,0,0,D,José Luis Munuera,5,13,1,5,3,11,2,3,1,0,1,0,4.75,3.5,1.8,15.765,5.783
07/12/20,Eibar,Valencia,0,0,D,0,0,D,Daniel Ask,19,6,3,4,15,10,8,0,3,2,0,0,2.45,3.1,3.1,2.741,11.722
11/12/20,Valladolid,Osasuna,3,2,H,1,2,A,Adrián Cordero,11,13,6,6,14,18,3,3,4,5,0,0,2.5,3.1,3.0,11.706,7.56
12/12/20,Valencia,Ath Bilbao,2,2,D,1,0,H,Carlos del Cerro,11,13,2,5,19,16,0,10,2,6,0,0,3.25,3.1,2.35,7.28,5.0
12/12/20,Getafe,Sevilla,0,1,A,0,0,D,Juan Martínez,8,8,2,0,14,13,5,3,2,3,0,0,3.75,3.2,2.1,21.842,4.75
12/12/20,Huesca,Alaves,1,0,H,0,0,D,Mario Melero,11,3,3,1,14,20,5,2,1,4,0,0,2.2,3.2,3.5,5.154,11.966
12/12/20,Real Madrid,Ath Madrid,2,0,H,1,0,H,Antonio Matéu Lahoz,11,5,3,1,7,16,3,6,1,3,0,0,2.3,3.3,3.1,9.294,11.806
13/12/20,Sociedad,Eibar,1,1,D,1,0,H,Isidro Díaz de Mera,8,16,2,4,14,11,5,4,4,3,0,0,1.6,3.75,6.0,9.875,9.9
13/12/20,Betis,Villarreal,1,1,D,0,1,A,Valentín Pizarro,11,7,5,2,13,14,4,8,2,3,0,0,3.1,3.5,2.25,14.182,9.071
13/12/20,Elche,Granada,0,1,A,0,1,A,Pablo González,9,13,1,5,16,15,6,5,4,2,0,0,3.4,3.1,2.3,5.667,9.515
13/12/20,Barcelona,Levante,1,0,H,0,0,D,Ricardo de Burgos,24,7,13,3,4,15,12,4,2,1,0,0,1.22,7.0,11.0,15.867,18.375
14/12/20,Celta,Cadiz,4,0,H,4,0,H,Guillermo Cuadra,8,12,5,2,24,9,1,5,2,1,0,0,1.72,3.6,5.25,6.88,16.25
15/12/20,Real Madrid,Ath Bilbao,3,1,H,1,0,H,Jesús Gil,18,10,5,4,8,9,6,6,1,3,0,1,1.53,4.33,5.75,9.353,18.111
16/12/20,Barcelona,Sociedad,2,1,H,2,1,H,José Sánchez,14,12,4,5,18,14,2,3,3,3,0,0,1.6,4.5,5.0,7.8,8.75
18/12/20,Ath Bilbao,Huesca,2,0,H,0,0,D,Valentín Pizarro,10,6,3,1,9,16,5,5,0,3,0,1,1.9,3.3,4.33,9.174,14.048
19/12/20,Ath Madrid,Elche,3,1,H,1,0,H,Daniel Ask,12,8,6,3,13,14,2,5,1,2,0,0,1.2,6.0,19.0,11.839,23.357
19/12/20,Barcelona,Valencia,2,2,D,1,1,D,Alejandro Hernández,25,12,9,4,10,14,8,3,4,2,0,0,1.3,6.0,8.5,8.294,12.261
19/12/20,Levante,Sociedad,2,1,H,1,1,D,César Soto,13,15,5,5,19,14,3,4,2,1,0,0,3.4,3.4,2.15,8.72,8.4
19/12/20,Osasuna,Villarreal,1,3,A,0,2,A,Jorge Figueroa,6,13,1,6,17,16,2,2,2,2,1,0,3.6,3.4,2.1,13.52,7.353
19/12/20,Sevilla,Valladolid,1,1,D,1,0,H,Jesús Gil,14,12,3,5,14,10,7,7,3,4,0,0,1.53,3.75,7.5,8.0,13.304
20/12/20,Celta,Alaves,2,0,H,1,0,H,Hsu Jason,11,8,3,2,18,12,3,5,2,2,0,0,1.7,4.0,4.75,6.424,13.727
20/12/20,Granada,Betis,2,0,H,2,0,H,José Sánchez,8,14,3,1,21,16,1,10,3,4,0,0,2.45,3.4,2.87,10.5,4.12
20/12/20,Cadiz,Getafe,0,2,A,0,1,A,Santiago Jaime,8,6,1,4,6,22,2,4,1,6,0,0,3.3,2.9,2.45,8.5,12.083
20/12/20,Eibar,Real Madrid,1,3,A,1,2,A,José Luis Munuera,10,11,3,5,11,7,4,4,1,0,0,0,6.5,4.2,1.5,13.29,8.667
22/12/20,Elche,Osasuna,2,2,D,0,1,A,Ricardo de Burgos,7,15,2,6,8,17,4,4,1,2,0,1,3.3,3.0,2.37,10.769,13.727
22/12/20,Valencia,Sevilla,0,1,A,0,0,D,Valentín Pizarro,10,19,4,3,11,17,3,5,3,2,0,0,3.75,3.4,2.0,13.81,4.8
22/12/20,Huesca,Levante,1,1,D,1,0,H,Isidro Díaz de Mera,11,9,2,1,10,17,10,3,2,3,0,0,2.62,3.4,2.6,8.708,7.7
22/12/20,Sociedad,Ath Madrid,0,2,A,0,0,D,Guillermo Cuadra,6,8,1,3,20,17,5,5,3,3,0,0,3.3,3.2,2.25,7.04,10.818
22/12/20,Valladolid,Barcelona,0,3,A,0,2,A,Mario Melero,12,21,5,10,12,10,4,5,1,2,0,0,7.0,5.4,1.36,16.348,12.364
22/12/20,Villarreal,Ath Bilbao,1,1,D,0,1,A,David Medié,17,9,6,3,10,18,6,4,1,1,0,0,2.0,3.4,3.8,7.316,9.0
23/12/20,Getafe,Celta,1,1,D,1,1,D,Pablo González,6,2,3,1,17,16,1,4,3,3,0,0,2.75,3.0,2.8,14.591,4.926
23/12/20,Real Madrid,Granada,2,0,H,0,0,D,Juan Martínez,23,10,6,1,13,11,8,1,2,1,0,0,1.33,5.25,9.0,6.75,17.5
23/12/20,Alaves,Eibar,2,1,H,2,1,H,Carlos del Cerro,13,8,3,4,10,14,2,7,4,2,0,0,2.75,2.87,2.9,11.556,4.4
23/12/20,Betis,Cadiz,1,0,H,0,0,D,Antonio Matéu Lahoz,6,6,1,3,18,9,5,5,1,1,0,0,1.9,3.5,4.1,3.226,17.619
29/12/20,Sevilla,Villarreal,2,0,H,1,0,H,César Soto,10,6,3,2,13,14,4,7,1,4,0,0,2.25,3.3,3.25,11.815,8.75
29/12/20,Barcelona,Eibar,1,1,D,0,0,D,Hsu Jason,16,9,5,3,6,15,5,7,0,2,0,0,1.28,5.75,9.5,12.5,13.594
29/12/20,Cadiz,Valladolid,0,0,D,0,0,D,Alejandro Hernández,8,7,3,1,14,13,1,6,3,2,0,0,2.87,2.9,2.75,8.188,4.385
29/12/20,Levante,Betis,4,3,H,3,1,H,Daniel Ask,10,19,5,7,9,14,3,6,3,2,1,0,2.4,3.4,2.9,13.4,4.167
30/12/20,Granada,Valencia,2,1,H,1,1,D,Adrián Cordero,24,16,5,6,16,15,6,6,4,4,1,2,2.2,3.3,3.4,6.32,5.207
30/12/20,Ath Madrid,Getafe,1,0,H,1,0,H,Antonio Matéu Lahoz,10,10,3,2,7,12,5,2,2,3,0,0,1.44,4.2,8.5,10.789,8.607
30/12/20,Celta,Huesca,2,1,H,1,0,H,José Luis Munuera,15,17,6,6,19,8,0,5,2,0,0,0,1.75,3.75,4.6,6.829,20.368
30/12/20,Elche,Real Madrid,1,1,D,0,1,A,Jorge Figueroa,6,14,3,6,8,18,2,3,1,4,0,0,10.0,6.5,1.25,35.364,6.912
31/12/20,Ath Bilbao,Sociedad,0,1,A,0,1,A,José Sánchez,4,13,0,3,23,18,2,4,5,4,0,0,3.0,3.2,2.5,4.033,7.719
31/12/20,Osasuna,Alaves,1,1,D,0,0,D,Santiago Jaime,8,15,3,1,12,9,5,4,3,4,1,0,2.35,3.25,3.1,16.353,9.455
02/01/21,Villarreal,Levante,2,1,H,1,0,H,Pablo González,12,9,7,2,12,11,3,5,1,1,0,0,1.65,3.8,5.5,13.0,12.727
02/01/21,Betis,Sevilla,1,1,D,0,0,D,Carlos del Cerro,16,6,3,2,15,18,2,1,5,2,0,0,3.9,3.5,1.95,11.556,6.742
02/01/21,Getafe,Valladolid,0,1,A,0,1,A,Isidro Díaz de Mera,11,8,4,2,13,13,5,9,3,2,0,0,1.95,3.1,4.5,6.704,10.562
02/01/21,Real Madrid,Celta,2,0,H,1,0,H,Ricardo de Burgos,9,6,2,1,14,14,1,5,4,2,0,0,1.44,4.75,6.5,14.226,12.381
03/01/21,Ath Bilbao,Elche,1,0,H,1,0,H,Mario Melero,13,5,2,2,15,13,5,4,2,1,0,0,1.5,3.8,8.0,6.045,15.824
03/01/21,Alaves,Ath Madrid,1,2,A,0,1,A,Juan Martínez,4,8,1,4,14,12,1,5,0,2,1,0,7.0,3.75,1.53,19.0,5.676
03/01/21,Eibar,Granada,2,0,H,0,0,D,Antonio Matéu Lahoz,15,6,7,3,10,9,4,2,2,1,0,0,2.37,3.0,3.3,5.938,7.0
03/01/21,Sociedad,Osasuna,1,1,D,0,1,A,Valentín Pizarro,8,6,2,2,15,8,7,2,1,1,0,0,1.53,4.0,6.5,6.526,13.158
03/01/21,Huesca,Barcelona,0,1,A,0,1,A,Guillermo Cuadra,4,20,4,7,12,11,2,6,1,0,0,0,6.5,4.75,1.44,21.438,6.061
04/01/21,Valencia,Cadiz,1,1,D,0,0,D,David Medié,11,9,4,2,11,17,9,7,2,2,0,0,2.0,3.4,3.75,6.667,17.312
06/01/21,Ath Bilbao,Barcelona,2,3,A,1,2,A,Carlos del Cerro,8,13,3,9,10,6,3,4,2,1,0,0,4.2,3.6,1.83,18.526,11.154
08/01/21,Celta,Villarreal,0,4,A,0,4,A,Daniel Ask,8,15,3,6,15,18,3,4,1,0,0,0,3.4,3.3,2.2,8.933,13.464
