Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,Home_PPDA,Away_PPDA
31/08/24,Ath Bilbao,Ath Madrid,0,1,A,0,0,D,Alejandro Hernández,8,9,1,2,13,9,2,2,3,1,0,0,3.0,3.3,2.38,12.357,33.556
31/08/24,Espanol,Vallecano,2,1,H,1,1,D,Adrián Cordero,10,17,5,5,14,16,3,7,3,2,0,0,2.8,3.0,2.8,10.286,7.345
31/08/24,Leganes,Mallorca,0,1,A,0,1,A,Mario Melero,4,12,2,3,11,17,1,3,1,3,0,0,2.5,3.0,3.2,11.263,10.172
31/08/24,Valencia,Villarreal,1,1,D,1,1,D,Jesús Gil,22,9,6,3,15,11,14,3,3,5,0,1,2.8,3.4,2.45,7.788,18.846
01/09/24,Alaves,Las Palmas,2,0,H,1,0,H,Víctor García,15,12,5,7,13,9,6,5,3,0,0,0,1.95,3.4,4.0,16.0,6.562
01/09/24,Osasuna,Celta,3,2,H,2,1,H,Juan Martínez,10,12,4,3,19,10,6,3,2,0,0,1,2.45,3.25,3.0,7.567,12.9
01/09/24,Sevilla,Girona,0,2,A,0,1,A,Jose Maria Sánchez,16,11,5,4,6,14,7,5,3,2,0,0,2.35,3.8,2.75,16.562,8.484
01/09/24,Getafe,Sociedad,0,0,D,0,0,D,José Luis Munuera,16,1,1,0,14,16,4,1,1,1,0,0,3.5,2.9,2.38,8.091,4.786
01/09/24,Real Madrid,Betis,2,0,H,0,0,D,Javier Alberola,20,12,8,2,8,16,7,3,2,0,0,0,1.29,5.75,9.5,8.071,13.955
13/09/24,Betis,Leganes,2,0,H,0,0,D,Pablo González,14,3,5,0,11,18,11,1,1,2,0,0,1.62,3.7,6.25,7.138,18.421
14/09/24,Mallorca,Villarreal,1,2,A,0,1,A,Ricardo de Burgos,10,21,5,4,11,10,7,6,3,3,1,0,2.45,3.4,2.88,17.333,16.538
14/09/24,Espanol,Alaves,3,2,H,1,1,D,Juan Pulido,9,19,4,6,17,14,0,5,2,3,0,0,2.63,3.2,2.8,14.2,8.15
14/09/24,Sevilla,Getafe,1,0,H,1,0,H,Mateo Busquets,10,15,4,4,19,15,3,4,3,4,1,0,2.2,3.0,3.7,5.524,8.071
14/09/24,Sociedad,Real Madrid,0,2,A,0,0,D,Juan Martínez,11,16,2,7,12,9,6,6,4,1,0,0,4.75,3.9,1.67,16.529,20.615
15/09/24,Celta,Valladolid,3,1,H,2,0,H,Francisco Hernández,14,6,7,1,14,15,5,3,3,5,0,1,1.67,3.75,5.5,12.0,10.2
15/09/24,Girona,Barcelona,1,4,A,0,2,A,Alejandro Muñíz,9,20,4,9,13,4,1,6,3,2,0,1,4.2,3.8,1.8,13.455,9.107
15/09/24,Las Palmas,Ath Bilbao,2,3,A,0,2,A,Miguel Ángel Ortiz Arias,15,9,6,4,8,12,9,3,1,2,0,1,3.8,3.4,2.0,5.29,17.95
15/09/24,Ath Madrid,Valencia,3,0,H,1,0,H,César Soto,14,5,5,1,10,8,7,3,1,2,0,0,1.33,4.5,11.0,19.545,20.562
16/09/24,Vallecano,Osasuna,3,1,H,0,1,A,Alejandro Quintero,17,5,6,2,12,15,7,4,3,2,0,0,2.05,3.1,4.0,4.381,7.933
17/09/24,Mallorca,Sociedad,1,0,H,1,0,H,Adri園 Cordero,10,13,4,4,5,10,5,5,1,1,0,0,2.9,2.75,3.0,18.75,6.966
18/09/24,Betis,Getafe,2,1,H,0,0,D,Juan Pulido,18,15,8,5,10,20,8,4,3,5,0,0,1.91,3.0,5.0,4.81,12.174
19/09/24,Leganes,Ath Bilbao,0,2,A,0,0,D,Francisco Hernández,14,10,3,4,12,11,4,7,3,0,0,0,3.75,3.2,2.05,11.478,14.667
20/09/24,Alaves,Sevilla,2,1,H,1,0,H,Javier Alberola,10,8,4,2,11,16,3,5,1,4,0,0,2.15,3.1,3.7,13.583,7.615
21/09/24,Valladolid,Sociedad,0,0,D,0,0,D,Guillermo Cuadra,15,14,2,4,15,12,5,7,4,4,0,0,3.9,3.0,2.2,12.077,4.429
21/09/24,Osasuna,Las Palmas,2,1,H,1,1,D,Isidro Díaz de Mera,13,11,2,4,14,11,2,4,2,5,0,0,1.9,3.4,4.2,10.033,6.25
21/09/24,Valencia,Girona,2,0,H,0,0,D,Alejandro Hernández,7,8,2,3,13,10,5,4,3,2,0,0,2.88,3.3,2.5,15.538,5.955
21/09/24,Real Madrid,Espanol,4,1,H,0,0,D,José Luis Munuera,31,10,14,2,7,5,9,4,4,3,0,0,1.17,7.0,19.0,5.667,31.846
22/09/24,Getafe,Leganes,1,1,D,0,0,D,Adri園 Cordero,12,6,3,3,16,17,6,2,3,2,0,0,2.05,2.8,4.75,5.407,8.714
22/09/24,Ath Bilbao,Celta,3,1,H,2,1,H,Jose Maria Sánchez,10,11,7,4,16,11,3,6,3,2,0,0,1.7,3.7,5.25,19.091,6.727
22/09/24,Villarreal,Barcelona,1,5,A,1,2,A,Mateo Busquets,13,17,4,10,12,12,7,3,6,1,0,0,3.9,3.9,1.85,18.789,5.647
22/09/24,Vallecano,Ath Madrid,1,1,D,1,0,H,Mario Melero,15,10,3,5,9,12,3,4,0,0,0,0,5.0,3.4,1.8,12.048,14.3
23/09/24,Betis,Mallorca,1,2,A,1,1,D,Víctor García,14,6,6,6,12,12,6,3,3,2,0,0,1.85,3.3,4.75,8.88,16.591
24/09/24,Sevilla,Valladolid,2,1,H,1,0,H,Juan Pulido,22,8,5,2,14,12,6,4,5,4,1,0,1.65,3.8,5.5,7.238,11.938
24/09/24,Valencia,Osasuna,0,0,D,0,0,D,Miguel Ángel Ortiz Arias,10,9,2,2,6,11,10,5,2,3,0,0,2.0,3.1,4.0,16.833,10.95
24/09/24,Real Madrid,Alaves,3,2,H,2,0,H,Alejandro Muñíz,10,12,4,3,7,10,4,4,4,0,0,0,1.2,6.5,13.0,9.938,23.818
25/09/24,Girona,Vallecano,0,0,D,0,0,D,Juan Martínez,11,2,0,0,8,16,4,3,3,4,0,0,1.73,3.7,4.5,5.24,13.44
25/09/24,Barcelona,Getafe,1,0,H,1,0,H,Pablo González,16,7,4,1,4,14,7,5,1,1,0,0,1.25,6.25,10.0,3.833,21.938
26/09/24,Espanol,Villarreal,1,2,A,1,1,D,Alejandro Quintero,11,15,2,4,12,14,4,1,5,3,0,0,3.25,3.5,2.15,13.611,15.619
26/09/24,Las Palmas,Betis,1,1,D,1,1,D,Jose Maria Sánchez,8,14,2,5,21,10,1,4,4,2,0,0,3.1,3.1,2.38,8.926,17.333
26/09/24,Celta,Ath Madrid,0,1,A,0,0,D,Víctor García,9,7,4,2,10,7,2,3,2,2,0,0,3.8,3.7,1.91,13.789,16.0
27/09/24,Valladolid,Mallorca,1,2,A,0,0,D,José Luis Munuera,11,14,1,6,15,9,7,4,3,2,0,0,3.0,2.9,2.63,7.815,10.083
28/09/24,Getafe,Alaves,2,0,H,1,0,H,Isidro Díaz de Mera,14,9,8,1,17,24,2,2,3,6,0,0,2.55,2.88,3.1,5.1,3.273
28/09/24,Vallecano,Leganes,1,1,D,1,0,H,Alejandro Muñíz,15,13,6,3,12,7,5,5,2,1,0,0,1.9,3.0,5.0,10.571,13.952
28/09/24,Sociedad,Valencia,3,0,H,1,0,H,Javier Alberola,11,9,6,4,7,12,6,4,0,0,0,0,1.85,3.25,4.75,9.556,15.591
28/09/24,Osasuna,Barcelona,4,2,H,2,0,H,Guillermo Cuadra,11,12,6,5,13,3,5,8,2,2,0,0,7.0,4.5,1.45,13.44,6.071
29/09/24,Celta,Girona,1,1,D,0,1,A,Ricardo de Burgos,12,9,2,4,9,14,4,4,1,0,0,0,2.1,3.6,3.25,19.238,20.733
29/09/24,Ath Bilbao,Sevilla,1,1,D,1,0,H,César Soto,13,13,3,4,6,7,4,7,0,3,1,0,1.7,3.7,5.0,10.643,8.778
29/09/24,Betis,Espanol,1,0,H,0,0,D,Alejandro Hernández,20,8,12,1,14,20,8,4,2,4,0,0,1.65,3.4,5.75,10.846,11.545
29/09/24,Ath Madrid,Real Madrid,1,1,D,0,0,D,Mateo Busquets,12,12,4,4,11,11,5,5,3,1,1,0,2.8,3.3,2.5,26.308,17.25
30/09/24,Villarreal,Las Palmas,3,1,H,1,0,H,Mario Melero,17,7,7,3,14,10,3,2,0,3,0,0,1.45,4.33,6.5,15.241,17.846
04/10/24,Leganes,Valencia,0,0,D,0,0,D,Alejandro Quintero,8,6,0,1,15,14,1,2,2,2,0,0,2.9,2.88,2.8,8.5,12.269
05/10/24,Espanol,Mallorca,2,1,H,1,0,H,Francisco Hernández,8,11,3,4,14,19,4,6,1,5,0,0,3.1,3.0,2.55,11.524,5.833
05/10/24,Getafe,Osasuna,1,1,D,1,0,H,Jose Maria Sánchez,11,6,3,2,17,10,4,2,2,4,0,0,2.2,2.9,3.9,8.2,3.895
05/10/24,Las Palmas,Celta,0,1,A,0,1,A,Adri園 Cordero,24,8,5,1,9,13,11,2,3,8,0,2,3.1,3.5,2.25,13.733,10.909
05/10/24,Valladolid,Vallecano,1,2,A,0,0,D,Pablo González,13,17,5,3,13,18,5,13,4,2,0,0,3.1,3.0,2.5,11.292,6.571
05/10/24,Real Madrid,Villarreal,2,0,H,1,0,H,Guillermo Cuadra,11,10,2,1,7,11,2,5,0,1,0,0,1.27,6.25,8.5,12.391,20.688
06/10/24,Girona,Ath Bilbao,2,1,H,1,1,D,Juan Pulido,14,13,6,4,12,13,6,1,4,3,0,1,2.35,3.3,3.1,7.667,13.593
06/10/24,Alaves,Barcelona,0,3,A,0,3,A,Miguel Ángel Ortiz Arias,11,14,2,8,13,8,11,3,2,2,0,0,5.25,4.5,1.57,27.824,4.917
06/10/24,Sevilla,Betis,1,0,H,0,0,D,Juan Martínez,14,11,5,3,15,15,4,1,6,3,1,0,2.45,3.2,3.0,10.182,11.737
06/10/24,Sociedad,Ath Madrid,1,1,D,0,1,A,Isidro Díaz de Mera,16,4,8,1,10,9,5,1,0,2,0,0,3.3,3.2,2.3,8.333,29.0
18/10/24,Alaves,Valladolid,2,3,A,1,1,D,Mario Melero,10,12,4,4,15,14,5,6,6,2,1,0,1.62,3.9,5.75,9.357,16.154
19/10/24,Ath Bilbao,Espanol,4,1,H,3,0,H,Mateo Busquets,10,5,6,2,15,22,5,5,2,3,0,0,1.45,4.2,7.5,13.176,10.481
19/10/24,Osasuna,Betis,1,2,A,0,1,A,Alejandro Muñíz,19,11,6,7,12,8,10,2,2,1,0,1,2.5,3.4,2.7,10.235,10.444
19/10/24,Girona,Sociedad,0,1,A,0,1,A,César Soto,8,14,3,4,10,12,6,6,2,1,0,0,2.4,3.4,2.88,17.947,10.333
19/10/24,Celta,Real Madrid,1,2,A,0,1,A,Alejandro Hernández,13,10,5,3,16,13,6,2,2,1,0,0,4.75,4.5,1.6,12.679,14.905
20/10/24,Mallorca,Vallecano,1,0,H,0,0,D,Javier Alberola,19,10,5,2,9,13,9,2,1,1,0,0,2.05,3.1,4.0,12.353,9.526
20/10/24,Ath Madrid,Leganes,3,1,H,0,1,A,José Luis Munuera,24,5,9,2,14,8,8,2,5,1,0,0,1.33,4.75,10.0,5.205,18.062
20/10/24,Villarreal,Getafe,1,1,D,1,0,H,Víctor García,10,21,4,4,18,21,5,5,4,3,0,0,1.67,3.8,5.0,5.13,5.027
20/10/24,Barcelona,Sevilla,5,1,H,3,0,H,Ricardo de Burgos,21,7,9,1,6,14,5,5,1,2,0,0,1.3,5.75,8.0,6.241,14.12
21/10/24,Valencia,Las Palmas,2,3,A,1,1,D,Jesús Gil,14,11,7,6,12,12,11,2,4,9,1,0,1.62,3.8,5.5,12.16,16.214
25/10/24,Espanol,Sevilla,0,2,A,0,2,A,Miguel Ángel Ortiz Arias,16,6,1,3,14,9,13,2,2,0,0,0,3.0,3.25,2.4,10.464,17.4
26/10/24,Valladolid,Villarreal,1,2,A,0,1,A,Francisco Hernández,7,21,3,9,16,13,4,6,4,3,0,0,3.5,3.75,2.0,15.579,19.571
26/10/24,Vallecano,Alaves,1,0,H,0,0,D,Adri園 Cordero,16,15,4,7,8,14,6,2,2,4,1,0,2.25,3.1,3.5,11.105,8.476
26/10/24,Las Palmas,Girona,1,0,H,1,0,H,Alejandro Quintero,12,8,3,3,12,14,3,5,4,5,0,1,2.88,3.4,2.45,10.31,6.963
26/10/24,Real Madrid,Barcelona,0,4,A,0,0,D,Jose Maria Sánchez,9,15,4,7,15,17,10,3,2,5,0,0,2.0,4.1,3.25,8.258,7.269
27/10/24,Leganes,Celta,3,0,H,0,0,D,Mario Melero,7,18,4,5,15,17,4,2,2,2,0,0,3.25,3.25,2.3,12.577,8.25
27/10/24,Getafe,Valencia,1,1,D,0,1,A,Guillermo Cuadra,15,2,4,1,20,20,8,2,3,7,0,0,2.1,3.1,3.8,3.773,9.7
27/10/24,Betis,Ath Madrid,1,0,H,1,0,H,Jesús Gil,24,10,3,3,8,4,3,10,3,2,0,0,3.1,3.4,2.3,13.522,14.333
27/10/24,Sociedad,Osasuna,0,2,A,0,2,A,Juan Pulido,19,10,9,4,7,14,14,4,3,4,0,0,1.75,3.6,5.0,5.312,27.417
28/10/24,Mallorca,Ath Bilbao,0,0,D,0,0,D,Juan Martínez,4,20,1,1,9,12,1,14,5,1,1,0,2.9,3.1,2.55,17.533,6.65
01/11/24,Alaves,Mallorca,1,0,H,0,0,D,Pablo González,13,7,3,2,19,12,7,2,3,2,0,0,2.25,3.0,3.4,5.25,8.0
02/11/24,Osasuna,Valladolid,1,0,H,1,0,H,Víctor García,20,7,4,4,21,12,7,2,1,5,0,0,1.6,3.7,6.25,8.708,5.958
02/11/24,Girona,Leganes,4,3,H,2,2,D,Mateo Busquets,15,8,6,5,17,15,6,1,2,4,0,0,1.7,3.5,5.5,9.0,11.208
03/11/24,Ath Madrid,Las Palmas,2,0,H,1,0,H,Ricardo de Burgos,15,1,3,1,13,13,9,1,1,1,0,0,1.27,6.0,9.5,8.724,10.962
03/11/24,Barcelona,Espanol,3,1,H,3,0,H,José Luis Munuera,14,10,9,3,13,14,9,5,0,3,0,0,1.13,9.0,19.0,4.583,21.571
03/11/24,Sevilla,Sociedad,0,2,A,0,1,A,Alejandro Muñíz,8,9,0,3,6,17,5,9,2,1,0,0,2.9,3.0,2.63,16.75,15.294
03/11/24,Ath Bilbao,Betis,1,1,D,0,0,D,Javier Alberola,17,7,8,4,9,8,6,2,0,0,0,0,1.91,3.5,4.0,16.381,18.235
04/11/24,Celta,Getafe,1,0,H,1,0,H,Jesús Gil,10,10,3,2,12,11,0,2,1,4,0,1,1.95,3.2,4.5,8.8,14.696
08/11/24,Vallecano,Las Palmas,1,3,A,0,1,A,Francisco Hernández,35,11,7,3,9,13,12,4,1,3,0,0,1.83,3.4,4.5,6.038,13.667
09/11/24,Real Madrid,Osasuna,4,0,H,2,0,H,Mario Melero,18,2,8,0,9,16,11,3,0,2,0,0,1.2,7.0,13.0,11.071,16.652
09/11/24,Villarreal,Alaves,3,0,H,1,0,H,Alejandro Quintero,13,9,3,3,17,21,7,2,1,3,0,0,1.62,4.0,5.5,6.7,9.688
09/11/24,Leganes,Sevilla,1,0,H,0,0,D,Juan Pulido,8,13,4,2,7,10,0,6,2,1,0,1,2.88,3.2,2.55,18.688,8.08
10/11/24,Betis,Celta,2,2,D,1,1,D,Miguel Ángel Ortiz Arias,19,3,6,2,12,8,2,0,3,0,0,0,1.95,3.4,4.0,9.613,38.0
10/11/24,Mallorca,Ath Madrid,0,1,A,0,0,D,Jose Maria Sánchez,12,9,6,2,10,16,7,2,1,3,0,0,3.6,3.1,2.2,17.444,12.826
10/11/24,Getafe,Girona,0,1,A,0,1,A,Juan Martínez,8,3,0,2,25,16,5,2,3,3,0,0,2.45,3.2,3.0,8.2,8.5
10/11/24,Valladolid,Ath Bilbao,1,1,D,0,0,D,Adri園 Cordero,6,17,3,1,12,12,5,5,4,4,0,0,4.5,3.4,1.85,18.375,8.667
10/11/24,Sociedad,Barcelona,1,0,H,1,0,H,Guillermo Cuadra,14,11,6,0,17,6,7,6,3,1,0,0,4.75,4.1,1.65,11.176,9.867
22/11/24,Getafe,Valladolid,2,0,H,0,0,D,Pablo González,12,6,5,3,15,15,3,2,3,2,0,0,1.65,3.4,6.5,6.412,11.385
23/11/24,Valencia,Betis,4,2,H,1,1,D,Ricardo de Burgos,11,7,5,3,10,16,2,4,4,2,0,0,3.0,3.0,2.6,11.5,9.68
23/11/24,Ath Madrid,Alaves,2,1,H,0,1,A,Víctor García,11,4,8,1,18,19,5,0,3,3,0,0,1.36,4.75,9.0,6.174,19.25
23/11/24,Girona,Espanol,4,1,H,4,0,H,Alejandro Hernández,12,9,5,1,4,19,6,3,0,3,0,0,1.67,3.9,5.25,9.5,16.967
23/11/24,Las Palmas,Mallorca,2,3,A,0,0,D,Alejandro Muñíz,14,10,3,3,10,18,4,3,4,2,0,1,2.8,3.0,2.7,9.714,11.955
23/11/24,Celta,Barcelona,2,2,D,0,1,A,César Soto,15,9,8,4,13,9,5,1,5,5,0,1,4.75,4.33,1.65,11.355,13.688
24/11/24,Osasuna,Villarreal,2,2,D,2,0,H,José Luis Munuera,4,17,3,7,12,13,0,8,6,5,0,0,2.55,3.4,2.75,10.538,8.952
24/11/24,Sevilla,Vallecano,1,0,H,1,0,H,Mateo Busquets,11,9,3,1,14,14,8,3,2,5,0,1,2.3,3.2,3.3,11.632,10.545
24/11/24,Leganes,Real Madrid,0,3,A,0,1,A,Javier Alberola,4,16,0,9,17,11,2,4,2,0,0,0,7.5,4.5,1.42,14.652,9.875
24/11/24,Ath Bilbao,Sociedad,1,0,H,1,0,H,Jesús Gil,12,6,4,1,18,9,4,4,3,4,0,0,2.25,3.0,3.6,10.903,6.739
29/11/24,Mallorca,Valencia,2,1,H,1,1,D,Alejandro Quintero,9,7,3,1,9,14,3,6,0,0,0,0,2.0,3.0,4.5,15.053,10.115
30/11/24,Barcelona,Las Palmas,1,2,A,0,0,D,Adri園 Cordero,27,5,8,3,7,11,7,0,0,0,0,0,1.17,8.5,13.0,5.957,20.312
30/11/24,Alaves,Leganes,1,1,D,0,0,D,Isidro Díaz de Mera,18,6,7,3,15,15,13,8,1,4,0,0,1.8,3.4,5.0,4.63,9.316
30/11/24,Espanol,Celta,3,1,H,1,0,H,Jose Maria Sánchez,9,16,5,2,13,7,2,5,2,2,0,0,3.3,3.4,2.2,31.071,4.588
30/11/24,Valladolid,Ath Madrid,0,5,A,0,3,A,Guillermo Cuadra,9,13,1,9,6,11,3,5,1,2,0,0,6.0,4.2,1.53,27.615,25.143
01/12/24,Villarreal,Girona,2,2,D,1,0,H,Miguel Ángel Ortiz Arias,13,13,4,6,8,13,1,5,2,6,0,0,1.83,3.7,4.2,20.316,11.8
01/12/24,Real Madrid,Getafe,2,0,H,2,0,H,Alejandro Hernández,13,8,4,3,7,26,5,3,2,6,0,0,1.36,4.5,10.0,7.8,11.629
01/12/24,Vallecano,Ath Bilbao,1,2,A,1,0,H,Mario Melero,7,12,4,7,14,8,1,7,3,0,0,0,2.8,3.1,2.7,6.568,10.238
01/12/24,Sociedad,Betis,2,0,H,2,0,H,Francisco Hernández,2,7,1,2,28,10,0,4,3,2,0,0,1.8,3.6,4.5,7.22,8.571
02/12/24,Sevilla,Osasuna,1,1,D,0,0,D,Juan Martínez,12,7,5,3,11,15,5,1,1,1,0,0,2.1,3.4,3.5,6.944,18.714
03/12/24,Mallorca,Barcelona,1,5,A,1,1,D,Jesús Gil,6,20,1,9,13,13,2,5,4,3,0,0,5.75,4.33,1.53,11.269,6.462
04/12/24,Ath Bilbao,Real Madrid,2,1,H,0,0,D,Jose Maria Sánchez,9,10,3,5,21,9,5,2,3,3,0,0,3.2,3.3,2.25,14.63,12.125
06/12/24,Celta,Mallorca,2,0,H,1,0,H,Ricardo de Burgos,12,9,5,4,9,12,3,3,1,0,0,1,1.85,3.4,4.5,13.167,13.273
07/12/24,Las Palmas,Valladolid,2,1,H,1,1,D,Isidro Díaz de Mera,11,9,5,2,17,13,3,3,4,3,0,0,1.8,3.6,4.5,9.08,17.579
07/12/24,Betis,Barcelona,2,2,D,0,1,A,Alejandro Muñíz,12,9,6,3,15,14,6,4,1,2,0,0,5.0,4.5,1.57,9.132,9.333
07/12/24,Valencia,Vallecano,0,1,A,0,1,A,José Luis Munuera,14,6,6,1,5,12,9,4,2,2,0,0,2.25,2.9,3.75,7.375,11.0
07/12/24,Girona,Real Madrid,0,3,A,0,1,A,Jesús Gil,10,10,4,7,6,7,6,3,3,2,0,0,4.5,3.9,1.73,34.909,19.867
08/12/24,Leganes,Sociedad,0,3,A,0,1,A,Pablo González,11,15,2,5,12,15,5,3,2,2,0,0,4.75,3.1,1.91,8.444,6.098
08/12/24,Ath Bilbao,Villarreal,2,0,H,1,0,H,Víctor García,12,11,4,1,15,10,3,3,2,1,0,0,1.95,3.6,3.8,11.152,12.824
08/12/24,Osasuna,Alaves,2,2,D,0,1,A,César Soto,16,6,8,3,13,14,8,3,4,3,0,0,2.05,3.3,3.75,8.455,10.667
08/12/24,Ath Madrid,Sevilla,4,3,H,1,2,A,Javier Alberola,14,4,9,3,11,8,5,3,4,3,0,0,1.38,4.75,8.5,13.52,24.312
09/12/24,Getafe,Espanol,1,0,H,1,0,H,Mateo Busquets,15,9,6,1,14,15,3,3,3,6,0,0,1.8,3.1,5.75,9.778,5.741
13/12/24,Valladolid,Valencia,1,0,H,1,0,H,Miguel Ángel Ortiz Arias,2,14,1,2,10,10,1,7,4,3,1,0,3.1,3.1,2.38,15.647,9.167
14/12/24,Espanol,Osasuna,0,0,D,0,0,D,Adri園 Cordero,9,6,3,0,13,13,5,4,3,1,0,0,2.75,3.2,2.6,16.895,9.429
14/12/24,Mallorca,Girona,2,1,H,1,1,D,Francisco Hernández,8,13,2,1,10,14,2,4,5,2,1,0,2.3,3.1,3.25,29.0,6.957
14/12/24,Sevilla,Celta,1,0,H,0,0,D,Jesús Gil,8,10,3,2,12,9,3,4,7,3,0,0,2.2,3.25,3.3,10.1,14.529
14/12/24,Vallecano,Real Madrid,3,3,D,2,2,D,Juan Martínez,14,13,5,6,18,8,4,3,4,2,0,0,6.0,3.8,1.57,10.314,8.1
15/12/24,Ath Madrid,Getafe,1,0,H,0,0,D,César Soto,11,7,3,1,13,15,8,3,3,1,0,0,1.4,4.33,9.0,9.3,8.29
