Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,Home_PPDA,Away_PPDA
11/08/23,Almeria,Vallecano,0,2,A,0,2,A,Javier Alberola,19,10,5,4,16,25,8,3,1,3,0,0,2.45,3.3,2.9,7.381,8.857
11/08/23,Sevilla,Valencia,1,2,A,0,0,D,José Sánchez,9,10,3,3,15,17,8,1,3,2,1,0,1.91,3.5,4.2,6.069,8.37
12/08/23,Sociedad,Girona,1,1,D,1,0,H,Francisco Hernández,15,6,2,1,22,9,4,1,2,5,0,0,1.62,4.0,5.25,6.154,15.0
12/08/23,Las Palmas,Mallorca,1,1,D,1,0,H,Víctor García,5,12,2,2,11,21,3,6,3,2,0,0,2.4,3.0,3.3,6.9,9.256
12/08/23,Ath Bilbao,Real Madrid,0,2,A,0,2,A,Jesús Gil,7,14,1,8,18,6,7,5,3,1,0,0,3.3,3.5,2.15,13.929,10.0
13/08/23,Celta,Osasuna,0,2,A,0,1,A,Pablo González,11,11,1,5,11,15,7,2,1,1,0,0,2.05,3.2,3.9,17.25,8.576
13/08/23,Villarreal,Betis,1,2,A,0,1,A,Miguel Ángel Ortiz Arias,18,12,5,5,13,17,9,4,1,3,0,0,1.75,4.0,4.2,6.148,10.633
13/08/23,Getafe,Barcelona,0,0,D,0,0,D,César Soto,5,14,2,4,20,11,3,4,8,2,1,1,6.5,3.8,1.57,19.227,6.375
14/08/23,Cadiz,Alaves,1,0,H,1,0,H,Isidro Díaz de Mera,12,10,3,2,19,15,2,4,3,2,1,0,2.2,3.0,3.75,7.85,6.583
14/08/23,Ath Madrid,Granada,3,1,H,1,0,H,Juan Pulido,14,7,6,4,15,9,3,3,3,1,0,0,1.3,5.5,9.5,16.429,14.5
18/08/23,Mallorca,Villarreal,0,1,A,0,0,D,Javier Alberola,8,15,1,3,12,11,6,5,2,4,0,0,2.8,3.2,2.6,11.0,9.316
18/08/23,Valencia,Las Palmas,1,0,H,0,0,D,Javier Villanueva,9,7,4,1,12,6,6,4,0,0,0,0,1.57,3.9,6.0,12.091,8.6
19/08/23,Sociedad,Celta,1,1,D,1,0,H,Miguel Ángel Ortiz Arias,11,17,2,6,12,12,9,7,2,1,0,0,1.73,3.4,5.5,7.5,12.647
19/08/23,Almeria,Real Madrid,1,3,A,1,1,D,José Sánchez,20,24,8,9,10,13,4,5,1,0,0,0,8.0,4.75,1.4,16.529,10.64
19/08/23,Osasuna,Ath Bilbao,0,2,A,0,2,A,José Luis Munuera,18,8,7,2,9,14,5,3,1,5,1,1,2.9,3.0,2.63,9.25,18.5
20/08/23,Girona,Getafe,3,0,H,1,0,H,Jorge Figueroa,7,9,6,2,11,20,3,2,2,5,0,0,2.05,3.1,4.0,8.0,12.233
20/08/23,Barcelona,Cadiz,2,0,H,0,0,D,Alejandro Muñíz,23,10,10,1,9,22,10,2,4,3,0,0,1.2,7.0,13.0,4.455,11.55
20/08/23,Betis,Ath Madrid,0,0,D,0,0,D,Ricardo de Burgos,14,5,0,1,10,8,2,7,2,1,0,0,3.8,3.4,2.0,14.143,13.077
21/08/23,Alaves,Sevilla,4,3,H,2,2,D,Guillermo Cuadra,14,12,7,2,14,13,4,4,1,2,0,0,3.3,3.1,2.35,20.4,5.889
21/08/23,Granada,Vallecano,0,2,A,0,0,D,Pablo González,14,17,7,9,14,11,5,6,2,1,1,0,2.75,3.0,2.8,8.038,9.409
25/08/23,Las Palmas,Sociedad,0,0,D,0,0,D,Guillermo Cuadra,11,8,5,1,7,29,5,7,1,4,0,0,4.33,3.1,2.0,9.444,7.879
25/08/23,Celta,Real Madrid,0,1,A,0,0,D,Isidro Díaz de Mera,13,10,4,3,19,14,3,5,2,3,0,0,4.75,3.9,1.7,17.667,8.0
26/08/23,Cadiz,Almeria,1,1,D,0,0,D,Víctor García,11,5,3,2,16,22,7,3,0,5,1,1,2.25,3.2,3.3,6.967,6.444
26/08/23,Granada,Mallorca,3,2,H,1,1,D,Francisco Hernández,10,10,4,5,11,27,5,3,2,7,0,0,2.6,3.0,3.0,12.692,6.966
26/08/23,Sevilla,Girona,1,2,A,1,1,D,Jesús Gil,21,8,4,3,11,18,6,6,2,1,0,0,2.05,3.4,3.6,8.469,11.188
27/08/23,Villarreal,Barcelona,3,4,A,2,2,D,Alejandro Hernández,13,21,6,11,12,14,2,6,3,3,0,0,3.6,3.5,2.0,14.625,7.552
27/08/23,Valencia,Osasuna,1,2,A,0,1,A,Juan Pulido,16,7,4,2,13,12,6,3,3,4,0,0,1.91,3.4,4.0,6.167,13.25
27/08/23,Ath Bilbao,Betis,4,2,H,3,2,H,César Soto,14,7,6,3,23,11,5,3,4,2,0,0,1.85,3.5,4.2,7.175,14.929
28/08/23,Getafe,Alaves,1,0,H,0,0,D,Juan Martínez,15,16,4,2,13,15,4,5,1,2,0,0,2.2,2.88,3.8,9.706,5.231
28/08/23,Vallecano,Ath Madrid,0,7,A,0,3,A,José Luis Munuera,12,17,3,10,19,17,8,3,4,3,0,0,4.2,3.3,1.95,5.875,10.81
01/09/23,Cadiz,Villarreal,3,1,H,2,1,H,Juan Pulido,18,7,4,3,21,15,7,3,5,4,0,1,3.4,3.4,2.15,6.382,9.857
01/09/23,Almeria,Celta,2,3,A,0,2,A,Ricardo de Burgos,16,14,5,8,9,9,6,5,1,1,0,0,2.8,3.4,2.5,6.545,15.208
02/09/23,Sociedad,Granada,5,3,H,2,1,H,Javier Villanueva,15,8,6,5,15,14,2,5,1,5,0,0,1.44,4.5,7.0,7.455,16.45
02/09/23,Real Madrid,Getafe,2,1,H,0,1,A,Mario Melero,26,6,12,2,12,16,11,1,2,6,0,0,1.33,5.25,9.5,5.125,20.053
02/09/23,Alaves,Valencia,1,0,H,1,0,H,Pablo González,7,9,1,4,18,9,1,2,4,2,0,0,2.9,2.88,2.75,9.793,7.941
02/09/23,Betis,Vallecano,1,0,H,0,0,D,Alejandro Muñíz,14,15,5,6,22,20,2,3,3,5,0,0,1.95,3.4,4.0,5.231,10.25
03/09/23,Girona,Las Palmas,1,0,H,0,0,D,Mateo Busquets,11,10,6,5,15,10,3,5,3,3,0,0,1.67,3.8,5.25,10.667,10.708
03/09/23,Mallorca,Ath Bilbao,0,0,D,0,0,D,Jorge Figueroa,8,11,2,3,12,17,3,5,0,1,0,0,3.3,3.0,2.38,12.684,4.636
03/09/23,Osasuna,Barcelona,1,2,A,0,1,A,Miguel Ángel Ortiz Arias,11,9,3,4,6,16,8,5,1,3,1,0,5.25,4.0,1.65,19.647,4.286
15/09/23,Vallecano,Alaves,2,0,H,1,0,H,Víctor García,20,9,11,1,15,14,5,3,2,3,0,0,2.0,3.25,4.0,8.895,6.69
16/09/23,Ath Bilbao,Cadiz,3,0,H,0,0,D,Guillermo Cuadra,20,5,9,4,10,20,5,4,1,4,0,0,1.53,4.0,7.0,5.9,9.5
16/09/23,Valencia,Ath Madrid,3,0,H,2,0,H,Jesús Gil,12,11,8,3,13,17,5,8,1,5,0,0,3.8,3.3,2.05,16.067,10.867
16/09/23,Celta,Mallorca,0,1,A,0,0,D,José Luis Munuera,16,7,4,4,9,15,10,1,1,3,0,0,2.0,3.1,4.33,8.524,21.083
16/09/23,Barcelona,Betis,5,0,H,2,0,H,José Sánchez,17,11,9,2,9,10,9,5,1,2,0,0,1.36,5.25,7.5,8.458,20.476
17/09/23,Getafe,Osasuna,3,2,H,1,1,D,Alejandro Hernández,11,8,6,3,15,11,6,3,6,2,0,0,2.63,3.0,3.0,11.238,9.294
17/09/23,Villarreal,Almeria,2,1,H,1,1,D,Francisco Hernández,10,17,4,7,16,6,7,6,2,3,0,0,1.44,4.5,7.0,6.923,17.615
17/09/23,Sevilla,Las Palmas,1,0,H,0,0,D,Juan Martínez,26,12,9,2,13,12,7,3,3,5,0,0,1.62,4.0,5.5,7.867,6.609
17/09/23,Real Madrid,Sociedad,2,1,H,0,1,A,César Soto,17,15,8,5,11,14,4,3,3,2,0,0,1.65,4.0,5.0,13.478,14.952
18/09/23,Granada,Girona,2,4,A,0,3,A,Isidro Díaz de Mera,12,13,5,7,13,21,4,5,3,3,0,0,2.63,3.5,2.6,8.923,5.656
22/09/23,Alaves,Ath Bilbao,0,2,A,0,1,A,Alejandro Muñíz,15,11,5,3,13,9,3,4,2,2,0,0,4.2,3.0,2.05,9.741,9.2
23/09/23,Girona,Mallorca,5,3,H,4,1,H,Pablo González,23,15,10,5,10,12,6,5,1,5,0,0,1.85,3.5,4.2,15.133,18.154
23/09/23,Osasuna,Sevilla,0,0,D,0,0,D,Javier Villanueva,16,15,2,3,11,7,7,4,2,3,0,0,2.6,3.1,2.88,9.7,7.75
23/09/23,Barcelona,Celta,3,2,H,0,1,A,Mario Melero,15,13,6,7,10,11,2,3,2,1,0,0,1.29,6.0,9.0,5.739,38.0
23/09/23,Almeria,Valencia,2,2,D,0,1,A,Mateo Busquets,17,7,10,5,12,10,8,3,4,2,0,0,3.0,3.6,2.3,12.533,17.095
24/09/23,Sociedad,Getafe,4,3,H,1,2,A,Juan Pulido,10,10,6,7,13,24,2,1,3,2,0,0,1.53,3.8,7.0,6.952,8.5
24/09/23,Vallecano,Villarreal,1,1,D,1,1,D,Jorge Figueroa,11,13,6,6,20,18,2,8,2,3,0,1,2.5,3.5,2.63,9.2,5.63
24/09/23,Betis,Cadiz,1,1,D,0,1,A,Miguel Ángel Ortiz Arias,21,5,7,1,10,14,11,8,2,3,0,0,1.8,3.5,4.5,9.467,10.083
24/09/23,Las Palmas,Granada,1,0,H,0,0,D,Ricardo de Burgos,10,2,3,1,13,19,6,7,6,4,1,0,1.95,3.5,3.6,9.188,8.781
24/09/23,Ath Madrid,Real Madrid,3,1,H,2,1,H,Javier Alberola,10,20,4,5,13,10,6,11,1,3,0,0,2.7,3.4,2.55,16.375,10.6
26/09/23,Sevilla,Almeria,5,1,H,3,0,H,Guillermo Cuadra,18,10,9,1,15,16,9,4,3,2,0,0,1.67,3.8,5.0,14.211,8.304
26/09/23,Mallorca,Barcelona,2,2,D,2,1,H,Alejandro Muñíz,10,10,5,4,19,7,7,2,4,1,1,0,7.5,4.2,1.5,12.125,6.105
27/09/23,Ath Bilbao,Getafe,2,2,D,1,0,H,Isidro Díaz de Mera,9,13,4,5,9,19,5,4,5,6,1,0,1.62,3.6,6.5,13.533,8.2
27/09/23,Real Madrid,Las Palmas,2,0,H,1,0,H,José Luis Munuera,21,16,9,2,7,9,7,2,0,1,0,0,1.2,7.0,11.0,26.25,15.4
27/09/23,Villarreal,Girona,1,2,A,0,0,D,José Sánchez,14,17,3,5,9,11,5,6,3,2,0,0,2.25,3.5,3.1,11.091,13.421
27/09/23,Cadiz,Vallecano,0,0,D,0,0,D,Francisco Hernández,9,9,2,4,16,13,1,2,5,6,0,1,2.5,3.2,2.88,7.593,9.286
27/09/23,Valencia,Sociedad,0,1,A,0,1,A,Alejandro Hernández,9,2,2,1,14,17,0,2,4,7,1,0,2.63,3.1,2.8,14.862,7.154
28/09/23,Celta,Alaves,1,1,D,1,0,H,César Soto,8,21,0,11,9,11,2,8,5,3,1,0,1.7,3.6,5.25,16.786,20.6
28/09/23,Granada,Betis,1,1,D,0,0,D,Víctor García,19,13,7,3,14,10,5,7,2,1,0,0,3.0,3.3,2.38,17.294,8.273
28/09/23,Osasuna,Ath Madrid,0,2,A,0,1,A,Juan Martínez,13,4,2,3,14,4,7,2,3,3,1,1,3.4,3.4,2.15,10.808,23.667
29/09/23,Barcelona,Sevilla,1,0,H,0,0,D,Miguel Ángel Ortiz Arias,18,12,5,3,11,15,13,3,2,3,0,0,1.36,5.25,8.0,15.9,9.276
30/09/23,Getafe,Villarreal,0,0,D,0,0,D,Mateo Busquets,22,3,9,0,19,11,6,4,2,4,0,1,2.9,3.1,2.6,3.378,10.8
30/09/23,Vallecano,Mallorca,2,2,D,1,1,D,Mario Melero,19,9,5,4,12,20,5,0,2,5,0,0,2.1,3.1,4.0,8.474,10.385
30/09/23,Girona,Real Madrid,0,3,A,0,2,A,Juan Pulido,13,14,3,7,13,14,1,4,2,2,0,1,3.5,4.0,1.95,8.205,14.045
30/09/23,Sociedad,Ath Bilbao,3,0,H,1,0,H,Jesús Gil,8,18,5,3,20,9,5,7,2,2,0,0,2.2,3.2,3.5,6.808,12.278
01/10/23,Almeria,Granada,3,3,D,3,0,H,Pablo González,17,19,5,4,18,14,1,5,2,1,0,0,1.95,3.6,3.75,8.538,19.0
01/10/23,Alaves,Osasuna,0,2,A,0,1,A,Jorge Figueroa,17,10,3,3,13,13,4,2,2,3,1,0,2.75,3.0,2.8,12.143,11.733
01/10/23,Ath Madrid,Cadiz,3,2,H,1,2,A,Javier Villanueva,18,8,9,4,5,10,5,3,1,3,0,0,1.33,5.0,10.0,9.667,27.714
01/10/23,Betis,Valencia,3,0,H,1,0,H,Ricardo de Burgos,15,9,7,2,11,10,5,3,2,2,0,0,2.3,3.25,3.3,12.684,17.944
02/10/23,Las Palmas,Celta,2,1,H,0,0,D,Javier Alberola,16,11,5,3,13,14,4,5,2,1,0,0,2.5,3.2,3.0,4.815,19.083
06/10/23,Ath Bilbao,Almeria,3,0,H,1,0,H,Víctor García,23,4,9,1,11,7,6,2,2,0,0,0,1.36,5.0,8.0,5.333,14.85
07/10/23,Cadiz,Girona,0,1,A,0,0,D,Juan Martínez,8,20,2,5,12,13,5,5,1,3,1,0,3.25,3.4,2.25,11.0,3.857
07/10/23,Real Madrid,Osasuna,4,0,H,1,0,H,Guillermo Cuadra,19,7,9,1,9,6,5,4,2,2,0,0,1.29,6.0,9.5,8.857,27.562
07/10/23,Mallorca,Valencia,1,1,D,1,1,D,Francisco Hernández,9,11,5,3,17,11,3,6,2,1,0,0,2.5,3.0,3.2,9.821,9.345
07/10/23,Sevilla,Vallecano,2,2,D,0,2,A,Isidro Díaz de Mera,22,7,6,4,16,19,12,2,5,2,0,0,1.85,3.6,4.2,4.304,10.842
08/10/23,Villarreal,Las Palmas,1,2,A,0,1,A,Alejandro Muñíz,9,8,4,5,17,7,7,2,4,4,0,0,1.6,4.0,5.75,10.72,9.5
08/10/23,Ath Madrid,Sociedad,2,1,H,1,0,H,José Luis Munuera,14,13,5,4,9,12,1,4,3,3,0,0,1.83,3.4,4.5,29.667,7.0
08/10/23,Alaves,Betis,1,1,D,1,1,D,Alejandro Hernández,15,6,5,2,13,9,5,3,3,3,0,1,2.8,3.25,2.6,12.185,8.611
08/10/23,Celta,Getafe,2,2,D,2,2,D,José Sánchez,26,3,11,2,14,20,13,1,1,8,0,1,2.05,3.1,4.2,2.727,15.647
08/10/23,Granada,Barcelona,2,2,D,2,1,H,César Soto,7,22,2,10,12,7,1,11,4,1,0,0,6.5,5.25,1.4,20.812,4.111
20/10/23,Osasuna,Granada,2,0,H,1,0,H,Mateo Busquets,12,13,6,3,19,13,1,7,3,4,0,1,1.73,3.8,4.75,7.429,10.826
21/10/23,Sociedad,Mallorca,1,0,H,0,0,D,Jorge Figueroa,14,18,6,7,14,16,2,5,3,3,0,0,1.55,3.8,7.0,8.706,8.917
21/10/23,Getafe,Betis,1,1,D,1,1,D,César Soto,14,13,4,3,17,11,4,8,5,2,0,0,2.5,3.0,3.1,7.576,6.667
21/10/23,Sevilla,Real Madrid,1,1,D,0,0,D,Ricardo de Burgos,17,14,7,5,13,6,4,6,5,2,0,0,4.2,3.6,1.85,26.385,30.778
21/10/23,Celta,Ath Madrid,0,3,A,0,1,A,Guillermo Cuadra,16,12,3,7,10,10,7,5,3,2,1,0,3.5,3.5,2.1,32.562,10.409
22/10/23,Las Palmas,Vallecano,0,1,A,0,0,D,Javier Villanueva,12,12,6,4,13,11,10,5,4,3,0,1,2.63,3.1,2.8,8.462,13.833
