Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
08/05/16,Real Madrid,Valencia,3,2,H,2,0,H,David Fernández,15,17,8,8,10,11,5,8,1,4,0,1,1.2,7.5,11.0
08/05/16,Sevilla,Granada,1,4,A,0,1,A,Alberto Undiano,12,10,6,6,18,11,5,4,4,1,0,0,2.88,3.75,2.3
08/05/16,Sociedad,Vallecano,2,1,H,1,0,H,Santiago Jaime,12,18,6,5,7,12,5,11,2,1,1,0,3.5,3.6,2.05
08/05/16,Villarreal,La Coruna,0,2,A,0,1,A,Daniel Ask,11,8,4,4,14,4,8,5,3,1,0,0,2.45,3.1,3.1
13/05/16,Valencia,Sociedad,0,1,A,0,0,D,Carlos Velasco,8,14,0,7,17,12,4,6,2,2,0,0,1.95,3.75,3.75
14/05/16,Ath Bilbao,Sevilla,3,1,H,2,0,H,Alfonso Álvarez,13,8,6,4,13,11,7,6,1,2,1,2,1.33,5.75,8.0
14/05/16,Ath Madrid,Celta,2,0,H,0,0,D,David Fernández,12,7,5,4,16,16,4,4,4,5,0,0,1.75,3.75,4.5
14/05/16,Granada,Barcelona,0,3,A,0,2,A,Alejandro Hernández,8,12,2,10,12,10,5,6,5,2,0,0,26.0,11.0,1.08
14/05/16,La Coruna,Real Madrid,0,2,A,0,2,A,Antonio Matéu Lahoz,10,16,2,5,6,9,4,8,1,3,0,0,13.0,8.0,1.18
15/05/16,Betis,Getafe,2,1,H,0,0,D,Jesús Gil,7,14,4,5,8,27,3,2,1,8,0,1,5.0,3.8,1.7
15/05/16,Espanol,Eibar,4,2,H,2,0,H,Mario Melero,11,13,7,8,10,14,3,4,4,3,0,0,2.0,3.6,3.7
15/05/16,Malaga,Las Palmas,4,1,H,2,1,H,Ricardo de Burgos,14,12,8,7,16,10,3,6,1,1,0,0,1.8,3.75,4.5
15/05/16,Sp Gijon,Villarreal,2,0,H,1,0,H,Alberto Undiano,16,10,7,5,9,6,4,1,1,2,0,0,1.44,4.5,7.5
15/05/16,Vallecano,Levante,3,1,H,2,0,H,Carlos Clos Gómez,21,8,9,2,12,8,9,3,1,3,0,0,1.33,5.25,9.0
