Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,Home_PPDA,Away_PPDA
13/12/21,Cadiz,Granada,1,1,D,1,0,H,Miguel Ángel Ortiz Arias,13,16,3,5,14,10,8,1,5,0,1,0,2.6,3.1,2.9,13.545,9.0
17/12/21,Celta,Espanol,3,1,H,1,0,H,Valentín Pizarro,12,6,5,3,13,5,3,3,2,1,0,0,1.95,3.4,4.0,7.135,14.19
18/12/21,Vallecano,Alaves,2,0,H,2,0,H,Antonio Matéu Lahoz,20,6,5,4,12,19,5,5,1,2,0,0,1.72,3.6,5.0,4.455,8.857
18/12/21,Sociedad,Villarreal,1,3,A,1,1,D,Jorge Figueroa,8,15,4,8,9,15,5,5,2,3,1,0,2.15,3.3,3.5,9.87,5.44
18/12/21,Barcelona,Elche,3,2,H,2,0,H,Hsu Jason,19,5,8,3,13,17,5,0,1,3,0,0,1.3,5.5,10.0,4.419,17.917
18/12/21,Sevilla,Ath Madrid,2,1,H,1,1,D,Ricardo de Burgos,6,15,2,3,15,14,4,7,2,1,0,0,2.75,3.0,2.8,10.286,9.0
19/12/21,Granada,Mallorca,4,1,H,1,1,D,Alejandro Muñíz,15,8,6,5,12,15,4,2,3,2,0,0,2.5,3.0,3.1,7.44,7.812
19/12/21,Ath Bilbao,Betis,3,2,H,1,1,D,Jesús Gil,9,16,6,8,7,12,5,6,1,3,0,0,2.15,3.25,3.5,10.333,10.5
19/12/21,Getafe,Osasuna,1,0,H,0,0,D,José Luis Munuera,18,11,4,2,14,8,4,3,3,1,0,0,2.4,2.9,3.4,9.318,12.133
19/12/21,Real Madrid,Cadiz,0,0,D,0,0,D,Santiago Jaime,36,4,9,0,9,10,13,2,1,1,0,0,1.2,7.5,11.0,3.6,18.8
20/12/21,Levante,Valencia,3,4,A,2,1,H,Pablo González,15,15,9,8,21,11,6,4,3,4,0,0,2.7,3.2,2.75,4.867,9.714
21/12/21,Villarreal,Alaves,5,2,H,2,1,H,Valentín Pizarro,24,4,10,2,16,14,6,2,0,2,0,0,1.33,5.0,9.5,8.174,16.15
21/12/21,Sevilla,Barcelona,1,1,D,1,1,D,Carlos del Cerro,5,23,1,7,15,13,4,9,2,3,1,0,2.5,3.2,2.9,12.571,8.385
22/12/21,Granada,Ath Madrid,2,1,H,1,1,D,Alejandro Hernández,6,15,4,3,17,7,2,7,4,1,0,0,6.0,3.7,1.61,9.692,7.76
22/12/21,Ath Bilbao,Real Madrid,1,2,A,1,2,A,César Soto,15,12,2,7,17,7,7,0,2,2,0,0,3.4,3.5,2.1,9.727,14.417
31/12/21,Valencia,Espanol,1,2,A,0,0,D,José Sánchez,12,15,2,4,19,14,7,5,7,3,1,0,1.8,3.8,4.2,14.286,6.7
02/01/22,Getafe,Real Madrid,1,0,H,1,0,H,Mario Melero,6,14,3,4,20,8,2,9,3,2,0,0,5.5,3.75,1.65,17.0,7.059
02/01/22,Ath Madrid,Vallecano,2,0,H,1,0,H,Jorge Figueroa,15,5,5,0,14,12,8,2,3,0,0,0,1.36,4.5,9.5,9.226,8.182
02/01/22,Elche,Granada,0,0,D,0,0,D,Adrián Cordero,18,10,2,5,18,15,6,3,3,3,1,0,2.5,3.1,3.0,11.136,8.095
02/01/22,Alaves,Sociedad,1,1,D,0,1,A,Carlos del Cerro,19,10,5,4,22,10,2,3,3,3,0,0,3.5,3.1,2.25,7.872,7.769
02/01/22,Betis,Celta,0,2,A,0,2,A,César Soto,18,7,7,5,15,11,3,3,1,2,0,0,1.72,3.75,4.75,6.25,12.8
02/01/22,Mallorca,Barcelona,0,1,A,0,1,A,Antonio Matéu Lahoz,13,13,3,4,22,24,4,3,5,2,0,0,3.4,3.4,2.15,10.621,5.033
03/01/22,Villarreal,Levante,5,0,H,3,0,H,Alejandro Hernández,17,7,7,3,12,9,6,5,3,2,0,0,1.4,5.0,7.0,14.333,10.893
03/01/22,Osasuna,Ath Bilbao,1,3,A,1,2,A,Miguel Ángel Ortiz Arias,15,17,4,5,12,7,4,5,5,2,1,0,3.1,3.0,2.5,8.722,16.312
03/01/22,Cadiz,Sevilla,0,1,A,0,0,D,Hsu Jason,9,14,2,4,5,9,2,8,0,1,0,0,4.75,3.3,1.85,30.2,8.286
08/01/22,Levante,Mallorca,2,0,H,0,0,D,Jorge Figueroa,16,15,8,8,20,11,5,5,3,1,1,0,2.2,3.25,3.4,7.793,14.231
08/01/22,Sociedad,Celta,1,0,H,1,0,H,Guillermo Cuadra,12,4,3,0,10,18,6,4,3,3,0,0,1.83,3.3,4.75,13.833,4.533
08/01/22,Granada,Barcelona,1,1,D,0,0,D,Pablo González,14,13,4,1,9,21,3,2,2,5,0,1,4.5,3.8,1.75,13.913,5.654
08/01/22,Real Madrid,Valencia,4,1,H,1,0,H,Alejandro Hernández,23,12,8,7,15,24,3,8,3,3,0,0,1.37,5.0,8.0,8.235,13.286
09/01/22,Vallecano,Betis,1,1,D,0,1,A,Alejandro Muñíz,17,9,7,5,18,13,6,4,1,3,0,1,2.5,3.4,2.8,3.261,10.583
09/01/22,Sevilla,Getafe,1,0,H,1,0,H,Juan Martínez,10,4,1,2,8,20,5,2,1,3,0,0,1.61,3.4,7.5,7.75,16.393
09/01/22,Alaves,Ath Bilbao,0,0,D,0,0,D,Santiago Jaime,12,10,1,2,15,11,7,5,2,0,0,0,4.0,3.3,1.95,8.759,4.192
09/01/22,Osasuna,Cadiz,2,0,H,1,0,H,Ricardo de Burgos,15,6,5,1,13,13,5,7,2,2,0,0,1.75,3.3,5.75,6.731,13.056
09/01/22,Villarreal,Ath Madrid,2,2,D,1,1,D,Hsu Jason,13,7,3,5,13,8,7,3,0,2,0,1,2.8,3.2,2.62,6.828,17.471
10/01/22,Espanol,Elche,1,2,A,1,2,A,Jesús Gil,8,3,3,2,13,18,13,0,4,6,0,0,1.9,3.25,4.5,8.5,12.9
16/01/22,Elche,Villarreal,1,0,H,0,0,D,Valentín Pizarro,5,9,2,4,12,15,3,8,4,3,0,0,4.5,3.6,1.8,10.55,8.48
18/01/22,Betis,Alaves,4,0,H,3,0,H,José Sánchez,18,9,5,2,14,14,8,3,2,0,0,0,1.45,4.33,7.0,6.524,14.6
18/01/22,Cadiz,Espanol,2,2,D,0,1,A,Alejandro Muñíz,10,14,4,7,14,9,3,2,5,1,0,0,3.25,3.1,2.37,16.733,9.913
19/01/22,Celta,Osasuna,2,0,H,2,0,H,Adrián Cordero,5,9,3,0,14,11,0,5,1,2,0,0,1.85,3.5,4.33,12.35,7.679
19/01/22,Valencia,Sevilla,1,1,D,1,1,D,César Soto,10,12,2,3,22,14,4,4,3,3,1,0,3.3,3.25,2.25,9.718,6.923
20/01/22,Getafe,Granada,4,2,H,1,1,D,Isidro Díaz de Mera,12,7,4,4,15,10,4,8,3,4,0,0,2.1,3.2,3.8,6.903,14.0
21/01/22,Espanol,Betis,1,4,A,1,2,A,Hsu Jason,12,15,4,8,15,12,6,5,3,4,1,0,3.25,3.25,2.25,19.0,9.333
22/01/22,Levante,Cadiz,0,2,A,0,1,A,César Soto,15,8,8,2,15,16,8,2,4,6,0,0,1.8,3.5,5.0,7.368,15.944
22/01/22,Villarreal,Mallorca,3,0,H,2,0,H,Miguel Ángel Ortiz Arias,12,8,6,2,13,12,10,6,1,2,0,1,1.44,4.33,8.0,7.333,8.267
22/01/22,Sevilla,Celta,2,2,D,0,2,A,José Sánchez,16,6,5,4,11,16,7,0,1,4,0,0,1.75,3.5,5.25,7.0,15.591
22/01/22,Ath Madrid,Valencia,3,2,H,0,2,A,Isidro Díaz de Mera,16,7,6,3,13,22,5,4,5,6,0,0,1.44,4.2,8.5,4.5,9.88
23/01/22,Granada,Osasuna,0,2,A,0,0,D,Santiago Jaime,6,16,2,7,12,15,4,3,0,2,0,0,2.5,3.2,3.0,4.333,7.0
23/01/22,Real Madrid,Elche,2,2,D,0,1,A,Ricardo de Burgos,23,3,8,2,11,14,10,3,3,1,0,0,1.16,8.0,15.0,10.263,19.824
23/01/22,Sociedad,Getafe,0,0,D,0,0,D,José Luis Munuera,9,9,3,2,17,13,7,2,1,1,0,0,1.66,3.5,6.0,5.429,12.71
23/01/22,Vallecano,Ath Bilbao,0,1,A,0,1,A,Adrián Cordero,29,9,3,3,8,20,9,7,1,6,0,0,2.75,3.0,2.8,6.667,7.333
23/01/22,Alaves,Barcelona,0,1,A,0,0,D,Jorge Figueroa,6,10,2,4,16,8,1,10,0,0,0,0,6.0,4.0,1.57,19.727,6.357
04/02/22,Getafe,Levante,3,0,H,2,0,H,Alejandro Muñíz,14,11,8,2,12,13,2,8,4,3,0,0,1.95,3.1,4.5,14.087,9.3
05/02/22,Elche,Alaves,3,1,H,0,1,A,Mario Melero,14,6,4,2,15,11,7,3,1,1,0,0,2.37,3.1,3.3,7.067,8.208
05/02/22,Mallorca,Cadiz,2,1,H,1,1,D,Carlos del Cerro,17,12,5,5,14,15,6,4,2,4,0,0,1.83,3.4,4.6,13.529,8.286
05/02/22,Celta,Vallecano,2,0,H,1,0,H,José Luis Munuera,13,11,3,0,17,17,7,2,0,2,0,0,1.9,3.4,4.33,7.71,7.607
05/02/22,Osasuna,Sevilla,0,0,D,0,0,D,Valentín Pizarro,9,9,3,4,13,7,1,1,1,1,0,0,3.6,3.2,2.15,15.273,4.68
06/02/22,Valencia,Sociedad,0,0,D,0,0,D,José Sánchez,14,8,3,2,17,14,9,9,4,2,0,0,2.87,3.2,2.6,7.615,5.688
06/02/22,Barcelona,Ath Madrid,4,2,H,3,1,H,Jesús Gil,9,10,4,4,15,13,3,5,2,2,1,0,2.25,3.4,3.2,10.714,13.05
06/02/22,Betis,Villarreal,0,2,A,0,1,A,Pablo González,9,9,3,3,19,14,6,6,2,3,0,0,2.37,3.5,2.9,5.514,10.156
06/02/22,Real Madrid,Granada,1,0,H,0,0,D,Antonio Matéu Lahoz,24,7,11,3,9,11,9,2,2,1,0,0,1.25,6.0,11.0,12.625,19.938
07/02/22,Ath Bilbao,Espanol,2,1,H,2,1,H,César Soto,7,7,4,3,17,11,5,3,3,3,0,0,1.6,3.8,6.0,11.12,10.842
11/02/22,Sevilla,Elche,2,0,H,0,0,D,Miguel Ángel Ortiz Arias,14,7,6,1,13,14,5,4,1,5,0,0,1.45,4.33,7.5,7.833,18.8
12/02/22,Cadiz,Celta,0,0,D,0,0,D,Antonio Matéu Lahoz,8,6,2,1,12,19,3,3,3,2,0,0,3.8,3.4,2.05,18.667,6.207
12/02/22,Villarreal,Real Madrid,0,0,D,0,0,D,José Sánchez,9,17,2,6,11,10,3,3,2,4,0,0,2.5,3.5,2.7,22.733,10.952
12/02/22,Vallecano,Osasuna,0,3,A,0,2,A,Jorge Figueroa,10,12,3,5,11,16,4,5,2,1,0,0,2.15,3.25,3.5,7.667,7.679
12/02/22,Ath Madrid,Getafe,4,3,H,3,3,D,Ricardo de Burgos,11,10,7,4,18,17,5,4,3,4,1,0,1.45,4.2,8.0,9.36,9.074
13/02/22,Alaves,Valencia,2,1,H,1,0,H,Adrián Cordero,9,9,5,4,15,17,5,9,4,3,0,0,2.8,3.2,2.6,8.5,4.8
13/02/22,Levante,Betis,2,4,A,1,3,A,Santiago Jaime,12,19,4,11,13,8,5,7,1,2,1,0,3.4,3.6,2.1,11.346,8.957
13/02/22,Sociedad,Granada,2,0,H,1,0,H,Hsu Jason,18,15,8,2,13,13,6,5,0,2,0,0,1.4,4.5,9.0,8.36,12.5
13/02/22,Espanol,Barcelona,2,2,D,1,1,D,Alejandro Hernández,10,12,4,4,14,13,3,5,5,4,1,1,5.0,3.6,1.75,21.615,7.091
14/02/22,Mallorca,Ath Bilbao,3,2,H,2,0,H,Isidro Díaz de Mera,16,7,5,2,22,15,6,6,6,4,0,0,3.4,3.1,2.3,8.16,7.211
16/02/22,Ath Madrid,Levante,0,1,A,0,0,D,José Luis Munuera,10,8,1,5,9,19,5,3,3,4,0,0,1.33,5.25,9.0,11.391,7.625
18/02/22,Elche,Vallecano,2,1,H,0,0,D,Alejandro Muñíz,9,13,5,2,18,15,2,3,2,4,0,0,3.0,3.0,2.62,9.552,8.696
19/02/22,Granada,Villarreal,1,4,A,0,2,A,Jesús Gil,20,15,5,7,15,10,9,2,3,6,0,0,4.0,3.4,1.95,11.72,10.667
19/02/22,Osasuna,Ath Madrid,0,3,A,0,1,A,Mario Melero,14,5,4,4,12,19,4,2,1,2,0,0,3.9,3.25,2.05,8.36,14.5
19/02/22,Cadiz,Getafe,1,1,D,1,1,D,Hsu Jason,9,6,2,1,17,11,7,2,3,4,0,0,3.2,2.9,2.55,8.706,23.0
19/02/22,Real Madrid,Alaves,3,0,H,0,0,D,José Luis Munuera,22,7,9,2,6,11,7,1,1,1,0,0,1.22,6.5,12.0,6.333,17.579
20/02/22,Espanol,Sevilla,1,1,D,0,1,A,Pablo González,11,7,4,2,14,14,3,7,4,5,0,1,3.4,3.3,2.2,12.542,7.88
20/02/22,Valencia,Barcelona,1,4,A,0,3,A,Carlos del Cerro,11,6,5,6,22,16,8,3,3,4,0,0,3.6,3.5,2.05,7.588,4.875
20/02/22,Betis,Mallorca,2,1,H,1,0,H,César Soto,14,10,5,1,13,17,4,7,3,2,0,0,1.6,4.0,5.75,7.971,8.235
20/02/22,Ath Bilbao,Sociedad,4,0,H,0,0,D,Juan Martínez,18,9,8,2,9,9,6,4,4,1,0,0,2.37,3.0,3.4,11.565,9.222
21/02/22,Celta,Levante,1,1,D,0,0,D,Valentín Pizarro,8,13,4,3,15,16,2,5,3,5,0,0,1.6,3.8,6.0,6.0,13.0
25/02/22,Levante,Elche,3,0,H,1,0,H,Pablo González,11,8,4,3,17,8,3,3,1,2,0,1,2.05,3.4,3.75,14.211,15.571
26/02/22,Mallorca,Valencia,0,1,A,0,1,A,Jorge Figueroa,23,8,3,4,14,21,14,1,4,6,0,1,2.4,3.1,3.1,3.364,10.391
26/02/22,Getafe,Alaves,2,2,D,0,1,A,Santiago Jaime,12,7,3,3,7,24,6,1,2,4,1,0,1.95,3.0,4.75,11.8,4.818
26/02/22,Vallecano,Real Madrid,0,1,A,0,0,D,Isidro Díaz de Mera,19,13,5,6,20,5,5,9,5,3,0,0,5.0,3.8,1.66,12.0,11.368
26/02/22,Ath Madrid,Celta,2,0,H,1,0,H,Alejandro Hernández,13,16,6,2,10,7,5,9,4,3,0,0,1.61,3.8,6.0,13.821,10.3
27/02/22,Villarreal,Espanol,5,1,H,3,0,H,Ricardo de Burgos,19,7,11,2,11,12,10,3,2,1,0,0,1.5,4.2,7.0,8.136,13.0
27/02/22,Sevilla,Betis,2,1,H,2,0,H,Carlos del Cerro,12,10,3,2,13,16,4,4,6,3,0,0,2.2,3.25,3.5,7.441,9.045
27/02/22,Sociedad,Osasuna,1,0,H,0,0,D,Antonio Matéu Lahoz,11,11,5,1,10,9,6,5,0,4,0,0,1.85,3.4,4.75,9.381,12.25
27/02/22,Barcelona,Ath Bilbao,4,0,H,1,0,H,Guillermo Cuadra,17,6,7,3,8,10,5,0,2,1,0,0,1.6,4.2,5.25,6.269,18.552
28/02/22,Granada,Cadiz,0,0,D,0,0,D,José Sánchez,6,12,1,4,12,17,0,4,3,3,1,0,2.0,3.3,4.0,21.786,6.88
02/03/22,Mallorca,Sociedad,0,2,A,0,1,A,Mario Melero,13,13,1,3,12,9,3,4,0,2,0,0,3.4,3.2,2.25,12.96,10.571
04/03/22,Alaves,Sevilla,0,0,D,0,0,D,Hsu Jason,14,13,2,4,16,8,5,5,3,1,0,0,4.5,3.1,1.95,9.314,10.091
05/03/22,Osasuna,Villarreal,1,0,H,0,0,D,José Luis Munuera,12,10,3,1,12,6,6,8,1,0,0,0,3.5,3.4,2.1,15.385,9.545
05/03/22,Espanol,Getafe,2,0,H,2,0,H,Adrián Cordero,4,12,1,3,17,15,1,5,6,5,0,0,2.15,3.0,3.6,6.656,9.516
05/03/22,Valencia,Granada,3,1,H,0,0,D,Valentín Pizarro,12,7,4,0,14,13,3,6,3,3,0,0,1.75,3.6,4.5,5.667,16.091
05/03/22,Real Madrid,Sociedad,4,1,H,2,1,H,Jesús Gil,18,1,8,1,12,14,7,1,0,2,0,0,1.6,4.2,5.25,9.519,19.733
06/03/22,Cadiz,Vallecano,2,0,H,0,0,D,César Soto,13,14,7,3,23,15,5,6,5,3,0,0,2.7,3.1,2.7,7.321,8.842
06/03/22,Elche,Barcelona,1,2,A,1,0,H,Alejandro Hernández,13,20,3,9,10,8,5,6,2,6,1,0,7.5,4.33,1.4,21.667,7.059
06/03/22,Celta,Mallorca,4,3,H,2,1,H,Miguel Ángel Ortiz Arias,16,12,8,3,17,9,4,5,5,4,1,0,1.75,3.4,5.25,7.414,15.636
06/03/22,Betis,Ath Madrid,1,3,A,1,1,D,Guillermo Cuadra,18,8,6,6,16,10,10,3,5,3,0,0,3.0,3.2,2.37,6.214,26.5
07/03/22,Ath Bilbao,Levante,3,1,H,0,0,D,Alejandro Muñíz,17,5,9,2,6,14,4,3,1,2,0,0,1.57,4.0,5.5,14.619,9.2
11/03/22,Ath Madrid,Cadiz,2,1,H,1,1,D,Pablo González,6,14,5,3,23,14,0,4,4,1,1,0,1.36,4.6,9.5,8.433,9.44
12/03/22,Levante,Espanol,1,1,D,0,0,D,Isidro Díaz de Mera,14,6,3,1,17,10,8,2,4,4,0,0,2.3,3.3,3.2,7.259,14.389
12/03/22,Granada,Elche,0,1,A,0,1,A,Carlos del Cerro,15,13,4,2,15,16,3,3,3,6,0,0,2.25,3.2,3.4,7.0,10.04
12/03/22,Villarreal,Celta,1,0,H,0,0,D,Santiago Jaime,10,12,3,2,12,14,5,6,1,1,0,0,1.65,4.2,4.75,16.714,7.094
12/03/22,Getafe,Valencia,0,0,D,0,0,D,Guillermo Cuadra,16,6,6,0,18,21,5,3,6,5,0,0,2.37,3.2,3.2,5.962,5.923
13/03/22,Vallecano,Sevilla,1,1,D,0,0,D,Juan Martínez,10,3,2,2,16,15,5,6,0,1,0,0,3.4,3.1,2.3,10.875,7.857
13/03/22,Betis,Ath Bilbao,1,0,H,1,0,H,Antonio Matéu Lahoz,8,11,5,2,17,12,5,6,4,5,1,0,2.3,3.3,3.2,12.4,10.826
13/03/22,Sociedad,Alaves,1,0,H,0,0,D,Jorge Figueroa,15,13,6,4,15,12,6,4,1,1,0,0,1.53,4.0,7.0,9.467,12.261
13/03/22,Barcelona,Osasuna,4,0,H,3,0,H,Ricardo de Burgos,24,4,9,3,7,4,5,1,0,4,0,0,1.33,4.75,10.0,6.394,33.533
14/03/22,Mallorca,Real Madrid,0,3,A,0,0,D,José Sánchez,14,11,3,5,13,15,1,6,3,3,0,0,6.0,4.0,1.57,12.385,7.074
18/03/22,Ath Bilbao,Getafe,1,1,D,1,1,D,Jesús Gil,22,7,11,2,15,13,8,2,4,5,0,2,1.72,3.2,6.0,4.696,17.188
19/03/22,Alaves,Granada,2,3,A,0,0,D,Guillermo Cuadra,11,12,6,3,12,10,6,2,4,6,0,1,2.0,3.3,4.0,7.368,8.357
19/03/22,Elche,Valencia,0,1,A,0,0,D,Miguel Ángel Ortiz Arias,8,8,2,3,19,14,4,2,3,3,1,0,2.62,3.25,2.7,5.16,6.115
19/03/22,Osasuna,Levante,3,1,H,1,0,H,Hsu Jason,20,13,7,4,9,17,6,1,0,1,0,0,1.9,3.5,4.2,12.667,9.909
19/03/22,Vallecano,Ath Madrid,0,1,A,0,0,D,José Luis Munuera,15,11,3,3,15,12,3,6,0,0,0,1,4.0,3.25,2.0,8.37,14.722
20/03/22,Espanol,Mallorca,1,0,H,1,0,H,Alejandro Muñíz,12,9,3,3,14,12,6,6,3,3,0,0,2.05,3.5,3.5,10.105,10.105
20/03/22,Cadiz,Villarreal,1,0,H,0,0,D,Alejandro Hernández,16,3,7,1,11,11,6,3,3,2,0,0,4.75,3.5,1.83,14.136,7.767
20/03/22,Celta,Betis,0,0,D,0,0,D,Ricardo de Burgos,9,7,3,1,12,12,2,2,1,2,0,0,2.2,3.5,3.2,7.211,15.579
20/03/22,Sevilla,Sociedad,0,0,D,0,0,D,César Soto,10,13,0,2,12,13,7,3,0,3,0,0,2.05,3.25,3.8,6.517,18.316
20/03/22,Real Madrid,Barcelona,0,4,A,0,2,A,Juan Martínez,14,18,4,10,9,12,4,3,4,4,0,0,2.15,3.6,3.25,24.667,14.318
02/04/22,Getafe,Mallorca,1,0,H,0,0,D,Antonio Matéu Lahoz,16,7,3,1,15,22,5,1,5,6,0,1,2.15,3.0,4.0,3.769,7.433
02/04/22,Levante,Villarreal,2,0,H,0,0,D,Adrián Cordero,13,13,4,2,16,13,1,8,4,2,0,0,3.8,3.6,1.95,9.522,7.346
02/04/22,Celta,Real Madrid,1,2,A,0,1,A,Pablo González,10,12,4,6,16,12,9,3,3,0,0,0,4.0,3.6,1.9,9.222,21.692
02/04/22,Ath Madrid,Alaves,4,1,H,1,0,H,Mario Melero,14,7,8,1,10,13,8,2,1,0,0,0,1.33,4.8,10.0,15.375,8.429
03/04/22,Ath Bilbao,Elche,2,1,H,1,0,H,Jorge Figueroa,16,6,6,2,14,16,7,4,2,4,0,0,1.45,4.2,7.5,12.115,8.818
03/04/22,Betis,Osasuna,4,1,H,2,0,H,Valentín Pizarro,24,10,8,3,11,5,11,7,1,3,0,0,1.9,3.5,4.0,6.464,11.048
03/04/22,Granada,Vallecano,2,2,D,0,2,A,Alejandro Hernández,17,10,9,4,14,14,5,4,4,5,0,1,2.6,3.1,2.9,3.257,7.471
03/04/22,Valencia,Cadiz,0,0,D,0,0,D,Isidro Díaz de Mera,5,4,1,3,11,18,4,3,3,6,0,1,1.85,3.3,4.75,7.818,5.871
03/04/22,Barcelona,Sevilla,1,0,H,0,0,D,José Sánchez,19,8,6,3,12,8,9,2,3,3,0,0,1.45,4.5,7.0,9.062,16.056
04/04/22,Sociedad,Espanol,1,0,H,0,0,D,Santiago Jaime,17,8,6,2,17,13,6,0,2,4,0,0,1.6,4.0,5.75,6.115,29.75
08/04/22,Sevilla,Granada,4,2,H,1,1,D,Miguel Ángel Ortiz Arias,16,15,8,5,7,7,14,3,2,2,0,0,1.5,4.33,7.0,5.167,24.714
09/04/22,Cadiz,Betis,1,2,A,0,0,D,Jesús Gil,10,10,4,3,18,10,8,4,1,2,0,0,3.4,3.2,2.25,9.84,7.294
09/04/22,Mallorca,Ath Madrid,1,0,H,0,0,D,Juan Martínez,10,9,3,1,14,11,1,6,1,4,0,0,4.0,3.4,1.95,21.737,5.769
09/04/22,Villarreal,Ath Bilbao,1,1,D,0,1,A,Carlos del Cerro,11,12,5,6,17,15,7,2,2,3,0,0,2.3,3.4,3.1,8.682,14.346
09/04/22,Real Madrid,Getafe,2,0,H,1,0,H,César Soto,26,8,8,0,13,11,10,2,2,2,0,0,1.4,4.5,8.5,8.818,31.0
10/04/22,Osasuna,Alaves,1,0,H,0,0,D,Alejandro Muñíz,15,8,4,2,12,6,7,3,3,1,0,0,1.95,3.3,4.33,5.773,21.786
10/04/22,Espanol,Celta,1,0,H,0,0,D,Hsu Jason,11,10,2,5,12,21,2,3,4,1,0,0,2.75,3.2,2.7,13.5,9.103
10/04/22,Elche,Sociedad,1,2,A,1,2,A,Guillermo Cuadra,10,17,1,6,15,12,8,9,3,3,0,0,3.9,3.4,2.0,11.625,7.077
10/04/22,Levante,Barcelona,2,3,A,0,0,D,José Luis Munuera,11,14,6,7,8,7,4,3,1,1,0,0,6.0,5.0,1.45,22.562,17.273
11/04/22,Vallecano,Valencia,1,1,D,0,0,D,Ricardo de Burgos,11,6,4,2,13,17,5,4,3,4,0,0,2.2,3.3,3.3,7.0,8.815
15/04/22,Sociedad,Betis,0,0,D,0,0,D,Isidro Díaz de Mera,9,9,2,2,17,7,8,1,4,4,1,0,2.1,3.5,3.4,7.385,22.417
16/04/22,Elche,Mallorca,3,0,H,1,0,H,José Sánchez,6,13,2,2,17,13,2,1,2,3,0,0,2.7,3.0,2.9,11.611,11.348
16/04/22,Alaves,Vallecano,1,0,H,0,0,D,Juan Martínez,11,20,5,3,10,9,2,12,2,3,0,1,2.7,3.1,2.8,13.263,4.783
16/04/22,Valencia,Osasuna,1,2,A,0,0,D,Mario Melero,11,9,4,3,11,22,9,5,1,2,0,0,2.15,3.2,3.7,8.688,4.857
16/04/22,Getafe,Villarreal,1,2,A,0,2,A,Pablo González,12,11,5,6,17,6,6,6,2,0,0,0,3.1,3.1,2.5,9.59,11.933
17/04/22,Granada,Levante,1,4,A,0,1,A,Valentín Pizarro,16,17,4,8,10,9,13,2,5,2,1,0,2.37,3.4,3.0,8.789,11.562
17/04/22,Ath Madrid,Espanol,2,1,H,0,0,D,Jorge Figueroa,10,11,3,5,18,12,6,3,5,5,1,0,1.4,4.5,8.5,14.15,12.818
17/04/22,Ath Bilbao,Celta,0,2,A,0,2,A,Alejandro Hernández,10,6,2,4,13,15,5,4,2,2,0,0,1.75,3.6,5.0,12.348,7.548
17/04/22,Sevilla,Real Madrid,2,3,A,2,0,H,Guillermo Cuadra,7,15,2,6,11,9,0,3,3,4,0,0,3.0,3.4,2.4,12.385,13.381
18/04/22,Barcelona,Cadiz,0,1,A,0,0,D,Santiago Jaime,18,6,6,4,16,9,8,1,4,1,0,0,1.2,6.5,15.0,2.692,26.143
19/04/22,Mallorca,Alaves,2,1,H,2,0,H,César Soto,5,12,3,4,25,15,0,6,2,6,0,0,1.95,3.3,4.2,9.321,5.257
19/04/22,Betis,Elche,0,1,A,0,0,D,Hsu Jason,18,9,3,1,9,14,2,3,2,3,1,0,1.55,4.0,6.0,5.786,23.667
19/04/22,Villarreal,Valencia,2,0,H,2,0,H,José Luis Munuera,12,5,5,1,14,12,3,2,2,3,0,0,1.44,4.75,6.5,10.5,11.417
20/04/22,Ath Madrid,Granada,0,0,D,0,0,D,Jesús Gil,22,7,1,2,9,12,11,1,4,5,0,0,1.3,5.25,10.0,9.19,14.083
20/04/22,Celta,Getafe,0,2,A,0,1,A,Santiago Jaime,9,6,2,3,13,13,2,1,2,5,0,0,2.15,3.1,3.75,4.762,19.571
20/04/22,Osasuna,Real Madrid,1,3,A,1,2,A,Ricardo de Burgos,12,23,3,11,13,7,3,4,1,3,0,0,5.0,3.75,1.66,19.85,11.278
21/04/22,Espanol,Vallecano,0,1,A,0,1,A,Antonio Matéu Lahoz,6,13,2,2,14,18,3,10,4,4,0,0,2.37,3.2,3.1,8.95,9.862
21/04/22,Levante,Sevilla,2,3,A,1,2,A,Isidro Díaz de Mera,15,13,6,6,9,12,10,4,1,5,0,0,3.5,3.5,2.1,12.8,11.0
21/04/22,Cadiz,Ath Bilbao,2,3,A,0,3,A,Valentín Pizarro,27,9,8,7,9,15,4,1,3,5,0,1,3.4,3.0,2.3,10.867,11.429
21/04/22,Sociedad,Barcelona,0,1,A,0,1,A,Carlos del Cerro,8,11,5,1,12,9,5,3,1,2,0,0,3.5,3.5,2.1,7.167,16.35
24/04/22,Barcelona,Vallecano,0,1,A,0,1,A,Isidro Díaz de Mera,18,3,5,1,10,1,9,1,4,6,0,0,1.3,5.5,10.0,6.476,12.323
29/04/22,Sevilla,Cadiz,1,1,D,1,0,H,José Sánchez,11,10,6,4,15,11,5,6,2,2,0,0,1.65,3.5,6.0,9.24,12.826
30/04/22,Alaves,Villarreal,2,1,H,2,0,H,Miguel Ángel Ortiz Arias,11,16,5,6,14,5,5,8,5,2,0,0,3.4,3.5,2.1,14.476,11.7
30/04/22,Real Madrid,Espanol,4,0,H,2,0,H,José Luis Munuera,11,20,5,6,11,6,6,8,2,0,0,0,1.5,4.5,6.0,15.133,25.2
