Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,Home_PPDA,Away_PPDA
25/08/19,Mallorca,Sociedad,0,1,A,0,0,D,Valentín Pizarro,12,12,4,4,16,12,5,5,1,2,0,0,3.1,3.1,2.4,16.714,8.176
25/08/19,Leganes,Ath Madrid,0,1,A,0,0,D,Ricardo de Burgos,10,6,4,4,12,13,9,4,4,5,0,0,4.75,3.4,1.8,10.852,10.286
25/08/19,Barcelona,Betis,5,2,H,1,1,D,José González,20,4,7,3,14,12,11,0,1,1,0,0,1.25,6.0,10.0,4.978,21.059
30/08/19,Sevilla,Celta,1,1,D,0,0,D,Carlos del Cerro,19,2,5,1,16,9,9,1,4,2,0,0,1.53,4.2,6.0,5.758,14.895
30/08/19,Ath Bilbao,Sociedad,2,0,H,2,0,H,Daniel Ask,15,2,5,2,17,17,3,0,2,3,0,0,2.3,3.1,3.4,9.086,8.278
31/08/19,Osasuna,Barcelona,2,2,D,1,0,H,Juan Martínez,15,8,5,4,16,9,3,2,3,4,0,0,10.0,5.0,1.33,12.0,4.1
31/08/19,Getafe,Alaves,1,1,D,1,1,D,Mario Melero,15,5,1,1,11,17,4,2,3,1,0,0,1.72,3.4,5.75,5.583,11.625
31/08/19,Levante,Valladolid,2,0,H,0,0,D,Adrián Cordero,16,15,3,4,9,10,6,6,2,2,0,0,2.0,3.5,3.75,8.81,8.789
31/08/19,Betis,Leganes,2,1,H,0,0,D,Guillermo Cuadra,17,19,5,7,14,15,11,8,4,2,0,0,1.95,3.3,4.33,4.048,14.944
01/09/19,Valencia,Mallorca,2,0,H,1,0,H,Hsu Jason,9,12,4,1,6,19,7,4,0,1,0,0,1.4,4.75,8.0,13.421,10.04
01/09/19,Ath Madrid,Eibar,3,2,H,1,2,A,Santiago Jaime,7,6,3,2,9,15,1,1,0,3,0,0,1.4,4.0,10.0,7.429,10.44
01/09/19,Espanol,Granada,0,3,A,0,1,A,César Soto,15,14,3,6,6,13,8,6,2,3,0,0,2.05,3.3,4.0,15.778,14.75
01/09/19,Villarreal,Real Madrid,2,2,D,1,1,D,Jesús Gil,10,17,5,5,8,14,1,8,1,4,0,1,3.6,4.0,1.9,18.316,8.548
13/09/19,Mallorca,Ath Bilbao,0,0,D,0,0,D,Pablo González,10,11,1,5,15,18,4,6,4,3,0,0,3.4,3.1,2.3,9.421,5.833
14/09/19,Real Madrid,Levante,3,2,H,3,0,H,Ricardo de Burgos,25,8,11,3,13,10,9,6,2,2,0,0,1.22,6.5,12.0,6.065,24.533
14/09/19,Leganes,Villarreal,0,3,A,0,2,A,David Medié,10,8,4,4,14,11,8,6,2,0,0,0,2.45,3.1,3.2,18.0,10.905
14/09/19,Sociedad,Ath Madrid,2,0,H,0,0,D,Antonio Matéu Lahoz,14,12,5,2,13,10,5,5,1,3,0,0,3.8,3.2,2.1,9.571,14.368
14/09/19,Barcelona,Valencia,5,2,H,2,1,H,José Sánchez,17,9,10,3,11,11,2,5,1,4,0,0,1.44,4.75,7.0,8.161,19.294
15/09/19,Eibar,Espanol,1,2,A,0,0,D,Valentín Pizarro,11,7,1,2,14,16,7,2,2,4,0,1,2.0,3.3,4.0,8.6,9.0
15/09/19,Alaves,Sevilla,0,1,A,0,1,A,Alejandro Hernández,7,19,0,7,13,7,2,6,5,5,0,0,4.2,3.2,2.0,11.167,8.8
15/09/19,Celta,Granada,0,2,A,0,1,A,Eduardo Prieto,4,13,0,3,11,13,3,5,4,2,2,0,1.83,3.6,4.33,13.933,6.5
15/09/19,Valladolid,Osasuna,1,1,D,0,0,D,José Luis Munuera,11,17,1,5,9,10,10,6,0,1,0,0,2.15,3.1,3.75,10.7,10.05
15/09/19,Betis,Getafe,1,1,D,0,1,A,José González,7,12,2,4,11,28,5,6,3,6,2,0,2.2,3.1,3.6,6.154,6.154
20/09/19,Osasuna,Betis,0,0,D,0,0,D,Carlos del Cerro,12,7,6,2,15,9,9,4,1,2,0,0,2.25,3.3,3.25,7.774,18.636
21/09/19,Villarreal,Valladolid,2,0,H,0,0,D,César Soto,18,7,6,3,12,8,4,8,2,1,0,0,1.61,4.0,5.5,5.0,16.222
21/09/19,Levante,Eibar,0,0,D,0,0,D,Hsu Jason,13,18,4,4,9,11,6,7,0,2,0,0,2.3,3.4,3.1,9.917,12.368
21/09/19,Ath Madrid,Celta,0,0,D,0,0,D,Mario Melero,20,6,5,3,14,12,13,3,3,5,0,0,1.4,4.33,9.5,9.148,17.917
21/09/19,Granada,Barcelona,2,0,H,1,0,H,Guillermo Cuadra,9,8,4,1,22,12,4,5,3,2,0,0,10.0,5.5,1.3,14.731,5.273
22/09/19,Getafe,Mallorca,4,2,H,2,0,H,Santiago Jaime,14,7,5,3,15,17,7,2,4,5,0,0,1.85,3.25,5.0,6.85,5.167
22/09/19,Espanol,Sociedad,1,3,A,0,2,A,Adrián Cordero,17,10,3,5,7,12,5,7,1,0,0,0,3.0,3.25,2.45,9.895,11.68
22/09/19,Valencia,Leganes,1,1,D,1,1,D,Daniel Ask,13,13,4,4,14,23,6,6,3,4,0,0,1.61,4.0,5.5,9.0,11.577
22/09/19,Ath Bilbao,Alaves,2,0,H,1,0,H,Jesús Gil,13,5,4,1,11,19,3,2,1,4,0,0,1.61,3.75,6.0,9.136,10.533
22/09/19,Sevilla,Real Madrid,0,1,A,0,0,D,Juan Martínez,9,7,0,4,16,15,9,6,3,2,0,0,2.62,3.8,2.45,8.923,10.448
24/09/19,Valladolid,Granada,1,1,D,1,1,D,Valentín Pizarro,9,6,5,4,21,18,6,3,3,2,0,0,2.25,3.3,3.3,10.091,7.462
24/09/19,Betis,Levante,3,1,H,1,1,D,Eduardo Prieto,17,17,5,3,11,11,5,2,2,2,0,0,1.95,3.6,3.8,10.545,23.667
24/09/19,Barcelona,Villarreal,2,1,H,2,1,H,Ricardo de Burgos,8,11,4,3,4,13,6,5,4,2,0,0,1.3,5.75,9.0,13.727,12.889
25/09/19,Leganes,Ath Bilbao,1,1,D,0,0,D,José González,7,9,3,2,11,12,4,5,0,1,0,0,2.87,3.0,2.7,14.913,5.032
25/09/19,Mallorca,Ath Madrid,0,2,A,0,1,A,Alejandro Hernández,9,13,3,3,8,15,8,5,3,5,0,1,6.5,3.6,1.61,20.0,8.731
25/09/19,Valencia,Getafe,3,3,D,3,1,H,José Luis Munuera,8,18,4,5,14,26,4,5,1,4,0,0,1.9,3.3,4.5,5.0,7.237
25/09/19,Real Madrid,Osasuna,2,0,H,1,0,H,Antonio Matéu Lahoz,15,4,4,0,13,13,7,5,2,2,0,0,1.2,7.0,13.0,7.469,8.257
26/09/19,Eibar,Sevilla,3,2,H,0,2,A,Pablo González,11,7,4,4,11,19,3,1,3,4,0,0,3.5,3.3,2.15,9.758,8.913
26/09/19,Celta,Espanol,1,1,D,0,0,D,José Sánchez,14,10,3,4,5,17,6,4,2,5,0,0,1.85,3.5,4.2,8.704,15.2
26/09/19,Sociedad,Alaves,3,0,H,3,0,H,David Medié,21,5,7,0,7,20,5,3,1,4,0,1,1.6,4.0,5.5,9.261,12.636
27/09/19,Villarreal,Betis,5,1,H,1,0,H,Daniel Ask,17,11,10,6,13,8,3,7,2,2,0,0,1.83,3.8,4.1,9.862,11.211
28/09/19,Ath Bilbao,Valencia,0,1,A,0,1,A,Mario Melero,14,10,3,6,14,12,7,7,2,5,0,0,2.2,3.2,3.5,9.308,11.1
28/09/19,Getafe,Barcelona,0,2,A,0,1,A,Jesús Gil,8,10,1,6,23,17,4,1,4,4,0,1,4.33,3.4,1.85,7.971,5.65
28/09/19,Granada,Leganes,1,0,H,1,0,H,Adrián Cordero,11,15,4,6,19,12,8,3,3,4,0,0,2.4,3.1,3.2,7.2,7.4
28/09/19,Ath Madrid,Real Madrid,0,0,D,0,0,D,José González,7,14,1,3,14,14,5,7,1,2,0,0,2.4,3.3,3.0,14.0,9.192
29/09/19,Espanol,Valladolid,0,2,A,0,1,A,Guillermo Cuadra,16,9,2,6,16,13,4,3,2,0,1,0,1.95,3.3,4.2,5.867,13.45
29/09/19,Eibar,Celta,2,0,H,0,0,D,Juan Martínez,7,3,3,2,17,15,6,5,3,1,0,0,2.25,3.3,3.25,11.038,4.833
29/09/19,Alaves,Mallorca,2,0,H,0,0,D,Carlos del Cerro,11,5,6,1,16,14,4,1,2,3,0,0,2.2,3.2,3.5,7.818,11.261
29/09/19,Levante,Osasuna,1,1,D,1,0,H,César Soto,10,18,5,3,12,12,7,11,6,0,1,0,2.15,3.5,3.4,8.565,7.609
29/09/19,Sevilla,Sociedad,3,2,H,1,1,D,Hsu Jason,21,5,8,2,9,8,7,0,1,1,0,0,1.85,3.5,4.5,16.294,14.889
04/10/19,Betis,Eibar,1,1,D,0,1,A,Alejandro Hernández,12,8,3,2,7,20,4,9,3,6,0,1,2.0,3.6,3.7,11.545,7.333
05/10/19,Leganes,Levante,1,2,A,0,1,A,José Luis Munuera,25,9,10,2,10,7,9,4,3,5,0,0,2.0,3.5,3.8,6.577,21.5
05/10/19,Real Madrid,Granada,4,2,H,2,0,H,Santiago Jaime,17,8,10,5,12,18,6,2,4,5,0,0,1.28,5.75,10.0,8.3,9.2
05/10/19,Valencia,Alaves,2,1,H,1,0,H,Eduardo Prieto,11,10,3,4,7,16,4,7,1,3,0,0,1.5,4.33,6.5,18.1,14.905
05/10/19,Osasuna,Villarreal,2,1,H,0,1,A,Valentín Pizarro,16,16,4,5,9,15,8,9,2,2,0,0,3.0,3.3,2.4,13.444,14.467
06/10/19,Mallorca,Espanol,2,0,H,1,0,H,Ricardo de Burgos,9,11,3,3,11,11,2,4,1,3,0,0,2.45,3.25,3.0,19.143,6.786
06/10/19,Celta,Ath Bilbao,1,0,H,0,0,D,David Medié,13,6,2,2,8,20,6,4,0,5,0,0,2.7,3.0,2.87,14.111,12.304
06/10/19,Valladolid,Ath Madrid,0,0,D,0,0,D,José Sánchez,5,9,1,1,15,14,3,4,6,4,0,0,5.5,3.5,1.72,13.588,7.034
06/10/19,Sociedad,Getafe,1,2,A,1,0,H,Pablo González,6,13,3,4,20,15,3,8,2,4,1,0,1.9,3.4,4.33,4.476,6.208
06/10/19,Barcelona,Sevilla,4,0,H,3,0,H,Antonio Matéu Lahoz,15,16,8,4,10,12,7,10,5,3,2,0,1.5,4.2,7.0,10.522,11.433
18/10/19,Granada,Osasuna,1,0,H,1,0,H,Daniel Ask,6,9,2,4,12,17,2,7,2,8,0,1,2.4,3.0,3.3,8.111,7.789
19/10/19,Eibar,Barcelona,0,3,A,0,1,A,Mario Melero,5,9,0,4,16,14,2,2,5,0,0,0,6.0,4.5,1.5,16.217,12.833
19/10/19,Ath Madrid,Valencia,1,1,D,1,0,H,Adrián Cordero,15,11,4,3,18,12,2,4,2,1,0,1,1.57,3.75,6.0,9.433,11.389
19/10/19,Getafe,Leganes,2,0,H,0,0,D,Juan Martínez,5,7,2,3,17,19,2,3,1,4,0,0,1.85,3.1,5.25,4.194,5.727
19/10/19,Mallorca,Real Madrid,1,0,H,1,0,H,Hsu Jason,5,13,1,4,20,14,4,4,2,2,0,1,6.5,4.0,1.53,13.909,5.226
20/10/19,Alaves,Celta,2,0,H,0,0,D,José González,12,14,5,2,20,5,4,6,5,1,0,0,2.9,3.0,2.62,9.778,9.389
20/10/19,Sociedad,Betis,3,1,H,2,1,H,César Soto,18,12,6,5,23,12,11,2,4,2,0,0,1.75,3.9,4.33,6.667,10.95
20/10/19,Espanol,Villarreal,0,1,A,0,1,A,Carlos del Cerro,18,11,3,5,11,14,7,3,2,1,0,0,3.0,3.3,2.37,7.0,9.895
20/10/19,Ath Bilbao,Valladolid,1,1,D,1,0,H,Jesús Gil,19,9,7,3,12,9,3,4,2,3,0,0,1.66,3.4,6.5,9.042,14.0
20/10/19,Sevilla,Levante,1,0,H,0,0,D,Guillermo Cuadra,19,12,5,5,10,11,9,1,2,2,0,0,1.33,5.5,9.0,4.844,13.278
25/10/19,Villarreal,Alaves,4,1,H,1,0,H,David Medié,19,12,8,3,12,13,5,4,2,2,0,0,1.5,4.2,6.5,7.3,13.2
26/10/19,Leganes,Mallorca,1,0,H,1,0,H,Eduardo Prieto,9,9,3,1,19,13,4,5,4,1,0,0,1.8,3.4,4.75,8.536,9.333
26/10/19,Valladolid,Eibar,2,0,H,2,0,H,José Luis Munuera,8,13,4,3,13,13,4,3,1,2,0,0,2.4,3.1,3.2,14.5,6.091
26/10/19,Ath Madrid,Ath Bilbao,2,0,H,1,0,H,Alejandro Hernández,9,9,2,2,14,9,7,7,2,2,0,0,1.7,3.5,5.75,9.333,15.769
27/10/19,Celta,Sociedad,0,1,A,0,0,D,Valentín Pizarro,9,9,1,4,20,12,3,7,5,2,1,0,3.0,3.25,2.45,11.048,9.467
27/10/19,Granada,Betis,1,0,H,0,0,D,Antonio Matéu Lahoz,13,12,3,0,13,8,4,2,3,4,0,0,2.45,3.2,3.0,20.722,14.909
27/10/19,Levante,Espanol,0,1,A,0,1,A,Pablo González,7,14,3,3,10,26,4,7,2,3,0,0,2.1,3.5,3.5,9.3,5.889
27/10/19,Sevilla,Getafe,2,0,H,0,0,D,José Sánchez,15,9,8,4,13,18,5,0,2,3,0,0,1.72,3.3,6.0,3.857,7.676
27/10/19,Osasuna,Valencia,3,1,H,1,1,D,Santiago Jaime,21,2,13,1,8,6,6,1,1,1,0,1,2.87,3.1,2.62,5.367,14.222
29/10/19,Alaves,Ath Madrid,1,1,D,0,0,D,Daniel Ask,11,9,3,3,23,16,4,1,3,3,0,0,6.0,3.5,1.65,7.231,5.258
29/10/19,Barcelona,Valladolid,5,1,H,3,1,H,Hsu Jason,18,9,9,1,9,14,6,3,0,3,0,0,1.12,9.5,17.0,10.522,12.962
30/10/19,Sociedad,Levante,1,2,A,0,2,A,Mario Melero,17,13,5,4,15,12,9,5,3,4,0,0,1.5,4.5,6.5,5.957,11.0
30/10/19,Valencia,Sevilla,1,1,D,0,1,A,Carlos del Cerro,10,10,3,1,12,17,6,1,6,3,0,0,2.8,3.4,2.5,21.154,8.333
30/10/19,Ath Bilbao,Espanol,3,0,H,2,0,H,Juan Martínez,7,12,5,5,13,20,2,5,0,1,0,0,1.9,3.25,4.5,9.885,4.756
30/10/19,Betis,Celta,2,1,H,1,0,H,Jesús Gil,11,18,7,5,16,17,5,10,6,1,0,0,2.0,3.5,3.75,14.316,6.24
30/10/19,Real Madrid,Leganes,5,0,H,3,0,H,César Soto,22,5,11,3,12,12,8,3,1,5,0,0,1.25,6.0,12.0,7.533,26.615
31/10/19,Eibar,Villarreal,2,1,H,0,0,D,Guillermo Cuadra,25,9,8,2,11,12,8,3,0,3,0,0,2.62,3.5,2.5,12.96,12.714
31/10/19,Mallorca,Osasuna,2,2,D,1,0,H,Adrián Cordero,11,12,3,4,9,10,5,3,1,5,0,0,2.45,3.0,3.1,16.5,12.067
31/10/19,Getafe,Granada,3,1,H,2,0,H,José González,8,10,3,2,22,11,2,3,5,5,0,0,1.9,3.3,4.33,7.542,7.353
02/11/19,Espanol,Valencia,1,2,A,1,0,H,Valentín Pizarro,13,11,4,4,20,14,5,5,0,1,0,0,2.7,3.3,2.62,8.533,8.632
02/11/19,Levante,Barcelona,3,1,H,0,1,A,Alejandro Hernández,9,9,3,6,9,13,2,3,1,6,0,0,9.0,5.75,1.3,24.467,6.818
02/11/19,Sevilla,Ath Madrid,1,1,D,1,0,H,José González,11,14,4,5,13,16,6,3,4,3,0,0,2.3,3.2,3.3,6.333,9.812
02/11/19,Real Madrid,Betis,0,0,D,0,0,D,José Sánchez,22,13,7,3,11,17,9,4,2,4,0,0,1.25,6.5,9.0,8.96,20.571
03/11/19,Valladolid,Mallorca,3,0,H,1,0,H,David Medié,12,14,6,1,15,20,2,6,5,4,0,0,2.0,3.3,4.0,7.519,7.222
03/11/19,Villarreal,Ath Bilbao,0,0,D,0,0,D,Santiago Jaime,11,12,7,2,10,8,8,10,2,0,0,0,1.83,3.6,4.5,8.25,10.909
03/11/19,Osasuna,Alaves,4,2,H,3,1,H,José Luis Munuera,19,11,6,3,13,17,5,1,4,2,0,0,2.1,2.87,4.5,6.286,7.852
03/11/19,Celta,Getafe,0,1,A,0,1,A,Antonio Matéu Lahoz,6,9,2,5,6,19,4,4,3,3,0,0,2.5,3.1,3.0,7.75,7.312
03/11/19,Leganes,Eibar,1,2,A,1,1,D,Pablo González,12,7,5,4,16,20,4,2,5,2,0,0,2.25,3.1,3.5,6.2,13.0
03/11/19,Granada,Sociedad,1,2,A,1,1,D,Eduardo Prieto,5,9,3,5,15,19,4,5,0,2,0,0,3.1,3.2,2.45,14.25,5.333
08/11/19,Sociedad,Leganes,1,1,D,0,0,D,Juan Martínez,11,6,5,2,14,23,5,1,2,6,0,1,1.8,3.4,5.0,4.182,10.286
09/11/19,Alaves,Valladolid,3,0,H,2,0,H,Mario Melero,14,7,5,1,21,16,6,7,3,3,0,0,2.4,3.0,3.4,7.963,7.762
09/11/19,Valencia,Granada,2,0,H,0,0,D,Daniel Ask,12,13,4,1,11,15,7,4,0,5,0,0,1.61,3.7,6.0,8.4,15.615
09/11/19,Eibar,Real Madrid,0,4,A,0,3,A,Adrián Cordero,14,10,1,5,9,8,6,6,0,0,0,0,5.25,4.33,1.6,11.968,20.333
09/11/19,Barcelona,Celta,4,1,H,2,1,H,Guillermo Cuadra,10,6,7,5,18,14,2,2,4,1,0,0,1.2,7.5,13.0,11.261,18.3
10/11/19,Mallorca,Villarreal,3,1,H,2,0,H,Carlos del Cerro,5,22,3,6,18,17,2,5,2,3,0,0,3.6,3.25,2.15,11.538,5.367
10/11/19,Ath Bilbao,Levante,2,1,H,0,1,A,Hsu Jason,23,8,10,2,13,13,10,2,3,2,0,0,1.66,3.75,5.5,6.286,12.941
10/11/19,Ath Madrid,Espanol,3,1,H,1,1,D,Jesús Gil,18,10,5,1,12,15,9,2,2,2,0,0,1.45,4.0,8.5,8.154,4.297
10/11/19,Getafe,Osasuna,0,0,D,0,0,D,César Soto,14,4,5,1,15,16,9,5,2,4,0,0,1.95,3.3,4.33,4.63,7.941
10/11/19,Betis,Sevilla,1,2,A,1,1,D,Alejandro Hernández,18,10,5,6,12,21,4,4,2,3,0,0,3.6,3.4,2.1,10.25,9.808
22/11/19,Levante,Mallorca,2,1,H,0,0,D,Valentín Pizarro,13,14,6,7,13,9,3,6,2,1,1,0,1.75,3.75,4.5,11.95,13.111
23/11/19,Leganes,Barcelona,1,2,A,1,0,H,Santiago Jaime,9,11,4,6,11,10,0,6,1,2,0,0,7.0,4.75,1.44,12.654,4.316
23/11/19,Betis,Valencia,2,1,H,1,1,D,Ricardo de Burgos,25,9,8,3,9,13,5,4,2,2,0,0,2.4,3.4,2.9,5.25,14.5
23/11/19,Granada,Ath Madrid,1,1,D,0,0,D,David Medié,9,17,3,6,15,17,2,8,4,3,0,0,5.0,3.1,1.9,11.5,6.2
23/11/19,Real Madrid,Sociedad,3,1,H,1,1,D,Jesús Gil,18,11,10,6,13,16,4,3,1,1,0,0,1.36,5.5,7.5,10.107,11.696
24/11/19,Espanol,Getafe,1,1,D,1,1,D,Pablo González,6,11,2,2,23,12,3,3,3,4,0,0,2.87,2.9,2.8,3.129,7.615
24/11/19,Osasuna,Ath Bilbao,1,2,A,0,1,A,José Sánchez,12,6,7,4,15,18,6,2,4,3,0,0,2.6,3.0,3.0,5.556,7.032
24/11/19,Eibar,Alaves,0,2,A,0,0,D,Antonio Matéu Lahoz,18,7,7,5,10,11,10,4,1,2,0,0,1.85,3.5,4.5,4.333,9.188
24/11/19,Villarreal,Celta,1,3,A,0,0,D,José Luis Munuera,15,11,1,7,12,9,8,2,3,2,0,0,1.8,3.8,4.33,6.371,16.4
24/11/19,Valladolid,Sevilla,0,1,A,0,1,A,Eduardo Prieto,7,4,1,2,13,25,8,4,3,4,0,1,4.0,3.5,1.9,7.765,7.88
29/11/19,Celta,Valladolid,0,0,D,0,0,D,Hsu Jason,13,9,5,2,11,17,11,3,1,3,0,0,1.75,3.6,5.0,10.211,9.467
30/11/19,Alaves,Real Madrid,1,2,A,0,0,D,Guillermo Cuadra,8,12,2,6,18,11,9,4,4,3,0,0,6.5,4.33,1.5,17.667,7.6
30/11/19,Sociedad,Eibar,4,1,H,1,1,D,Carlos del Cerro,15,10,4,4,8,12,6,4,1,4,0,0,1.72,3.75,5.0,7.471,10.121
30/11/19,Mallorca,Betis,1,2,A,0,2,A,Juan Martínez,16,15,7,3,16,15,6,5,3,4,1,0,2.62,3.3,2.7,10.25,9.286
30/11/19,Valencia,Villarreal,2,1,H,0,0,D,César Soto,13,24,7,7,8,17,6,4,1,2,0,0,2.4,3.4,2.9,14.833,5.778
01/12/19,Sevilla,Leganes,1,0,H,0,0,D,Ricardo de Burgos,16,8,8,4,16,7,7,4,3,3,0,0,1.57,4.0,6.0,8.714,20.056
01/12/19,Ath Bilbao,Granada,2,0,H,1,0,H,Adrián Cordero,14,8,6,1,18,16,4,3,5,4,0,0,1.7,3.4,6.0,5.815,9.68
01/12/19,Espanol,Osasuna,2,4,A,1,0,H,Mario Melero,12,14,5,8,12,16,2,3,1,4,0,1,2.15,3.1,3.6,6.286,10.857
01/12/19,Getafe,Levante,4,0,H,0,0,D,Daniel Ask,13,7,9,2,22,14,6,7,2,3,0,0,1.66,3.8,5.5,6.667,5.786
01/12/19,Ath Madrid,Barcelona,0,1,A,0,0,D,Antonio Matéu Lahoz,17,13,2,5,12,11,9,5,4,4,0,0,2.75,3.3,2.6,17.095,6.172
06/12/19,Villarreal,Ath Madrid,0,0,D,0,0,D,Alejandro Hernández,23,18,3,3,11,11,11,6,2,1,0,0,3.6,3.3,2.15,8.094,10.385
07/12/19,Real Madrid,Espanol,2,0,H,1,0,H,Santiago Jaime,18,6,8,2,15,13,5,3,4,3,1,0,1.2,7.0,13.0,9.526,10.96
07/12/19,Granada,Alaves,3,0,H,0,0,D,Jesús Gil,13,5,3,1,16,17,6,2,1,4,0,2,2.2,3.1,3.5,7.0,9.588
07/12/19,Levante,Valencia,2,4,A,2,1,H,David Medié,17,10,6,6,14,14,5,1,5,2,1,0,3.2,3.75,2.15,17.222,14.0
07/12/19,Barcelona,Mallorca,5,2,H,4,1,H,José Luis Munuera,25,9,17,3,15,10,8,4,3,0,0,0,1.14,8.5,17.0,5.778,20.235
08/12/19,Eibar,Getafe,0,1,A,0,0,D,Eduardo Prieto,6,6,3,3,16,15,3,8,5,1,1,0,2.8,2.9,2.87,3.5,5.8
08/12/19,Betis,Ath Bilbao,3,2,H,3,1,H,Valentín Pizarro,10,8,6,2,12,15,3,3,2,4,0,0,2.3,3.2,3.3,11.941,9.04
08/12/19,Valladolid,Sociedad,0,0,D,0,0,D,Pablo González,4,16,2,2,10,19,1,4,0,4,0,0,3.2,3.2,2.37,13.08,4.25
08/12/19,Leganes,Celta,3,2,H,2,0,H,José Sánchez,15,9,8,4,14,11,3,5,3,3,0,1,2.37,3.1,3.3,13.625,5.556
08/12/19,Osasuna,Sevilla,1,1,D,1,1,D,Daniel Ask,10,13,1,4,22,10,2,6,4,4,1,0,3.4,3.3,2.2,8.471,8.556
13/12/19,Alaves,Leganes,1,1,D,0,1,A,César Soto,10,3,3,1,14,17,2,0,2,3,0,0,2.4,3.0,3.2,3.607,14.261
14/12/19,Granada,Levante,1,2,A,0,0,D,Carlos del Cerro,18,13,4,6,14,12,8,6,4,3,0,0,2.0,3.6,3.8,7.0,5.857
14/12/19,Sociedad,Barcelona,2,2,D,1,1,D,Hsu Jason,19,9,5,5,7,8,8,5,0,1,0,0,5.25,4.2,1.61,13.571,12.808
14/12/19,Ath Bilbao,Eibar,0,0,D,0,0,D,Mario Melero,8,8,3,2,7,12,6,7,3,3,0,0,1.66,3.75,5.5,7.333,7.593
14/12/19,Ath Madrid,Osasuna,2,0,H,0,0,D,José Luis Munuera,19,15,9,3,16,10,6,5,2,1,0,0,1.4,4.33,10.0,7.419,9.364
15/12/19,Getafe,Valladolid,2,0,H,1,0,H,Antonio Matéu Lahoz,7,10,3,3,28,10,4,3,3,3,0,0,1.66,3.6,6.0,5.974,7.556
15/12/19,Celta,Mallorca,2,2,D,1,1,D,Ricardo de Burgos,18,8,7,2,14,16,3,3,3,5,0,1,1.7,3.8,5.0,4.682,7.688
15/12/19,Espanol,Betis,2,2,D,2,1,H,Guillermo Cuadra,16,10,4,5,26,13,7,5,4,1,0,0,2.6,3.25,2.8,5.302,8.2
15/12/19,Sevilla,Villarreal,1,2,A,0,1,A,Adrián Cordero,24,9,5,3,12,11,14,2,2,0,0,0,1.66,4.0,5.0,5.52,30.727
