Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,Season,Home_EMA_Points,Home_EMA_GS,Home_EMA_GC,Away_EMA_Points,Away_EMA_GS,Away_EMA_GC,Home_Expected_Offense,Away_Expected_Offense,Target
2020-11-02,Villarreal,Valladolid,2,0,H,11,11,5,1,6,4,20-21,1.700527117408319,0.9918424272962155,0.7254672220927485,0.3948338846118301,0.7534833446238174,1.7536637496500123,43.2,21.3,2
2020-11-06,Elche,Celta,1,1,D,8,14,1,6,3,3,20-21,1.4074074074074077,1.139917695473251,1.617283950617284,0.39875286091161016,0.695572091877369,2.3753217967163422,18.2,38.3,1
2020-11-07,Huesca,Eibar,1,1,D,14,8,6,3,4,3,20-21,0.43140847367762847,0.9750119153743383,2.7146347526250474,1.1846590520010456,0.5354730499885989,1.0481078331462466,17.6,25.7,1
2020-11-07,Barcelona,Betis,5,2,H,18,12,9,6,9,5,20-21,0.9502209870182873,1.257866636741096,1.3053994322851312,1.459996992495804,1.3906141324786054,1.6134716598459498,45.9,31.1,2
2020-11-07,Sevilla,Osasuna,1,0,H,9,10,1,2,3,0,20-21,0.6386883858891083,0.7296050351716021,1.1967032270157878,1.3048757973942562,0.9706216903532994,1.3266444717165513,43.5,21.8,2
2020-11-07,Ath Madrid,Cadiz,4,0,H,17,10,7,3,2,7,20-21,2.58458683793565,2.133113660719976,0.4273139602329586,2.0507544581618657,1.0818472793781437,0.3475080018289897,38.0,16.9,2
2020-11-08,Valencia,Real Madrid,4,1,H,7,16,4,6,1,8,20-21,0.6758088320746207,1.2773539191192058,1.7825481564792236,2.4568723015847223,2.5044290680489136,0.8540378378024247,31.7,36.9,2
2020-11-08,Valladolid,Ath Bilbao,2,1,H,7,17,4,2,2,11,20-21,0.2632225897412201,0.5023222297492117,1.8357758331000082,1.6193112743672704,1.087520503110684,0.955624285609224,21.3,28.8,2
2020-11-08,Getafe,Villarreal,1,3,A,13,9,5,5,3,3,20-21,1.1280977220370745,1.053547443605325,1.2553788912983797,2.1336847449388796,1.3278949515308103,0.4836448147284991,17.9,43.2,0
2020-11-08,Sociedad,Granada,2,0,H,22,2,9,1,15,0,20-21,2.635755070937538,3.1549577990363527,0.6808801711622793,1.8928047416074567,1.1616860685471468,0.9266658805202168,44.9,25.4,2
2020-11-08,Levante,Alaves,1,1,D,18,6,5,2,12,1,20-21,0.8001751917552263,0.8273596092149162,1.3420918724841275,1.37359925189613,0.9913142186722859,0.9996137379075367,24.0,28.3,1
2020-11-20,Osasuna,Huesca,1,1,D,18,6,7,5,4,3,20-21,0.8699171982628375,0.6470811269021997,1.2177629811443675,0.6209389824517523,0.9833412769162255,2.143089835083365,21.8,17.6,1
2020-11-21,Levante,Elche,1,1,D,13,11,5,5,5,4,20-21,0.8667834611701509,0.8849064061432775,1.2280612483227518,1.2716049382716053,1.0932784636488342,1.411522633744856,24.0,18.2,1
2020-11-21,Villarreal,Real Madrid,1,1,D,13,6,1,1,4,2,20-21,2.42245649662592,1.8852633010205402,0.6557632098189994,1.6379148677231483,2.0029527120326094,1.9026918918682831,43.2,36.9,1
2020-11-21,Sevilla,Celta,4,2,H,15,10,10,7,3,2,20-21,1.4257922572594055,0.8197366901144014,0.7978021513438586,0.5991685739410735,0.7970480612515793,1.916881197810895,43.5,38.3,2
2020-11-21,Ath Madrid,Barcelona,1,0,H,9,13,2,4,8,8,20-21,2.7230578919571,2.755409107146651,0.2848759734886391,1.6334806580121917,2.505244424494064,1.5369329548567543,38.0,45.9,2
2020-11-22,Alaves,Valencia,2,2,D,13,13,3,5,4,5,20-21,1.2490661679307533,0.9942094791148572,0.9997424919383578,1.4505392213830806,2.184902612746137,1.5216987709861491,28.3,31.7,1
2020-11-22,Granada,Valladolid,1,3,A,16,9,6,3,5,3,20-21,1.2618698277383047,0.7744573790314313,1.2844439203468112,1.1754817264941468,1.0015481531661412,1.557183888733339,25.4,21.3,0
2020-11-22,Cadiz,Sociedad,0,1,A,2,14,0,4,1,6,20-21,1.3671696387745773,0.7212315195854292,1.5650053345526598,2.7571700472916922,2.7699718660242354,0.4539201141081862,16.9,44.9,0
2020-11-22,Eibar,Getafe,0,0,D,15,8,5,3,3,4,20-21,1.1231060346673638,0.690315366659066,1.0320718887641644,0.7520651480247164,1.0356982957368834,1.8369192608655864,25.7,17.9,1
2020-11-23,Ath Bilbao,Betis,4,0,H,14,7,9,1,6,3,20-21,1.0795408495781804,1.0583470020737895,1.3037495237394827,0.9733313283305361,1.593742754985737,2.7423144398973,28.8,31.1,2
2020-11-27,Valladolid,Levante,1,1,D,10,10,4,3,3,11,20-21,1.7836544843294313,1.6676987687774276,1.371455925822226,0.911188974113434,0.9232709374288517,1.1520408322151678,21.3,24.0,1
2020-11-28,Elche,Cadiz,1,1,D,4,7,3,2,1,9,20-21,1.181069958847737,1.0621856424325562,1.2743484224965709,0.9114464258497184,0.48082101305695285,1.3766702230351067,18.2,16.9,1
2020-11-28,Valencia,Ath Madrid,0,1,A,5,14,2,6,2,7,20-21,1.3003594809220538,2.1232684084974247,1.6811325139907662,2.8153719279714,2.1702727380977676,0.18991731565909273,31.7,38.0,0
2020-11-28,Huesca,Sevilla,0,1,A,5,16,1,4,1,10,20-21,0.7472926549678349,0.988894184610817,1.7620598900555768,1.9505281715062703,1.8798244600762677,1.1985347675625724,17.6,43.5,0
2020-11-28,Real Madrid,Alaves,1,2,A,20,11,9,6,12,9,20-21,1.4252765784820989,1.668635141355073,1.6017945945788556,1.1660441119538356,1.3294729860765715,1.3331616612922386,36.9,28.3,0
2020-11-29,Celta,Granada,3,1,H,17,9,8,2,8,0,20-21,0.3994457159607157,1.1980320408343863,2.61125413187393,0.8412465518255365,0.8496382526876209,1.8562959468978741,38.3,25.4,2
2020-11-29,Sociedad,Villarreal,1,1,D,8,10,4,2,4,4,20-21,2.8381133648611283,2.1799812440161572,0.3026134094054575,1.9483043310839467,1.5901755340136936,0.7705088065459996,44.9,43.2,1
2020-11-29,Barcelona,Osasuna,4,0,H,20,10,11,5,5,3,20-21,1.0889871053414613,1.6701629496627097,1.3579553032378362,0.913278132175225,0.7647207512681331,1.1451753207629118,45.9,21.8,2
2020-11-29,Getafe,Ath Bilbao,1,1,D,11,5,3,2,3,2,20-21,0.8347100986831443,0.6904655304912557,1.2246128405770578,1.719693899718787,2.038898001382526,0.8691663491596553,17.9,28.8,1
2020-11-30,Betis,Eibar,0,2,A,7,11,3,6,6,2,20-21,0.6488875522203575,1.0624951699904914,3.1615429599315332,1.0820706897782426,0.4602102444393774,0.6880479258427764,31.1,25.7,0
2020-12-04,Ath Bilbao,Celta,0,2,A,10,6,0,4,4,5,20-21,1.4797959331458581,1.6925986675883509,0.9127775661064369,1.2662971439738104,1.7986880272229242,2.074169421249287,28.8,38.3,0
2020-12-05,Levante,Getafe,3,0,H,12,9,8,0,5,5,20-21,0.940792649408956,0.9488472916192345,1.101360554810112,0.8898067324554295,0.7936436869941705,1.1497418937180386,24.0,17.9,2
2020-12-05,Sevilla,Real Madrid,0,1,A,12,10,2,3,4,3,20-21,2.300352114337514,1.5865496400508452,0.7990231783750483,0.9501843856547327,1.4457567609033821,1.7345297297192372,43.5,36.9,0
2020-12-05,Ath Madrid,Valladolid,2,0,H,15,13,4,3,4,4,20-21,2.8769146186476,1.7801818253985118,0.1266115437727285,1.5224363228862876,1.4451325125182852,1.2476372838814842,38.0,21.3,2
2020-12-05,Cadiz,Barcelona,2,1,H,7,21,3,8,5,13,20-21,0.9409642838998122,0.6538806753713019,1.2511134820234044,1.7259914035609742,2.44677529977514,0.9053035354918909,16.9,45.9,2
2020-12-06,Alaves,Sociedad,0,0,D,5,13,1,5,2,3,20-21,1.7773627413025572,1.5529819907177145,1.2221077741948259,2.225408909907419,1.7866541626774384,0.535075606270305,28.3,44.9,1
2020-12-06,Granada,Huesca,3,3,D,15,16,6,7,4,2,20-21,0.5608310345503578,0.8997588351250807,2.2375306312652494,0.49819510331189,0.6592627897405448,1.5080399267037181,25.4,17.6,1
2020-12-06,Osasuna,Betis,0,2,A,10,12,0,5,2,5,20-21,0.6088520881168168,0.5098138341787555,2.0967835471752747,0.4325917014802384,0.7083301133269944,2.774361973287689,21.8,31.1,0
2020-12-06,Villarreal,Elche,0,0,D,12,3,3,0,4,0,20-21,1.632202887389298,1.3934503560091291,0.8470058710306665,1.1207133058984913,1.0414570949550375,1.1828989483310473,43.2,18.2,1
2020-12-07,Eibar,Valencia,0,0,D,19,6,3,4,8,0,20-21,1.7213804598521618,0.9734734962929182,0.4586986172285177,0.8669063206147026,1.4155122723316167,1.454088342660511,25.7,31.7,1
2020-12-11,Valladolid,Osasuna,3,2,H,11,13,6,6,3,3,20-21,1.0149575485908586,0.9634216750121902,1.4984248559209896,0.4059013920778779,0.3398758894525037,2.0645223647835165,21.3,21.8,2
2020-12-12,Valencia,Ath Bilbao,2,2,D,11,13,2,5,0,10,20-21,0.9112708804098018,0.9436748482210779,0.9693922284403407,0.9865306220972389,1.1283991117255674,1.275185044070958,31.7,28.8,1
2020-12-12,Getafe,Sevilla,0,1,A,8,8,2,0,5,3,20-21,0.5932044883036197,0.5290957913294471,1.7664945958120257,1.5335680762250095,1.0576997600338969,0.8660154522500323,17.9,43.5,0
2020-12-12,Huesca,Alaves,1,0,H,11,3,3,1,5,2,20-21,0.6654634022079267,1.4395085264936966,2.0053599511358122,1.5182418275350382,1.0353213271451431,0.814738516129884,17.6,28.3,2
2020-12-12,Real Madrid,Ath Madrid,2,0,H,11,5,3,1,3,6,20-21,1.6334562571031552,1.2971711739355882,1.1563531531461584,2.9179430790984,1.8534545502656745,0.08440769584848569,36.9,38.0,2
2020-12-13,Sociedad,Eibar,1,1,D,8,16,2,4,5,4,20-21,1.8169392732716128,1.1911027751182923,0.35671707084687004,1.480920306568108,0.6489823308619456,0.30579907815234514,44.9,25.7,1
2020-12-13,Betis,Villarreal,1,1,D,11,7,5,2,4,8,20-21,1.2883944676534922,1.1388867422179962,1.8495746488584595,1.4214685915928653,0.9289669040060862,0.5646705806871111,31.1,43.2,1
2020-12-13,Elche,Granada,0,1,A,9,13,1,5,6,5,20-21,1.080475537265661,0.694304729970025,0.7885992988873649,0.7072206897002385,1.5998392234167205,2.4916870875101664,18.2,25.4,0
2020-12-13,Barcelona,Levante,1,0,H,24,7,13,3,12,4,20-21,1.1506609357073163,1.96451686651676,1.270202356994594,1.6271950996059708,1.6325648610794898,0.734240369873408,45.9,24.0,2
2020-12-14,Celta,Cadiz,4,0,H,8,12,5,2,1,5,20-21,1.8441980959825404,1.8657920181486163,1.3827796141661914,1.6273095225998748,1.1025871169142012,1.167408988015603,38.3,16.9,2
2020-12-15,Real Madrid,Ath Bilbao,3,1,H,18,10,5,4,6,6,20-21,2.08897083806877,1.5314474492903922,0.770902102097439,0.9910204147314926,1.4189327411503783,1.5167900293806387,36.9,28.8,2
2020-12-16,Barcelona,Sociedad,2,1,H,14,12,4,5,2,3,20-21,1.7671072904715444,1.6430112443445068,0.8468015713297294,1.5446261821810754,1.1274018500788616,0.5711447138979133,45.9,44.9,2
2020-12-18,Ath Bilbao,Huesca,2,0,H,10,6,3,1,5,5,20-21,0.6606802764876618,1.2792884941002522,2.011193352920426,1.4436422681386178,1.293005684329131,1.3369066340905416,28.8,17.6,2
2020-12-19,Ath Madrid,Elche,3,1,H,12,8,6,3,2,5,20-21,1.9452953860656002,1.235636366843783,0.7229384638989904,0.720317024843774,0.46286981998001675,0.8590661992582433,38.0,18.2,2
2020-12-19,Barcelona,Valencia,2,2,D,25,12,9,4,8,3,20-21,2.1780715269810296,1.7620074962296712,0.8978677142198197,0.9408472536065345,1.2957832321473852,1.3129281522935605,45.9,31.7,1
2020-12-19,Levante,Sociedad,2,1,H,13,15,5,5,3,4,20-21,1.0847967330706474,1.0883765740529934,0.8228269132489388,1.029750788120717,1.0849345667192412,1.0474298092652756,24.0,44.9,2
2020-12-19,Osasuna,Villarreal,1,3,A,6,13,1,6,2,2,20-21,0.27060092805191865,0.8932505929683358,2.3763482431890113,1.2809790610619103,0.9526446026707241,0.7097803871247408,21.8,43.2,0
2020-12-19,Sevilla,Valladolid,1,1,D,14,12,3,5,7,7,20-21,2.0223787174833396,1.0384665066892647,0.5773436348333549,1.6766383657272392,1.6422811166747935,1.6656165706139932,43.5,21.3,1
2020-12-20,Celta,Alaves,2,0,H,11,8,3,2,3,5,20-21,2.2294653973216936,2.577194678765744,0.9218530761107944,1.0121612183566924,0.6902142180967622,0.8764923440865894,38.3,28.3,2
2020-12-20,Granada,Betis,2,0,H,8,14,3,1,1,10,20-21,1.4714804598001592,1.399892815611147,1.6611247250067778,1.1922629784356615,1.0925911614786643,1.5663830992389731,25.4,31.1,2
2020-12-20,Cadiz,Getafe,0,2,A,8,6,1,4,2,4,20-21,1.0848730150665833,0.7350580779428009,2.111605992010402,0.39546965886907987,0.35273052755296475,1.5109963972080174,16.9,17.9,0
2020-12-20,Eibar,Real Madrid,1,3,A,10,11,3,5,4,4,20-21,1.320613537712072,0.7659882205746305,0.5371993854348968,2.3926472253791804,2.020964966193595,0.8472680680649594,25.7,36.9,0
2020-12-22,Villarreal,Ath Bilbao,1,1,D,17,9,6,3,6,4,20-21,1.8539860407079403,1.6350964017804828,0.8065202580831605,1.4404535176584412,1.5195256627335016,1.3407955686136173,43.2,28.8,1
2020-12-22,Sociedad,Ath Madrid,0,2,A,6,8,1,3,5,5,20-21,0.6865005254138115,1.0566230444794942,1.3649532061768506,2.2968635907104002,1.8237575778958555,0.8152923092659936,44.9,38.0,0
2020-12-22,Valladolid,Barcelona,0,3,A,12,21,5,10,4,5,20-21,1.4510922438181595,1.4281874111165291,1.4437443804093288,1.7853810179873533,1.8413383308197808,1.2652451428132132,21.3,45.9,0
2020-12-22,Valencia,Sevilla,0,1,A,10,19,4,3,3,5,20-21,0.9605648357376897,1.5305221547649235,1.5419521015290405,1.68158581165556,1.0256443377928433,0.7182290898889033,31.7,43.5,0
2020-12-22,Elche,Osasuna,2,2,D,7,15,2,6,4,4,20-21,0.4802113498958494,0.6419132133200112,1.5727107995054956,0.18040061870127913,0.9288337286455572,2.584232162126008,18.2,21.8,1
2020-12-22,Huesca,Levante,1,1,D,11,9,2,1,10,3,20-21,0.9624281787590787,0.8620037895527541,1.5579377560603611,1.7231978220470983,1.3922510493686624,0.8818846088326259,17.6,24.0,1
2020-12-23,Getafe,Celta,1,1,D,6,2,3,1,1,4,20-21,1.2636464392460534,0.9018203517019765,1.0073309314720118,2.486310264881129,2.3847964525104963,0.6145687174071963,17.9,38.3,1
2020-12-23,Real Madrid,Granada,2,0,H,23,10,6,1,8,1,20-21,2.5950981502527872,2.347309977462397,0.8981787120433062,1.9809869732001062,1.5999285437407647,1.107416483337852,36.9,25.4,2
2020-12-23,Alaves,Eibar,2,1,H,13,8,3,4,2,7,20-21,0.6747741455711284,0.4601428120645082,1.2509948960577262,0.8804090251413814,0.8439921470497537,1.3581329236232647,28.3,25.7,2
2020-12-23,Betis,Cadiz,1,0,H,6,6,1,3,5,5,20-21,0.7948419856237744,0.728394107652443,1.7109220661593154,0.7232486767110556,0.490038718628534,2.0744039946736015,31.1,16.9,2
2020-12-29,Sevilla,Villarreal,2,0,H,10,6,3,2,4,7,20-21,2.1210572077703733,1.017096225195229,0.4788193932592689,1.569324027138627,1.4233976011869887,0.8710135053887738,43.5,43.2,2
2020-12-29,Barcelona,Eibar,1,1,D,16,9,5,3,5,7,20-21,2.190254011991569,2.2275588872131875,0.8434967618754756,0.5869393500942544,0.8959947646998359,1.5720886157488432,45.9,25.7,1
2020-12-29,Cadiz,Valladolid,0,0,D,8,7,3,1,1,6,20-21,0.48216578447403713,0.3266924790856894,1.7162693297824012,0.9673948292121064,0.9521249407443528,1.9624962536062194,16.9,21.3,1
2020-12-29,Levante,Betis,4,3,H,10,19,5,7,3,6,20-21,1.4821318813647322,1.2615006995791083,0.9212564058884173,1.5298946570825163,0.8189294051016287,1.140614710772877,24.0,31.1,2
2020-12-30,Elche,Real Madrid,1,1,D,6,14,3,6,2,3,20-21,0.6534742332638996,1.0946088088800074,1.7151405330036638,2.730065433501858,2.2315399849749316,0.5987858080288709,18.2,36.9,1
2020-12-30,Celta,Huesca,2,1,H,15,17,6,6,0,5,20-21,1.9908735099207528,1.9231976350069977,0.7430458116047975,0.9749521191727192,0.9080025263685028,1.371958504040241,38.3,17.6,2
2020-12-30,Granada,Valencia,2,1,H,24,16,5,6,6,6,20-21,1.3206579821334044,1.06661902916051,1.4049443222252347,0.6403765571584599,1.0203481031766157,1.3613014010193605,25.4,31.7,2
2020-12-30,Ath Madrid,Getafe,1,0,H,10,10,3,2,5,2,20-21,2.5312423938069335,1.8825050519305704,0.5435282061773291,1.1757642928307024,0.934546901134651,1.004887287648008,38.0,17.9,2
2020-12-31,Ath Bilbao,Sociedad,0,1,A,4,13,0,3,2,4,20-21,1.2936356784389609,1.3463504418223344,1.2271970457424115,0.457667016942541,0.7044153629863296,1.5766354707845671,28.8,44.9,0
2020-12-31,Osasuna,Alaves,1,1,D,8,15,3,1,5,4,20-21,0.4536004124675194,1.2858891524303715,2.3894881080840054,1.4498494303807523,0.9734285413763388,1.1673299307051508,21.8,28.3,1
2021-01-02,Villarreal,Levante,2,1,H,12,9,7,2,3,5,20-21,1.0462160180924183,0.9489317341246593,1.2473423369258492,1.9880879209098214,2.1743337997194057,1.614170937258945,43.2,24.0,2
2021-01-02,Betis,Sevilla,1,1,D,16,6,3,2,2,1,20-21,1.0199297713883444,1.5459529367344191,2.0937431405152513,2.4140381385135825,1.3447308167968193,0.31921292883951263,31.1,43.5,1
2021-01-02,Getafe,Valladolid,0,1,A,11,8,4,2,5,9,20-21,0.783842861887135,0.6230312674231008,1.0032581917653387,0.9782632194747376,0.6347499604962353,1.3083308357374797,17.9,21.3,0
2021-01-02,Real Madrid,Celta,2,0,H,9,6,2,1,1,5,20-21,2.1533769556679054,1.8210266566499544,0.7325238720192473,2.3272490066138354,1.9487984233379985,0.8286972077365318,36.9,38.3,2
2021-01-03,Huesca,Barcelona,0,1,A,4,20,4,7,2,6,20-21,0.6499680794484796,0.9386683509123352,1.5813056693601606,1.793502674661046,1.8183725914754585,0.8956645079169838,17.6,45.9,0
2021-01-03,Eibar,Granada,2,0,H,15,6,7,3,4,2,20-21,0.7246262333961696,0.9306631764665573,1.3813924104992288,1.880438654755603,1.3777460194403401,1.2699628814834898,25.7,25.4,2
2021-01-03,Sociedad,Osasuna,1,1,D,8,6,2,2,7,2,20-21,1.3051113446283606,0.8029435753242198,1.0510903138563783,0.6357336083116796,1.1905927682869144,1.926325405389337,44.9,21.8,1
2021-01-03,Ath Bilbao,Elche,1,0,H,13,5,2,2,5,4,20-21,0.862423785625974,0.8975669612148898,1.1514646971616078,0.7689828221759332,1.0630725392533384,1.476760355335776,28.8,18.2,2
2021-01-03,Alaves,Ath Madrid,1,2,A,4,8,1,4,1,5,20-21,1.2998996202538349,0.9822856942508926,1.1115532871367673,2.6874949292046226,1.588336701287047,0.36235213745155276,28.3,38.0,0
2021-01-04,Valencia,Cadiz,1,1,D,11,9,4,2,9,7,20-21,0.4269177047723066,1.0135654021177438,1.574200934012907,0.654777189649358,0.21779498605712627,1.1441795531882677,31.7,16.9,1
2021-01-06,Ath Bilbao,Barcelona,2,3,A,8,13,3,9,3,4,20-21,1.574949190417316,0.9317113074765933,0.767643131441072,2.195668449774031,1.5455817276503059,0.5971096719446559,28.8,45.9,0
2021-01-08,Celta,Villarreal,0,4,A,8,15,3,6,3,4,20-21,1.551499337742557,1.299198948891999,1.2191314718243544,1.6974773453949457,1.2992878227497728,1.1648948912838994,38.3,43.2,0
2021-01-09,Sevilla,Sociedad,3,2,H,12,10,7,4,2,9,20-21,1.9426920923423885,1.229820544531213,0.5461419525596751,1.2034075630855738,0.8686290502161466,1.0340602092375857,43.5,44.9,2
2021-01-09,Granada,Barcelona,0,4,A,8,13,4,4,4,1,20-21,1.2536257698370687,0.9184973462935602,1.51330858765566,2.4637789665160206,2.0303878184335376,1.0647397812964372,25.4,45.9,0
2021-01-09,Osasuna,Real Madrid,0,0,D,8,9,2,1,2,4,20-21,0.7571557388744531,1.1270618455246098,1.617550270259558,2.435584637111937,1.8806844377666363,0.4883492480128316,21.8,36.9,1
2021-01-10,Levante,Eibar,2,1,H,4,17,2,4,4,9,20-21,1.3253919472732145,1.7828891998129373,1.7427806248392967,1.4830841555974466,1.2871087843110383,0.9209282736661526,24.0,25.7,2
2021-01-10,Cadiz,Alaves,3,1,H,10,5,7,2,4,1,20-21,0.7698514597662387,0.47852999070475083,1.0961197021255118,0.86659974683589,0.9881904628339284,1.4077021914245116,16.9,28.3,2
2021-01-10,Valladolid,Valencia,0,1,A,11,17,4,6,0,4,20-21,1.6521754796498251,0.7564999736641569,0.8722205571583199,0.617945136514871,1.0090436014118294,1.3828006226752714,21.3,31.7,0
2021-01-11,Huesca,Betis,0,2,A,10,15,3,5,3,6,20-21,0.4333120529656531,0.6257789006082236,1.3875371129067737,1.0132865142588963,1.3639686244896128,1.7291620936768344,17.6,31.1,0
2021-01-11,Elche,Getafe,1,3,A,7,14,4,7,1,7,20-21,0.5126552147839555,0.7087150261688924,1.3178402368905173,0.5225619079247568,0.4153541782820672,1.0021721278435591,18.2,17.9,0
2021-01-12,Granada,Osasuna,2,0,H,9,15,2,3,4,4,20-21,0.8357505132247126,0.6123315641957069,2.3422057251037733,0.8381038259163021,0.7513745636830732,1.0783668468397056,25.4,21.8,2
2021-01-12,Ath Madrid,Sevilla,2,0,H,5,13,4,2,3,12,20-21,2.7916632861364152,1.7255578008580315,0.5749014249677018,2.2951280615615923,1.8198803630208087,1.03076130170645,38.0,43.5,2
2021-01-19,Cadiz,Levante,2,2,D,8,8,2,5,5,2,20-21,1.5132343065108258,1.3190199938031673,1.0640798014170079,1.8835946315154763,1.8552594665419582,1.495187083226198,16.9,24.0,1
2021-01-19,Valladolid,Elche,2,2,D,13,9,2,3,4,5,20-21,1.1014503197665502,0.5043333157761046,0.9148137047722134,0.3417701431893037,0.8058100174459283,1.8785601579270117,21.3,18.2,1
2021-01-19,Alaves,Sevilla,1,2,A,12,7,3,3,3,2,20-21,0.5777331645572601,0.992126975222619,1.9384681276163411,1.530085374374395,1.213253575347206,1.3538408678043001,28.3,43.5,0
2021-01-20,Getafe,Huesca,1,0,H,12,15,5,3,3,8,20-21,1.3483746052831713,1.2769027855213781,1.0014480852290395,0.28887470197710213,0.4171859337388158,1.591691408604516,17.9,17.6,2
2021-01-20,Betis,Celta,2,1,H,12,10,4,3,5,6,20-21,1.6755243428392643,1.5759790829930753,1.1527747291178898,1.0343328918283714,0.8661326325946661,2.146087647882903,31.1,38.3,2
2021-01-20,Villarreal,Granada,2,2,D,9,3,3,2,3,0,20-21,2.1316515635966304,2.1995252151665152,0.7765965941892664,1.557167008816475,1.0748877094638045,1.5614704834025157,43.2,25.4,1
2021-01-21,Valencia,Osasuna,1,1,D,10,14,3,5,9,4,20-21,1.4119634243432475,1.0060290676078862,0.9218670817835144,0.5587358839442015,0.5009163757887155,1.3855778978931372,31.7,21.8,1
2021-01-21,Eibar,Ath Madrid,1,2,A,12,9,2,4,3,3,20-21,0.9887227703982978,1.1914058562073588,1.2806188491107684,2.861108857424277,1.8170385339053543,0.3832676166451346,25.7,38.0,0
2021-01-22,Levante,Valladolid,2,2,D,11,7,3,3,8,2,20-21,1.5890630876769845,1.9035063110279722,1.663458055484132,1.0676335465110336,1.0028888771840698,1.2765424698481422,24.0,21.3,1
2021-01-23,Alaves,Real Madrid,1,4,A,14,10,4,7,4,4,20-21,0.38515544303817345,0.9947513168150793,1.9589787517442274,1.9570564247412914,1.2537896251777576,0.32556616534188776,28.3,36.9,0
2021-01-23,Sociedad,Betis,2,2,D,12,7,6,4,8,3,20-21,0.802271708723716,1.2457527001440978,1.6893734728250571,2.1170162285595095,1.7173193886620504,1.1018498194119266,44.9,31.1,1
2021-01-23,Sevilla,Cadiz,3,0,H,15,9,7,3,7,6,20-21,2.020056916249597,1.475502383564804,1.2358939118695336,1.3421562043405506,1.5460133292021117,1.376053200944672,43.5,16.9,2
2021-01-23,Huesca,Villarreal,0,0,D,5,8,1,2,1,2,20-21,0.19258313465140145,0.27812395582587723,1.3944609390696774,1.7544343757310872,2.1330168101110103,1.184397729459511,17.6,43.2,1
2021-01-24,Osasuna,Granada,3,1,H,7,12,4,1,1,5,20-21,0.7058239226294677,0.6672775838591437,1.2570519319287583,1.3714446725443168,1.3832584729758697,1.7076469889350105,21.8,25.4,2
2021-01-24,Elche,Barcelona,0,2,A,4,15,2,8,0,7,20-21,0.5611800954595358,1.2038733449639523,1.9190401052846746,2.6425193110106804,2.686925212289025,0.7098265208642915,18.2,45.9,0
2021-01-24,Celta,Eibar,1,1,D,7,9,4,2,0,6,20-21,0.6895552612189143,0.9107550883964441,2.097391765255269,0.6591485135988653,1.1276039041382393,1.5204125660738457,38.3,25.7,1
2021-01-24,Ath Madrid,Valencia,3,1,H,14,8,5,4,7,7,20-21,2.9074059049495182,1.8780256892702363,0.5888450777634231,1.2746422828954984,1.0040193784052576,0.9479113878556763,38.0,31.7,2
2021-01-25,Ath Bilbao,Getafe,5,1,H,11,6,8,2,4,4,20-21,1.0499661269448775,1.2878075383177288,1.5117620876273814,1.8989164035221142,1.1846018570142522,0.6676320568193598,28.8,17.9,2
2021-01-29,Valladolid,Huesca,1,3,A,14,11,4,5,6,7,20-21,1.0450890310073557,1.3352592514560466,1.5176949798987616,0.461722089767601,0.18541597055058484,0.9296406260464517,21.3,17.6,0
2021-01-30,Eibar,Sevilla,0,2,A,17,7,6,4,6,2,20-21,0.7727656757325769,1.0850692694254929,1.3469417107158972,2.346704610833065,1.9836682557098695,0.8239292745796891,25.7,43.5,0
2021-01-30,Real Madrid,Levante,1,2,A,8,14,2,8,3,7,20-21,2.304704283160861,2.1691930834518383,0.5503774435612585,1.3927087251179897,1.9356708740186481,1.7756387036560881,36.9,24.0,0
2021-01-30,Valencia,Elche,1,0,H,14,10,4,1,4,10,20-21,0.8497615219303324,1.0026795856035051,1.6319409252371175,0.3741200636396906,0.8025822299759683,1.94602673685645,31.7,18.2,2
2021-01-30,Villarreal,Sociedad,1,1,D,4,12,2,3,1,7,20-21,1.5029562504873917,1.4220112067406736,0.7895984863063407,0.8681811391491441,1.4971684667627319,1.7929156485500382,43.2,44.9,1
2021-01-31,Getafe,Alaves,0,0,D,5,5,1,1,5,2,20-21,1.2659442690147429,1.1230679046761682,2.11175470454624,0.2567702953587823,0.9965008778767196,2.639319167829485,17.9,28.3,1
2021-01-31,Cadiz,Ath Madrid,2,4,A,11,9,6,4,2,2,20-21,0.8947708028937005,1.030675552801408,1.9173688006297813,2.938270603299679,2.252017126180158,0.7258967185089488,16.9,38.0,0
2021-01-31,Granada,Celta,0,0,D,10,7,5,1,6,5,20-21,0.9142964483628779,1.2555056486505798,2.138431325956674,0.7930368408126096,0.9405033922642961,1.7315945101701795,25.4,38.3,1
2021-01-31,Barcelona,Ath Bilbao,2,1,H,12,7,6,2,7,3,20-21,2.761679540673787,2.457950141526017,0.4732176805761944,1.6999774179632516,2.5252050255451524,1.341174725084921,45.9,28.8,2
2021-02-01,Betis,Osasuna,1,0,H,8,15,4,5,3,4,20-21,1.7446774857063398,1.8115462591080336,1.4012332129412846,1.4705492817529786,1.4448517225727626,1.1713679546191722,31.1,21.8,2
2021-02-05,Alaves,Valladolid,1,0,H,20,3,5,1,11,1,20-21,0.5045135302391882,0.6643339185844798,1.7595461118863236,0.6967260206715705,1.2235061676373644,2.0117966532658413,28.3,21.3,2
