Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,Season,Home_EMA_Points,Home_EMA_GS,Home_EMA_GC,Away_EMA_Points,Away_EMA_GS,Away_EMA_GC,Home_Expected_Offense,Away_Expected_Offense,Target
2018-02-28,Eibar,Villarreal,1,0,H,13,11,1,3,6,4,17-18,1.0056050113698807,0.8882526269425597,1.4050757087494823,1.7333978289531375,1.2416207127115495,0.9455850888129604,0.0,0.0,2
2018-02-28,Getafe,La Coruna,3,0,H,14,9,5,1,10,6,17-18,1.1772860193837744,0.8920669647434962,0.5439898858197865,0.4422830038810359,0.2554775273365302,1.477094688024389,0.0,0.0,2
2018-02-28,Ath Bilbao,Valencia,1,1,D,11,6,4,4,6,1,17-18,1.4202938008410466,0.9356595526614743,1.1777509432668865,2.2924052348882835,1.7999105039045302,1.247681334983758,0.0,0.0,1
2018-03-01,Alaves,Levante,1,0,H,15,6,5,1,5,3,17-18,1.6111960688374185,0.9419289481033629,1.871082391269371,0.19742392678585824,0.5341831829768381,2.3126144622070424,0.0,0.0,2
2018-03-01,Betis,Sociedad,0,0,D,8,13,4,5,4,10,17-18,1.919604195711,2.024719926941568,1.799621310353336,1.020445619500379,2.08099731096209,1.9394834717333203,0.0,0.0,1
2018-03-01,Las Palmas,Barcelona,1,1,D,12,10,1,4,6,6,17-18,0.932605225272664,0.45630696697595396,0.9747923156390784,2.49264781996873,3.1781354877110166,0.568446013980563,0.0,0.0,1
2018-03-03,Sevilla,Ath Bilbao,2,0,H,18,10,8,3,8,4,17-18,1.8969910318688692,1.4329974685716818,1.7706257822995408,1.2801958672273646,0.9571063684409828,1.1185006288445911,0.0,0.0,2
2018-03-03,Villarreal,Girona,0,2,A,14,4,5,3,7,2,17-18,1.155598552635425,0.8277471418076997,0.9637233925419737,1.810556928694557,1.3230127271083205,1.537325708278187,0.0,0.0,0
2018-03-03,La Coruna,Eibar,1,1,D,7,16,2,3,2,9,17-18,0.29485533592069063,0.1703183515576868,1.9847297920162594,1.670403340913254,0.9255017512950399,0.9367171391663216,0.0,0.0,1
2018-03-03,Leganes,Malaga,2,0,H,10,4,3,1,6,1,17-18,0.4152597669336067,0.31894701191440084,2.29147170153654,0.09237481041463771,0.415579196932698,1.3324129929108715,0.0,0.0,2
2018-03-03,Real Madrid,Getafe,3,1,H,14,4,6,4,8,0,17-18,1.8292600718426604,2.5446221984876547,1.0986840674233953,1.7848573462558497,1.5947113098289976,0.3626599238798577,0.0,0.0,2
2018-03-04,Sociedad,Alaves,2,1,H,14,3,5,1,8,4,17-18,1.0136304130002527,1.3873315406413933,1.292988981155547,2.0741307125582793,0.961285965402242,1.2473882608462474,0.0,0.0,2
2018-03-04,Valencia,Betis,2,0,H,12,9,6,4,7,0,17-18,1.8616034899255225,1.533273669269687,1.165120889989172,1.6130694638073335,1.3498132846277122,1.1997475402355575,0.0,0.0,2
2018-03-04,Barcelona,Ath Madrid,1,0,H,16,6,5,1,12,1,17-18,1.9950985466458202,2.452090325140678,0.7122973426537087,2.9113056131760757,3.137550189618187,0.4858114514088294,0.0,0.0,2
2018-03-04,Levante,Espanol,1,1,D,13,15,4,3,2,1,17-18,0.13161595119057218,0.3561221219845588,1.8750763081380284,1.6330839241478892,0.8910552602486507,0.6776738519979778,0.0,0.0,1
2018-03-05,Celta,Las Palmas,2,1,H,14,10,6,3,10,7,17-18,1.0937428461242793,0.9864036083605503,1.282966711233993,0.955070150181776,0.6375379779839693,0.983194877092719,0.0,0.0,2
2018-03-09,Girona,La Coruna,2,0,H,9,8,6,4,2,2,17-18,2.2070379524630384,1.548675151405547,1.0248838055187914,0.5299035572804605,0.44687890103845784,1.6564865280108398,0.0,0.0,2
2018-03-10,Eibar,Real Madrid,1,2,A,12,12,3,6,8,6,17-18,1.446935560608836,0.9503345008633599,0.9578114261108811,2.2195067145617737,2.69641479899177,1.0657893782822636,0.0,0.0,0
2018-03-10,Getafe,Levante,0,1,A,11,12,4,4,4,7,17-18,1.1899048975039,1.3964742065526652,1.2417732825865717,0.4210773007937148,0.5707480813230392,1.5833842054253524,0.0,0.0,0
2018-03-10,Malaga,Barcelona,0,2,A,6,20,2,9,2,5,17-18,0.061583206943091814,0.27705279795513205,1.5549419952739143,2.3300656977638803,1.9680602167604522,0.47486489510247254,0.0,0.0,0
2018-03-10,Sevilla,Valencia,0,2,A,21,10,5,5,7,3,17-18,2.2646606879125795,1.6219983123811212,1.180417188199694,2.241068993283682,1.688849112846458,0.7767472599927815,0.0,0.0,0
2018-03-11,Las Palmas,Villarreal,0,2,A,9,11,3,4,7,3,17-18,0.6367134334545174,0.7583586519893128,1.3221299180618127,0.7703990350902835,0.5518314278717998,1.3091489283613158,0.0,0.0,0
2018-03-11,Ath Madrid,Celta,3,0,H,7,8,3,2,6,4,17-18,1.9408704087840507,2.091700126412125,0.6572076342725529,1.7291618974161862,1.324269072240367,1.1886444741559954,0.0,0.0,2
2018-03-11,Espanol,Sociedad,2,1,H,18,11,7,5,6,4,17-18,1.4220559494319263,0.9273701734991004,0.7851159013319853,1.6757536086668352,1.5915543604275957,1.1953259874370314,0.0,0.0,2
2018-03-11,Ath Bilbao,Leganes,2,0,H,13,12,5,1,3,6,17-18,0.8534639114849099,0.6380709122939886,1.4123337525630608,1.2768398446224045,0.8792980079429339,1.5276478010243602,0.0,0.0,2
2018-03-12,Alaves,Betis,1,3,A,9,10,1,4,6,2,17-18,1.3827538083721864,0.9741906436014947,1.498258840564165,1.0753796425382225,0.8998755230851416,1.4664983601570385,0.0,0.0,0
2018-03-16,Levante,Eibar,2,1,H,6,13,3,4,4,5,17-18,1.2807182005291433,0.7138320542153596,1.0555894702835684,0.9646237070725575,0.96688966724224,1.305207617407254,0.0,0.0,2
2018-03-17,Betis,Espanol,3,0,H,9,4,4,1,3,5,17-18,1.7169197616921483,1.5999170153900946,1.310998906771359,1.9480372996212842,1.2849134489994003,0.8567439342213236,0.0,0.0,2
2018-03-17,La Coruna,Las Palmas,1,1,D,13,8,3,1,9,2,17-18,0.3532690381869737,0.29791926735897195,1.7709910186738933,0.4244756223030116,0.5055724346595419,1.5480866120412085,0.0,0.0,1
2018-03-17,Sociedad,Getafe,1,2,A,8,9,2,5,7,1,17-18,1.1171690724445569,1.3943695736183972,1.4635506582913544,0.7932699316692667,0.9309828043684436,1.1611821883910478,0.0,0.0,0
2018-03-17,Valencia,Alaves,3,1,H,24,16,10,4,9,2,17-18,2.4940459955224545,1.792566075230972,0.5178315066618544,0.9218358722481244,0.9827937624009965,1.9988392270427768,0.0,0.0,2
2018-03-18,Barcelona,Ath Bilbao,2,0,H,18,10,9,3,6,5,17-18,2.553377131842587,1.9787068111736348,0.31657659673498173,1.56897594098994,1.092047274862659,0.9415558350420407,0.0,0.0,2
2018-03-18,Celta,Malaga,0,0,D,9,5,3,0,4,5,17-18,1.1527745982774575,0.8828460481602447,1.7924296494373304,0.041055471295394545,0.1847018653034214,1.703294663515943,0.0,0.0,1
2018-03-18,Leganes,Sevilla,2,1,H,12,10,6,4,5,4,17-18,0.8512265630816032,0.586198671961956,1.68509853401624,1.5097737919417198,1.081332208254081,1.4536114587997961,0.0,0.0,2
2018-03-18,Real Madrid,Girona,6,3,H,20,10,14,6,6,7,17-18,2.4796711430411826,2.46427653266118,1.0438595855215091,2.471358634975359,1.699116767603698,0.683255870345861,0.0,0.0,2
2018-03-18,Villarreal,Ath Madrid,2,1,H,17,8,5,2,5,4,17-18,1.5135993567268557,1.0345542852478666,0.8727659522408773,2.293913605856034,2.394466750941417,0.4381384228483687,0.0,0.0,2
2018-03-31,Ath Bilbao,Celta,1,1,D,11,13,2,3,4,5,17-18,1.0459839606599601,0.7280315165751061,1.2943705566946937,1.1018497321849718,0.5885640321068298,1.1949530996248872,0.0,0.0,1
2018-03-31,Girona,Levante,1,1,D,12,15,5,6,5,7,17-18,1.647572423316906,2.132744511735799,2.4555039135639074,1.8538121336860955,1.1425547028102396,1.0370596468557123,0.0,0.0,1
2018-03-31,Las Palmas,Real Madrid,0,3,A,17,17,3,7,3,3,17-18,0.616317081535341,0.6703816231063613,1.3653910746941391,2.6531140953607886,3.64285102177412,1.6959063903476728,0.0,0.0,0
2018-03-31,Sevilla,Barcelona,2,2,D,21,20,6,9,5,9,17-18,1.00651586129448,1.0542214721693874,1.6357409725331975,2.7022514212283912,1.9858045407824232,0.21105106448998784,0.0,0.0,1
2018-04-01,Malaga,Villarreal,1,0,H,13,11,3,1,3,6,17-18,0.360703647530263,0.1231345768689476,1.1355297756772955,2.009066237817904,1.3563695234985778,0.9151773014939182,0.0,0.0,2
2018-04-01,Leganes,Valencia,0,1,A,8,3,1,1,5,2,17-18,1.5674843753877354,1.0574657813079706,1.4567323560108267,2.662697330348303,2.1950440501539816,0.6785543377745696,0.0,0.0,0
2018-04-01,Eibar,Sociedad,0,0,D,15,7,3,0,8,1,17-18,0.643082471381705,0.97792644482816,1.5368050782715028,0.7447793816297047,1.2629130490789315,1.6423671055275697,0.0,0.0,1
2018-04-01,Ath Madrid,La Coruna,1,0,H,15,10,3,2,9,7,17-18,1.5292757372373562,1.9296445006276115,0.9587589485655791,0.5688460254579825,0.5319461782393147,1.5139940124492623,0.0,0.0,2
2018-04-01,Espanol,Alaves,0,0,D,12,13,3,4,6,5,17-18,1.2986915330808564,0.8566089659996003,1.5711626228142157,0.6145572481654163,0.9885291749339977,2.3325594846951847,0.0,0.0,1
2018-04-02,Getafe,Betis,0,1,A,8,7,4,4,4,0,17-18,1.5288466211128446,1.2873218695789623,1.1074547922606985,2.1446131744614325,2.0666113435933964,0.8739992711809061,0.0,0.0,0
2018-04-06,La Coruna,Malaga,3,2,H,14,11,6,4,7,6,17-18,0.37923068363865503,0.35463078549287647,1.342662674966175,1.2404690983535087,0.41542305124596507,0.7570198504515304,0.0,0.0,2
2018-04-07,Celta,Sevilla,4,0,H,12,16,6,6,3,10,17-18,1.067899821456648,0.7257093547378866,1.1299687330832582,1.0043439075296534,1.3694809814462583,1.7571606483554651,0.0,0.0,2
2018-04-07,Alaves,Getafe,2,0,H,11,5,2,1,1,3,17-18,0.7430381654436109,0.6590194499559986,1.5550396564634565,1.0192310807418965,0.8582145797193084,1.0716365281737992,0.0,0.0,2
2018-04-07,Barcelona,Leganes,3,1,H,12,11,6,1,5,3,17-18,2.134834280818928,1.9905363605216155,0.8073673763266586,1.0449895835918237,0.7049771875386471,1.3044882373405513,0.0,0.0,2
2018-04-07,Betis,Eibar,2,0,H,13,5,4,2,7,8,17-18,2.429742116307622,1.7110742290622645,0.5826661807872708,0.7620549809211368,0.6519509632187734,1.0245367188476686,0.0,0.0,2
2018-04-08,Valencia,Espanol,1,0,H,14,21,6,6,4,3,17-18,2.7751315535655356,1.7966960334359878,0.45236955851637983,1.199127688720571,0.5710726439997337,1.0474417485428107,0.0,0.0,2
2018-04-08,Sociedad,Girona,5,0,H,13,8,7,1,4,5,17-18,0.8298529210864698,0.8419420327192878,1.0949114036850467,1.4317149488779375,1.755163007823866,1.9703359423759383,0.0,0.0,2
2018-04-08,Levante,Las Palmas,2,1,H,11,17,4,5,4,5,17-18,1.5692080891240638,1.09503646854016,1.0247064312371417,0.41087805435689406,0.4469210820709076,1.9102607164627594,0.0,0.0,2
2018-04-08,Real Madrid,Ath Madrid,1,1,D,30,9,8,5,11,2,17-18,2.768742730240526,3.428567347849414,1.130604260231782,2.0195171581582376,1.6197630004184078,0.6391726323770528,0.0,0.0,1
2018-04-09,Villarreal,Ath Bilbao,1,3,A,7,17,2,13,3,6,17-18,1.3393774918786028,0.904246348999052,0.9434515343292789,1.0306559737733068,0.8186876777167374,1.1962470377964625,0.0,0.0,0
2018-04-13,Girona,Betis,0,1,A,9,10,4,2,6,4,17-18,0.9544766325852918,1.1701086718825775,2.9802239615839587,2.619828077538415,1.8073828193748431,0.3884441205248473,0.0,0.0,0
2018-04-14,Ath Bilbao,La Coruna,2,3,A,13,5,4,3,11,6,17-18,1.6871039825155378,1.5457917851444918,1.130831358530975,1.2528204557591034,1.2364205236619177,1.5617751166441167,0.0,0.0,0
2018-04-14,Barcelona,Valencia,2,1,H,12,17,7,6,6,5,17-18,2.4232228538792855,2.3270242403477437,0.8715782508844391,2.850087702377024,1.5311306889573253,0.3015797056775866,0.0,0.0,2
2018-04-14,Las Palmas,Sociedad,0,1,A,7,20,0,11,4,6,17-18,0.2739187029045961,0.6312807213806051,1.940173810975173,1.5532352807243133,2.2279613551461916,0.7299409357900312,0.0,0.0,0
2018-04-14,Leganes,Celta,1,0,H,19,5,7,2,8,3,17-18,0.6966597223945492,0.8033181250257648,1.869658824893701,1.7119332143044321,1.8171395698252577,0.7533124887221722,0.0,0.0,2
2018-04-14,Sevilla,Villarreal,2,2,D,18,7,4,4,10,2,17-18,0.669562605019769,0.9129873209641723,2.50477376557031,0.8929183279190687,0.9361642326660347,1.6289676895528526,0.0,0.0,1
2018-04-15,Getafe,Espanol,1,0,H,13,5,4,0,4,3,17-18,0.6794873871612644,0.5721430531462056,1.381091018782533,0.7994184591470475,0.3807150959998225,1.031627832361874,0.0,0.0,2
2018-04-15,Malaga,Real Madrid,1,2,A,13,16,3,6,4,7,17-18,0.8269793989023392,0.94361536749731,1.5046799003010203,2.179161820160351,2.619044898566276,1.0870695068211882,0.0,0.0,0
2018-04-15,Ath Madrid,Levante,3,0,H,13,11,5,3,8,3,17-18,1.6796781054388252,1.4131753336122719,0.7594484215847019,2.0461387260827095,1.3966909790267734,1.0164709541580945,0.0,0.0,2
2018-04-15,Eibar,Alaves,0,1,A,21,2,4,1,12,1,17-18,0.5080366539474246,0.43463397547918237,1.3496911458984457,1.4953587769624073,1.1060129666373324,1.036693104308971,0.0,0.0,0
2018-04-17,Celta,Barcelona,2,2,D,18,14,8,6,6,4,17-18,1.1412888095362883,1.2114263798835052,0.8355416591481148,2.6154819025861906,2.218016160231829,0.9143855005896261,0.0,0.0,1
2018-04-17,La Coruna,Sevilla,0,0,D,22,24,6,7,7,9,17-18,1.8352136371727357,1.8242803491079451,1.7078500777627446,0.7797084033465127,1.2753248806427815,2.3365158437135403,0.0,0.0,1
2018-04-17,Villarreal,Leganes,2,1,H,17,6,6,1,10,4,17-18,0.9286122186127125,1.2907761551106898,1.7526451263685685,1.4644398149296995,0.8688787500171766,1.2464392165958007,0.0,0.0,2
2018-04-18,Valencia,Getafe,1,2,A,10,8,3,3,7,5,17-18,1.9000584682513495,1.3540871259715503,0.8677198037850578,1.452991591440843,0.7147620354308037,0.920727345855022,0.0,0.0,0
2018-04-18,Espanol,Eibar,0,1,A,10,5,4,1,3,6,17-18,0.5329456394313651,0.2538100639998817,1.0210852215745827,0.33869110263161645,0.28975598365278826,1.233127430598964,0.0,0.0,0
2018-04-18,Real Madrid,Ath Bilbao,1,1,D,29,6,10,2,16,2,17-18,2.4527745467735675,2.4126965990441844,1.0580463378807923,1.124735988343692,1.6971945234296613,1.7538875723539835,0.0,0.0,1
2018-04-19,Betis,Las Palmas,1,0,H,17,1,8,0,6,3,17-18,2.7465520516922766,1.5382552129165623,0.2589627470165649,0.18261246860306407,0.4208538142537368,1.6267825406501155,0.0,0.0,2
2018-04-19,Levante,Malaga,1,0,H,11,10,2,2,4,3,17-18,1.3640924840551398,0.9311273193511824,1.677647302772063,0.5513195992682262,0.9624102449982067,1.6697866002006803,0.0,0.0,2
2018-04-19,Alaves,Girona,1,2,A,11,14,5,5,3,6,17-18,1.9969058513082716,1.070675311091555,0.6911287362059808,0.6363177550568613,0.7800724479217184,2.320149307722639,0.0,0.0,0
2018-04-19,Sociedad,Ath Madrid,3,0,H,12,9,4,2,6,6,17-18,2.0354901871495423,1.8186409034307947,0.4866272905266875,2.1197854036258836,1.942116889074848,0.5062989477231347,0.0,0.0,2
2018-04-20,Leganes,La Coruna,0,0,D,13,12,0,3,9,4,17-18,0.9762932099531332,0.9125858333447845,1.4976261443972005,1.5568090914484907,1.216186899405297,1.1385667185084964,0.0,0.0,1
2018-04-21,Celta,Valencia,1,1,D,10,17,3,7,4,3,17-18,1.094192539690859,1.4742842532556701,1.2236944394320766,1.2667056455008998,1.2360580839810336,1.245146535856705,0.0,0.0,1
2018-04-21,Eibar,Getafe,0,1,A,12,7,2,4,8,3,17-18,1.2257940684210777,0.5265039891018588,0.8220849537326427,1.9686610609605621,1.1431746902872024,0.9471515639033481,0.0,0.0,0
2018-04-22,Ath Madrid,Betis,0,0,D,10,10,2,4,8,3,17-18,1.4131902690839226,1.2947445927165655,1.3375326318154233,2.8310347011281847,1.3588368086110416,0.17264183134437663,0.0,0.0,1
2018-04-22,Girona,Espanol,0,2,A,20,5,6,4,10,0,17-18,1.4242118367045742,1.1867149652811455,1.8800995384817596,0.35529709295424344,0.1692067093332545,1.0140568143830553,0.0,0.0,0
2018-04-22,Las Palmas,Alaves,0,4,A,12,10,1,7,3,3,17-18,0.12174164573537606,0.28056920950249126,1.4178550271000772,1.3312705675388479,1.0471168740610368,1.1274191574706538,0.0,0.0,0
2018-04-22,Malaga,Sociedad,2,0,H,4,14,3,2,5,3,17-18,0.3675463995121508,0.6416068299988046,1.446524400133787,2.356993458099695,2.212427268953863,0.3244181936844584,0.0,0.0,2
2018-04-23,Ath Bilbao,Levante,1,3,A,18,11,5,7,2,9,17-18,1.0831573255624614,1.4647963489531075,1.5025917149026558,1.9093949893700932,0.954084879567455,1.1184315351813756,0.0,0.0,0
2018-04-27,Levante,Sevilla,2,1,H,15,22,5,4,4,8,17-18,2.2729299929133955,1.6360565863783034,1.078954356787584,0.8531389355643418,0.8502165870951878,1.5576772291423604,0.0,0.0,2
2018-04-28,Sociedad,Ath Bilbao,3,1,H,17,9,4,3,3,7,17-18,1.5713289720664636,1.474951512635909,0.8829454624563056,0.7221048837083076,1.309864232635405,2.001727809935104,0.0,0.0,2
2018-04-28,Villarreal,Celta,4,1,H,13,15,7,4,5,7,17-18,1.619074812408475,1.5271841034071265,1.5017634175790457,1.0627950264605728,1.3161895021704468,1.149129626288051,0.0,0.0,2
2018-04-28,Espanol,Las Palmas,1,1,D,16,13,7,2,6,7,17-18,1.2368647286361623,0.779471139555503,0.6760378762553703,0.08116109715691738,0.18704613966832753,2.278570018066718,0.0,0.0,1
2018-04-28,Real Madrid,Leganes,2,1,H,12,16,5,6,3,2,17-18,1.9685163645157118,1.941797732696123,1.038697558587195,0.9841954733020888,0.6083905555631898,0.9984174295981338,0.0,0.0,2
2018-04-29,Alaves,Ath Madrid,0,1,A,7,14,3,6,3,4,17-18,1.8875137116925653,2.0314112493740244,0.7516127716471026,1.275460179389282,0.8631630618110437,0.8916884212102822,0.0,0.0,0
2018-04-29,Getafe,Girona,1,1,D,10,15,2,2,4,4,17-18,2.3124407073070414,1.0954497935248018,0.6314343759355655,0.9494745578030496,0.7911433101874304,1.9200663589878397,0.0,0.0,1
2018-04-29,La Coruna,Barcelona,2,4,A,17,21,5,9,6,7,17-18,1.3712060609656604,0.810791266270198,0.7590444790056644,2.0769879350574607,2.1453441068212196,1.276257000393084,0.0,0.0,0
2018-04-29,Valencia,Eibar,0,0,D,16,8,5,2,8,2,17-18,1.1778037636672667,1.1573720559873557,1.16343102390447,0.8171960456140519,0.35100265940123926,0.8813899691550952,0.0,0.0,1
2018-04-30,Betis,Malaga,2,1,H,12,9,3,3,6,4,17-18,2.2206898007521234,0.9058912057406945,0.11509455422958444,1.2450309330081006,1.0944045533325364,0.9643496000891913,0.0,0.0,2
2018-05-04,Sevilla,Sociedad,1,0,H,16,11,6,1,6,4,17-18,0.568759290376228,0.9001443913967919,1.7051181527615737,2.0475526480443094,1.9833010084239393,0.9219636416375371,0.0,0.0,2
2018-05-05,Ath Bilbao,Betis,2,0,H,14,6,5,3,4,5,17-18,0.48140325580553844,1.20657615509027,2.3344852066234028,2.4804598671680824,1.270594137160463,0.4100630361530563,0.0,0.0,2
2018-05-05,Celta,La Coruna,1,1,D,13,11,4,2,4,10,17-18,0.7085300176403819,1.2107930014469646,2.0994197508587007,0.914137373977107,1.2071941775134654,1.8393629860037763,0.0,0.0,1
2018-05-05,Girona,Eibar,1,4,A,16,15,5,6,6,5,17-18,0.9663163718686998,0.8607622067916203,1.61337757265856,0.8781306970760346,0.23400177293415952,0.5875933127700635,0.0,0.0,0
2018-05-05,Villarreal,Valencia,1,0,H,13,6,5,2,7,3,17-18,2.0793832082723167,2.3514560689380843,1.3345089450526972,1.1185358424448446,0.7715813706582372,0.7756206826029801,0.0,0.0,2
2018-05-06,Malaga,Alaves,0,3,A,16,13,4,7,6,7,17-18,0.8300206220054005,1.0629363688883577,1.309566400059461,1.2583424744617104,1.3542741662493498,0.8344085144314017,0.0,0.0,0
2018-05-06,Las Palmas,Getafe,0,1,A,21,8,4,1,9,4,17-18,0.3874407314379449,0.458030759778885,1.8523800120444789,1.8749604715380277,1.0636331956832012,0.7542895839570437,0.0,0.0,0
2018-05-06,Ath Madrid,Espanol,0,2,A,9,14,3,6,6,3,17-18,1.8503067862595213,0.9087753745406959,0.5944589474735216,1.1579098190907748,0.8529807597036687,0.7840252508369135,0.0,0.0,0
2018-05-06,Barcelona,Real Madrid,2,2,D,11,17,4,5,6,5,17-18,2.3846586233716405,2.763562737880813,1.5175046669287227,2.312344243010475,1.961198488464082,1.0257983723914634,0.0,0.0,1
2018-05-07,Leganes,Levante,0,3,A,13,10,2,3,6,5,17-18,0.6561303155347259,0.7389270370421266,1.332278286398756,2.515286661942264,1.7573710575855357,1.0526362378583893,0.0,0.0,0
2018-05-09,Barcelona,Villarreal,5,1,H,12,20,6,7,4,4,17-18,1.9231057489144272,2.5090418252538758,1.6783364446191484,2.3862554721815448,1.9009707126253896,0.8896726300351316,0.0,0.0,2
2018-05-09,Sevilla,Real Madrid,3,2,H,14,14,6,4,2,3,17-18,1.3791728602508186,0.933429594264528,1.1367454351743826,1.8748961620069833,1.9741323256427215,1.3505322482609756,0.0,0.0,2
2018-05-12,La Coruna,Villarreal,2,4,A,16,11,7,7,11,0,17-18,0.9427582493180714,1.1381294516756437,1.5595753240025176,1.5908369814543633,1.60064714175026,2.259781753356754,0.0,0.0,0
2018-05-12,Alaves,Ath Bilbao,3,1,H,4,13,3,4,0,8,17-18,1.8388949829744736,1.9028494441662334,0.5562723429542679,1.320935503870359,1.47105077006018,1.5563234710822687,0.0,0.0,2
2018-05-12,Betis,Sevilla,2,2,D,9,13,5,5,4,5,17-18,1.6536399114453884,0.8470627581069754,0.9400420241020375,1.9194485735005458,1.622286396176352,1.4244969567829218,0.0,0.0,1
2018-05-12,Eibar,Las Palmas,1,0,H,10,8,5,2,3,11,17-18,1.5854204647173564,1.4893345152894397,0.7250622085133758,0.25829382095862996,0.30535383985259007,1.568253341362986,0.0,0.0,2
2018-05-12,Getafe,Ath Madrid,0,1,A,11,5,4,3,8,2,17-18,2.2499736476920185,1.0424221304554675,0.5028597226380292,1.2335378575063476,0.6058502496937973,1.0629726316490145,0.0,0.0,0
2018-05-12,Girona,Valencia,0,1,A,16,10,4,4,6,2,17-18,0.6442109145791333,0.9071748045277469,2.408918381772373,0.7456905616298964,0.5143875804388248,0.8504137884019868,0.0,0.0,0
2018-05-12,Real Madrid,Celta,6,0,H,15,5,10,1,4,2,17-18,1.2499307746713224,1.9827548837618143,1.9003548321739838,0.8056866784269213,1.1405286676313098,1.7329465005724674,0.0,0.0,2
2018-05-12,Sociedad,Leganes,3,2,H,11,9,6,3,5,1,17-18,1.3650350986962063,1.3222006722826263,0.9479757610916915,0.437420210356484,0.49261802469475113,1.8881855242658374,0.0,0.0,2
2018-05-13,Espanol,Malaga,4,1,H,19,9,7,3,5,3,17-18,1.77193987939385,1.2353205064691124,0.5226835005579424,0.5533470813369338,0.7086242459255719,1.8730442667063074,0.0,0.0,2
2018-05-13,Levante,Barcelona,5,4,H,12,18,7,7,3,8,17-18,2.676857774628176,2.171580705057024,0.701757491905593,2.282070499276285,3.339361216835917,1.4522242964127656,0.0,0.0,2
2018-05-19,Malaga,Getafe,0,1,A,6,11,2,3,2,9,17-18,0.3688980542246226,0.8057494972837147,2.5820295111375384,1.499982431794679,0.6949480869703117,0.6685731484253529,0.0,0.0,0
2018-05-19,Leganes,Betis,3,2,H,8,16,3,8,6,4,17-18,0.2916134735709894,0.995078683129834,2.2587903495105586,1.4357599409635924,1.2313751720713169,1.2933613494013583,0.0,0.0,2
2018-05-19,Villarreal,Real Madrid,2,2,D,14,15,5,7,4,5,17-18,2.0605579876362423,2.4004314278335066,2.1731878355711696,1.833287183114215,3.321836589174543,1.2669032214493228,0.0,0.0,1
2018-05-19,Celta,Levante,4,2,H,20,7,9,3,5,3,17-18,0.5371244522846143,0.76035244508754,3.1552976670483117,2.7845718497521172,3.1143871367046825,1.8011716612703954,0.0,0.0,2
2018-05-19,Las Palmas,Girona,1,2,A,13,12,7,6,4,3,17-18,0.17219588063908667,0.2035692265683934,1.3788355609086573,0.42947394305275555,0.604783203018498,1.9392789211815822,0.0,0.0,0
2018-05-19,Sevilla,Alaves,1,0,H,20,10,8,4,8,3,17-18,1.6129657156670307,1.7481909307842347,1.6163313045219478,2.225929988649649,2.2685662961108224,0.704181561969512,0.0,0.0,2
2018-05-20,Valencia,La Coruna,2,1,H,22,12,5,7,8,4,17-18,1.4971270410865978,0.6762583869592166,0.5669425256013246,0.628505499545381,1.4254196344504293,2.3730502160016784,0.0,0.0,2
2018-05-20,Ath Madrid,Eibar,2,2,D,8,14,4,3,2,2,17-18,1.8223585716708985,0.7372334997958649,0.708648421099343,2.0569469764782378,1.32622301019296,0.4833748056755839,0.0,0.0,1
2018-05-20,Barcelona,Sociedad,1,0,H,12,13,4,2,3,8,17-18,1.5213803328508566,3.559574144557278,2.6348161976085103,1.9100233991308042,1.8814671148550843,1.298650507394461,0.0,0.0,2
2018-05-20,Ath Bilbao,Espanol,0,1,A,12,11,3,4,7,7,17-18,0.880623669246906,1.3140338467067867,2.0375489807215126,2.1812932529292333,2.156880337646075,0.6817890003719617,0.0,0.0,0
2018-08-17,Betis,Levante,0,3,A,22,6,8,4,5,3,18-19,0.9571732939757284,1.4875834480475447,1.8622408996009057,1.8563812331680785,2.742924757803122,2.5341144408469303,0.0,0.0,0
2018-08-18,Barcelona,Alaves,3,0,H,25,3,9,0,7,1,18-19,2.0142535552339047,2.7063827630381856,1.7565441317390071,1.4839533257664328,1.5123775307405485,0.8027877079796747,0.0,0.0,2
2018-08-18,Celta,Espanol,1,1,D,12,14,2,5,8,7,18-19,1.3580829681897428,1.8402349633916932,2.7701984446988748,2.4541955019528223,1.7712535584307167,0.4545260002479745,0.0,0.0,1
2018-08-18,Villarreal,Sociedad,1,2,A,16,8,7,4,4,6,18-19,1.7070386584241617,2.266954285222338,2.1154585570474467,1.2733489327538696,1.2543114099033896,1.1991003382629741,0.0,0.0,0
2018-08-19,Real Madrid,Getafe,2,0,H,10,4,3,1,3,0,18-19,1.55552478874281,2.8812243927830288,1.5112688142995485,1.9999882878631194,0.7966320579802079,0.44571543228356864,0.0,0.0,2
2018-08-19,Vallecano,Sevilla,1,4,A,13,17,2,8,2,6,18-19,1.2873281195535167,1.6720991544855148,1.4403038671752748,2.075310477111354,1.4987939538561565,1.0775542030146321,0.0,0.0,0
2018-08-20,Ath Bilbao,Leganes,2,1,H,17,12,5,2,6,2,18-19,0.5870824461646041,0.8760225644711912,1.6916993204810085,1.1944089823806596,1.6633857887532228,2.1725268996737057,0.0,0.0,2
2018-08-20,Valencia,Ath Madrid,1,1,D,13,9,4,3,4,10,18-19,1.998084694057732,1.1175055913061445,0.7112950170675498,1.5482390477805992,1.1581556665305766,1.139098947399562,0.0,0.0,1
