Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,Referee,B365H,B365D,B365A,Home_PPDA,Away_PPDA
2024-12-15,Sociedad,Las Palmas,0,0,D,15,9,4,3,8,6,17,12,2,3,0,0,Mario Melero,1.4,4.33,8.0,4.692,6.059
2024-12-15,Villarreal,Betis,1,2,A,17,10,4,4,5,5,19,10,5,2,0,1,Guillermo Cuadra,1.75,3.8,4.33,5.0,13.364
2024-12-15,Barcelona,Leganes,0,1,A,20,6,4,4,8,2,5,13,0,2,0,0,Alejandro Quintero,1.13,8.0,19.0,4.263,17.05
2024-12-18,Espanol,Valencia,1,1,D,10,14,3,4,4,7,13,11,1,0,0,0,Pablo González,2.6,3.0,3.0,13.95,10.727
2024-12-18,Villarreal,Vallecano,1,1,D,14,18,5,3,7,7,10,15,4,3,1,0,Alejandro Hernández,1.8,3.6,4.5,12.667,6.852
2024-12-20,Girona,Valladolid,3,0,H,23,1,7,1,9,1,13,7,3,1,0,0,Pablo González,1.38,5.0,8.0,7.5,34.8
2024-12-21,Getafe,Mallorca,0,1,A,18,9,5,2,3,0,19,13,4,3,0,0,José Luis Munuera,2.3,2.75,3.9,5.143,7.684
2024-12-21,Celta,Sociedad,2,0,H,11,7,7,1,5,7,19,13,3,5,0,0,Mateo Busquets,2.9,3.1,2.6,9.065,7.583
2024-12-21,Osasuna,Ath Bilbao,1,2,A,6,13,3,8,4,4,10,13,0,1,0,0,Alejandro Quintero,3.9,3.1,2.1,14.188,11.952
2024-12-21,Barcelona,Ath Madrid,1,2,A,19,5,7,4,11,3,11,8,0,3,0,0,Ricardo de Burgos,1.9,3.8,3.9,8.567,22.071
2024-12-22,Valencia,Alaves,2,2,D,8,11,3,3,5,4,20,15,2,1,0,0,Javier Alberola,2.25,3.1,3.5,4.067,10.308
2024-12-22,Real Madrid,Sevilla,4,2,H,16,10,8,5,6,6,5,14,1,2,0,0,Isidro Díaz de Mera,1.33,5.5,9.0,12.182,15.036
2024-12-22,Las Palmas,Espanol,1,0,H,10,9,4,2,2,2,9,16,4,2,0,0,César Soto,1.85,3.6,4.33,10.9,14.0
2024-12-22,Leganes,Villarreal,2,5,A,5,18,3,9,1,5,17,15,1,2,2,0,Alejandro Muñíz,4.2,3.4,1.91,16.6,8.619
2024-12-22,Betis,Vallecano,1,1,D,14,10,5,4,5,5,9,14,0,4,0,0,Víctor García,1.8,3.5,4.75,5.774,6.438
2025-01-03,Valencia,Real Madrid,1,2,A,8,17,5,5,2,5,16,9,2,3,0,1,César Soto,7.0,4.5,1.42,25.571,9.615
2025-01-10,Vallecano,Celta,2,1,H,8,23,5,7,3,3,18,9,2,3,0,1,Guillermo Cuadra,2.75,3.1,2.7,9.783,15.158
2025-01-11,Alaves,Girona,0,1,A,11,3,2,1,6,3,16,11,1,4,0,0,Mateo Busquets,2.75,3.1,2.75,10.179,10.706
2025-01-11,Valladolid,Betis,1,0,H,12,14,1,3,1,8,21,10,2,4,0,0,Adri園 Cordero,4.5,3.5,1.83,10.577,7.741
2025-01-11,Espanol,Leganes,1,1,D,15,14,5,6,8,4,15,19,2,2,0,1,Juan Martínez,2.1,3.0,4.0,13.143,9.615
2025-01-11,Sevilla,Valencia,1,1,D,15,5,5,1,10,1,16,8,1,2,0,0,Francisco Hernández,2.0,3.3,4.0,7.862,17.0
2025-01-12,Las Palmas,Getafe,1,2,A,15,12,7,3,4,5,14,17,2,3,0,0,Javier Alberola,2.45,2.9,3.3,6.0,10.0
2025-01-12,Ath Madrid,Osasuna,1,0,H,9,6,5,1,4,0,8,14,2,0,0,0,Isidro Díaz de Mera,1.33,5.0,10.0,19.0,13.808
2025-01-13,Sociedad,Villarreal,1,0,H,6,15,3,5,3,7,17,6,4,2,0,0,César Soto,2.0,3.3,4.0,6.138,17.062
2025-01-17,Espanol,Valladolid,2,1,H,12,11,4,4,1,7,13,16,2,2,0,0,Ricardo de Burgos,1.75,3.4,5.25,18.5,13.733
2025-01-18,Girona,Sevilla,1,2,A,7,14,4,6,7,4,6,15,0,4,0,0,Juan Martínez,1.91,3.5,4.0,10.6,14.304
2025-01-18,Leganes,Ath Madrid,1,0,H,9,19,3,4,2,9,16,6,1,3,0,0,Mario Melero,7.0,4.0,1.5,19.857,21.333
2025-01-18,Betis,Alaves,1,3,A,7,9,2,5,2,3,12,24,4,5,1,0,Alejandro Hernández,1.75,3.6,4.75,13.938,6.049
2025-01-18,Getafe,Barcelona,1,1,D,10,21,4,5,2,10,9,9,3,2,0,0,Pablo González,6.5,4.2,1.5,15.636,2.944
2025-01-19,Celta,Ath Bilbao,1,2,A,3,14,1,6,3,4,14,6,0,0,0,0,Miguel Ángel Ortiz Arias,2.8,3.2,2.6,11.364,13.552
2025-01-19,Real Madrid,Las Palmas,4,1,H,26,6,13,2,8,2,11,13,0,1,0,1,Alejandro Quintero,1.14,7.5,17.0,5.486,26.417
2025-01-19,Osasuna,Vallecano,1,1,D,12,8,3,3,6,3,9,13,3,2,0,0,Alejandro Muñíz,2.15,3.0,3.8,8.778,11.05
2025-01-19,Valencia,Sociedad,1,0,H,7,9,2,3,4,7,10,12,3,4,0,0,Víctor García,3.1,3.0,2.55,13.714,5.591
2025-01-20,Villarreal,Mallorca,4,0,H,14,9,7,2,6,5,9,12,1,3,0,0,José Luis Munuera,1.73,3.5,5.25,15.045,12.625
2025-01-24,Las Palmas,Osasuna,1,1,D,16,16,7,4,4,2,14,17,7,8,1,0,Jesús Gil,2.5,3.1,3.0,14.4,13.733
2025-01-25,Mallorca,Betis,0,1,A,16,8,3,3,4,4,12,18,2,2,1,0,Javier Alberola,2.25,3.0,3.5,9.071,5.97
2025-01-25,Ath Madrid,Villarreal,1,1,D,20,11,8,1,5,6,10,14,4,2,0,0,Jose Maria Sánchez,1.7,4.0,4.75,9.192,15.19
2025-01-25,Sevilla,Espanol,1,1,D,25,6,4,1,5,1,13,14,1,4,0,0,Adri園 Cordero,1.7,3.8,4.75,4.542,22.882
2025-01-25,Valladolid,Real Madrid,0,3,A,6,20,2,4,1,7,11,12,3,3,1,0,Mateo Busquets,10.0,6.0,1.27,20.118,11.167
2025-01-26,Vallecano,Girona,2,1,H,17,12,7,5,4,1,19,9,3,1,0,0,Isidro Díaz de Mera,2.75,2.9,2.88,7.31,12.292
2025-01-26,Sociedad,Getafe,0,3,A,13,13,4,4,5,2,11,15,3,6,0,0,Guillermo Cuadra,1.75,3.4,5.5,6.867,5.483
2025-01-26,Ath Bilbao,Leganes,0,0,D,29,5,3,2,16,1,10,8,1,1,0,0,Alejandro Hernández,1.38,5.0,7.5,5.87,15.077
2025-01-26,Barcelona,Valencia,7,1,H,22,7,11,2,14,4,10,12,0,1,0,0,César Soto,1.22,7.5,10.0,6.0,16.63
2025-01-27,Alaves,Celta,1,1,D,3,5,1,2,3,4,15,14,2,3,0,0,Francisco Hernández,2.63,3.0,3.0,9.148,9.517
2025-01-31,Leganes,Vallecano,0,1,A,5,19,1,3,2,9,7,19,2,4,1,0,Alejandro Quintero,3.3,3.0,2.38,14.0,5.724
2025-02-01,Getafe,Sevilla,0,0,D,7,13,1,1,6,5,15,12,4,6,0,0,Ricardo de Burgos,2.45,2.9,3.25,9.64,10.133
2025-02-01,Villarreal,Valladolid,5,1,H,22,8,8,2,3,6,9,14,1,2,0,0,Isidro Díaz de Mera,1.22,7.0,10.0,10.25,13.45
2025-02-01,Ath Madrid,Mallorca,2,0,H,17,10,5,1,10,4,9,14,2,3,0,0,Víctor García,1.4,4.33,8.5,14.588,15.188
2025-02-01,Espanol,Real Madrid,1,0,H,5,21,2,7,1,8,14,3,2,0,0,0,Alejandro Muñíz,9.0,5.75,1.3,34.75,12.0
2025-02-02,Barcelona,Alaves,1,0,H,11,3,4,0,5,2,8,20,5,2,0,0,José Luis Munuera,1.2,7.5,13.0,8.0,12.129
2025-02-02,Valencia,Celta,2,1,H,8,3,5,2,5,2,9,17,1,2,0,0,Pablo González,2.3,3.1,3.25,23.143,8.586
2025-02-02,Osasuna,Sociedad,2,1,H,11,13,4,3,3,5,10,8,3,3,0,0,Miguel Ángel Ortiz Arias,3.0,3.0,2.55,20.438,10.529
2025-02-02,Betis,Ath Bilbao,2,2,D,10,12,6,4,3,7,10,20,3,1,0,0,Juan Martínez,2.9,3.3,2.45,8.067,6.75
2025-02-03,Girona,Las Palmas,2,1,H,12,10,4,2,11,3,12,12,2,2,0,0,Mario Melero,1.6,4.2,5.0,12.227,13.15
2025-02-07,Vallecano,Valladolid,1,0,H,20,8,6,3,4,2,11,15,2,2,0,0,Jesús Gil,1.5,4.1,7.0,5.636,15.947
2025-02-08,Celta,Betis,3,2,H,14,12,6,5,4,7,11,11,3,5,0,0,Mateo Busquets,2.25,3.4,3.2,11.714,17.579
2025-02-08,Ath Bilbao,Girona,3,0,H,23,3,8,1,11,2,7,12,0,4,0,0,Jose Maria Sánchez,1.65,4.0,5.0,14.0,15.615
2025-02-08,Las Palmas,Villarreal,1,2,A,20,9,4,4,6,5,12,12,6,3,0,0,Francisco Hernández,4.75,3.9,1.7,11.85,14.111
2025-02-08,Real Madrid,Ath Madrid,1,1,D,23,10,9,1,6,1,14,13,1,3,0,0,César Soto,1.85,3.6,4.2,12.957,22.692
2025-02-09,Alaves,Getafe,0,1,A,12,4,4,3,8,3,16,16,2,6,0,0,Isidro Díaz de Mera,2.3,2.9,3.6,3.684,16.214
2025-02-09,Valencia,Leganes,2,0,H,18,12,4,4,9,3,14,9,1,1,0,0,Guillermo Cuadra,1.73,3.4,5.5,13.55,6.833
2025-02-09,Sociedad,Espanol,2,1,H,13,4,3,1,6,0,11,17,1,2,0,0,Javier Alberola,1.6,3.9,5.75,6.048,13.455
2025-02-09,Sevilla,Barcelona,1,4,A,8,10,4,6,5,6,14,6,5,2,0,1,Alejandro Hernández,5.25,4.5,1.55,14.889,9.6
2025-02-10,Mallorca,Osasuna,1,1,D,10,19,2,4,7,11,7,11,1,4,0,0,Adri園 Cordero,2.0,3.0,4.33,13.533,7.833
2025-02-14,Girona,Getafe,1,2,A,14,10,4,6,3,3,11,23,2,3,1,0,Alejandro Quintero,1.95,3.25,4.33,3.857,10.4
2025-02-15,Leganes,Alaves,3,3,D,8,16,3,7,3,2,18,15,4,5,1,0,Pablo González,3.1,2.9,2.6,12.438,8.857
2025-02-15,Osasuna,Real Madrid,1,1,D,11,17,4,6,6,2,16,7,3,1,0,1,José Luis Munuera,5.75,4.1,1.57,13.7,22.444
2025-02-15,Ath Madrid,Celta,1,1,D,9,11,3,4,2,7,8,18,3,5,1,0,Juan Martínez,1.39,4.5,8.0,22.333,7.348
2025-02-15,Villarreal,Valencia,1,1,D,13,12,4,3,4,5,6,17,0,5,0,0,Ricardo de Burgos,1.5,4.5,5.5,16.81,14.8
2025-02-16,Espanol,Ath Bilbao,1,1,D,12,14,4,4,2,7,12,8,1,1,0,0,Guillermo Cuadra,5.5,3.4,1.73,9.962,6.375
2025-02-16,Valladolid,Sevilla,0,4,A,7,11,2,6,3,2,11,10,4,2,0,0,Javier Alberola,4.0,3.4,1.95,17.25,20.15
2025-02-16,Mallorca,Las Palmas,3,1,H,14,9,5,4,3,5,7,13,1,4,0,0,Miguel Ángel Ortiz Arias,1.73,3.5,5.25,21.727,11.158
2025-02-16,Betis,Sociedad,3,0,H,24,5,8,1,5,5,9,15,0,2,0,2,Jesús Gil,2.55,3.1,2.9,5.5,13.789
2025-02-17,Barcelona,Vallecano,1,0,H,14,9,5,4,4,5,11,9,2,3,0,0,Mario Melero,1.22,7.0,11.0,8.72,16.591
2025-02-21,Celta,Osasuna,1,0,H,12,18,5,1,5,4,11,13,1,0,0,0,Jose Maria Sánchez,1.67,3.75,5.25,19.882,13.19
2025-02-22,Alaves,Espanol,0,1,A,15,9,5,2,7,0,13,17,2,2,0,0,Juan Pulido,1.8,3.25,5.25,6.455,11.895
2025-02-22,Vallecano,Villarreal,0,1,A,10,10,5,5,3,5,15,12,1,4,1,0,Víctor García,2.88,3.5,2.38,8.786,9.96
2025-02-22,Valencia,Ath Madrid,0,3,A,18,11,2,3,7,0,18,16,1,3,0,0,Mateo Busquets,4.2,3.4,1.91,11.065,12.524
2025-02-22,Las Palmas,Barcelona,0,2,A,10,15,2,5,5,3,13,4,1,1,0,0,Adri園 Cordero,8.5,7.0,1.25,17.762,8.278
2025-02-23,Ath Bilbao,Valladolid,7,1,H,29,5,16,3,4,4,10,5,2,3,0,1,César Soto,1.17,7.0,19.0,10.85,19.182
2025-02-23,Real Madrid,Girona,2,0,H,22,6,5,2,11,5,1,7,0,2,0,0,Guillermo Cuadra,1.29,6.25,8.5,35.5,31.167
2025-02-23,Getafe,Betis,1,2,A,10,13,4,6,2,5,17,20,3,0,1,1,Javier Alberola,2.6,3.1,2.9,6.4,5.633
2025-02-23,Sociedad,Leganes,3,0,H,12,8,5,2,3,3,13,13,3,3,0,0,Francisco Hernández,1.55,3.75,7.0,9.708,12.0
2025-02-24,Sevilla,Mallorca,1,1,D,19,13,4,2,4,4,11,12,1,3,0,0,Alejandro Muñíz,2.05,3.2,3.9,6.935,10.16
2025-02-28,Valladolid,Las Palmas,1,1,D,23,4,7,3,13,4,11,8,2,1,0,1,Ricardo de Burgos,3.1,3.2,2.4,6.944,21.5
2025-03-01,Girona,Celta,2,2,D,9,10,6,6,4,2,8,17,0,0,0,0,Miguel Ángel Ortiz Arias,2.2,3.5,3.25,13.783,12.917
2025-03-01,Vallecano,Sevilla,1,1,D,20,10,8,5,6,6,14,9,1,0,0,0,Pablo González,2.3,3.2,3.3,5.032,16.316
2025-03-01,Betis,Real Madrid,2,1,H,18,9,3,2,9,2,17,12,3,4,0,0,Alejandro Hernández,4.33,4.0,1.73,7.949,10.048
2025-03-01,Ath Madrid,Ath Bilbao,1,0,H,12,15,4,3,6,2,7,8,2,3,0,0,Jesús Gil,2.05,3.5,3.6,9.5,13.875
2025-03-02,Leganes,Getafe,1,0,H,5,9,1,0,2,6,15,15,1,1,0,0,Alejandro Muñíz,3.1,2.88,2.6,4.667,8.586
2025-03-02,Barcelona,Sociedad,4,0,H,33,0,10,0,12,0,15,6,0,0,0,1,Alejandro Quintero,1.25,5.75,12.0,4.212,24.444
2025-03-02,Mallorca,Alaves,1,1,D,15,19,4,7,3,9,20,14,0,2,0,0,César Soto,2.25,3.1,3.5,7.538,7.36
2025-03-02,Osasuna,Valencia,3,3,D,12,12,5,5,3,3,10,7,2,1,0,0,Mario Melero,2.3,3.2,3.3,10.682,15.467
2025-03-08,Celta,Leganes,2,1,H,7,12,4,6,2,5,10,9,3,2,0,0,Isidro Díaz de Mera,1.55,3.8,7.0,10.458,15.192
2025-03-08,Alaves,Villarreal,1,0,H,5,24,3,2,1,6,11,13,3,1,2,0,Miguel Ángel Ortiz Arias,3.1,3.25,2.38,15.529,4.524
2025-03-08,Valencia,Valladolid,2,1,H,17,11,4,4,5,4,11,10,1,3,0,0,Juan Pulido,1.38,4.5,9.0,8.0,17.929
2025-03-09,Getafe,Ath Madrid,2,1,H,11,4,3,2,4,4,10,14,6,2,0,1,Guillermo Cuadra,4.5,3.1,1.95,20.941,5.917
2025-03-09,Real Madrid,Vallecano,2,1,H,10,20,5,6,4,6,12,17,3,1,0,0,Francisco Hernández,1.29,5.75,9.5,13.214,12.739
2025-03-09,Ath Bilbao,Mallorca,1,1,D,8,9,2,2,3,3,6,13,1,3,0,0,Alejandro Hernández,1.62,3.7,6.0,19.455,9.75
2025-03-09,Betis,Las Palmas,1,0,H,14,8,6,1,11,1,12,14,2,8,0,1,Jose Maria Sánchez,1.42,4.5,7.5,6.364,17.526
2025-03-09,Sociedad,Sevilla,0,1,A,7,9,2,4,6,3,14,12,2,1,0,0,Víctor García,2.2,3.2,3.5,7.833,24.75
2025-03-10,Espanol,Girona,1,1,D,7,18,4,4,4,9,11,13,3,3,0,0,Adri園 Cordero,3.1,3.2,2.4,26.583,6.538
2025-03-14,Las Palmas,Alaves,2,2,D,14,9,7,3,4,5,10,22,5,5,0,0,Mario Melero,2.88,3.0,2.75,7.4,10.25
2025-03-15,Valladolid,Celta,0,1,A,5,10,2,1,3,4,9,15,3,3,0,0,Víctor García,5.0,3.8,1.63,21.733,9.08
2025-03-15,Mallorca,Espanol,2,1,H,20,2,7,0,6,2,10,12,0,2,0,0,Alejandro Quintero,1.77,3.3,5.0,8.824,17.643
2025-03-15,Villarreal,Real Madrid,1,2,A,23,9,10,5,11,4,17,3,2,1,0,0,Jesús Gil,3.1,3.75,2.15,8.658,15.667
2025-03-15,Girona,Valencia,1,1,D,14,12,4,2,9,4,12,5,2,1,0,0,José Luis Munuera,1.92,3.5,3.9,10.16,30.0
2025-03-16,Leganes,Betis,2,3,A,10,21,4,6,3,7,16,5,2,1,0,0,César Soto,3.8,3.3,2.05,12.955,13.462
2025-03-16,Sevilla,Ath Bilbao,0,1,A,11,9,4,4,4,6,13,12,4,2,0,0,Juan Pulido,2.9,3.2,2.5,11.467,14.083
2025-03-16,Osasuna,Getafe,1,2,A,12,7,4,4,3,2,19,15,2,3,0,1,Alejandro Hernández,2.25,2.88,3.8,5.0,14.158
2025-03-16,Vallecano,Sociedad,2,2,D,10,8,5,4,4,4,16,9,3,2,0,0,Alejandro Muñíz,2.5,3.0,3.1,6.115,12.0
2025-03-16,Ath Madrid,Barcelona,2,4,A,7,13,2,6,6,6,10,11,1,3,0,0,Ricardo de Burgos,3.1,3.6,2.2,17.267,5.333
2025-03-27,Barcelona,Osasuna,3,0,H,19,4,5,0,8,4,7,14,1,3,0,0,Mateo Busquets,1.29,7.0,7.0,7.0,12.364
2025-03-29,Sociedad,Valladolid,2,1,H,12,12,2,5,3,6,20,10,2,3,0,0,Adri園 Cordero,1.33,4.75,11.0,5.971,17.0
2025-03-29,Espanol,Ath Madrid,1,1,D,8,13,1,2,4,3,12,14,2,1,0,0,Javier Alberola,5.5,3.75,1.62,14.75,11.35
2025-03-29,Alaves,Vallecano,0,2,A,12,11,4,5,8,5,14,12,3,5,0,0,José Luis Munuera,2.15,2.9,4.1,6.407,9.056
2025-03-29,Real Madrid,Leganes,3,2,H,24,10,10,4,8,3,9,13,1,4,0,0,Pablo González,1.14,8.0,17.0,7.706,30.3
2025-03-30,Getafe,Villarreal,1,2,A,11,9,4,3,3,1,16,21,1,4,0,0,Isidro Díaz de Mera,3.25,3.1,2.35,7.407,6.333
2025-03-30,Barcelona,Girona,4,1,H,21,4,9,2,10,2,8,11,0,1,0,0,Juan Pulido,1.25,6.5,10.0,7.12,12.083
2025-03-30,Ath Bilbao,Osasuna,0,0,D,11,5,5,2,3,4,12,12,1,1,0,0,Guillermo Cuadra,1.45,4.1,7.0,6.31,18.733
2025-03-30,Valencia,Mallorca,1,0,H,8,8,2,2,4,5,16,15,5,5,0,0,Francisco Hernández,2.15,3.1,3.75,9.333,6.161
2025-03-30,Betis,Sevilla,2,1,H,11,6,3,2,2,2,10,22,4,4,0,0,Mateo Busquets,1.83,3.5,4.33,8.893,8.382
2025-03-31,Celta,Las Palmas,1,1,D,19,4,7,2,4,2,17,5,3,0,0,0,Juan Martínez,1.57,4.1,5.5,8.414,44.625
2025-04-04,Vallecano,Espanol,0,4,A,16,15,5,7,8,4,8,10,2,2,0,0,Alejandro Hernández,1.65,3.5,6.0,7.2,16.941
2025-04-05,Girona,Alaves,0,1,A,11,14,6,3,1,5,9,16,1,4,0,0,Alejandro Muñíz,2.05,3.4,3.6,10.5,8.417
2025-04-05,Real Madrid,Valencia,1,2,A,21,10,9,2,9,4,10,13,0,4,0,0,Guillermo Cuadra,1.3,5.75,8.5,5.267,18.611
2025-04-05,Mallorca,Celta,1,2,A,7,10,2,4,4,2,9,11,3,0,0,0,Ricardo de Burgos,2.63,3.2,2.8,15.95,11.0
2025-04-05,Barcelona,Betis,1,1,D,13,6,5,2,9,3,16,12,2,1,0,0,Jesús Gil,1.36,5.5,7.0,4.71,41.2
2025-04-06,Las Palmas,Sociedad,1,3,A,13,13,5,8,5,4,7,10,0,2,0,0,Miguel Ángel Ortiz Arias,3.2,3.2,2.35,7.714,16.583
2025-04-06,Sevilla,Ath Madrid,1,2,A,11,13,6,5,7,7,14,12,1,4,0,0,César Soto,3.5,3.2,2.2,13.125,11.174
2025-04-06,Valladolid,Getafe,0,4,A,5,16,0,9,3,4,11,17,3,1,1,0,Alejandro Quintero,4.75,3.1,1.9,12.389,12.417
2025-04-06,Villarreal,Ath Bilbao,0,0,D,12,11,4,2,6,5,9,13,0,1,1,0,Mario Melero,2.2,3.3,3.25,10.045,13.25
2025-04-07,Leganes,Osasuna,1,1,D,13,14,7,6,4,8,18,14,3,3,0,0,Víctor García,2.7,3.1,2.75,9.2,14.188
2025-04-11,Valencia,Sevilla,1,0,H,8,12,6,5,3,3,10,18,3,2,0,0,Jose Maria Sánchez,2.3,3.1,3.4,12.056,9.56
2025-04-12,Sociedad,Mallorca,0,2,A,15,7,4,3,8,2,11,12,3,1,0,0,José Luis Munuera,1.75,3.4,5.5,4.935,22.846
2025-04-12,Getafe,Las Palmas,1,3,A,11,10,6,5,3,2,14,15,0,2,1,0,Javier Alberola,1.75,3.3,5.5,11.2,8.167
2025-04-12,Celta,Espanol,0,2,A,16,5,6,3,13,5,14,10,2,2,0,0,Mateo Busquets,1.62,3.7,6.0,7.893,24.727
2025-04-12,Leganes,Barcelona,0,1,A,6,12,1,3,4,8,10,4,2,1,0,0,Francisco Hernández,8.5,6.0,1.3,15.789,9.526
2025-04-13,Osasuna,Girona,2,1,H,13,18,6,8,4,4,17,15,2,0,0,0,Pablo González,2.45,3.2,3.1,16.8,6.55
2025-04-13,Alaves,Real Madrid,0,1,A,13,11,6,4,4,4,21,12,4,4,1,1,César Soto,5.25,4.1,1.62,5.732,14.333
2025-04-13,Betis,Villarreal,1,2,A,24,8,5,2,5,5,4,13,0,4,0,0,Juan Pulido,2.35,3.3,3.1,11.143,12.429
2025-04-13,Ath Bilbao,Vallecano,3,1,H,13,11,4,3,7,1,12,7,4,3,0,0,Adri園 Cordero,1.75,3.4,5.5,7.926,12.474
2025-04-14,Ath Madrid,Valladolid,4,2,H,24,6,9,3,5,1,11,8,1,1,0,0,Isidro Díaz de Mera,1.14,8.0,19.0,12.207,32.667
2025-04-18,Espanol,Getafe,1,0,H,9,9,3,4,6,8,12,15,0,2,0,1,Ricardo de Burgos,2.88,2.63,3.0,3.81,11.545
2025-04-19,Vallecano,Valencia,1,1,D,11,10,4,3,5,2,18,13,3,1,0,0,Alejandro Quintero,2.25,3.0,3.4,6.7,10.955
2025-04-19,Barcelona,Celta,4,3,H,18,11,6,8,4,1,10,13,2,2,0,0,Mario Melero,1.3,5.75,8.0,6.704,14.696
2025-04-19,Mallorca,Leganes,0,0,D,11,15,1,1,4,4,17,15,2,1,0,0,Alejandro Muñíz,1.85,3.1,5.0,7.333,8.185
2025-04-19,Las Palmas,Ath Madrid,1,0,H,8,7,2,2,4,4,13,13,3,1,0,0,Víctor García,5.75,4.2,1.55,14.24,11.316
2025-04-20,Valladolid,Osasuna,2,3,A,12,11,5,6,5,2,12,17,2,0,0,0,Jesús Gil,4.5,3.4,1.83,15.778,10.774
2025-04-20,Villarreal,Sociedad,2,2,D,20,4,5,4,10,4,12,12,5,1,0,0,Guillermo Cuadra,1.7,3.7,5.0,16.0,16.312
2025-04-20,Sevilla,Alaves,1,1,D,10,11,2,3,3,6,10,11,2,2,0,0,Miguel Ángel Ortiz Arias,2.0,3.1,4.2,10.273,8.455
2025-04-20,Real Madrid,Ath Bilbao,1,0,H,22,3,7,1,14,1,7,15,1,2,0,0,Juan Martínez,1.65,3.9,5.25,6.105,22.438
2025-04-21,Girona,Betis,1,3,A,11,17,5,9,8,9,13,11,3,2,0,0,Alejandro Hernández,2.88,3.3,2.45,11.056,24.692
2025-04-22,Valencia,Espanol,1,1,D,16,8,7,3,6,4,7,7,2,1,0,0,Juan Pulido,1.95,3.3,4.1,11.0,18.474
2025-04-22,Barcelona,Mallorca,1,0,H,40,4,13,0,13,2,10,7,0,1,0,0,Miguel Ángel Ortiz Arias,1.2,7.0,13.0,3.152,17.9
2025-04-23,Ath Bilbao,Las Palmas,1,0,H,13,10,4,2,3,3,13,9,1,3,0,0,Isidro Díaz de Mera,1.36,5.25,7.0,11.24,12.789
2025-04-23,Celta,Villarreal,3,0,H,21,4,9,1,6,3,16,10,2,1,0,1,Javier Alberola,2.5,3.4,2.8,9.88,18.467
2025-04-23,Alaves,Sociedad,1,0,H,10,6,1,0,6,6,17,17,4,5,0,0,Mateo Busquets,2.35,3.0,3.4,6.535,6.941
2025-04-23,Getafe,Real Madrid,0,1,A,20,14,6,7,4,4,15,7,3,1,0,0,Jose Maria Sánchez,4.75,3.6,1.75,13.115,10.357
2025-04-24,Leganes,Girona,1,1,D,7,8,1,3,4,5,16,18,4,2,1,0,José Luis Munuera,2.75,3.1,2.75,15.6,7.706
2025-04-24,Osasuna,Sevilla,1,0,H,9,12,2,3,4,4,14,13,4,2,0,1,Adri園 Cordero,2.5,3.0,3.2,11.059,24.5
2025-04-24,Ath Madrid,Vallecano,3,0,H,10,12,5,5,6,3,8,15,0,2,0,0,Pablo González,1.53,4.0,6.5,19.765,8.862
2025-04-24,Betis,Valladolid,5,1,H,16,10,6,5,4,4,7,7,1,0,0,0,Francisco Hernández,1.2,7.0,13.0,6.185,16.684
2025-04-27,Villarreal,Espanol,1,0,H,14,12,5,1,8,6,19,11,4,0,0,0,José Luis Munuera,1.44,5.0,6.25,10.577,18.0
2025-05-02,Vallecano,Getafe,1,0,H,13,12,8,1,7,3,12,13,3,2,0,1,Víctor García,2.38,3.0,3.4,5.625,8.231
2025-05-03,Alaves,Ath Madrid,0,0,D,8,9,2,2,3,5,18,13,3,2,0,0,Juan Martínez,3.7,3.1,2.15,8.588,4.524
2025-05-03,Villarreal,Osasuna,4,2,H,15,11,5,4,2,8,10,18,4,1,0,0,Alejandro Quintero,1.53,4.2,6.0,18.231,9.923
2025-05-03,Las Palmas,Valencia,2,3,A,15,10,3,5,9,5,12,6,1,1,0,0,Ricardo de Burgos,2.63,3.3,2.7,10.696,20.5
2025-05-03,Valladolid,Barcelona,1,2,A,5,24,4,7,4,8,12,15,3,2,0,0,Alejandro Muñíz,15.0,8.0,1.14,22.231,2.536
2025-05-04,Real Madrid,Celta,3,2,H,17,14,6,7,4,6,5,11,2,1,0,0,Jesús Gil,1.33,5.75,7.0,15.421,18.75
2025-05-04,Sevilla,Leganes,2,2,D,25,9,7,3,8,2,17,12,4,5,0,0,Alejandro Hernández,1.77,3.5,4.75,5.069,10.0
2025-05-04,Espanol,Betis,1,2,A,11,20,5,10,3,7,16,10,2,0,0,0,Guillermo Cuadra,3.3,3.0,2.38,15.105,11.167
2025-05-04,Sociedad,Ath Bilbao,0,0,D,12,3,3,1,7,3,18,13,1,2,0,0,César Soto,2.55,3.0,3.0,5.778,17.7
2025-05-05,Girona,Mallorca,1,0,H,13,9,6,1,5,2,11,14,0,2,0,0,Mario Melero,2.0,3.1,4.2,9.806,17.667
2025-05-09,Las Palmas,Vallecano,0,1,A,11,16,2,5,8,8,8,9,2,3,0,0,Francisco Hernández,2.45,3.25,3.0,9.9,9.643
2025-05-10,Valencia,Getafe,3,0,H,10,10,6,3,2,6,17,20,3,5,0,0,Adri園 Cordero,2.0,3.0,4.33,5.095,6.971
2025-05-10,Celta,Sevilla,3,2,H,8,19,4,10,3,6,11,16,0,2,1,0,Pablo González,1.8,3.6,4.5,19.615,10.433
2025-05-10,Girona,Villarreal,0,1,A,7,14,0,5,5,3,13,10,2,3,0,0,Isidro Díaz de Mera,3.1,3.8,2.1,14.474,30.364
