Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,Referee,B365H,B365D,B365A,Home_PPDA,Away_PPDA
2018-01-06,Las Palmas,Eibar,1,2,A,4,14,2,5,4,3,13,17,3,3,0,0,José González,2.54,3.39,2.75,8.059,5.846
2018-01-06,Sevilla,Betis,3,5,A,14,9,3,5,12,0,16,18,3,6,0,0,Jesús Gil,1.5,4.33,6.5,10.2,7.591
2018-01-06,Valencia,Girona,2,1,H,17,11,7,5,9,7,16,14,5,5,0,0,David Fernández,1.61,4.0,5.5,5.862,10.048
2018-01-07,Ath Bilbao,Alaves,2,0,H,14,8,8,1,4,1,23,20,2,4,0,0,Pablo González,1.66,3.5,6.0,4.382,12.421
2018-01-07,Barcelona,Levante,3,0,H,16,9,8,2,3,6,10,22,0,4,0,0,Carlos del Cerro,1.05,15.0,34.0,6.435,18.391
2018-01-07,Celta,Real Madrid,2,2,D,10,19,5,8,3,7,10,15,2,2,0,0,Santiago Jaime,6.5,4.33,1.5,11.81,9.296
2018-01-07,Leganes,Sociedad,1,0,H,8,9,4,5,5,6,14,11,0,1,0,0,Daniel Ask,2.89,3.25,2.5,23.167,7.579
2018-01-07,Villarreal,La Coruna,1,1,D,11,13,5,3,7,5,19,12,4,3,0,0,David Medié,1.57,4.0,6.0,5.049,14.81
2018-01-08,Malaga,Espanol,0,1,A,17,6,2,3,6,5,18,11,2,3,0,0,Antonio Matéu Lahoz,2.54,3.0,3.1,5.519,16.429
2018-01-12,Getafe,Malaga,1,0,H,7,9,3,2,5,2,19,16,3,1,0,0,Juan Martínez,1.8,3.39,5.0,9.037,6.15
2018-01-13,Eibar,Ath Madrid,0,1,A,11,7,4,3,9,1,12,9,2,1,0,0,Antonio Matéu Lahoz,4.0,3.2,2.04,3.938,15.158
2018-01-13,Girona,Las Palmas,6,0,H,15,3,8,1,5,2,25,20,2,5,0,0,Mario Melero,1.72,3.79,4.75,8.179,5.783
2018-01-13,La Coruna,Valencia,1,2,A,12,12,2,5,8,10,13,8,2,1,0,0,Hsu Jason,3.0,3.39,2.37,9.667,13.6
2018-01-13,Real Madrid,Villarreal,0,1,A,28,10,7,4,11,0,11,12,2,1,0,0,Alberto Undiano,1.25,6.5,10.0,9.621,16.0
2018-01-14,Alaves,Sevilla,1,0,H,12,14,3,1,5,4,18,12,5,2,1,0,José Sánchez,3.25,3.25,2.29,10.778,4.667
2018-01-14,Espanol,Ath Bilbao,1,1,D,11,8,3,3,4,2,14,16,2,4,0,0,Daniel Trujillo,2.54,3.0,3.0,16.647,12.188
2018-01-14,Levante,Celta,0,1,A,15,3,5,2,6,2,19,7,4,3,0,0,Alfonso Álvarez,3.0,3.25,2.45,12.606,11.067
2018-01-14,Sociedad,Barcelona,2,4,A,15,11,6,5,7,3,15,13,2,2,0,0,José González,6.5,5.0,1.44,9.059,12.095
2018-01-15,Betis,Leganes,3,2,H,16,10,9,6,1,1,12,15,2,3,0,0,Ignacio Iglesias,2.25,3.1,3.5,4.5,18.72
2018-01-19,Getafe,Ath Bilbao,2,2,D,17,7,6,6,6,2,17,12,5,1,0,0,Jesús Gil,2.7,3.1,2.79,8.565,9.333
2018-01-20,Ath Madrid,Girona,1,1,D,9,6,4,3,2,1,13,15,4,3,0,0,Ricardo de Burgos,1.36,4.75,9.5,10.958,11.259
2018-01-20,Espanol,Sevilla,0,3,A,9,12,0,7,8,2,18,14,4,2,0,0,Alberto Undiano,2.75,3.2,2.7,5.811,11.13
2018-01-20,Las Palmas,Valencia,2,1,H,20,14,6,8,3,6,18,16,2,9,0,2,José Munuera,4.5,4.0,1.72,5.267,6.514
2018-01-20,Villarreal,Levante,2,1,H,18,16,6,4,6,4,14,16,2,2,0,0,José González,1.44,4.5,7.5,8.842,10.56
2018-01-21,Alaves,Leganes,2,2,D,14,8,6,4,4,6,13,14,3,3,1,0,Daniel Trujillo,2.14,3.1,3.75,12.071,6.609
2018-01-21,Betis,Barcelona,0,5,A,7,14,2,10,4,2,12,9,2,2,0,0,Santiago Jaime,10.0,6.0,1.28,6.511,11.04
2018-01-21,Real Madrid,La Coruna,7,1,H,24,5,13,2,6,1,7,11,0,2,0,0,David Fernández,1.14,9.0,15.0,8.818,12.913
2018-01-21,Sociedad,Celta,1,2,A,16,10,2,3,8,3,10,7,1,2,0,0,Antonio Matéu Lahoz,1.85,3.89,4.0,10.76,10.292
2018-01-22,Eibar,Malaga,1,1,D,15,10,4,4,8,3,11,11,1,3,0,1,David Medié,1.66,3.5,6.0,3.522,14.556
2018-01-26,Ath Bilbao,Eibar,1,1,D,7,14,1,2,3,7,15,14,0,0,0,0,Mario Melero,1.9,3.39,4.33,9.524,6.577
2018-01-27,La Coruna,Levante,2,2,D,8,15,2,4,4,7,13,14,7,5,1,0,Pablo González,2.0,3.5,3.79,10.421,4.5
2018-01-27,Malaga,Girona,0,0,D,7,11,1,2,5,4,18,7,2,1,1,0,Alberto Undiano,2.29,3.0,3.39,8.139,9.364
2018-01-27,Valencia,Real Madrid,1,4,A,11,13,4,7,4,4,20,22,2,3,0,0,Daniel Ask,5.0,4.33,1.61,11.621,6.906
2018-01-27,Villarreal,Sociedad,4,2,H,11,24,7,6,2,9,16,6,1,1,0,0,Carlos del Cerro,2.04,3.5,3.5,19.125,12.579
2018-01-28,Ath Madrid,Las Palmas,3,0,H,18,9,7,1,4,1,17,11,1,2,0,0,Alfonso Álvarez,1.16,7.5,17.0,7.485,8.741
2018-01-28,Barcelona,Alaves,2,1,H,18,7,12,4,8,1,6,18,0,2,0,0,Ignacio Iglesias,1.08,11.0,26.0,3.609,14.522
2018-01-28,Leganes,Espanol,3,2,H,11,12,6,4,1,7,20,19,2,4,0,0,Juan Martínez,2.37,2.79,3.5,5.968,5.185
2018-01-28,Sevilla,Getafe,1,1,D,15,7,1,2,3,4,12,15,3,3,0,0,Hsu Jason,1.5,4.33,6.5,6.167,12.731
2018-01-29,Celta,Betis,3,2,H,13,7,5,3,7,2,13,8,1,5,0,0,José Sánchez,1.75,3.75,4.75,21.562,10.15
2018-02-02,Sociedad,La Coruna,5,0,H,19,4,8,1,9,5,11,11,0,1,0,0,Alberto Undiano,1.44,4.75,6.5,6.773,17.75
2018-02-03,Alaves,Celta,2,1,H,9,16,3,4,2,1,13,11,3,2,0,0,Juan Martínez,2.62,3.2,2.79,14.333,5.2
2018-02-03,Betis,Villarreal,2,1,H,13,12,4,3,2,6,11,12,1,2,0,1,Hsu Jason,2.79,3.39,2.5,12.474,14.056
2018-02-03,Eibar,Sevilla,5,1,H,17,11,7,3,5,3,11,20,0,3,0,0,Daniel Trujillo,2.6,3.29,2.75,10.591,7.438
2018-02-03,Levante,Real Madrid,2,2,D,12,23,4,9,4,6,14,7,3,3,0,0,Mario Melero,13.0,7.0,1.19,17.609,6.9
2018-02-04,Ath Madrid,Valencia,1,0,H,14,9,4,0,9,1,18,4,1,1,0,0,Ignacio Iglesias,1.44,4.33,7.5,10.088,18.714
2018-02-04,Espanol,Barcelona,1,1,D,7,12,2,2,0,7,15,12,5,3,0,0,Jesús Gil,9.5,5.25,1.33,8.867,3.48
2018-02-04,Getafe,Leganes,0,0,D,11,2,1,1,5,2,17,20,2,6,0,0,Alfonso Álvarez,1.9,3.2,4.5,8.0,4.114
2018-02-04,Girona,Ath Bilbao,2,0,H,8,9,3,0,2,4,13,14,1,1,0,0,José Munuera,2.39,3.29,3.0,13.826,7.12
2018-02-05,Las Palmas,Malaga,1,0,H,11,9,4,3,4,2,11,17,2,3,0,0,Ricardo de Burgos,2.25,3.39,3.2,8.571,11.037
2018-02-09,Ath Bilbao,Las Palmas,0,0,D,11,8,5,2,5,2,20,29,4,4,0,0,Daniel Ask,1.44,4.5,7.5,5.686,6.867
2018-02-10,Leganes,Eibar,0,1,A,2,19,0,6,1,10,14,6,4,2,1,0,Pablo González,2.87,3.1,2.62,10.0,6.619
2018-02-10,Malaga,Ath Madrid,0,1,A,13,5,3,1,3,3,22,19,3,2,0,0,José Sánchez,7.5,3.6,1.57,6.588,6.786
2018-02-10,Real Madrid,Sociedad,5,2,H,18,8,9,3,5,3,11,10,2,1,0,0,Alejandro Hernández,1.19,7.0,13.0,19.824,17.333
2018-02-10,Villarreal,Alaves,1,2,A,27,5,6,4,13,2,15,15,4,4,0,0,Daniel Trujillo,1.66,4.0,5.0,2.857,13.667
2018-02-11,Barcelona,Getafe,0,0,D,12,10,6,1,9,3,7,13,2,3,0,0,David Fernández,1.12,9.0,19.0,4.158,23.389
2018-02-11,Celta,Espanol,2,2,D,18,3,7,2,9,1,9,16,3,4,0,0,José González,1.9,3.6,4.0,10.062,20.5
2018-02-11,Sevilla,Girona,1,0,H,13,14,4,6,7,2,13,19,2,2,0,0,Santiago Jaime,1.72,3.79,4.75,8.75,8.741
2018-02-11,Valencia,Levante,3,1,H,18,5,8,1,7,9,10,19,3,4,0,0,David Medié,1.5,4.33,6.5,7.296,12.696
2018-02-12,La Coruna,Betis,0,1,A,16,10,2,4,8,1,19,7,2,0,0,0,Carlos del Cerro,2.2,3.6,3.1,8.094,8.19
2018-02-16,Girona,Leganes,3,0,H,10,10,5,5,4,4,12,10,3,5,0,0,Antonio Matéu Lahoz,1.85,3.25,5.0,10.0,9.522
2018-02-17,Alaves,La Coruna,1,0,H,14,5,3,0,9,3,17,14,2,3,0,0,Mario Melero,1.9,3.39,4.33,8.276,7.36
2018-02-17,Eibar,Barcelona,0,2,A,13,10,3,6,6,0,13,6,3,1,1,0,Alejandro Hernández,6.5,4.75,1.44,9.763,16.923
2018-02-17,Las Palmas,Sevilla,1,2,A,11,12,3,6,7,5,15,18,2,5,0,0,Ignacio Iglesias,3.5,3.6,2.04,7.111,12.933
2018-02-17,Malaga,Valencia,1,2,A,9,10,3,3,7,2,19,18,2,4,1,0,Daniel Trujillo,3.6,3.5,2.04,7.324,3.042
2018-02-18,Ath Madrid,Ath Bilbao,2,0,H,14,4,4,0,5,2,6,12,3,2,0,0,José González,1.44,4.2,8.5,6.765,12.28
2018-02-18,Betis,Real Madrid,3,5,A,20,12,5,9,7,5,7,15,3,5,0,0,Jesús Gil,9.0,6.0,1.3,9.409,12.708
2018-02-18,Espanol,Villarreal,1,1,D,15,8,3,3,2,5,7,19,1,7,0,0,José Munuera,2.5,3.25,2.89,6.024,7.485
2018-02-18,Sociedad,Levante,3,0,H,13,9,3,1,2,4,12,13,0,2,0,0,Santiago Jaime,1.57,4.2,5.75,7.688,15.519
2018-02-19,Getafe,Celta,3,0,H,9,4,5,1,5,5,21,15,4,3,0,0,Pablo González,2.5,3.29,2.87,10.265,3.458
2018-02-21,Leganes,Real Madrid,1,3,A,7,13,3,7,6,5,18,7,3,1,0,0,José González,11.0,6.0,1.25,10.944,9.28
2018-02-23,La Coruna,Espanol,0,0,D,17,9,4,1,4,2,9,10,5,1,0,0,David Fernández,2.54,3.2,2.87,7.964,9.625
2018-02-24,Barcelona,Girona,6,1,H,21,10,14,4,5,3,11,11,1,1,0,0,Hsu Jason,1.14,8.0,19.0,8.5,14.667
2018-02-24,Celta,Eibar,2,0,H,8,15,3,2,3,9,11,16,2,3,0,0,Carlos del Cerro,2.0,3.5,3.7,12.25,8.583
2018-02-24,Leganes,Las Palmas,0,0,D,11,4,2,1,6,5,22,17,4,5,0,0,Santiago Jaime,1.8,3.5,4.75,6.147,5.174
2018-02-24,Real Madrid,Alaves,4,0,H,25,11,10,5,9,5,9,14,1,2,0,0,Daniel Ask,1.14,8.5,17.0,6.63,12.538
2018-02-25,Ath Bilbao,Malaga,2,1,H,8,8,6,4,6,4,12,18,3,3,0,1,Alejandro Hernández,1.75,3.5,5.25,6.0,8.68
2018-02-25,Sevilla,Ath Madrid,2,5,A,10,13,5,8,5,4,10,24,3,3,0,0,Juan Martínez,3.39,3.2,2.25,16.133,7.762
2018-02-25,Valencia,Sociedad,2,1,H,7,9,4,3,4,4,12,9,2,3,0,0,Pablo González,1.7,4.0,4.75,14.654,7.619
2018-02-25,Villarreal,Getafe,1,0,H,10,3,4,2,2,8,14,21,5,3,0,0,José Sánchez,1.75,3.75,4.75,6.409,7.639
2018-02-26,Levante,Betis,0,2,A,12,15,2,6,5,5,17,8,5,2,0,0,Ricardo de Burgos,2.5,3.29,2.87,11.053,5.905
2018-02-27,Espanol,Real Madrid,1,0,H,16,12,7,5,3,8,15,10,1,1,0,0,José Sánchez,6.0,4.33,1.53,13.167,8.783
2018-02-27,Girona,Celta,1,0,H,11,10,2,2,6,4,9,10,3,2,0,0,Daniel Trujillo,2.29,3.5,3.0,9.061,7.889
2018-02-28,Ath Bilbao,Valencia,1,1,D,11,6,4,4,6,1,16,16,1,2,0,0,Jesús Gil,2.62,3.2,2.79,5.632,9.286
2018-02-28,Ath Madrid,Leganes,4,0,H,15,9,8,3,5,1,10,10,1,3,0,0,Daniel Ask,1.25,5.25,15.0,5.921,24.294
2018-02-28,Eibar,Villarreal,1,0,H,13,11,1,3,6,4,18,8,4,2,0,0,Mario Melero,2.2,3.2,3.6,5.829,7.778
2018-02-28,Getafe,La Coruna,3,0,H,14,9,5,1,10,6,6,9,2,4,0,0,José Munuera,1.9,3.39,4.33,14.467,6.0
2018-02-28,Malaga,Sevilla,0,1,A,8,6,0,4,9,4,19,14,2,2,0,0,Carlos del Cerro,3.5,3.2,2.14,8.96,7.069
2018-03-01,Alaves,Levante,1,0,H,15,6,5,1,5,3,14,17,4,4,1,1,David Fernández,1.8,3.39,5.0,3.161,10.091
2018-03-01,Betis,Sociedad,0,0,D,8,13,4,5,4,10,11,7,2,0,0,0,José González,2.79,3.39,2.39,16.231,15.0
2018-03-01,Las Palmas,Barcelona,1,1,D,12,10,1,4,6,6,18,13,6,3,0,0,Antonio Matéu Lahoz,15.0,7.5,1.18,11.069,5.412
2018-03-03,La Coruna,Eibar,1,1,D,7,16,2,3,2,9,6,8,1,2,1,0,Santiago Jaime,2.79,3.1,2.7,20.583,4.952
2018-03-03,Leganes,Malaga,2,0,H,10,4,3,1,6,1,11,14,1,1,0,0,Ignacio Iglesias,2.14,2.89,4.0,8.263,7.394
2018-03-03,Real Madrid,Getafe,3,1,H,14,4,6,4,8,0,13,18,1,3,0,1,Mario Melero,1.19,7.5,13.0,5.941,18.32
2018-03-03,Sevilla,Ath Bilbao,2,0,H,18,10,8,3,8,4,14,13,2,3,0,0,Alberto Undiano,1.7,3.75,5.25,13.3,10.68
2018-03-03,Villarreal,Girona,0,2,A,14,4,5,3,7,2,14,18,4,1,0,0,Pablo González,1.8,3.39,4.75,4.433,11.81
2018-03-04,Barcelona,Ath Madrid,1,0,H,16,6,5,1,12,1,16,20,2,2,0,0,Jesús Gil,1.72,3.79,4.75,8.0,7.417
2018-03-04,Levante,Espanol,1,1,D,13,15,4,3,2,1,14,13,0,3,0,0,Hsu Jason,3.1,3.1,2.45,11.385,4.5
2018-03-04,Sociedad,Alaves,2,1,H,14,3,5,1,8,4,10,13,0,1,0,0,Juan Martínez,1.64,4.0,5.25,8.85,11.742
2018-03-04,Valencia,Betis,2,0,H,12,9,6,4,7,0,14,11,1,4,0,0,Alejandro Hernández,1.44,4.75,6.5,14.172,8.1
2018-03-05,Celta,Las Palmas,2,1,H,14,10,6,3,10,7,13,15,1,2,0,0,Ricardo de Burgos,1.44,4.33,7.0,10.333,7.306
2018-03-09,Girona,La Coruna,2,0,H,9,8,6,4,2,2,17,16,1,4,0,0,Alberto Undiano,1.55,4.2,5.5,8.154,7.182
2018-03-10,Eibar,Real Madrid,1,2,A,12,12,3,6,8,6,12,7,1,1,0,0,José Munuera,5.75,4.75,1.5,10.533,11.0
2018-03-10,Getafe,Levante,0,1,A,11,12,4,4,4,7,14,16,5,7,0,1,Daniel Trujillo,1.75,3.5,5.25,7.579,2.629
2018-03-10,Malaga,Barcelona,0,2,A,6,20,2,9,2,5,15,9,1,1,1,0,Juan Martínez,13.0,6.0,1.25,21.261,4.6
2018-03-10,Sevilla,Valencia,0,2,A,21,10,5,5,7,3,15,15,4,2,0,0,Ricardo de Burgos,2.0,3.5,3.79,6.143,9.385
2018-03-11,Ath Bilbao,Leganes,2,0,H,13,12,5,1,3,6,12,14,2,5,0,0,José Sánchez,1.9,3.29,4.5,8.333,7.9
2018-03-11,Ath Madrid,Celta,3,0,H,7,8,3,2,6,4,14,10,1,2,0,0,Hsu Jason,1.39,4.75,8.0,9.242,9.895
2018-03-11,Espanol,Sociedad,2,1,H,18,11,7,5,6,4,18,14,0,2,0,0,Antonio Matéu Lahoz,2.87,3.1,2.62,7.667,15.929
2018-03-11,Las Palmas,Villarreal,0,2,A,9,11,3,4,7,3,15,17,1,1,1,0,David Medié,3.5,3.5,2.1,6.243,9.929
2018-03-12,Alaves,Betis,1,3,A,9,10,1,4,6,2,18,17,2,3,0,0,Carlos del Cerro,2.14,3.29,3.6,8.161,11.438
2018-03-16,Levante,Eibar,2,1,H,6,13,3,4,4,5,11,11,4,3,0,0,Ignacio Iglesias,3.2,3.2,2.37,19.615,3.788
2018-03-17,Betis,Espanol,3,0,H,9,4,4,1,3,5,15,11,1,3,0,0,Ricardo de Burgos,2.2,3.39,3.29,6.923,14.818
2018-03-17,La Coruna,Las Palmas,1,1,D,13,8,3,1,9,2,24,12,3,3,0,0,Juan Martínez,1.72,3.75,5.0,5.39,7.435
2018-03-17,Sociedad,Getafe,1,2,A,8,9,2,5,7,1,13,21,3,7,0,0,Daniel Ask,1.72,3.6,5.25,4.143,9.548
2018-03-17,Valencia,Alaves,3,1,H,24,16,10,4,9,2,8,14,1,1,0,0,José Munuera,1.44,4.5,7.5,9.889,13.741
2018-03-18,Barcelona,Ath Bilbao,2,0,H,18,10,9,3,6,5,7,14,2,2,0,0,Santiago Jaime,1.16,8.0,15.0,10.789,9.19
2018-03-18,Celta,Malaga,0,0,D,9,5,3,0,4,5,16,24,3,2,0,0,Alberto Undiano,1.44,4.5,7.0,6.419,6.297
2018-03-18,Leganes,Sevilla,2,1,H,12,10,6,4,5,4,13,11,2,4,0,1,Hsu Jason,3.7,3.29,2.1,13.375,6.952
2018-03-18,Real Madrid,Girona,6,3,H,20,10,14,6,6,7,13,13,1,2,0,0,Jesús Gil,1.16,7.5,17.0,7.077,23.533
2018-03-18,Villarreal,Ath Madrid,2,1,H,17,8,5,2,5,4,13,16,5,3,0,1,David Fernández,4.2,3.1,2.04,6.5,16.05
2018-03-31,Ath Bilbao,Celta,1,1,D,11,13,2,3,4,5,10,10,3,1,0,0,Carlos del Cerro,2.04,3.29,3.6,13.333,7.458
2018-03-31,Girona,Levante,1,1,D,12,15,5,6,5,7,13,12,1,3,0,0,Ricardo de Burgos,1.57,3.79,6.0,6.714,9.045
2018-03-31,Las Palmas,Real Madrid,0,3,A,17,17,3,7,3,3,11,17,3,0,0,0,Pablo González,10.0,6.0,1.25,11.708,11.136
2018-03-31,Sevilla,Barcelona,2,2,D,21,20,6,9,5,9,11,7,2,0,0,0,José González,4.75,4.0,1.66,17.0,9.304
2018-04-01,Ath Madrid,La Coruna,1,0,H,15,10,3,2,9,7,14,15,2,3,0,0,Daniel Trujillo,1.22,5.75,13.0,11.682,9.75
2018-04-01,Eibar,Sociedad,0,0,D,15,7,3,0,8,1,14,10,4,2,0,0,José Sánchez,2.37,3.39,2.87,6.897,9.941
2018-04-01,Espanol,Alaves,0,0,D,12,13,3,4,6,5,18,12,3,2,0,0,Ignacio Iglesias,2.04,3.2,3.75,8.474,11.864
2018-04-01,Leganes,Valencia,0,1,A,8,3,1,1,5,2,14,17,3,4,0,0,Mario Melero,3.75,3.39,2.0,10.448,10.087
2018-04-01,Malaga,Villarreal,1,0,H,13,11,3,1,3,6,17,13,2,3,0,0,Alfonso Álvarez,3.5,3.2,2.14,9.759,8.074
2018-04-02,Getafe,Betis,0,1,A,8,7,4,4,4,0,21,9,4,2,0,0,Alberto Undiano,1.95,3.5,3.75,8.364,5.65
2018-04-06,La Coruna,Malaga,3,2,H,14,11,6,4,7,6,16,14,4,3,0,0,Antonio Matéu Lahoz,2.04,3.29,3.79,6.933,7.76
2018-04-07,Alaves,Getafe,2,0,H,11,5,2,1,1,3,17,22,2,3,0,0,Santiago Jaime,2.45,3.0,3.2,5.32,4.462
2018-04-07,Barcelona,Leganes,3,1,H,12,11,6,1,5,3,14,12,2,4,0,0,Ricardo de Burgos,1.12,9.0,21.0,5.333,12.903
2018-04-07,Betis,Eibar,2,0,H,13,5,4,2,7,8,10,11,2,2,0,0,David Medié,2.25,3.39,3.25,16.533,8.714
2018-04-07,Celta,Sevilla,4,0,H,12,16,6,6,3,10,8,12,1,2,0,0,Alfonso Álvarez,2.2,3.39,3.29,12.5,9.0
2018-04-08,Levante,Las Palmas,2,1,H,11,17,4,5,4,5,19,10,6,3,2,0,David Fernández,1.9,3.6,4.0,8.083,5.222
2018-04-08,Real Madrid,Ath Madrid,1,1,D,30,9,8,5,11,2,12,17,2,3,0,0,Daniel Ask,1.75,3.75,4.75,8.048,14.043
2018-04-08,Sociedad,Girona,5,0,H,13,8,7,1,4,5,8,20,2,2,0,0,José Munuera,1.9,3.6,4.0,8.259,7.677
2018-04-08,Valencia,Espanol,1,0,H,14,21,6,6,4,3,17,10,3,2,0,0,Jesús Gil,1.5,4.33,6.5,11.769,13.0
2018-04-09,Villarreal,Ath Bilbao,1,3,A,7,17,2,13,3,6,17,11,5,5,1,0,Ignacio Iglesias,1.85,3.5,4.5,7.321,7.897
2018-04-13,Girona,Betis,0,1,A,9,10,4,2,6,4,23,18,7,5,0,0,Santiago Jaime,2.29,3.39,3.1,9.034,6.524
2018-04-14,Ath Bilbao,La Coruna,2,3,A,13,5,4,3,11,6,5,9,2,1,0,0,José González,1.66,3.75,5.5,5.767,19.0
2018-04-14,Barcelona,Valencia,2,1,H,12,17,7,6,6,5,9,11,2,2,0,0,Carlos del Cerro,1.28,6.0,9.5,6.733,16.647
2018-04-14,Las Palmas,Sociedad,0,1,A,7,20,0,11,4,6,6,16,0,0,0,0,Alfonso Álvarez,3.79,3.6,1.95,11.88,7.588
2018-04-14,Leganes,Celta,1,0,H,19,5,7,2,8,3,22,17,3,3,0,0,Alejandro Hernández,3.1,3.2,2.39,7.758,8.833
2018-04-14,Sevilla,Villarreal,2,2,D,18,7,4,4,10,2,11,23,5,3,1,1,Pablo González,1.8,3.75,4.5,8.094,9.696
2018-04-15,Ath Madrid,Levante,3,0,H,13,11,5,3,8,3,9,13,2,1,0,0,Jesús Gil,1.22,6.0,15.0,7.733,16.429
2018-04-15,Eibar,Alaves,0,1,A,21,2,4,1,12,1,11,18,2,1,0,0,Alberto Undiano,1.83,3.39,4.75,6.429,22.667
2018-04-15,Getafe,Espanol,1,0,H,13,5,4,0,4,3,19,13,6,2,1,0,Mario Melero,2.14,3.1,3.75,8.31,6.0
2018-04-15,Malaga,Real Madrid,1,2,A,13,16,3,6,4,7,12,9,4,0,0,0,Ricardo de Burgos,10.0,5.5,1.28,13.276,11.095
2018-04-17,Celta,Barcelona,2,2,D,18,14,8,6,6,4,9,7,3,0,0,1,David Fernández,4.75,4.33,1.64,8.219,8.375
2018-04-17,La Coruna,Sevilla,0,0,D,22,24,6,7,7,9,8,8,0,2,0,0,David Medié,2.5,3.5,2.75,11.042,16.4
2018-04-17,Villarreal,Leganes,2,1,H,17,6,6,1,10,4,14,14,1,1,0,0,Daniel Trujillo,1.6,3.79,6.5,8.444,13.4
2018-04-18,Espanol,Eibar,0,1,A,10,5,4,1,3,6,17,17,3,2,0,0,Alejandro Hernández,2.29,3.1,3.39,7.0,10.12
2018-04-18,Real Madrid,Ath Bilbao,1,1,D,29,6,10,2,16,2,6,19,2,4,0,0,Juan Martínez,1.19,7.0,12.0,5.654,13.609
2018-04-18,Valencia,Getafe,1,2,A,10,8,3,3,7,5,10,14,1,7,1,0,Ricardo de Burgos,1.44,4.0,8.0,4.818,7.487
2018-04-19,Alaves,Girona,1,2,A,11,14,5,5,3,6,15,12,4,4,0,0,Pablo González,2.37,3.1,3.29,12.062,11.0
2018-04-19,Betis,Las Palmas,1,0,H,17,1,8,0,6,3,18,17,3,5,0,1,José Sánchez,1.36,5.25,7.5,7.065,11.231
2018-04-19,Levante,Malaga,1,0,H,11,10,2,2,4,3,9,17,1,1,0,0,Santiago Jaime,1.85,3.5,4.5,13.05,9.094
2018-04-19,Sociedad,Ath Madrid,3,0,H,12,9,4,2,6,6,13,13,1,0,0,0,Hsu Jason,3.29,3.29,2.25,6.741,13.783
2018-04-20,Leganes,La Coruna,0,0,D,13,12,0,3,9,4,12,13,0,2,0,0,Alfonso Álvarez,2.29,3.25,3.2,7.2,8.5
2018-04-21,Celta,Valencia,1,1,D,10,17,3,7,4,3,14,19,1,2,0,0,Alberto Undiano,2.7,3.39,2.6,8.565,15.818
2018-04-21,Eibar,Getafe,0,1,A,12,7,2,4,8,3,15,16,4,1,0,0,Ignacio Iglesias,2.04,3.2,4.0,2.941,6.677
2018-04-22,Ath Madrid,Betis,0,0,D,10,10,2,4,8,3,17,14,2,5,0,0,Juan Martínez,1.61,3.75,6.0,8.736,4.645
2018-04-22,Girona,Espanol,0,2,A,20,5,6,4,10,0,18,18,1,2,0,0,Hsu Jason,2.14,3.25,3.6,7.103,11.391
2018-04-22,Las Palmas,Alaves,0,4,A,12,10,1,7,3,3,14,19,2,2,0,0,Mario Melero,3.1,3.2,2.39,3.857,9.69
2018-04-22,Malaga,Sociedad,2,0,H,4,14,3,2,5,3,16,0,4,1,0,0,Daniel Ask,5.25,3.6,1.72,26.071,12.0
2018-04-23,Ath Bilbao,Levante,1,3,A,18,11,5,7,2,9,13,14,3,3,0,0,José Munuera,1.66,3.75,5.5,8.708,10.684
2018-04-27,Levante,Sevilla,2,1,H,15,22,5,4,4,8,4,15,1,1,0,0,José González,4.5,3.6,1.75,17.917,5.143
2018-04-28,Espanol,Las Palmas,1,1,D,16,13,7,2,6,7,18,22,2,4,0,0,Pablo González,1.36,4.75,9.5,7.714,8.567
2018-04-28,Real Madrid,Leganes,2,1,H,12,16,5,6,3,2,16,15,0,1,0,1,Ignacio Iglesias,1.3,5.5,10.0,9.182,9.073
2018-04-28,Sociedad,Ath Bilbao,3,1,H,17,9,4,3,3,7,16,16,3,6,1,0,José Sánchez,1.85,3.6,4.33,8.714,7.147
2018-04-28,Villarreal,Celta,4,1,H,13,15,7,4,5,7,14,8,2,0,0,0,Hsu Jason,1.72,3.75,5.0,19.368,11.895
2018-04-29,Alaves,Ath Madrid,0,1,A,7,14,3,6,3,4,14,12,4,6,0,1,David Fernández,3.29,3.1,2.37,8.545,5.391
2018-04-29,Getafe,Girona,1,1,D,10,15,2,2,4,4,19,21,6,4,1,0,Alejandro Hernández,2.1,3.1,4.0,9.208,2.829
2018-04-29,La Coruna,Barcelona,2,4,A,17,21,5,9,6,7,9,9,1,1,0,0,Ricardo de Burgos,12.0,6.0,1.25,12.84,12.353
2018-04-29,Valencia,Eibar,0,0,D,16,8,5,2,8,2,12,19,2,3,0,0,Santiago Jaime,1.5,4.0,7.5,6.7,6.432
2018-04-30,Betis,Malaga,2,1,H,12,9,3,3,6,4,9,17,1,4,0,0,Carlos del Cerro,1.44,4.5,7.5,7.375,11.406
2018-05-04,Sevilla,Sociedad,1,0,H,16,11,6,1,6,4,17,13,4,2,0,0,Santiago Jaime,2.1,3.79,3.1,9.212,9.889
2018-05-05,Ath Bilbao,Betis,2,0,H,14,6,5,3,4,5,13,12,0,2,0,0,Hsu Jason,2.25,3.29,3.29,14.68,11.0
2018-05-05,Celta,La Coruna,1,1,D,13,11,4,2,4,10,6,11,4,2,0,0,Carlos del Cerro,1.61,4.0,5.5,17.5,9.667
