Season,Team,Date,h_a,PPDA,OPPDA
2425,Villarreal,2025-04-27 14:15:00,h,10.576923076923077,18.0
2425,Villarreal,2025-05-03 14:15:00,h,18.23076923076923,9.923076923076923
2425,Villarreal,2025-05-10 16:30:00,a,30.363636363636363,14.473684210526315
2425,Villarreal,2025-05-14 17:00:00,h,26.5,7.607142857142857
2425,Villarreal,2025-05-18 17:00:00,a,16.333333333333332,6.862068965517241
2425,Villarreal,2025-05-25 14:15:00,h,14.68421052631579,14.608695652173912
2425,Osasuna,2024-08-17 17:00:00,h,7.7,7.653846153846154
2425,Osasuna,2024-08-24 15:00:00,h,6.15625,9.3125
2425,Osasuna,2024-08-29 17:00:00,a,20.3125,9.444444444444445
2425,Osasuna,2024-09-01 15:00:00,h,7.566666666666666,12.9
2425,Osasuna,2024-09-16 19:00:00,a,7.933333333333334,4.380952380952381
2425,Osasuna,2024-09-21 14:15:00,h,10.033333333333333,6.25
2425,Osasuna,2024-09-24 17:00:00,a,10.95,16.833333333333332
2425,Osasuna,2024-09-28 19:00:00,h,13.44,6.071428571428571
2425,Osasuna,2024-10-05 14:15:00,a,3.8947368421052633,8.2
2425,Osasuna,2024-10-19 14:15:00,h,10.235294117647058,10.444444444444445
2425,Osasuna,2024-10-27 20:00:00,a,27.416666666666668,5.3125
2425,Osasuna,2024-11-02 13:00:00,h,8.708333333333334,5.958333333333333
2425,Osasuna,2024-11-09 13:00:00,a,16.652173913043477,11.071428571428571
2425,Osasuna,2024-11-24 13:00:00,h,10.538461538461538,8.952380952380953
2425,Osasuna,2024-12-02 20:00:00,a,18.714285714285715,6.944444444444445
2425,Osasuna,2024-12-08 17:30:00,h,8.454545454545455,10.666666666666666
2425,Osasuna,2024-12-14 13:00:00,a,9.428571428571429,16.894736842105264
2425,Osasuna,2024-12-21 17:30:00,h,14.1875,11.952380952380953
2425,Osasuna,2025-01-12 15:15:00,a,13.807692307692308,19.0
2425,Osasuna,2025-01-19 17:30:00,h,8.777777777777779,11.05
2425,Osasuna,2025-01-24 20:00:00,a,13.733333333333333,14.4
2425,Osasuna,2025-02-02 17:30:00,h,20.4375,10.529411764705882
2425,Osasuna,2025-02-10 20:00:00,a,7.833333333333333,13.533333333333333
2425,Osasuna,2025-02-15 15:15:00,h,13.7,22.444444444444443
2425,Osasuna,2025-02-21 20:00:00,a,13.19047619047619,19.88235294117647
2425,Osasuna,2025-03-02 20:00:00,h,10.681818181818182,15.466666666666667
2425,Osasuna,2025-03-16 17:30:00,h,5.0,14.157894736842104
2425,Osasuna,2025-03-27 20:00:00,a,12.363636363636363,7.0
2425,Osasuna,2025-03-30 17:30:00,a,18.733333333333334,6.310344827586207
2425,Osasuna,2025-04-07 19:00:00,a,14.1875,9.2
2425,Osasuna,2025-04-13 12:00:00,h,16.8,6.55
2425,Osasuna,2025-04-20 12:00:00,a,10.774193548387096,15.777777777777779
2425,Osasuna,2025-04-24 17:00:00,h,11.058823529411764,24.5
2425,Osasuna,2025-05-03 14:15:00,a,9.923076923076923,18.23076923076923
2425,Osasuna,2025-05-11 19:00:00,a,13.368421052631579,10.578947368421053
2425,Osasuna,2025-05-15 17:00:00,h,12.333333333333334,8.263157894736842
2425,Osasuna,2025-05-18 17:00:00,h,12.736842105263158,10.411764705882353
2425,Osasuna,2025-05-24 19:00:00,a,9.5,7.068965517241379
2425,Alaves,2024-08-16 17:00:00,a,11.793103448275861,5.52
2425,Alaves,2024-08-25 17:15:00,h,10.46875,7.277777777777778
2425,Alaves,2024-08-28 19:30:00,a,11.733333333333333,10.538461538461538
2425,Alaves,2024-09-01 15:00:00,h,16.0,6.5625
2425,Alaves,2024-09-14 14:15:00,a,8.15,14.2
2425,Alaves,2024-09-20 19:00:00,h,13.583333333333334,7.615384615384615
2425,Alaves,2024-09-24 19:00:00,a,23.818181818181817,9.9375
2425,Alaves,2024-09-28 12:00:00,a,3.272727272727273,5.1
2425,Alaves,2024-10-06 14:15:00,h,27.823529411764707,4.916666666666667
2425,Alaves,2024-10-18 19:00:00,h,9.357142857142858,16.153846153846153
2425,Alaves,2024-10-26 14:15:00,a,8.476190476190476,11.105263157894736
2425,Alaves,2024-11-01 20:00:00,h,5.25,8.0
2425,Alaves,2024-11-09 15:15:00,a,9.6875,6.7
2425,Alaves,2024-11-23 15:15:00,a,19.25,6.173913043478261
2425,Alaves,2024-11-30 15:15:00,h,4.62962962962963,9.31578947368421
2425,Alaves,2024-12-08 17:30:00,a,10.666666666666666,8.454545454545455
2425,Alaves,2024-12-15 15:15:00,h,8.481481481481481,8.3
2425,Alaves,2024-12-22 13:00:00,a,10.307692307692308,4.066666666666666
2425,Alaves,2025-01-11 13:00:00,h,10.178571428571429,10.705882352941176
2425,Alaves,2025-01-18 17:30:00,a,6.048780487804878,13.9375
2425,Alaves,2025-01-27 20:00:00,h,9.148148148148149,9.517241379310345
2425,Alaves,2025-02-02 13:00:00,a,12.129032258064516,8.0
2425,Alaves,2025-02-09 13:00:00,h,3.6842105263157894,16.214285714285715
2425,Alaves,2025-02-15 13:00:00,a,8.857142857142858,12.4375
2425,Alaves,2025-02-22 13:00:00,h,6.454545454545454,11.894736842105264
2425,Alaves,2025-03-02 17:30:00,a,7.36,7.538461538461538
2425,Alaves,2025-03-08 15:15:00,h,15.529411764705882,4.523809523809524
2425,Alaves,2025-03-14 20:00:00,a,10.25,7.4
2425,Alaves,2025-03-29 17:30:00,h,6.407407407407407,9.055555555555555
2425,Alaves,2025-04-05 12:00:00,a,8.416666666666666,10.5
2425,Alaves,2025-04-13 14:15:00,h,5.7317073170731705,14.333333333333334
2425,Alaves,2025-04-20 16:30:00,a,8.454545454545455,10.272727272727273
2425,Alaves,2025-04-23 19:30:00,h,6.534883720930233,6.9411764705882355
2425,Alaves,2025-05-03 12:00:00,h,8.588235294117647,4.523809523809524
2425,Alaves,2025-05-11 16:30:00,a,10.076923076923077,3.9705882352941178
2425,Alaves,2025-05-14 17:00:00,h,12.92,13.416666666666666
2425,Alaves,2025-05-18 17:00:00,a,4.390243902439025,10.4375
2425,Alaves,2025-05-24 19:00:00,h,7.068965517241379,9.5
2425,Leganes,2024-08-17 17:00:00,a,7.653846153846154,7.7
2425,Leganes,2024-08-25 17:00:00,h,16.45,8.590909090909092
2425,Leganes,2024-08-28 17:00:00,a,13.916666666666666,9.434782608695652
2425,Leganes,2024-08-31 19:30:00,h,11.263157894736842,10.172413793103448
2425,Leganes,2024-09-13 19:00:00,a,18.42105263157895,7.137931034482759
2425,Leganes,2024-09-19 17:00:00,h,11.478260869565217,14.666666666666666
2425,Leganes,2024-09-22 12:00:00,a,8.714285714285714,5.407407407407407
2425,Leganes,2024-09-28 14:15:00,a,13.952380952380953,10.571428571428571
2425,Leganes,2024-10-04 19:00:00,h,8.5,12.26923076923077
2425,Leganes,2024-10-20 14:15:00,a,18.0625,5.205128205128205
2425,Leganes,2024-10-27 13:00:00,h,12.576923076923077,8.25
2425,Leganes,2024-11-02 15:15:00,a,11.208333333333334,9.0
2425,Leganes,2024-11-09 21:00:00,h,18.6875,8.08
2425,Leganes,2024-11-24 17:30:00,h,14.652173913043478,9.875
2425,Leganes,2024-11-30 15:15:00,a,9.31578947368421,4.62962962962963
2425,Leganes,2024-12-08 13:00:00,h,8.444444444444445,6.097560975609756
2425,Leganes,2024-12-15 20:00:00,a,17.05,4.2631578947368425
2425,Leganes,2024-12-22 17:30:00,h,16.6,8.619047619047619
2425,Leganes,2025-01-11 17:30:00,a,9.615384615384615,13.142857142857142
2425,Leganes,2025-01-18 15:15:00,h,19.857142857142858,21.333333333333332
2425,Leganes,2025-01-26 17:30:00,a,15.076923076923077,5.869565217391305
2425,Leganes,2025-01-31 20:00:00,h,14.0,5.724137931034483
2425,Leganes,2025-02-09 15:15:00,a,6.833333333333333,13.55
2425,Leganes,2025-02-15 13:00:00,h,12.4375,8.857142857142858
2425,Leganes,2025-02-23 20:00:00,a,12.0,9.708333333333334
2425,Leganes,2025-03-02 13:00:00,h,4.666666666666667,8.586206896551724
2425,Leganes,2025-03-08 13:00:00,a,15.192307692307692,10.458333333333334
2425,Leganes,2025-03-16 13:00:00,h,12.954545454545455,13.461538461538462
2425,Leganes,2025-03-29 20:00:00,a,30.3,7.705882352941177
2425,Leganes,2025-04-07 19:00:00,h,9.2,14.1875
2425,Leganes,2025-04-12 19:00:00,h,15.789473684210526,9.526315789473685
2425,Leganes,2025-04-19 16:30:00,a,8.185185185185185,7.333333333333333
2425,Leganes,2025-04-24 17:00:00,h,15.6,7.705882352941177
2425,Leganes,2025-05-04 14:15:00,a,10.0,5.068965517241379
2425,Leganes,2025-05-11 12:00:00,h,7.416666666666667,10.263157894736842
2425,Leganes,2025-05-14 17:00:00,a,7.607142857142857,26.5
2425,Leganes,2025-05-18 17:00:00,a,14.28,5.0
2425,Leganes,2025-05-24 16:30:00,h,8.586206896551724,12.714285714285714
2425,Girona,2024-08-15 19:30:00,a,9.909090909090908,12.851851851851851
2425,Girona,2024-08-25 19:30:00,a,11.333333333333334,14.9
2425,Girona,2024-08-29 17:00:00,h,9.444444444444445,20.3125
2425,Girona,2024-09-01 17:00:00,a,8.483870967741936,16.5625
2425,Girona,2024-09-15 14:15:00,h,13.454545454545455,9.107142857142858
2425,Girona,2024-09-21 16:30:00,a,5.954545454545454,15.538461538461538
2425,Girona,2024-09-25 17:00:00,h,5.24,13.44
2425,Girona,2024-09-29 12:00:00,a,20.733333333333334,19.238095238095237
2425,Girona,2024-10-06 12:00:00,h,7.666666666666667,13.592592592592593
2425,Girona,2024-10-19 16:30:00,h,17.94736842105263,10.333333333333334
2425,Girona,2024-10-26 16:30:00,a,6.962962962962963,10.310344827586206
2425,Girona,2024-11-02 15:15:00,h,9.0,11.208333333333334
2425,Girona,2024-11-10 17:30:00,a,8.5,8.2
2425,Girona,2024-11-23 17:30:00,h,9.5,16.966666666666665
2425,Girona,2024-12-01 13:00:00,a,11.8,20.31578947368421
2425,Girona,2024-12-07 20:00:00,h,34.90909090909091,19.866666666666667
2425,Girona,2024-12-14 15:15:00,a,6.956521739130435,29.0
2425,Girona,2024-12-20 20:00:00,h,7.5,34.8
2425,Girona,2025-01-11 13:00:00,a,10.705882352941176,10.178571428571429
2425,Girona,2025-01-18 13:00:00,h,10.6,14.304347826086957
2425,Girona,2025-01-26 13:00:00,a,12.291666666666666,7.310344827586207
2425,Girona,2025-02-03 20:00:00,h,12.227272727272727,13.15
2425,Girona,2025-02-08 15:15:00,a,15.615384615384615,14.0
2425,Girona,2025-02-14 20:00:00,h,3.857142857142857,10.4
2425,Girona,2025-02-23 15:15:00,a,31.166666666666668,35.5
2425,Girona,2025-03-01 13:00:00,h,13.782608695652174,12.916666666666666
2425,Girona,2025-03-10 20:00:00,a,6.538461538461538,26.583333333333332
2425,Girona,2025-03-15 20:00:00,h,10.16,30.0
2425,Girona,2025-03-30 15:15:00,a,12.083333333333334,7.12
2425,Girona,2025-04-05 12:00:00,h,10.5,8.416666666666666
2425,Girona,2025-04-13 12:00:00,a,6.55,16.8
2425,Girona,2025-04-21 19:00:00,h,11.055555555555555,24.692307692307693
2425,Girona,2025-04-24 17:00:00,a,7.705882352941177,15.6
2425,Girona,2025-05-05 19:00:00,h,9.806451612903226,17.666666666666668
2425,Girona,2025-05-10 16:30:00,h,14.473684210526315,30.363636363636363
2425,Girona,2025-05-13 17:00:00,a,10.576923076923077,33.888888888888886
2425,Girona,2025-05-18 17:00:00,a,11.608695652173912,10.909090909090908
2425,Girona,2025-05-25 12:00:00,h,15.45,10.545454545454545
2425,Real Valladolid,2024-08-19 17:00:00,h,16.31578947368421,11.85
2425,Real Valladolid,2024-08-25 15:00:00,a,11.84,8.75
2425,Real Valladolid,2024-08-28 17:00:00,h,9.434782608695652,13.916666666666666
2425,Real Valladolid,2024-08-31 15:00:00,a,24.666666666666668,6.576923076923077
2425,Real Valladolid,2024-09-15 12:00:00,a,10.2,12.0
2425,Real Valladolid,2024-09-21 12:00:00,h,12.076923076923077,4.428571428571429
2425,Real Valladolid,2024-09-24 17:00:00,a,11.9375,7.238095238095238
2425,Real Valladolid,2024-09-27 19:00:00,h,7.814814814814815,10.083333333333334
2425,Real Valladolid,2024-10-05 16:30:00,h,11.291666666666666,6.571428571428571
2425,Real Valladolid,2024-10-18 19:00:00,a,16.153846153846153,9.357142857142858
2425,Real Valladolid,2024-10-26 12:00:00,h,15.578947368421053,19.571428571428573
2425,Real Valladolid,2024-11-02 13:00:00,a,5.958333333333333,8.708333333333334
2425,Real Valladolid,2024-11-10 17:30:00,h,18.375,8.666666666666666
2425,Real Valladolid,2024-11-22 20:00:00,a,11.384615384615385,6.411764705882353
2425,Real Valladolid,2024-11-30 20:00:00,h,27.615384615384617,25.142857142857142
2425,Real Valladolid,2024-12-07 13:00:00,a,17.57894736842105,9.08
2425,Real Valladolid,2024-12-13 20:00:00,h,15.647058823529411,9.166666666666666
2425,Real Valladolid,2024-12-20 20:00:00,a,34.8,7.5
2425,Real Valladolid,2025-01-11 15:15:00,h,10.576923076923077,7.7407407407407405
2425,Real Valladolid,2025-01-17 20:00:00,a,13.733333333333333,18.5
2425,Real Valladolid,2025-01-25 20:00:00,h,20.11764705882353,11.166666666666666
2425,Real Valladolid,2025-02-01 15:15:00,a,13.45,10.25
2425,Real Valladolid,2025-02-07 20:00:00,a,15.947368421052632,5.636363636363637
2425,Real Valladolid,2025-02-16 15:15:00,h,17.25,20.15
2425,Real Valladolid,2025-02-23 13:00:00,a,19.181818181818183,10.85
2425,Real Valladolid,2025-02-28 20:00:00,h,6.944444444444445,21.5
2425,Real Valladolid,2025-03-08 17:30:00,a,17.928571428571427,8.0
2425,Real Valladolid,2025-03-15 13:00:00,h,21.733333333333334,9.08
2425,Real Valladolid,2025-03-29 13:00:00,a,17.0,5.9714285714285715
2425,Real Valladolid,2025-04-06 16:30:00,h,12.38888888888889,12.416666666666666
2425,Real Valladolid,2025-04-14 19:00:00,a,32.666666666666664,12.206896551724139
2425,Real Valladolid,2025-04-20 12:00:00,h,15.777777777777779,10.774193548387096
2425,Real Valladolid,2025-04-24 19:30:00,a,16.68421052631579,6.185185185185185
2425,Real Valladolid,2025-05-03 19:00:00,h,22.23076923076923,2.5357142857142856
2425,Real Valladolid,2025-05-10 16:30:00,a,18.076923076923077,8.428571428571429
2425,Real Valladolid,2025-05-13 17:00:00,h,33.888888888888886,10.576923076923077
2425,Real Valladolid,2025-05-18 17:00:00,h,10.4375,4.390243902439025
2425,Real Valladolid,2025-05-24 16:30:00,a,12.714285714285714,8.586206896551724
2425,Mallorca,2024-08-18 19:30:00,h,19.68421052631579,16.727272727272727
2425,Mallorca,2024-08-24 15:00:00,a,9.3125,6.15625
2425,Mallorca,2024-08-27 17:00:00,h,13.409090909090908,13.5
2425,Mallorca,2024-08-31 19:30:00,a,10.172413793103448,11.263157894736842
2425,Mallorca,2024-09-14 12:00:00,h,17.333333333333332,16.53846153846154
2425,Mallorca,2024-09-17 19:00:00,h,18.75,6.9655172413793105
2425,Mallorca,2024-09-23 19:00:00,a,16.59090909090909,8.88
2425,Mallorca,2024-09-27 19:00:00,a,10.083333333333334,7.814814814814815
2425,Mallorca,2024-10-05 12:00:00,a,5.833333333333333,11.523809523809524
2425,Mallorca,2024-10-20 12:00:00,h,12.352941176470589,9.526315789473685
2425,Mallorca,2024-10-28 20:00:00,h,17.533333333333335,6.65
2425,Mallorca,2024-11-01 20:00:00,a,8.0,5.25
2425,Mallorca,2024-11-10 15:15:00,h,17.444444444444443,12.826086956521738
2425,Mallorca,2024-11-23 17:30:00,a,11.954545454545455,9.714285714285714
2425,Mallorca,2024-11-29 20:00:00,h,15.052631578947368,10.115384615384615
2425,Mallorca,2024-12-03 18:00:00,h,11.26923076923077,6.461538461538462
2425,Mallorca,2024-12-06 20:00:00,a,13.272727272727273,13.166666666666666
2425,Mallorca,2024-12-14 15:15:00,h,29.0,6.956521739130435
2425,Mallorca,2024-12-21 13:00:00,a,7.684210526315789,5.142857142857143
2425,Mallorca,2025-01-20 20:00:00,a,12.625,15.045454545454545
2425,Mallorca,2025-01-25 13:00:00,h,9.071428571428571,5.96969696969697
2425,Mallorca,2025-02-01 17:30:00,a,15.1875,14.588235294117647
2425,Mallorca,2025-02-10 20:00:00,h,13.533333333333333,7.833333333333333
2425,Mallorca,2025-02-16 17:30:00,h,21.727272727272727,11.157894736842104
2425,Mallorca,2025-02-24 20:00:00,a,10.16,6.935483870967742
2425,Mallorca,2025-03-02 17:30:00,h,7.538461538461538,7.36
2425,Mallorca,2025-03-09 17:30:00,a,9.75,19.454545454545453
2425,Mallorca,2025-03-15 15:15:00,h,8.823529411764707,17.642857142857142
2425,Mallorca,2025-03-30 17:30:00,a,6.161290322580645,9.333333333333334
2425,Mallorca,2025-04-05 16:30:00,h,15.95,11.0
2425,Mallorca,2025-04-12 12:00:00,a,22.846153846153847,4.935483870967742
2425,Mallorca,2025-04-19 16:30:00,h,7.333333333333333,8.185185185185185
2425,Mallorca,2025-04-22 19:30:00,a,17.9,3.1515151515151514
2425,Mallorca,2025-05-05 19:00:00,a,17.666666666666668,9.806451612903226
2425,Mallorca,2025-05-10 16:30:00,h,8.428571428571429,18.076923076923077
2425,Mallorca,2025-05-14 19:30:00,a,20.5,9.235294117647058
2425,Mallorca,2025-05-18 17:00:00,h,5.571428571428571,12.344827586206897
2425,Mallorca,2025-05-24 19:00:00,a,14.61111111111111,9.4
2526,Sevilla,2025-08-17 17:30:00,a,10.047619047619047,20.266666666666666
2526,Sevilla,2025-08-25 19:30:00,h,3.625,13.173913043478262
2526,Sevilla,2025-08-30 17:30:00,a,14.263157894736842,9.45
2526,Sevilla,2025-09-12 19:00:00,h,5.45,6.357142857142857
2526,Sevilla,2025-09-20 16:30:00,a,7.84,7.96875
2526,Sevilla,2025-09-23 19:30:00,h,5.612903225806452,10.647058823529411
2526,Sevilla,2025-09-28 12:00:00,a,14.380952380952381,10.2
2526,Sevilla,2025-10-05 14:15:00,h,9.48,7.476190476190476
2526,Sevilla,2025-10-18 12:00:00,h,6.608695652173913,11.0
2526,Sevilla,2025-10-24 19:00:00,a,8.0,6.2894736842105265
2526,Sevilla,2025-11-01 15:15:00,a,12.454545454545455,14.333333333333334
2526,Sevilla,2025-11-08 15:15:00,h,7.44,7.32
2526,Sevilla,2025-11-24 20:00:00,a,6.666666666666667,8.84375
2526,Sevilla,2025-11-30 15:15:00,h,4.2272727272727275,8.26923076923077
2526,Sevilla,2025-12-07 15:15:00,a,8.1,11.041666666666666
2526,Sevilla,2025-12-14 13:00:00,h,11.352941176470589,10.76
2526,Sevilla,2025-12-20 20:00:00,a,12.333333333333334,12.695652173913043
2526,Sevilla,2026-01-04 13:00:00,h,7.904761904761905,14.789473684210526
2526,Sevilla,2026-01-12 20:00:00,h,7.296296296296297,17.8
2526,Sevilla,2026-01-19 20:00:00,a,4.7272727272727275,7.0
2526,Sevilla,2026-01-24 17:30:00,h,5.241379310344827,9.8
2526,Sevilla,2026-02-02 20:00:00,a,5.590909090909091,9.272727272727273
2526,Sevilla,2026-02-08 15:15:00,h,12.0,7.892857142857143
2526,Sevilla,2026-02-14 17:30:00,h,11.91304347826087,4.888888888888889
2526,Sevilla,2026-02-22 13:00:00,a,2.96875,38.22222222222222
2526,Sevilla,2026-03-01 17:30:00,a,16.333333333333332,13.115384615384615
2526,Sevilla,2026-03-08 17:30:00,h,10.5,5.142857142857143
2526,Sevilla,2026-03-15 15:15:00,a,17.48,9.958333333333334
2526,Sevilla,2026-03-21 20:00:00,h,8.4,20.923076923076923
2526,Sevilla,2026-04-05 16:30:00,a,14.095238095238095,8.2
2526,Sevilla,2026-04-11 19:00:00,h,20.41176470588235,7.333333333333333
2526,Sevilla,2026-04-23 17:00:00,a,9.6,9.62962962962963
2526,Sevilla,2026-04-26 16:30:00,a,14.1,10.214285714285714
2526,Sevilla,2026-05-04 19:00:00,h,9.580645161290322,11.647058823529411
2526,Real Sociedad,2025-08-16 19:30:00,a,12.1,18.166666666666668
2526,Real Sociedad,2025-08-24 17:30:00,h,6.1923076923076925,11.615384615384615
2526,Real Sociedad,2025-08-30 17:00:00,a,9.64,19.375
2526,Real Sociedad,2025-09-13 14:15:00,h,8.105263157894736,14.5625
2526,Real Sociedad,2025-09-19 19:00:00,a,9.862068965517242,9.290322580645162
2526,Real Sociedad,2025-09-24 19:30:00,h,6.52,14.25
2526,Real Sociedad,2025-09-28 16:30:00,a,26.384615384615383,8.588235294117647
2526,Real Sociedad,2025-10-05 16:30:00,h,13.1,9.11111111111111
2526,Real Sociedad,2025-10-19 14:15:00,a,7.121212121212121,30.625
2526,Real Sociedad,2025-10-24 19:00:00,h,6.2894736842105265,8.0
2526,Real Sociedad,2025-11-01 17:30:00,h,8.173913043478262,11.277777777777779
2526,Real Sociedad,2025-11-07 20:00:00,a,11.0,10.625
2526,Real Sociedad,2025-11-22 17:30:00,a,11.368421052631579,17.375
2526,Real Sociedad,2025-11-30 13:00:00,h,5.368421052631579,15.318181818181818
2526,Real Sociedad,2025-12-06 15:15:00,a,6.888888888888889,10.89655172413793
2526,Real Sociedad,2025-12-12 20:00:00,h,9.297297297297296,22.75
2526,Real Sociedad,2025-12-20 15:15:00,a,8.19047619047619,10.26923076923077
2526,Real Sociedad,2026-01-04 20:00:00,h,10.580645161290322,11.444444444444445
2526,Real Sociedad,2026-01-09 20:00:00,a,3.4651162790697674,13.421052631578947
2526,Real Sociedad,2026-01-18 20:00:00,h,11.0,5.3
2526,Real Sociedad,2026-01-25 17:30:00,h,20.166666666666668,8.625
2526,Real Sociedad,2026-02-01 20:00:00,a,11.470588235294118,6.7
2526,Real Sociedad,2026-02-07 20:00:00,h,12.407407407407407,7.9523809523809526
2526,Real Sociedad,2026-02-14 20:00:00,a,17.263157894736842,15.545454545454545
2526,Real Sociedad,2026-02-21 13:00:00,h,6.125,10.15625
2526,Real Sociedad,2026-02-28 17:30:00,a,9.5,27.0
2526,Real Sociedad,2026-03-07 17:30:00,a,12.8125,11.434782608695652
2526,Real Sociedad,2026-03-15 20:00:00,h,7.0,13.318181818181818
2526,Real Sociedad,2026-03-20 20:00:00,a,9.24,36.0
2526,Real Sociedad,2026-04-04 12:00:00,h,9.0,11.2
2526,Real Sociedad,2026-04-11 12:00:00,h,9.818181818181818,11.5
2526,Real Sociedad,2026-04-22 18:00:00,h,3.1923076923076925,14.631578947368421
2526,Real Sociedad,2026-04-26 12:00:00,a,9.666666666666666,5.0
2526,Real Sociedad,2026-05-04 19:00:00,a,11.647058823529411,9.580645161290322
2526,Espanyol,2025-08-17 19:30:00,h,19.68421052631579,13.222222222222221
2526,Espanyol,2025-08-24 17:30:00,a,11.615384615384615,6.1923076923076925
2526,Espanyol,2025-08-31 17:30:00,h,14.45,11.894736842105264
2526,Espanyol,2025-09-15 19:00:00,h,20.615384615384617,8.727272727272727
2526,Espanyol,2025-09-20 14:15:00,a,15.241379310344827,7.521739130434782
2526,Espanyol,2025-09-23 17:00:00,h,11.0,10.826086956521738
2526,Espanyol,2025-09-26 19:00:00,a,9.84375,12.0625
2526,Espanyol,2025-10-05 16:30:00,h,14.222222222222221,23.90909090909091
2526,Espanyol,2025-10-17 19:00:00,a,16.714285714285715,7.571428571428571
2526,Espanyol,2025-10-25 14:15:00,h,13.37037037037037,7.15
2526,Espanyol,2025-11-02 15:15:00,a,9.88888888888889,8.08695652173913
2526,Espanyol,2025-11-08 20:00:00,h,13.76923076923077,30.083333333333332
2526,Espanyol,2025-11-24 20:00:00,h,8.84375,6.666666666666667
2526,Espanyol,2025-11-30 17:30:00,a,13.88888888888889,8.214285714285714
2526,Espanyol,2025-12-07 17:30:00,h,7.571428571428571,4.958333333333333
2526,Espanyol,2025-12-13 20:00:00,a,7.208333333333333,8.789473684210526
2526,Espanyol,2025-12-22 20:00:00,a,15.411764705882353,7.136363636363637
2526,Espanyol,2026-01-03 20:00:00,h,18.5,4.96
2526,Espanyol,2026-01-11 15:15:00,a,9.193548387096774,10.91304347826087
2526,Espanyol,2026-01-16 20:00:00,h,9.071428571428571,7.548387096774194
2526,Espanyol,2026-01-24 15:15:00,a,6.724137931034483,9.115384615384615
2526,Espanyol,2026-01-30 20:00:00,h,8.642857142857142,10.333333333333334
2526,Espanyol,2026-02-09 20:00:00,a,12.416666666666666,11.434782608695652
2526,Espanyol,2026-02-14 13:00:00,h,13.863636363636363,17.071428571428573
2526,Espanyol,2026-02-21 20:00:00,a,22.0,9.64
2526,Espanyol,2026-03-01 13:00:00,a,16.772727272727273,6.352941176470588
2526,Espanyol,2026-03-09 20:00:00,h,5.5,13.80952380952381
2526,Espanyol,2026-03-15 13:00:00,a,18.705882352941178,5.761904761904762
2526,Espanyol,2026-03-21 15:15:00,h,4.25,8.7
2526,Espanyol,2026-04-04 16:30:00,a,27.714285714285715,5.375
2526,Espanyol,2026-04-11 16:30:00,a,15.515151515151516,4.791666666666667
2526,Espanyol,2026-04-23 18:00:00,a,6.225806451612903,12.5
2526,Espanyol,2026-04-27 19:00:00,h,8.875,9.583333333333334
2526,Espanyol,2026-05-03 19:00:00,h,22.36842105263158,6.111111111111111
2526,Getafe,2025-08-17 15:00:00,a,16.210526315789473,3.793103448275862
2526,Getafe,2025-08-25 19:30:00,a,13.173913043478262,3.625
2526,Getafe,2025-08-29 19:30:00,a,12.05,9.733333333333333
2526,Getafe,2025-09-13 12:00:00,h,8.62962962962963,7.9
2526,Getafe,2025-09-21 19:00:00,a,14.518518518518519,8.823529411764707
2526,Getafe,2025-09-24 17:00:00,h,7.6,4.6
2526,Getafe,2025-09-27 12:00:00,h,5.260869565217392,5.730769230769231
2526,Getafe,2025-10-03 19:00:00,a,11.333333333333334,12.9
2526,Getafe,2025-10-19 19:00:00,h,9.93939393939394,4.2105263157894735
2526,Getafe,2025-10-25 16:30:00,a,8.866666666666667,5.9
2526,Getafe,2025-10-31 20:00:00,h,6.416666666666667,4.043478260869565
2526,Getafe,2025-11-09 17:30:00,a,6.4,9.157894736842104
2526,Getafe,2025-11-23 17:30:00,h,13.05,5.0476190476190474
2526,Getafe,2025-11-28 20:00:00,h,9.34375,7.428571428571429
2526,Getafe,2025-12-06 13:00:00,a,10.423076923076923,6.761904761904762
2526,Getafe,2025-12-13 20:00:00,h,8.789473684210526,7.208333333333333
2526,Getafe,2025-12-21 20:00:00,a,8.26923076923077,9.4
2526,Getafe,2026-01-02 20:00:00,a,15.88888888888889,5.0
2526,Getafe,2026-01-09 20:00:00,h,13.421052631578947,3.4651162790697674
2526,Getafe,2026-01-18 13:00:00,h,8.125,8.473684210526315
2526,Getafe,2026-01-26 20:00:00,a,15.523809523809524,6.2272727272727275
2526,Getafe,2026-02-01 17:30:00,h,13.958333333333334,12.071428571428571
2526,Getafe,2026-02-08 13:00:00,a,5.534883720930233,4.068965517241379
2526,Getafe,2026-02-14 15:15:00,h,4.975609756097561,6.0
2526,Getafe,2026-02-22 13:00:00,h,38.22222222222222,2.96875
2526,Getafe,2026-03-02 20:00:00,a,16.166666666666668,4.368421052631579
2526,Getafe,2026-03-08 15:15:00,h,18.05263157894737,4.882352941176471
2526,Getafe,2026-03-14 15:15:00,a,13.16,4.357142857142857
2526,Getafe,2026-03-21 15:15:00,a,8.7,4.25
2526,Getafe,2026-04-05 12:00:00,h,13.272727272727273,4.65
2526,Getafe,2026-04-13 19:00:00,a,7.275862068965517,4.9
2526,Getafe,2026-04-22 18:00:00,a,14.631578947368421,3.1923076923076925
2526,Getafe,2026-04-25 14:15:00,h,16.12,4.533333333333333
2526,Getafe,2026-05-03 14:15:00,h,5.125,3.588235294117647
2526,Atletico Madrid,2025-08-17 19:30:00,a,13.222222222222221,19.68421052631579
