Season,Team,Date,h_a,PPDA,OPPDA
16-17,Athletic Club,2017-05-07 11:00:00,a,5.166666666666667,8.28
16-17,Athletic Club,2017-05-14 19:00:00,h,9.952380952380953,11.32
16-17,Athletic Club,2017-05-21 15:45:00,a,6.8125,18.25
16-17,Barcelona,2016-08-20 20:15:00,h,5.318181818181818,35.125
16-17,Barcelona,2016-08-28 22:15:00,a,13.25,8.51063829787234
16-17,Barcelona,2016-09-10 22:30:00,h,4.541666666666667,51.6
16-17,Barcelona,2016-09-17 15:00:00,a,10.466666666666667,5.46875
16-17,Barcelona,2016-09-22 00:00:00,h,4.0,15.346153846153847
16-17,Barcelona,2016-09-24 18:15:00,a,6.75,10.264705882352942
16-17,Barcelona,2016-10-02 22:45:00,a,3.9655172413793105,10.84
16-17,Barcelona,2016-10-15 18:15:00,h,5.481481481481482,11.347826086956522
16-17,Barcelona,2016-10-22 18:15:00,a,6.130434782608695,15.52
16-17,Barcelona,2016-10-29 22:45:00,h,4.896551724137931,25.785714285714285
16-17,Barcelona,2016-11-06 23:45:00,a,7.1891891891891895,9.129032258064516
16-17,Barcelona,2016-11-19 19:15:00,h,2.269230769230769,14.31578947368421
16-17,Barcelona,2016-11-27 23:45:00,a,9.916666666666666,6.878787878787879
16-17,Barcelona,2016-12-03 19:15:00,h,5.454545454545454,10.821428571428571
16-17,Barcelona,2016-12-10 16:00:00,a,5.25,18.14814814814815
16-17,Barcelona,2016-12-18 23:45:00,h,5.703703703703703,11.866666666666667
16-17,Barcelona,2017-01-08 23:45:00,a,7.681818181818182,15.19047619047619
16-17,Barcelona,2017-01-14 19:15:00,h,6.027777777777778,17.842105263157894
16-17,Barcelona,2017-01-22 22:45:00,a,14.0,8.560975609756097
16-17,Barcelona,2017-01-29 14:00:00,a,4.608695652173913,12.24
16-17,Barcelona,2017-02-04 15:15:00,h,8.74074074074074,7.948717948717949
16-17,Barcelona,2017-02-11 15:15:00,a,7.476190476190476,15.23076923076923
16-17,Barcelona,2017-02-19 19:45:00,h,6.269230769230769,23.0
16-17,Barcelona,2017-02-26 15:15:00,a,4.85,6.976190476190476
16-17,Barcelona,2017-03-01 18:30:00,h,3.7777777777777777,17.94736842105263
16-17,Barcelona,2017-03-04 19:45:00,h,9.75,11.125
16-17,Barcelona,2017-03-12 15:15:00,a,6.045454545454546,25.166666666666668
16-17,Barcelona,2017-03-19 19:45:00,h,6.111111111111111,18.375
16-17,Barcelona,2017-04-02 19:45:00,a,5.48,12.461538461538462
16-17,Barcelona,2017-04-05 18:30:00,h,8.727272727272727,10.689655172413794
16-17,Barcelona,2017-04-08 19:45:00,a,4.2368421052631575,9.382352941176471
16-17,Barcelona,2017-04-15 19:45:00,h,10.12,8.0625
16-17,Barcelona,2017-04-23 19:45:00,a,8.083333333333334,10.566666666666666
16-17,Barcelona,2017-04-26 18:30:00,h,6.428571428571429,32.6
16-17,Barcelona,2017-04-29 19:45:00,a,4.545454545454546,11.964285714285714
16-17,Barcelona,2017-05-06 17:30:00,h,4.975609756097561,23.6875
16-17,Barcelona,2017-05-14 19:00:00,a,10.454545454545455,24.294117647058822
16-17,Barcelona,2017-05-21 19:00:00,h,5.714285714285714,12.703703703703704
16-17,Sporting Gijon,2016-08-21 20:15:00,h,17.357142857142858,5.363636363636363
16-17,Sporting Gijon,2016-08-28 20:15:00,a,10.285714285714286,20.384615384615383
16-17,Sporting Gijon,2016-09-11 14:00:00,h,9.217391304347826,9.129032258064516
16-17,Sporting Gijon,2016-09-17 18:15:00,a,12.62962962962963,9.928571428571429
16-17,Sporting Gijon,2016-09-21 22:00:00,a,10.448275862068966,4.083333333333333
16-17,Sporting Gijon,2016-09-24 18:15:00,h,10.264705882352942,6.75
16-17,Sporting Gijon,2016-10-01 22:45:00,a,5.428571428571429,4.535714285714286
16-17,Sporting Gijon,2016-10-16 20:30:00,h,6.444444444444445,8.909090909090908
16-17,Sporting Gijon,2016-10-22 22:45:00,a,10.666666666666666,12.473684210526315
16-17,Sporting Gijon,2016-10-29 15:00:00,h,10.576923076923077,7.352941176470588
16-17,Sporting Gijon,2016-11-04 23:45:00,a,6.814814814814815,5.764705882352941
16-17,Sporting Gijon,2016-11-20 21:30:00,h,14.32,9.095238095238095
16-17,Sporting Gijon,2016-11-26 19:15:00,a,9.258064516129032,7.78125
16-17,Sporting Gijon,2016-12-04 21:30:00,h,8.043478260869565,7.483870967741935
16-17,Sporting Gijon,2016-12-11 21:30:00,a,9.333333333333334,8.125
16-17,Sporting Gijon,2016-12-17 16:00:00,h,8.333333333333334,6.678571428571429
16-17,Sporting Gijon,2017-01-07 21:30:00,a,7.413043478260869,6.428571428571429
16-17,Sporting Gijon,2017-01-15 21:30:00,h,6.5,6.566666666666666
16-17,Sporting Gijon,2017-01-22 20:30:00,a,8.210526315789474,7.3
16-17,Sporting Gijon,2017-01-29 20:30:00,a,9.068965517241379,7.6
16-17,Sporting Gijon,2017-02-05 15:15:00,h,4.096774193548387,8.48
16-17,Sporting Gijon,2017-02-12 15:15:00,a,7.12,3.8076923076923075
16-17,Sporting Gijon,2017-02-18 12:00:00,h,6.837837837837838,10.08
16-17,Sporting Gijon,2017-02-26 17:30:00,h,9.758620689655173,6.117647058823529
16-17,Sporting Gijon,2017-03-01 18:30:00,a,17.94736842105263,3.7777777777777777
16-17,Sporting Gijon,2017-03-05 11:00:00,h,11.428571428571429,8.869565217391305
16-17,Sporting Gijon,2017-03-11 12:00:00,a,7.473684210526316,6.153846153846154
16-17,Sporting Gijon,2017-03-19 17:30:00,h,8.6,7.304347826086956
16-17,Sporting Gijon,2017-04-02 11:00:00,a,8.114285714285714,4.0
16-17,Sporting Gijon,2017-04-05 19:30:00,h,9.222222222222221,9.214285714285714
16-17,Sporting Gijon,2017-04-10 19:45:00,a,10.74074074074074,5.366666666666666
16-17,Sporting Gijon,2017-04-15 15:15:00,h,14.142857142857142,3.9375
16-17,Sporting Gijon,2017-04-22 17:30:00,a,7.238095238095238,8.296296296296296
16-17,Sporting Gijon,2017-04-25 18:30:00,h,9.666666666666666,16.0625
16-17,Sporting Gijon,2017-04-28 19:45:00,a,14.523809523809524,8.5
16-17,Sporting Gijon,2017-05-06 12:00:00,h,7.431818181818182,6.576923076923077
16-17,Sporting Gijon,2017-05-14 19:00:00,a,8.64,5.346153846153846
16-17,Sporting Gijon,2017-05-20 16:00:00,h,8.620689655172415,11.363636363636363
16-17,Real Madrid,2016-08-21 22:15:00,a,11.761904761904763,7.682926829268292
16-17,Real Madrid,2016-08-27 22:15:00,h,7.2727272727272725,13.666666666666666
16-17,Real Madrid,2016-09-10 18:00:00,h,8.6875,10.35483870967742
16-17,Real Madrid,2016-09-18 22:45:00,a,9.6,15.409090909090908
16-17,Real Madrid,2016-09-21 22:00:00,h,9.466666666666667,22.166666666666668
16-17,Real Madrid,2016-09-24 22:45:00,a,11.4375,13.35
16-17,Real Madrid,2016-10-02 18:15:00,h,6.714285714285714,8.36111111111111
16-17,Real Madrid,2016-10-15 22:45:00,a,17.38888888888889,11.586206896551724
16-17,Real Madrid,2016-10-23 22:45:00,h,5.8,11.129032258064516
16-17,Real Madrid,2016-10-29 18:15:00,a,12.105263157894736,11.161290322580646
16-17,Real Madrid,2016-11-06 15:00:00,h,6.454545454545454,14.1875
16-17,Real Madrid,2016-11-19 23:45:00,a,12.444444444444445,8.131578947368421
16-17,Real Madrid,2016-11-26 19:15:00,h,7.78125,9.258064516129032
16-17,Real Madrid,2016-12-03 19:15:00,a,10.821428571428571,5.454545454545454
16-17,Real Madrid,2016-12-10 23:45:00,h,6.171428571428572,14.772727272727273
16-17,Real Madrid,2017-01-07 16:00:00,h,7.484848484848484,35.72727272727273
16-17,Real Madrid,2017-01-15 23:45:00,a,12.035714285714286,7.787878787878788
16-17,Real Madrid,2017-01-21 18:15:00,h,11.526315789473685,11.35483870967742
16-17,Real Madrid,2017-01-29 22:45:00,h,9.35483870967742,8.607142857142858
16-17,Real Madrid,2017-02-11 19:45:00,a,5.88,18.363636363636363
16-17,Real Madrid,2017-02-18 15:15:00,h,5.7,22.352941176470587
16-17,Real Madrid,2017-02-22 17:45:00,a,4.5,18.8125
16-17,Real Madrid,2017-02-26 19:45:00,a,20.266666666666666,23.0
16-17,Real Madrid,2017-03-01 20:30:00,h,9.789473684210526,10.727272727272727
16-17,Real Madrid,2017-03-04 15:15:00,a,8.15,13.38888888888889
16-17,Real Madrid,2017-03-12 19:45:00,h,5.296296296296297,13.166666666666666
16-17,Real Madrid,2017-03-18 15:15:00,a,8.869565217391305,7.714285714285714
16-17,Real Madrid,2017-04-02 15:15:00,h,6.458333333333333,10.827586206896552
16-17,Real Madrid,2017-04-05 20:30:00,a,7.0,12.6875
16-17,Real Madrid,2017-04-08 15:15:00,h,5.424242424242424,14.695652173913043
16-17,Real Madrid,2017-04-15 15:15:00,a,3.9375,14.142857142857142
16-17,Real Madrid,2017-04-23 19:45:00,h,10.566666666666666,8.083333333333334
16-17,Real Madrid,2017-04-26 20:30:00,a,10.166666666666666,8.928571428571429
16-17,Real Madrid,2017-04-29 15:15:00,h,10.6,19.733333333333334
16-17,Real Madrid,2017-05-06 19:45:00,a,16.05263157894737,16.916666666666668
16-17,Real Madrid,2017-05-14 19:00:00,h,10.033333333333333,12.363636363636363
16-17,Real Madrid,2017-05-17 20:00:00,a,18.41176470588235,10.518518518518519
16-17,Real Madrid,2017-05-21 19:00:00,a,18.8,12.91304347826087
16-17,Celta Vigo,2016-08-22 22:00:00,h,5.655172413793103,9.833333333333334
16-17,Celta Vigo,2016-08-27 22:15:00,a,13.666666666666666,7.2727272727272725
16-17,Celta Vigo,2016-09-10 15:00:00,h,4.892857142857143,11.409090909090908
16-17,Celta Vigo,2016-09-18 14:00:00,a,3.875,6.589743589743589
16-17,Celta Vigo,2016-09-21 22:00:00,h,4.083333333333333,10.448275862068966
16-17,Celta Vigo,2016-09-25 22:45:00,a,6.066666666666666,10.76923076923077
16-17,Celta Vigo,2016-10-02 22:45:00,h,10.84,3.9655172413793105
16-17,Celta Vigo,2016-10-16 22:45:00,a,12.956521739130435,14.083333333333334
16-17,Celta Vigo,2016-10-23 14:00:00,h,6.681818181818182,5.709677419354839
16-17,Celta Vigo,2016-10-30 23:45:00,a,16.681818181818183,2.6923076923076925
16-17,Celta Vigo,2016-11-06 19:15:00,h,5.3428571428571425,10.791666666666666
16-17,Celta Vigo,2016-11-19 21:30:00,a,6.833333333333333,11.88
16-17,Celta Vigo,2016-11-27 21:30:00,h,12.625,15.090909090909092
16-17,Celta Vigo,2016-12-04 15:00:00,a,8.31578947368421,10.379310344827585
16-17,Celta Vigo,2016-12-11 19:15:00,h,7.225806451612903,7.875
16-17,Celta Vigo,2016-12-19 23:45:00,a,9.238095238095237,7.291666666666667
16-17,Celta Vigo,2017-01-08 21:30:00,h,12.333333333333334,7.676470588235294
16-17,Celta Vigo,2017-01-15 19:15:00,h,4.875,12.411764705882353
16-17,Celta Vigo,2017-01-22 20:30:00,a,12.318181818181818,6.857142857142857
16-17,Celta Vigo,2017-01-28 22:45:00,a,7.304347826086956,5.161290322580645
16-17,Celta Vigo,2017-02-12 19:45:00,a,6.583333333333333,9.482758620689655
16-17,Celta Vigo,2017-02-19 17:30:00,h,5.137931034482759,11.68
16-17,Celta Vigo,2017-02-26 17:30:00,a,6.117647058823529,9.758620689655173
16-17,Celta Vigo,2017-03-01 20:30:00,h,9.258064516129032,17.88235294117647
16-17,Celta Vigo,2017-03-04 19:45:00,a,11.125,9.75
16-17,Celta Vigo,2017-03-12 17:30:00,h,12.142857142857142,19.8
16-17,Celta Vigo,2017-03-19 17:30:00,a,8.894736842105264,7.724137931034483
16-17,Celta Vigo,2017-04-03 19:45:00,h,9.972222222222221,7.92
16-17,Celta Vigo,2017-04-06 20:30:00,a,10.0,12.181818181818182
16-17,Celta Vigo,2017-04-09 15:15:00,h,6.739130434782608,8.878787878787879
16-17,Celta Vigo,2017-04-16 19:45:00,a,5.774193548387097,12.5
16-17,Celta Vigo,2017-04-23 15:15:00,h,12.318181818181818,6.621621621621622
16-17,Celta Vigo,2017-04-27 19:30:00,a,16.352941176470587,5.466666666666667
16-17,Celta Vigo,2017-04-30 19:45:00,h,9.461538461538462,13.173913043478262
16-17,Celta Vigo,2017-05-07 19:45:00,a,6.722222222222222,13.958333333333334
16-17,Celta Vigo,2017-05-14 15:00:00,a,5.758620689655173,14.826086956521738
16-17,Celta Vigo,2017-05-17 20:00:00,h,10.518518518518519,18.41176470588235
16-17,Celta Vigo,2017-05-21 15:45:00,h,10.88888888888889,11.04
16-17,Real Betis,2016-08-20 20:15:00,a,35.125,5.318181818181818
16-17,Real Betis,2016-08-26 22:45:00,h,4.666666666666667,10.136363636363637
16-17,Real Betis,2016-09-11 18:00:00,a,5.285714285714286,5.9655172413793105
16-17,Real Betis,2016-09-16 22:45:00,h,4.774193548387097,9.214285714285714
16-17,Real Betis,2016-09-21 00:00:00,a,6.171428571428572,3.9743589743589745
16-17,Real Betis,2016-09-23 22:45:00,h,4.428571428571429,6.92
16-17,Real Betis,2016-09-30 22:45:00,a,6.078947368421052,4.9
16-17,Real Betis,2016-10-15 22:45:00,h,11.586206896551724,17.38888888888889
16-17,Real Betis,2016-10-21 22:45:00,a,7.529411764705882,6.617647058823529
16-17,Real Betis,2016-10-30 21:30:00,h,6.92,13.5
16-17,Real Betis,2016-11-06 21:30:00,a,10.772727272727273,7.722222222222222
16-17,Real Betis,2016-11-18 23:45:00,h,8.340425531914894,5.5
16-17,Real Betis,2016-11-25 23:45:00,a,13.952380952380953,7.428571428571429
16-17,Real Betis,2016-12-04 15:00:00,h,10.379310344827585,8.31578947368421
16-17,Real Betis,2016-12-11 23:45:00,h,8.89655172413793,5.413793103448276
16-17,Real Betis,2016-12-16 23:45:00,a,9.708333333333334,12.421052631578947
16-17,Real Betis,2017-01-08 19:15:00,h,7.153846153846154,9.045454545454545
16-17,Real Betis,2017-01-14 21:30:00,a,6.8,7.8
16-17,Real Betis,2017-01-22 20:30:00,h,7.3,8.210526315789474
16-17,Real Betis,2017-01-29 14:00:00,h,12.24,4.608695652173913
16-17,Real Betis,2017-02-11 12:00:00,h,8.666666666666666,8.166666666666666
16-17,Real Betis,2017-02-17 19:45:00,a,7.285714285714286,8.75
16-17,Real Betis,2017-02-25 15:15:00,h,6.172413793103448,5.5
16-17,Real Betis,2017-02-28 20:30:00,a,8.64,6.24
16-17,Real Betis,2017-03-03 19:45:00,h,9.88,4.945945945945946
16-17,Real Betis,2017-03-08 17:45:00,a,6.689655172413793,5.821428571428571
16-17,Real Betis,2017-03-12 19:45:00,a,13.166666666666666,5.296296296296297
16-17,Real Betis,2017-03-18 19:45:00,h,12.263157894736842,12.826086956521738
16-17,Real Betis,2017-03-31 19:45:00,a,9.36,11.5
16-17,Real Betis,2017-04-04 20:30:00,h,7.333333333333333,9.0
16-17,Real Betis,2017-04-09 19:45:00,a,8.131578947368421,8.038461538461538
16-17,Real Betis,2017-04-16 17:30:00,h,11.090909090909092,4.555555555555555
16-17,Real Betis,2017-04-23 15:15:00,a,6.621621621621622,12.318181818181818
16-17,Real Betis,2017-04-27 20:30:00,a,9.91304347826087,10.869565217391305
16-17,Real Betis,2017-04-30 15:15:00,h,6.517241379310345,9.962962962962964
16-17,Real Betis,2017-05-08 19:45:00,a,7.5,11.208333333333334
16-17,Real Betis,2017-05-14 19:00:00,h,8.714285714285714,10.793103448275861
16-17,Real Betis,2017-05-20 16:00:00,a,11.363636363636363,8.620689655172415
16-17,Villarreal,2016-08-20 22:15:00,a,10.9,3.225806451612903
16-17,Villarreal,2016-08-29 00:15:00,h,8.305555555555555,8.2
16-17,Villarreal,2016-09-10 20:15:00,a,7.0,8.178571428571429
16-17,Villarreal,2016-09-18 20:30:00,h,14.5,6.827586206896552
16-17,Villarreal,2016-09-21 22:00:00,a,22.166666666666668,9.466666666666667
16-17,Villarreal,2016-09-25 20:30:00,h,12.625,14.625
16-17,Villarreal,2016-10-02 20:30:00,a,10.043478260869565,14.2
16-17,Villarreal,2016-10-16 22:45:00,h,14.083333333333334,12.956521739130435
16-17,Villarreal,2016-10-23 20:30:00,h,7.880952380952381,14.214285714285714
16-17,Villarreal,2016-10-30 15:00:00,a,8.173913043478262,7.121212121212121
16-17,Villarreal,2016-11-06 21:30:00,h,7.722222222222222,10.772727272727273
16-17,Villarreal,2016-11-20 23:45:00,a,10.727272727272727,8.5
16-17,Villarreal,2016-11-27 15:00:00,h,9.35,13.789473684210526
16-17,Villarreal,2016-12-03 21:30:00,a,6.178571428571429,7.806451612903226
16-17,Villarreal,2016-12-12 23:45:00,h,5.71875,8.818181818181818
16-17,Villarreal,2016-12-17 16:00:00,a,6.678571428571429,8.333333333333334
16-17,Villarreal,2017-01-08 23:45:00,h,15.19047619047619,7.681818181818182
16-17,Villarreal,2017-01-14 23:45:00,a,17.294117647058822,16.35
16-17,Villarreal,2017-01-21 22:45:00,h,9.130434782608695,11.785714285714286
16-17,Villarreal,2017-01-28 15:00:00,h,5.2727272727272725,19.894736842105264
16-17,Villarreal,2017-02-05 11:00:00,a,19.352941176470587,8.727272727272727
16-17,Villarreal,2017-02-12 11:00:00,h,5.862068965517241,9.24
16-17,Villarreal,2017-02-19 11:00:00,a,16.8125,7.714285714285714
16-17,Villarreal,2017-02-26 19:45:00,h,23.0,20.266666666666666
16-17,Villarreal,2017-03-01 18:30:00,a,7.944444444444445,10.481481481481481
16-17,Villarreal,2017-03-04 17:30:00,h,12.5,11.703703703703704
16-17,Villarreal,2017-03-12 17:30:00,a,19.8,12.142857142857142
16-17,Villarreal,2017-03-17 19:45:00,a,18.9375,9.434782608695652
16-17,Villarreal,2017-04-01 12:00:00,h,8.333333333333334,9.038461538461538
16-17,Villarreal,2017-04-04 20:30:00,a,9.0,7.333333333333333
16-17,Villarreal,2017-04-07 19:45:00,h,9.090909090909092,8.71875
16-17,Villarreal,2017-04-17 19:45:00,a,7.483870967741935,17.058823529411764
16-17,Villarreal,2017-04-22 15:15:00,h,15.090909090909092,8.909090909090908
16-17,Villarreal,2017-04-25 20:30:00,a,9.043478260869565,6.947368421052632
16-17,Villarreal,2017-04-28 19:45:00,h,8.5,14.523809523809524
16-17,Villarreal,2017-05-06 17:30:00,a,23.6875,4.975609756097561
16-17,Villarreal,2017-05-14 19:00:00,h,5.555555555555555,12.210526315789474
16-17,Villarreal,2017-05-21 15:45:00,a,9.11111111111111,10.347826086956522
16-17,Granada,2016-08-20 22:15:00,h,3.225806451612903,10.9
16-17,Granada,2016-08-28 20:15:00,a,8.75,10.136363636363637
16-17,Granada,2016-09-11 20:15:00,h,6.538461538461538,12.416666666666666
16-17,Granada,2016-09-16 22:45:00,a,9.214285714285714,4.774193548387097
16-17,Granada,2016-09-22 00:00:00,h,10.333333333333334,7.829268292682927
16-17,Granada,2016-09-26 22:45:00,a,3.6956521739130435,8.32258064516129
16-17,Granada,2016-10-01 15:00:00,h,11.368421052631579,3.8214285714285716
16-17,Granada,2016-10-15 20:30:00,a,15.478260869565217,10.368421052631579
16-17,Granada,2016-10-22 22:45:00,h,12.473684210526315,10.666666666666666
16-17,Granada,2016-10-29 22:45:00,a,25.785714285714285,4.896551724137931
16-17,Granada,2016-11-05 16:00:00,h,6.625,11.631578947368421
16-17,Granada,2016-11-20 19:15:00,a,15.772727272727273,3.9302325581395348
16-17,Granada,2016-11-27 21:30:00,a,15.090909090909092,12.625
16-17,Granada,2016-12-03 16:00:00,h,13.782608695652174,7.24
16-17,Granada,2016-12-09 23:45:00,a,8.346153846153847,10.304347826086957
16-17,Granada,2016-12-17 21:30:00,h,16.80952380952381,5.777777777777778
16-17,Granada,2017-01-07 16:00:00,a,35.72727272727273,7.484848484848484
16-17,Granada,2017-01-15 21:30:00,h,4.956521739130435,5.6
16-17,Granada,2017-01-21 15:00:00,a,8.212121212121213,5.2926829268292686
16-17,Granada,2017-01-28 15:00:00,a,19.894736842105264,5.2727272727272725
16-17,Granada,2017-02-06 22:45:00,h,7.155555555555556,4.571428571428571
16-17,Granada,2017-02-13 19:45:00,a,8.772727272727273,5.344827586206897
16-17,Granada,2017-02-17 19:45:00,h,8.75,7.285714285714286
16-17,Granada,2017-02-26 17:30:00,a,7.357142857142857,10.333333333333334
16-17,Granada,2017-03-01 20:30:00,h,4.386363636363637,6.090909090909091
16-17,Granada,2017-03-04 12:00:00,a,7.258064516129032,4.0
16-17,Granada,2017-03-11 19:45:00,h,7.0,5.193548387096774
16-17,Granada,2017-03-19 17:30:00,a,7.304347826086956,8.6
16-17,Granada,2017-04-02 19:45:00,h,12.461538461538462,5.48
16-17,Granada,2017-04-05 19:30:00,a,12.928571428571429,6.115384615384615
16-17,Granada,2017-04-09 11:00:00,h,12.285714285714286,14.523809523809524
16-17,Granada,2017-04-16 19:45:00,h,12.5,5.774193548387097
16-17,Granada,2017-04-21 20:00:00,a,30.083333333333332,5.7894736842105265
16-17,Granada,2017-04-25 19:30:00,h,12.4,10.0
16-17,Granada,2017-04-29 12:00:00,a,10.869565217391305,9.037037037037036
16-17,Granada,2017-05-06 19:45:00,h,16.916666666666668,16.05263157894737
16-17,Granada,2017-05-13 17:30:00,a,10.0,11.545454545454545
16-17,Granada,2017-05-19 19:45:00,h,15.956521739130435,18.714285714285715
16-17,Eibar,2016-08-20 00:00:00,a,6.6875,16.083333333333332
16-17,Eibar,2016-08-27 20:15:00,h,7.9,5.409090909090909
16-17,Eibar,2016-09-11 20:15:00,a,12.416666666666666,6.538461538461538
16-17,Eibar,2016-09-17 20:30:00,h,6.6571428571428575,8.2
16-17,Eibar,2016-09-20 22:00:00,a,6.642857142857143,7.625
16-17,Eibar,2016-09-24 15:00:00,h,4.5,6.608695652173913
16-17,Eibar,2016-10-02 18:15:00,a,8.36111111111111,6.714285714285714
16-17,Eibar,2016-10-17 22:45:00,h,3.9583333333333335,11.136363636363637
16-17,Eibar,2016-10-22 15:00:00,a,7.793103448275862,7.541666666666667
16-17,Eibar,2016-10-30 15:00:00,h,7.121212121212121,8.173913043478262
16-17,Eibar,2016-11-05 23:45:00,a,8.833333333333334,7.388888888888889
16-17,Eibar,2016-11-19 21:30:00,h,11.88,6.833333333333333
16-17,Eibar,2016-11-25 23:45:00,h,7.428571428571429,13.952380952380953
16-17,Eibar,2016-12-04 19:15:00,a,5.371428571428571,10.545454545454545
16-17,Eibar,2016-12-11 15:00:00,h,6.6,17.642857142857142
16-17,Eibar,2016-12-18 19:15:00,a,3.911764705882353,16.933333333333334
16-17,Eibar,2017-01-07 19:15:00,h,4.564102564102564,12.736842105263158
16-17,Eibar,2017-01-15 21:30:00,a,6.566666666666666,6.5
16-17,Eibar,2017-01-22 22:45:00,h,8.560975609756097,14.0
16-17,Eibar,2017-01-28 20:30:00,h,10.222222222222221,5.368421052631579
16-17,Eibar,2017-02-04 19:45:00,a,6.6,10.75
16-17,Eibar,2017-02-13 19:45:00,h,5.344827586206897,8.772727272727273
16-17,Eibar,2017-02-18 19:45:00,a,6.8108108108108105,7.55
16-17,Eibar,2017-02-25 19:45:00,h,7.380952380952381,10.217391304347826
16-17,Eibar,2017-02-28 18:30:00,a,9.777777777777779,9.5
16-17,Eibar,2017-03-04 15:15:00,h,13.38888888888889,8.15
16-17,Eibar,2017-03-13 19:45:00,a,4.0,7.28
16-17,Eibar,2017-03-18 12:00:00,h,4.451612903225806,15.0
16-17,Eibar,2017-04-01 12:00:00,a,9.038461538461538,8.333333333333334
16-17,Eibar,2017-04-06 18:30:00,h,7.0,10.0
16-17,Eibar,2017-04-09 15:15:00,a,8.878787878787879,6.739130434782608
16-17,Eibar,2017-04-16 17:30:00,a,4.555555555555555,11.090909090909092
16-17,Eibar,2017-04-24 19:45:00,h,7.035714285714286,7.944444444444445
16-17,Eibar,2017-04-27 18:30:00,a,17.05,8.125
16-17,Eibar,2017-04-30 17:30:00,h,12.631578947368421,9.0
16-17,Eibar,2017-05-06 15:15:00,a,9.241379310344827,10.666666666666666
16-17,Eibar,2017-05-14 19:00:00,h,5.346153846153846,8.64
16-17,Eibar,2017-05-21 19:00:00,a,12.703703703703704,5.714285714285714
16-17,Osasuna,2016-08-19 22:45:00,a,3.933333333333333,5.172413793103448
16-17,Osasuna,2016-08-27 20:15:00,h,6.387096774193548,5.739130434782608
16-17,Osasuna,2016-09-10 18:00:00,a,10.35483870967742,8.6875
16-17,Osasuna,2016-09-18 14:00:00,h,6.589743589743589,3.875
16-17,Osasuna,2016-09-22 22:00:00,h,7.038461538461538,8.722222222222221
16-17,Osasuna,2016-09-25 20:30:00,a,14.625,12.625
16-17,Osasuna,2016-10-01 20:30:00,h,11.923076923076923,2.4411764705882355
16-17,Osasuna,2016-10-17 22:45:00,a,11.136363636363637,3.9583333333333335
16-17,Osasuna,2016-10-21 22:45:00,h,6.617647058823529,7.529411764705882
16-17,Osasuna,2016-10-30 19:15:00,a,16.055555555555557,3.32
16-17,Osasuna,2016-11-05 21:30:00,h,9.0,5.625
16-17,Osasuna,2016-11-21 23:45:00,a,6.611111111111111,6.483870967741935
16-17,Osasuna,2016-11-27 19:15:00,h,12.846153846153847,10.842105263157896
16-17,Osasuna,2016-12-04 21:30:00,a,7.483870967741935,8.043478260869565
16-17,Osasuna,2016-12-10 16:00:00,h,18.14814814814815,5.25
16-17,Osasuna,2016-12-18 21:30:00,a,13.96551724137931,8.2
16-17,Osasuna,2017-01-09 23:45:00,h,5.0,8.136363636363637
16-17,Osasuna,2017-01-15 21:30:00,a,5.6,4.956521739130435
16-17,Osasuna,2017-01-22 14:00:00,h,7.53125,9.3
16-17,Osasuna,2017-01-27 22:45:00,h,9.476190476190476,5.95
16-17,Osasuna,2017-02-05 17:30:00,a,7.193548387096774,5.518518518518518
16-17,Osasuna,2017-02-11 19:45:00,h,18.363636363636363,5.88
16-17,Osasuna,2017-02-19 17:30:00,a,11.68,5.137931034482759
16-17,Osasuna,2017-02-26 11:00:00,a,16.347826086956523,4.714285714285714
16-17,Osasuna,2017-03-01 18:30:00,h,10.481481481481481,7.944444444444445
16-17,Osasuna,2017-03-05 17:30:00,a,12.428571428571429,9.923076923076923
16-17,Osasuna,2017-03-13 19:45:00,h,7.28,4.0
16-17,Osasuna,2017-03-18 19:45:00,a,12.826086956521738,12.263157894736842
16-17,Osasuna,2017-04-01 15:15:00,h,7.961538461538462,6.527777777777778
16-17,Osasuna,2017-04-05 19:30:00,a,12.774193548387096,4.305555555555555
16-17,Osasuna,2017-04-09 17:30:00,h,6.214285714285714,6.0
16-17,Osasuna,2017-04-15 17:30:00,a,11.0,12.045454545454545
16-17,Osasuna,2017-04-22 17:30:00,h,8.296296296296296,7.238095238095238
16-17,Osasuna,2017-04-26 18:30:00,a,32.6,6.428571428571429
16-17,Osasuna,2017-04-30 11:00:00,h,11.526315789473685,6.615384615384615
16-17,Osasuna,2017-05-07 15:15:00,a,23.666666666666668,6.482758620689655
16-17,Osasuna,2017-05-13 17:30:00,h,11.545454545454545,10.0
16-17,Osasuna,2017-05-20 20:00:00,a,23.428571428571427,5.466666666666667
16-17,Alaves,2016-08-22 00:15:00,a,15.357142857142858,5.419354838709677
16-17,Alaves,2016-08-28 20:15:00,h,20.384615384615383,10.285714285714286
16-17,Alaves,2016-09-10 22:30:00,a,51.6,4.541666666666667
16-17,Alaves,2016-09-19 22:45:00,h,11.521739130434783,13.875
16-17,Alaves,2016-09-23 00:00:00,a,8.206896551724139,6.840909090909091
16-17,Alaves,2016-09-26 22:45:00,h,8.32258064516129,3.6956521739130435
16-17,Alaves,2016-10-01 18:15:00,a,12.636363636363637,3.68
16-17,Alaves,2016-10-16 14:00:00,h,5.82051282051282,6.393939393939394
16-17,Alaves,2016-10-22 20:30:00,a,10.846153846153847,4.725
