Season,Team,Date,h_a,PPDA,OPPDA,Referee
15-16,Malaga,2015-08-21 22:30:00,h,4.709677419354839,8.95,Alfonso Álvarez
15-16,Malaga,2015-08-29 22:30:00,a,9.448275862068966,5.0,Santiago Jaime
15-16,Malaga,2015-09-13 22:30:00,h,4.774193548387097,6.419354838709677,Alberto Undiano
15-16,Malaga,2015-09-18 22:30:00,a,5.416666666666667,9.68,José Sánchez
15-16,Malaga,2015-09-24 00:00:00,h,4.282051282051282,7.8,Ricardo de Burgos
15-16,Malaga,2015-09-26 20:15:00,a,24.363636363636363,7.047619047619048,José González
15-16,Malaga,2015-10-04 00:05:00,h,9.633333333333333,6.25,Carlos del Cerro
15-16,Malaga,2015-10-18 00:00:00,a,5.333333333333333,8.727272727272727,Alejandro Hernández
15-16,Malaga,2015-10-25 00:05:00,h,7.5625,8.178571428571429,Carlos Velasco
15-16,Malaga,2015-11-01 21:15:00,a,5.84,13.428571428571429,Antonio Matéu Lahoz
15-16,Malaga,2015-11-08 01:05:00,h,3.75,9.095238095238097,Eduardo Prieto
15-16,Malaga,2015-11-21 23:30:00,a,4.71875,7.44,Juan Martínez
15-16,Malaga,2015-11-28 23:30:00,h,8.652173913043478,3.851851851851852,Daniel Ask
15-16,Malaga,2015-12-06 23:30:00,a,4.514285714285714,8.037037037037036,Alfonso Álvarez
15-16,Malaga,2015-12-13 15:00:00,a,5.5,6.444444444444445,Carlos Clos Gómez
15-16,Malaga,2015-12-20 23:30:00,h,5.354838709677419,7.484848484848484,Antonio Matéu Lahoz
15-16,Malaga,2015-12-30 19:00:00,a,4.965517241379311,6.206896551724138,Jesús Gil
15-16,Malaga,2016-01-03 01:05:00,h,6.878787878787879,7.125,Iñaki Bikandi
15-16,Malaga,2016-01-10 21:15:00,a,11.821428571428571,6.366666666666666,Ignacio Iglesias
15-16,Malaga,2016-01-16 19:00:00,a,6.146341463414634,5.241379310344827,Daniel Ask
15-16,Malaga,2016-01-23 19:00:00,h,9.6,4.392857142857143,Carlos Clos Gómez
15-16,Malaga,2016-01-30 21:15:00,a,8.181818181818182,3.230769230769231,Antonio Matéu Lahoz
15-16,Malaga,2016-02-05 23:30:00,h,9.064516129032258,6.571428571428571,Juan Martínez
15-16,Malaga,2016-02-13 21:15:00,a,8.413793103448276,9.12,Iñaki Bikandi
15-16,Malaga,2016-02-21 19:00:00,h,9.387096774193548,6.043478260869565,Ignacio Iglesias
15-16,Malaga,2016-02-28 01:05:00,a,9.047619047619047,5.592592592592593,Alberto Undiano
15-16,Malaga,2016-03-02 23:00:00,h,5.05,6.16,José González
15-16,Malaga,2016-03-06 01:05:00,a,11.65,9.80952380952381,Carlos Velasco
15-16,Malaga,2016-03-11 23:30:00,h,6.916666666666667,7.74074074074074,Ricardo de Burgos
15-16,Malaga,2016-03-20 01:05:00,a,10.473684210526317,5.823529411764706,Carlos Clos Gómez
15-16,Malaga,2016-04-03 18:00:00,h,4.387096774193548,12.409090909090908,Juan Martínez
15-16,Malaga,2016-04-08 22:30:00,a,8.576923076923077,8.12,Daniel Ask
15-16,Malaga,2016-04-17 14:00:00,h,9.761904761904765,4.717948717948718,José Sánchez
15-16,Malaga,2016-04-20 22:45:00,h,5.777777777777778,8.217391304347826,Alberto Undiano
15-16,Malaga,2016-04-23 20:15:00,a,6.916666666666667,6.184210526315789,Antonio Matéu Lahoz
15-16,Malaga,2016-05-02 22:30:00,h,7.5,8.407407407407407,Iñaki Bikandi
15-16,Malaga,2016-05-08 19:00:00,a,12.076923076923077,7.538461538461538,Carlos del Cerro
15-16,Malaga,2016-05-15 14:00:00,h,11.096774193548388,7.095238095238095,Ricardo de Burgos
15-16,Sevilla,2015-08-21 22:30:00,a,8.95,4.709677419354839,Alfonso Álvarez
15-16,Sevilla,2015-08-30 22:30:00,h,6.7,10.6,Carlos Clos Gómez
15-16,Sevilla,2015-09-11 22:30:00,a,15.153846153846152,8.95,Ignacio Iglesias
15-16,Sevilla,2015-09-20 14:00:00,h,9.2,5.470588235294118,Santiago Jaime
15-16,Sevilla,2015-09-24 00:00:00,a,3.641025641025641,10.818181818181818,Carlos del Cerro
15-16,Sevilla,2015-09-26 22:30:00,h,8.538461538461538,5.628571428571429,Alejandro Hernández
15-16,Sevilla,2015-10-03 18:00:00,h,9.333333333333334,5.666666666666667,Jesús Gil
15-16,Sevilla,2015-10-17 20:15:00,a,5.392857142857143,8.73076923076923,Juan Martínez
15-16,Sevilla,2015-10-24 22:30:00,h,8.041666666666666,13.5,Iñaki Bikandi
15-16,Sevilla,2015-10-31 21:15:00,a,7.88,6.67741935483871,José Sánchez
15-16,Sevilla,2015-11-08 23:30:00,h,14.55,13.523809523809524,José González
15-16,Sevilla,2015-11-21 19:00:00,a,7.451612903225806,8.38888888888889,Antonio Matéu Lahoz
15-16,Sevilla,2015-11-29 23:30:00,h,4.487804878048781,11.142857142857142,Carlos Velasco
15-16,Sevilla,2015-12-06 01:00:00,a,5.655172413793103,11.238095238095235,Ricardo de Burgos
15-16,Sevilla,2015-12-12 23:30:00,h,3.870967741935484,22.5,Carlos del Cerro
15-16,Sevilla,2015-12-19 23:30:00,a,3.807692307692308,6.066666666666666,Carlos Clos Gómez
15-16,Sevilla,2015-12-30 21:15:00,h,9.678571428571429,7.857142857142857,Ignacio Iglesias
15-16,Sevilla,2016-01-03 19:00:00,a,6.833333333333333,8.0,Alberto Undiano
15-16,Sevilla,2016-01-09 21:15:00,h,11.25,8.366666666666667,Eduardo Prieto
15-16,Sevilla,2016-01-16 19:00:00,h,5.241379310344827,6.146341463414634,Daniel Ask
15-16,Sevilla,2016-01-24 19:00:00,a,10.818181818181818,4.16,Ignacio Iglesias
15-16,Sevilla,2016-01-31 15:00:00,h,11.272727272727272,13.0,Alfonso Álvarez
15-16,Sevilla,2016-02-07 21:15:00,a,14.91304347826087,3.4615384615384617,Carlos Velasco
15-16,Sevilla,2016-02-14 19:00:00,h,6.2,10.217391304347826,Eduardo Prieto
15-16,Sevilla,2016-02-21 15:00:00,a,6.17948717948718,4.181818181818182,Daniel Ask
15-16,Sevilla,2016-02-28 23:30:00,a,12.423076923076923,4.2727272727272725,Santiago Jaime
15-16,Sevilla,2016-03-02 23:00:00,h,10.571428571428571,7.545454545454546,Juan Martínez
15-16,Sevilla,2016-03-05 23:30:00,a,6.310344827586207,9.65,Eduardo Prieto
15-16,Sevilla,2016-03-13 19:00:00,h,8.045454545454545,14.27777777777778,Carlos Velasco
15-16,Sevilla,2016-03-20 23:30:00,a,21.23076923076923,6.916666666666667,Daniel Ask
15-16,Sevilla,2016-04-03 22:30:00,h,4.206896551724138,10.0,Carlos Clos Gómez
15-16,Sevilla,2016-04-10 18:00:00,a,6.076923076923077,6.866666666666666,Iñaki Bikandi
15-16,Sevilla,2016-04-17 18:00:00,h,10.2,12.72,Santiago Jaime
15-16,Sevilla,2016-04-20 22:45:00,a,8.173913043478262,10.22222222222222,José González
15-16,Sevilla,2016-04-24 18:00:00,h,4.3,11.736842105263158,Carlos Velasco
15-16,Sevilla,2016-05-01 18:00:00,a,5.3478260869565215,5.590909090909091,Juan Martínez
15-16,Sevilla,2016-05-08 19:00:00,h,5.703703703703703,14.045454545454543,Alberto Undiano
15-16,Sevilla,2016-05-14 21:30:00,a,19.1875,7.545454545454546,Alfonso Álvarez
15-16,Deportivo La Coruna,2015-08-22 20:30:00,h,7.882352941176471,13.55,Antonio Matéu Lahoz
15-16,Deportivo La Coruna,2015-08-30 22:30:00,a,8.142857142857142,7.913043478260869,José González
15-16,Deportivo La Coruna,2015-09-14 22:30:00,a,11.451612903225806,8.866666666666667,Ricardo de Burgos
15-16,Deportivo La Coruna,2015-09-20 18:00:00,h,5.4,9.28,Eduardo Prieto
15-16,Deportivo La Coruna,2015-09-25 00:05:00,a,9.6875,5.68,Jesús Gil
15-16,Deportivo La Coruna,2015-09-27 18:00:00,h,14.210526315789474,14.0,José Sánchez
15-16,Deportivo La Coruna,2015-10-03 20:15:00,a,5.96969696969697,6.047619047619048,Iñaki Bikandi
15-16,Deportivo La Coruna,2015-10-18 22:30:00,h,6.814814814814815,7.138888888888889,Santiago Jaime
15-16,Deportivo La Coruna,2015-10-25 00:05:00,a,8.178571428571429,7.5625,Carlos Velasco
15-16,Deportivo La Coruna,2015-10-30 23:30:00,h,15.64,9.958333333333334,Pedro Pérez
15-16,Deportivo La Coruna,2015-11-07 21:15:00,a,14.266666666666667,7.375,Carlos del Cerro
15-16,Deportivo La Coruna,2015-11-22 01:05:00,h,7.078947368421052,5.25925925925926,Alfonso Álvarez
15-16,Deportivo La Coruna,2015-11-29 01:00:00,a,13.84,5.708333333333333,Carlos Clos Gómez
15-16,Deportivo La Coruna,2015-12-06 01:00:00,h,11.238095238095235,5.655172413793103,Ricardo de Burgos
15-16,Deportivo La Coruna,2015-12-12 19:00:00,a,12.272727272727272,5.375,José Sánchez
15-16,Deportivo La Coruna,2015-12-20 01:05:00,h,13.0,5.28125,Daniel Ask
15-16,Deportivo La Coruna,2015-12-30 23:30:00,a,7.0,8.0,Alberto Undiano
15-16,Deportivo La Coruna,2016-01-03 21:15:00,h,6.54054054054054,13.578947368421051,David Fernández
15-16,Deportivo La Coruna,2016-01-09 23:30:00,a,13.916666666666666,8.612903225806452,Pedro Pérez
15-16,Deportivo La Coruna,2016-01-17 01:05:00,a,23.727272727272727,7.04,Juan Martínez
15-16,Deportivo La Coruna,2016-01-24 21:15:00,h,8.4,9.833333333333334,Mario Melero
15-16,Deportivo La Coruna,2016-02-01 23:30:00,h,6.344827586206897,6.583333333333333,Iñaki Bikandi
15-16,Deportivo La Coruna,2016-02-07 01:05:00,a,4.935483870967742,9.125,Alejandro Hernández
15-16,Deportivo La Coruna,2016-02-14 01:05:00,h,5.78125,7.904761904761905,Alberto Undiano
15-16,Deportivo La Coruna,2016-02-20 21:15:00,a,7.647058823529412,8.709677419354838,Ricardo de Burgos
15-16,Deportivo La Coruna,2016-02-28 21:15:00,h,5.0,13.36842105263158,Juan Martínez
15-16,Deportivo La Coruna,2016-03-02 23:00:00,a,13.291666666666666,12.68421052631579,Antonio Matéu Lahoz
15-16,Deportivo La Coruna,2016-03-06 01:05:00,h,9.80952380952381,11.65,Carlos Velasco
15-16,Deportivo La Coruna,2016-03-12 23:30:00,a,15.461538461538462,12.863636363636363,Mario Melero
15-16,Deportivo La Coruna,2016-03-19 23:30:00,h,13.375,10.27777777777778,Iñaki Bikandi
15-16,Deportivo La Coruna,2016-04-03 00:05:00,a,12.826086956521738,4.6923076923076925,David Fernández
15-16,Deportivo La Coruna,2016-04-11 22:30:00,h,12.193548387096774,11.375,Alfonso Álvarez
15-16,Deportivo La Coruna,2016-04-17 18:00:00,a,12.72,10.2,Santiago Jaime
15-16,Deportivo La Coruna,2016-04-20 22:00:00,h,19.857142857142858,8.842105263157896,Ricardo de Burgos
15-16,Deportivo La Coruna,2016-04-24 00:05:00,a,9.72222222222222,7.576923076923077,Eduardo Prieto
15-16,Deportivo La Coruna,2016-05-01 20:15:00,h,6.866666666666666,6.708333333333333,Carlos Clos Gómez
15-16,Deportivo La Coruna,2016-05-08 19:00:00,a,28.83333333333333,8.142857142857142,Daniel Ask
15-16,Deportivo La Coruna,2016-05-14 19:00:00,h,21.0,9.666666666666666,Antonio Matéu Lahoz
15-16,Real Sociedad,2015-08-22 20:30:00,a,13.55,7.882352941176471,Antonio Matéu Lahoz
15-16,Real Sociedad,2015-08-29 20:30:00,h,6.8,23.181818181818183,José Sánchez
15-16,Real Sociedad,2015-09-13 00:00:00,a,5.541666666666667,7.884615384615385,Alfonso Álvarez
15-16,Real Sociedad,2015-09-20 00:00:00,h,9.541666666666666,8.6,Pedro Pérez
15-16,Real Sociedad,2015-09-23 00:00:00,a,7.291666666666667,5.5625,Daniel Ask
15-16,Real Sociedad,2015-09-27 22:30:00,h,6.533333333333333,4.794117647058823,Carlos Velasco
15-16,Real Sociedad,2015-10-04 00:05:00,a,6.25,9.633333333333333,Carlos del Cerro
15-16,Real Sociedad,2015-10-18 18:00:00,h,6.857142857142857,10.541666666666666,Ignacio Iglesias
15-16,Real Sociedad,2015-10-25 15:00:00,a,5.375,3.827586206896552,Alberto Undiano
15-16,Real Sociedad,2015-11-01 01:05:00,h,10.583333333333334,4.592592592592593,David Fernández
15-16,Real Sociedad,2015-11-06 23:30:00,a,6.135135135135135,9.545454545454543,Carlos Velasco
15-16,Real Sociedad,2015-11-21 19:00:00,h,8.38888888888889,7.451612903225806,Antonio Matéu Lahoz
15-16,Real Sociedad,2015-11-28 19:00:00,a,11.964285714285714,15.933333333333334,Ignacio Iglesias
15-16,Real Sociedad,2015-12-06 15:00:00,h,6.473684210526316,10.333333333333334,Mario Melero
15-16,Real Sociedad,2015-12-11 23:30:00,a,6.08,10.285714285714286,Pedro Pérez
15-16,Real Sociedad,2015-12-20 21:15:00,h,14.333333333333334,10.774193548387096,Carlos del Cerro
15-16,Real Sociedad,2015-12-30 19:00:00,a,14.5,15.235294117647058,José González
15-16,Real Sociedad,2016-01-03 15:00:00,a,4.296296296296297,7.428571428571429,Antonio Matéu Lahoz
15-16,Real Sociedad,2016-01-10 19:00:00,h,6.0,12.647058823529411,Alejandro Hernández
15-16,Real Sociedad,2016-01-17 01:05:00,h,7.04,23.727272727272727,Juan Martínez
15-16,Real Sociedad,2016-01-22 23:30:00,a,4.555555555555555,11.2,David Fernández
15-16,Real Sociedad,2016-01-31 01:05:00,h,7.527777777777778,22.7,Eduardo Prieto
15-16,Real Sociedad,2016-02-08 23:30:00,a,9.28125,4.142857142857143,Santiago Jaime
15-16,Real Sociedad,2016-02-14 15:00:00,h,5.96969696969697,4.628571428571429,José González
15-16,Real Sociedad,2016-02-21 21:15:00,a,8.56,3.0,José Sánchez
15-16,Real Sociedad,2016-02-28 01:05:00,h,5.592592592592593,9.047619047619047,Alberto Undiano
15-16,Real Sociedad,2016-03-02 00:00:00,a,12.16,9.966666666666669,Alejandro Hernández
15-16,Real Sociedad,2016-03-06 21:15:00,h,5.472222222222222,8.56,Pedro Pérez
15-16,Real Sociedad,2016-03-12 21:15:00,a,6.689655172413793,9.22222222222222,Juan Martínez
15-16,Real Sociedad,2016-03-19 21:15:00,h,5.866666666666666,12.136363636363637,Antonio Matéu Lahoz
15-16,Real Sociedad,2016-04-03 22:30:00,a,10.0,4.206896551724138,Carlos Clos Gómez
15-16,Real Sociedad,2016-04-09 22:30:00,h,14.736842105263158,2.878787878787879,Ignacio Iglesias
15-16,Real Sociedad,2016-04-16 22:30:00,a,4.823529411764706,5.75,Mario Melero
15-16,Real Sociedad,2016-04-21 22:30:00,h,5.277777777777778,7.485714285714286,José Sánchez
15-16,Real Sociedad,2016-04-24 22:30:00,a,8.571428571428571,9.575757575757576,David Fernández
15-16,Real Sociedad,2016-04-30 18:00:00,h,9.32258064516129,6.709677419354839,Alberto Undiano
15-16,Real Sociedad,2016-05-08 19:00:00,h,16.705882352941178,5.407407407407407,Santiago Jaime
15-16,Real Sociedad,2016-05-13 22:30:00,a,5.333333333333333,5.722222222222222,Carlos Velasco
15-16,Espanyol,2015-08-22 20:30:00,h,10.428571428571429,4.379310344827586,Jesús Gil
15-16,Espanyol,2015-08-28 22:30:00,a,12.761904761904765,6.1875,Carlos Velasco
15-16,Espanyol,2015-09-12 18:00:00,h,8.787878787878787,13.842105263157896,Iñaki Bikandi
15-16,Espanyol,2015-09-20 00:00:00,a,8.6,9.541666666666666,Pedro Pérez
15-16,Espanyol,2015-09-22 22:00:00,h,7.34375,5.620689655172414,Ignacio Iglesias
15-16,Espanyol,2015-09-27 18:00:00,a,14.0,14.210526315789474,José Sánchez
15-16,Espanyol,2015-10-03 22:30:00,h,7.305555555555555,7.757575757575758,Carlos Clos Gómez
15-16,Espanyol,2015-10-18 00:05:00,a,6.588235294117647,4.0,Ricardo de Burgos
15-16,Espanyol,2015-10-23 22:30:00,a,18.166666666666668,4.545454545454546,Eduardo Prieto
15-16,Espanyol,2015-11-01 19:00:00,h,4.290322580645161,4.2,Alejandro Hernández
15-16,Espanyol,2015-11-08 15:00:00,a,4.444444444444445,4.75,Alberto Undiano
15-16,Espanyol,2015-11-21 23:30:00,h,7.44,4.71875,Juan Martínez
15-16,Espanyol,2015-11-28 21:15:00,a,6.451612903225806,7.484848484848484,Iñaki Bikandi
15-16,Espanyol,2015-12-07 23:30:00,h,5.285714285714286,9.11111111111111,Carlos Velasco
15-16,Espanyol,2015-12-12 21:15:00,a,5.666666666666667,8.478260869565217,David Fernández
15-16,Espanyol,2015-12-19 21:15:00,h,5.319148936170213,7.516129032258065,Mario Melero
15-16,Espanyol,2015-12-30 21:15:00,a,7.857142857142857,9.678571428571429,Ignacio Iglesias
15-16,Espanyol,2016-01-02 19:00:00,h,6.595744680851064,2.5454545454545454,José González
15-16,Espanyol,2016-01-10 21:15:00,a,5.714285714285714,7.074074074074074,Santiago Jaime
15-16,Espanyol,2016-01-17 21:15:00,a,5.451612903225806,22.8125,Carlos Clos Gómez
15-16,Espanyol,2016-01-23 21:15:00,h,11.076923076923077,9.076923076923077,Pedro Pérez
15-16,Espanyol,2016-01-31 23:30:00,a,15.26086956521739,5.533333333333333,Alejandro Hernández
15-16,Espanyol,2016-02-08 23:30:00,h,4.142857142857143,9.28125,Santiago Jaime
15-16,Espanyol,2016-02-13 23:30:00,a,6.428571428571429,5.476190476190476,Carlos del Cerro
15-16,Espanyol,2016-02-20 21:15:00,h,8.709677419354838,7.647058823529412,Ricardo de Burgos
15-16,Espanyol,2016-02-27 21:15:00,a,5.842105263157895,6.5,Carlos Velasco
15-16,Espanyol,2016-03-03 23:30:00,h,4.764705882352941,10.444444444444445,José Sánchez
15-16,Espanyol,2016-03-07 23:30:00,h,13.26923076923077,3.8846153846153846,David Fernández
15-16,Espanyol,2016-03-14 23:30:00,a,5.133333333333334,11.058823529411764,José González
15-16,Espanyol,2016-03-20 15:00:00,h,12.434782608695652,6.269230769230769,Eduardo Prieto
15-16,Espanyol,2016-04-03 18:00:00,a,12.409090909090908,4.387096774193548,Juan Martínez
15-16,Espanyol,2016-04-09 20:15:00,h,6.166666666666667,10.521739130434783,Ricardo de Burgos
15-16,Espanyol,2016-04-15 22:30:00,a,7.88,9.72222222222222,Alejandro Hernández
15-16,Espanyol,2016-04-19 22:00:00,h,9.473684210526317,4.888888888888889,Eduardo Prieto
15-16,Espanyol,2016-04-22 23:00:00,a,12.576923076923077,5.9375,Mario Melero
15-16,Espanyol,2016-05-01 18:00:00,h,5.590909090909091,5.3478260869565215,Juan Martínez
15-16,Espanyol,2016-05-08 19:00:00,a,14.5,4.051282051282051,Jesús Gil
15-16,Espanyol,2016-05-15 21:00:00,h,9.0,6.84375,Mario Melero
15-16,Getafe,2015-08-22 20:30:00,a,4.379310344827586,10.428571428571429,Jesús Gil
15-16,Getafe,2015-08-31 00:30:00,h,5.318181818181818,7.576923076923077,Eduardo Prieto
15-16,Getafe,2015-09-13 18:00:00,a,6.757575757575758,7.222222222222222,Pedro Pérez
15-16,Getafe,2015-09-18 22:30:00,h,9.68,5.416666666666667,José Sánchez
15-16,Getafe,2015-09-22 22:00:00,a,10.041666666666666,6.777777777777778,Alfonso Álvarez
15-16,Getafe,2015-09-27 20:15:00,h,6.6,19.692307692307693,Santiago Jaime
15-16,Getafe,2015-10-02 22:30:00,a,11.321428571428571,3.257142857142857,Eduardo Prieto
15-16,Getafe,2015-10-18 20:15:00,h,9.694444444444445,7.482758620689655,David Fernández
15-16,Getafe,2015-10-24 22:30:00,a,13.5,8.041666666666666,Iñaki Bikandi
15-16,Getafe,2015-10-31 23:30:00,h,22.88235294117647,5.25,Juan Martínez
15-16,Getafe,2015-11-07 23:30:00,a,5.518518518518518,8.3,Ignacio Iglesias
15-16,Getafe,2015-11-23 23:30:00,h,8.931034482758621,3.9642857142857135,Ricardo de Burgos
15-16,Getafe,2015-11-29 15:00:00,h,11.476190476190476,4.242424242424242,José González
15-16,Getafe,2015-12-05 19:00:00,a,20.473684210526315,10.041666666666666,Antonio Matéu Lahoz
15-16,Getafe,2015-12-11 23:30:00,h,10.285714285714286,6.08,Pedro Pérez
15-16,Getafe,2015-12-19 19:00:00,a,9.806451612903226,6.148148148148148,David Fernández
15-16,Getafe,2015-12-30 23:30:00,h,8.0,7.0,Alberto Undiano
15-16,Getafe,2016-01-04 23:30:00,a,5.1,7.583333333333333,Daniel Ask
15-16,Getafe,2016-01-09 21:15:00,h,5.931034482758621,5.176470588235294,Alfonso Álvarez
15-16,Getafe,2016-01-17 21:15:00,h,22.8125,5.451612903225806,Carlos Clos Gómez
15-16,Getafe,2016-01-23 23:30:00,a,8.416666666666666,6.485714285714286,Ricardo de Burgos
15-16,Getafe,2016-01-30 21:15:00,h,6.590909090909091,5.738095238095238,Daniel Ask
15-16,Getafe,2016-02-05 23:30:00,a,6.571428571428571,9.064516129032258,Juan Martínez
15-16,Getafe,2016-02-14 21:15:00,h,10.782608695652174,12.172413793103448,Antonio Matéu Lahoz
15-16,Getafe,2016-02-19 23:30:00,a,5.7407407407407405,8.173913043478262,José González
15-16,Getafe,2016-02-27 21:15:00,h,7.208333333333333,7.52,David Fernández
15-16,Getafe,2016-03-02 01:00:00,a,11.642857142857142,6.709677419354839,Mario Melero
15-16,Getafe,2016-03-05 23:30:00,h,9.65,6.310344827586207,Eduardo Prieto
15-16,Getafe,2016-03-12 19:00:00,a,20.1,5.517241379310345,Pedro Pérez
15-16,Getafe,2016-03-18 23:30:00,h,8.76,4.53125,Ignacio Iglesias
15-16,Getafe,2016-04-01 22:30:00,a,6.851851851851852,5.538461538461538,Santiago Jaime
15-16,Getafe,2016-04-10 20:15:00,a,7.678571428571429,6.689655172413793,Alberto Undiano
15-16,Getafe,2016-04-16 18:00:00,h,13.56,7.909090909090909,José González
15-16,Getafe,2016-04-21 22:30:00,a,7.485714285714286,5.277777777777778,José Sánchez
15-16,Getafe,2016-04-24 20:15:00,h,13.458333333333334,8.130434782608695,Ricardo de Burgos
15-16,Getafe,2016-05-01 20:15:00,a,6.708333333333333,6.866666666666666,Carlos Clos Gómez
15-16,Getafe,2016-05-08 19:00:00,h,6.0,8.95,Alfonso Álvarez
15-16,Getafe,2016-05-15 21:30:00,a,9.21875,8.047619047619047,Jesús Gil
15-16,Atletico Madrid,2015-08-22 22:30:00,h,7.666666666666667,11.76,Eduardo Prieto
15-16,Atletico Madrid,2015-08-30 22:30:00,a,10.6,6.7,Carlos Clos Gómez
15-16,Atletico Madrid,2015-09-12 22:30:00,h,13.5,10.125,Antonio Matéu Lahoz
15-16,Atletico Madrid,2015-09-19 22:30:00,a,7.566666666666666,10.911764705882351,Alejandro Hernández
15-16,Atletico Madrid,2015-09-22 22:00:00,h,6.777777777777778,10.041666666666666,Alfonso Álvarez
15-16,Atletico Madrid,2015-09-26 22:30:00,a,10.827586206896552,12.19047619047619,David Fernández
15-16,Atletico Madrid,2015-10-04 22:30:00,h,9.314285714285717,8.4,Alberto Undiano
15-16,Atletico Madrid,2015-10-18 18:00:00,a,10.541666666666666,6.857142857142857,Ignacio Iglesias
15-16,Atletico Madrid,2015-10-25 23:30:00,h,5.452830188679245,8.857142857142858,Jesús Gil
15-16,Atletico Madrid,2015-10-30 23:30:00,a,9.958333333333334,15.64,Pedro Pérez
15-16,Atletico Madrid,2015-11-08 21:15:00,h,2.888888888888889,16.375,Daniel Ask
15-16,Atletico Madrid,2015-11-22 23:30:00,a,8.185185185185185,11.76,Santiago Jaime
15-16,Atletico Madrid,2015-11-28 21:15:00,h,7.484848484848484,6.451612903225806,Iñaki Bikandi
15-16,Atletico Madrid,2015-12-05 21:15:00,a,9.821428571428571,11.214285714285714,Eduardo Prieto
15-16,Atletico Madrid,2015-12-13 21:15:00,h,12.652173913043478,9.0,Juan Martínez
15-16,Atletico Madrid,2015-12-20 23:30:00,a,7.484848484848484,5.354838709677419,Antonio Matéu Lahoz
15-16,Atletico Madrid,2015-12-30 21:15:00,a,6.0256410256410255,4.633333333333334,José Sánchez
15-16,Atletico Madrid,2016-01-02 23:30:00,h,5.918918918918919,7.925925925925926,Carlos Clos Gómez
15-16,Atletico Madrid,2016-01-10 23:30:00,a,8.131578947368421,4.583333333333333,Ricardo de Burgos
15-16,Atletico Madrid,2016-01-17 21:15:00,a,6.813559322033898,9.217391304347826,Iñaki Bikandi
15-16,Atletico Madrid,2016-01-24 19:00:00,h,4.16,10.818181818181818,Ignacio Iglesias
15-16,Atletico Madrid,2016-01-30 19:00:00,a,11.8125,4.107142857142857,Alberto Undiano
15-16,Atletico Madrid,2016-02-06 19:00:00,h,7.285714285714286,7.461538461538462,David Fernández
15-16,Atletico Madrid,2016-02-14 21:15:00,a,12.172413793103448,10.782608695652174,Antonio Matéu Lahoz
15-16,Atletico Madrid,2016-02-21 23:30:00,h,6.235294117647059,7.857142857142857,Eduardo Prieto
15-16,Atletico Madrid,2016-02-27 19:00:00,a,14.185185185185183,2.891304347826087,Carlos Clos Gómez
15-16,Atletico Madrid,2016-03-02 00:00:00,h,9.966666666666669,12.16,Alejandro Hernández
15-16,Atletico Madrid,2016-03-06 23:30:00,a,6.696969696969697,8.258064516129032,Alfonso Álvarez
15-16,Atletico Madrid,2016-03-12 23:30:00,h,12.863636363636363,15.461538461538462,Mario Melero
15-16,Atletico Madrid,2016-03-19 19:00:00,a,12.28,5.818181818181818,Jesús Gil
15-16,Atletico Madrid,2016-04-02 18:00:00,h,7.102564102564102,11.22222222222222,José González
15-16,Atletico Madrid,2016-04-09 20:15:00,a,10.521739130434783,6.166666666666667,Ricardo de Burgos
15-16,Atletico Madrid,2016-04-17 20:15:00,h,4.979166666666667,14.736842105263158,Eduardo Prieto
15-16,Atletico Madrid,2016-04-20 22:45:00,a,11.87878787878788,5.5,Juan Martínez
15-16,Atletico Madrid,2016-04-23 20:15:00,h,6.184210526315789,6.916666666666667,Antonio Matéu Lahoz
15-16,Atletico Madrid,2016-04-30 20:15:00,h,7.153846153846154,5.115384615384615,José Sánchez
15-16,Atletico Madrid,2016-05-08 19:00:00,a,13.958333333333334,12.75,José González
15-16,Atletico Madrid,2016-05-14 21:30:00,h,8.675675675675675,7.6923076923076925,David Fernández
15-16,Las Palmas,2015-08-22 22:30:00,a,11.76,7.666666666666667,Eduardo Prieto
15-16,Las Palmas,2015-08-31 00:30:00,h,3.7142857142857135,8.735294117647058,Pedro Pérez
15-16,Las Palmas,2015-09-13 20:15:00,a,19.789473684210527,4.0,Daniel Ask
15-16,Las Palmas,2015-09-20 22:30:00,h,6.739130434782608,5.289473684210527,José González
15-16,Las Palmas,2015-09-24 00:00:00,h,10.818181818181818,3.641025641025641,Carlos del Cerro
15-16,Las Palmas,2015-09-26 18:00:00,a,12.483870967741936,4.117647058823529,Ricardo de Burgos
15-16,Las Palmas,2015-10-04 00:00:00,h,8.466666666666667,8.787878787878787,Antonio Matéu Lahoz
15-16,Las Palmas,2015-10-18 20:15:00,a,7.482758620689655,9.694444444444445,David Fernández
15-16,Las Palmas,2015-10-25 19:00:00,h,9.555555555555555,8.538461538461538,Daniel Ask
15-16,Las Palmas,2015-10-31 19:00:00,a,35.18181818181818,10.59375,Santiago Jaime
15-16,Las Palmas,2015-11-06 23:30:00,h,9.545454545454543,6.135135135135135,Carlos Velasco
15-16,Las Palmas,2015-11-22 01:00:00,a,8.0,10.342857142857143,Pedro Pérez
15-16,Las Palmas,2015-11-29 01:00:00,h,5.708333333333333,13.84,Carlos Clos Gómez
15-16,Las Palmas,2015-12-06 21:15:00,a,6.611111111111111,10.5,Alberto Undiano
15-16,Las Palmas,2015-12-13 01:05:00,h,6.153846153846154,12.56,Jesús Gil
15-16,Las Palmas,2015-12-19 21:15:00,a,7.516129032258065,5.319148936170213,Mario Melero
