Season,Team,Date,h_a,PPDA,OPPDA,Referee
2425,Girona,2025-02-08 15:15:00,a,15.615384615384617,14.0,Jose Maria Sánchez
2425,Girona,2025-02-14 20:00:00,h,3.857142857142857,10.4,Alejandro Quintero
2425,Girona,2025-02-23 15:15:00,a,31.166666666666668,35.5,Guillermo Cuadra
2425,Girona,2025-03-01 13:00:00,h,13.782608695652174,12.916666666666666,Miguel Ángel Ortiz Arias
2425,Girona,2025-03-10 20:00:00,a,6.538461538461538,26.58333333333333,Adrián Cordero
2425,Girona,2025-03-15 20:00:00,h,10.16,30.0,José Luis Munuera
2425,Girona,2025-03-30 15:15:00,a,12.083333333333334,7.12,Juan Pulido
2425,Girona,2025-04-05 12:00:00,h,10.5,8.416666666666666,Alejandro Muñíz
2425,Girona,2025-04-13 12:00:00,a,6.55,16.8,Pablo González
2425,Girona,2025-04-21 19:00:00,h,11.055555555555555,24.692307692307693,Alejandro Hernández
2425,Girona,2025-04-24 17:00:00,a,7.705882352941177,15.6,José Luis Munuera
2425,Girona,2025-05-05 19:00:00,h,9.806451612903226,17.666666666666668,Mario Melero
2425,Girona,2025-05-10 16:30:00,h,14.473684210526317,30.363636363636363,Isidro Díaz de Mera
2425,Girona,2025-05-13 17:00:00,a,10.576923076923077,33.888888888888886,Alejandro Quintero
2425,Girona,2025-05-18 17:00:00,a,11.608695652173912,10.909090909090908,Miguel Ángel Ortiz Arias
2425,Girona,2025-05-25 12:00:00,h,15.45,10.545454545454543,Jesús Gil
2425,Real Valladolid,2024-08-19 17:00:00,h,16.31578947368421,11.85,Pablo González
2425,Real Valladolid,2024-08-25 15:00:00,a,11.84,8.75,Víctor García
2425,Real Valladolid,2024-08-28 17:00:00,h,9.434782608695652,13.916666666666666,Alejandro Quintero
2425,Real Valladolid,2024-08-31 15:00:00,a,24.666666666666668,6.576923076923077,Isidro Díaz de Mera
2425,Real Valladolid,2024-09-15 12:00:00,a,10.2,12.0,Francisco Hernández
2425,Real Valladolid,2024-09-21 12:00:00,h,12.076923076923077,4.428571428571429,Guillermo Cuadra
2425,Real Valladolid,2024-09-24 17:00:00,a,11.9375,7.238095238095238,Juan Pulido
2425,Real Valladolid,2024-09-27 19:00:00,h,7.814814814814815,10.083333333333334,José Luis Munuera
2425,Real Valladolid,2024-10-05 16:30:00,h,11.291666666666666,6.571428571428571,Pablo González
2425,Real Valladolid,2024-10-18 19:00:00,a,16.153846153846153,9.357142857142858,Mario Melero
2425,Real Valladolid,2024-10-26 12:00:00,h,15.578947368421051,19.571428571428573,Francisco Hernández
2425,Real Valladolid,2024-11-02 13:00:00,a,5.958333333333333,8.708333333333334,Víctor García
2425,Real Valladolid,2024-11-10 17:30:00,h,18.375,8.666666666666666,Adrián Cordero
2425,Real Valladolid,2024-11-22 20:00:00,a,11.384615384615383,6.411764705882353,Pablo González
2425,Real Valladolid,2024-11-30 20:00:00,h,27.615384615384617,25.142857142857142,Guillermo Cuadra
2425,Real Valladolid,2024-12-07 13:00:00,a,17.57894736842105,9.08,Isidro Díaz de Mera
2425,Real Valladolid,2024-12-13 20:00:00,h,15.647058823529411,9.166666666666666,Miguel Ángel Ortiz Arias
2425,Real Valladolid,2024-12-20 20:00:00,a,34.8,7.5,Pablo González
2425,Real Valladolid,2025-01-11 15:15:00,h,10.576923076923077,7.74074074074074,Adrián Cordero
2425,Real Valladolid,2025-01-17 20:00:00,a,13.733333333333333,18.5,Ricardo de Burgos
2425,Real Valladolid,2025-01-25 20:00:00,h,20.11764705882353,11.166666666666666,Mateo Busquets
2425,Real Valladolid,2025-02-01 15:15:00,a,13.45,10.25,Isidro Díaz de Mera
2425,Real Valladolid,2025-02-07 20:00:00,a,15.947368421052632,5.636363636363637,Jesús Gil
2425,Real Valladolid,2025-02-16 15:15:00,h,17.25,20.15,Javier Alberola
2425,Real Valladolid,2025-02-23 13:00:00,a,19.181818181818183,10.85,César Soto
2425,Real Valladolid,2025-02-28 20:00:00,h,6.944444444444445,21.5,Ricardo de Burgos
2425,Real Valladolid,2025-03-08 17:30:00,a,17.928571428571427,8.0,Juan Pulido
2425,Real Valladolid,2025-03-15 13:00:00,h,21.73333333333333,9.08,Víctor García
2425,Real Valladolid,2025-03-29 13:00:00,a,17.0,5.971428571428572,Adrián Cordero
2425,Real Valladolid,2025-04-06 16:30:00,h,12.38888888888889,12.416666666666666,Alejandro Quintero
2425,Real Valladolid,2025-04-14 19:00:00,a,32.666666666666664,12.20689655172414,Isidro Díaz de Mera
2425,Real Valladolid,2025-04-20 12:00:00,h,15.77777777777778,10.774193548387096,Jesús Gil
2425,Real Valladolid,2025-04-24 19:30:00,a,16.68421052631579,6.185185185185185,Francisco Hernández
2425,Real Valladolid,2025-05-03 19:00:00,h,22.23076923076923,2.5357142857142856,Alejandro Muñíz
2425,Real Valladolid,2025-05-10 16:30:00,a,18.07692307692308,8.428571428571429,Juan Pulido
2425,Real Valladolid,2025-05-13 17:00:00,h,33.888888888888886,10.576923076923077,Alejandro Quintero
2425,Real Valladolid,2025-05-18 17:00:00,h,10.4375,4.390243902439025,Isidro Díaz de Mera
2425,Real Valladolid,2025-05-24 16:30:00,a,12.714285714285714,8.586206896551724,César Soto
2425,Mallorca,2024-08-18 19:30:00,h,19.68421052631579,16.727272727272727,César Soto
2425,Mallorca,2024-08-24 15:00:00,a,9.3125,6.15625,Adrián Cordero
2425,Mallorca,2024-08-27 17:00:00,h,13.409090909090908,13.5,Alejandro Muñíz
2425,Mallorca,2024-08-31 19:30:00,a,10.172413793103448,11.263157894736842,Mario Melero
2425,Mallorca,2024-09-14 12:00:00,h,17.333333333333332,16.53846153846154,Ricardo de Burgos
2425,Mallorca,2024-09-17 19:00:00,h,18.75,6.965517241379311,Adrián Cordero
2425,Mallorca,2024-09-23 19:00:00,a,16.59090909090909,8.88,Víctor García
2425,Mallorca,2024-09-27 19:00:00,a,10.083333333333334,7.814814814814815,José Luis Munuera
2425,Mallorca,2024-10-05 12:00:00,a,5.833333333333333,11.523809523809524,Francisco Hernández
2425,Mallorca,2024-10-20 12:00:00,h,12.352941176470589,9.526315789473683,Javier Alberola
2425,Mallorca,2024-10-28 20:00:00,h,17.533333333333335,6.65,Juan Martínez
2425,Mallorca,2024-11-01 20:00:00,a,8.0,5.25,Pablo González
2425,Mallorca,2024-11-10 15:15:00,h,17.444444444444443,12.826086956521738,Jose Maria Sánchez
2425,Mallorca,2024-11-23 17:30:00,a,11.954545454545457,9.714285714285714,Alejandro Muñíz
2425,Mallorca,2024-11-29 20:00:00,h,15.052631578947368,10.115384615384617,Alejandro Quintero
2425,Mallorca,2024-12-03 18:00:00,h,11.26923076923077,6.461538461538462,Jesús Gil
2425,Mallorca,2024-12-06 20:00:00,a,13.272727272727272,13.166666666666666,Ricardo de Burgos
2425,Mallorca,2024-12-14 15:15:00,h,29.0,6.956521739130435,Francisco Hernández
2425,Mallorca,2024-12-21 13:00:00,a,7.684210526315789,5.142857142857143,José Luis Munuera
2425,Mallorca,2025-01-20 20:00:00,a,12.625,15.045454545454543,José Luis Munuera
2425,Mallorca,2025-01-25 13:00:00,h,9.071428571428571,5.96969696969697,Javier Alberola
2425,Mallorca,2025-02-01 17:30:00,a,15.1875,14.588235294117649,Víctor García
2425,Mallorca,2025-02-10 20:00:00,h,13.533333333333331,7.833333333333333,Adrián Cordero
2425,Mallorca,2025-02-16 17:30:00,h,21.727272727272727,11.157894736842104,Miguel Ángel Ortiz Arias
2425,Mallorca,2025-02-24 20:00:00,a,10.16,6.935483870967742,Alejandro Muñíz
2425,Mallorca,2025-03-02 17:30:00,h,7.538461538461538,7.36,César Soto
2425,Mallorca,2025-03-09 17:30:00,a,9.75,19.454545454545453,Alejandro Hernández
2425,Mallorca,2025-03-15 15:15:00,h,8.823529411764707,17.642857142857142,Alejandro Quintero
2425,Mallorca,2025-03-30 17:30:00,a,6.161290322580645,9.333333333333334,Francisco Hernández
2425,Mallorca,2025-04-05 16:30:00,h,15.95,11.0,Ricardo de Burgos
2425,Mallorca,2025-04-12 12:00:00,a,22.846153846153847,4.935483870967742,José Luis Munuera
2425,Mallorca,2025-04-19 16:30:00,h,7.333333333333333,8.185185185185185,Alejandro Muñíz
2425,Mallorca,2025-04-22 19:30:00,a,17.9,3.1515151515151514,Miguel Ángel Ortiz Arias
2425,Mallorca,2025-05-05 19:00:00,a,17.666666666666668,9.806451612903226,Mario Melero
2425,Mallorca,2025-05-10 16:30:00,h,8.428571428571429,18.07692307692308,Juan Pulido
2425,Mallorca,2025-05-14 19:30:00,a,20.5,9.235294117647058,Javier Alberola
2425,Mallorca,2025-05-18 17:00:00,h,5.571428571428571,12.344827586206897,Alejandro Hernández
2425,Mallorca,2025-05-24 19:00:00,a,14.61111111111111,9.4,Ricardo de Burgos
2526,Sevilla,2025-08-17 17:30:00,a,10.047619047619047,20.266666666666666,Francisco Hernández
2526,Sevilla,2025-08-25 19:30:00,h,3.625,13.173913043478262,Isidro Díaz de Mera
2526,Sevilla,2025-08-30 17:30:00,a,14.263157894736842,9.45,Miguel Ángel Ortiz Arias
2526,Sevilla,2025-09-12 19:00:00,h,5.45,6.357142857142857,Javier Alberola
2526,Sevilla,2025-09-20 16:30:00,a,7.84,7.96875,Iosu Galech
2526,Sevilla,2025-09-23 19:30:00,h,5.612903225806452,10.647058823529411,César Soto
2526,Sevilla,2025-09-28 12:00:00,a,14.38095238095238,10.2,Jesús Gil
2526,Sevilla,2025-10-05 14:15:00,h,9.48,7.476190476190476,Alejandro Muñíz
2526,Sevilla,2025-10-18 12:00:00,h,6.608695652173913,11.0,Víctor García
2526,Sevilla,2025-10-24 19:00:00,a,8.0,6.289473684210527,Adrián Cordero
2526,Sevilla,2025-11-01 15:15:00,a,12.454545454545457,14.333333333333334,Francisco Hernández
2526,Sevilla,2025-11-08 15:15:00,h,7.44,7.32,Miguel Ángel Ortiz Arias
2526,Sevilla,2025-11-24 20:00:00,a,6.666666666666667,8.84375,Miguel Sesma
2526,Sevilla,2025-11-30 15:15:00,h,4.227272727272728,8.26923076923077,José Luis Munuera
2526,Sevilla,2025-12-07 15:15:00,a,8.1,11.041666666666666,Guillermo Cuadra
2526,Sevilla,2025-12-14 13:00:00,h,11.352941176470589,10.76,Isidro Díaz de Mera
2526,Sevilla,2025-12-20 20:00:00,a,12.333333333333334,12.695652173913045,Alejandro Muñíz
2526,Sevilla,2026-01-04 13:00:00,h,7.904761904761905,14.789473684210526,Iosu Galech
2526,Sevilla,2026-01-12 20:00:00,h,7.296296296296297,17.8,Jose Maria Sánchez
2526,Sevilla,2026-01-19 20:00:00,a,4.727272727272728,7.0,Ricardo de Burgos
2526,Sevilla,2026-01-24 17:30:00,h,5.241379310344827,9.8,Francisco Hernández
2526,Sevilla,2026-02-02 20:00:00,a,5.590909090909091,9.272727272727272,César Soto
2526,Sevilla,2026-02-08 15:15:00,h,12.0,7.892857142857143,Jesús Gil
2526,Sevilla,2026-02-14 17:30:00,h,11.91304347826087,4.888888888888889,Iosu Galech
2526,Sevilla,2026-02-22 13:00:00,a,2.96875,38.22222222222222,Mateo Busquets
2526,Sevilla,2026-03-01 17:30:00,a,16.333333333333332,13.115384615384617,Ricardo de Burgos
2526,Sevilla,2026-03-08 17:30:00,h,10.5,5.142857142857143,Alejandro Muñíz
2526,Sevilla,2026-03-15 15:15:00,a,17.48,9.958333333333334,Juan Martínez
2526,Sevilla,2026-03-21 20:00:00,h,8.4,20.923076923076923,Víctor García
2526,Sevilla,2026-04-05 16:30:00,a,14.095238095238097,8.2,Alejandro Hernández
2526,Sevilla,2026-04-11 19:00:00,h,20.41176470588235,7.333333333333333,Isidro Díaz de Mera
2526,Sevilla,2026-04-23 17:00:00,a,9.6,9.62962962962963,Jose Maria Sánchez
2526,Sevilla,2026-04-26 16:30:00,a,14.1,10.214285714285714,Miguel Ángel Ortiz Arias
2526,Sevilla,2026-05-04 19:00:00,h,9.580645161290322,11.647058823529411,Juan Martínez
2526,Sevilla,2026-05-09 14:15:00,h,3.310344827586207,9.625,
2526,Sevilla,2026-05-13 17:00:00,a,18.0,10.88888888888889,
2526,Sevilla,2026-05-17 17:00:00,h,9.25,7.727272727272727,
2526,Sevilla,2026-05-23 19:00:00,a,8.894736842105264,12.45,
2526,Real Sociedad,2025-08-16 19:30:00,a,12.1,18.166666666666668,Jose Maria Sánchez
2526,Real Sociedad,2025-08-24 17:30:00,h,6.1923076923076925,11.615384615384617,Alejandro Quintero
2526,Real Sociedad,2025-08-30 17:00:00,a,9.64,19.375,Adrián Cordero
2526,Real Sociedad,2025-09-13 14:15:00,h,8.105263157894736,14.5625,Jesús Gil
2526,Real Sociedad,2025-09-19 19:00:00,a,9.862068965517242,9.290322580645162,Mateo Busquets
2526,Real Sociedad,2025-09-24 19:30:00,h,6.52,14.25,Iosu Galech
2526,Real Sociedad,2025-09-28 16:30:00,a,26.384615384615383,8.588235294117647,Alejandro Hernández
2526,Real Sociedad,2025-10-05 16:30:00,h,13.1,9.11111111111111,José Guzmán
2526,Real Sociedad,2025-10-19 14:15:00,a,7.121212121212121,30.625,Juan Martínez
2526,Real Sociedad,2025-10-24 19:00:00,h,6.289473684210527,8.0,Adrián Cordero
2526,Real Sociedad,2025-11-01 17:30:00,h,8.173913043478262,11.27777777777778,José Luis Munuera
2526,Real Sociedad,2025-11-07 20:00:00,a,11.0,10.625,Isidro Díaz de Mera
2526,Real Sociedad,2025-11-22 17:30:00,a,11.36842105263158,17.375,Mateo Busquets
2526,Real Sociedad,2025-11-30 13:00:00,h,5.368421052631579,15.318181818181818,César Soto
2526,Real Sociedad,2025-12-06 15:15:00,a,6.888888888888889,10.89655172413793,Javier Alberola
2526,Real Sociedad,2025-12-12 20:00:00,h,9.297297297297296,22.75,Miguel Ángel Ortiz Arias
2526,Real Sociedad,2025-12-20 15:15:00,a,8.19047619047619,10.26923076923077,Guillermo Cuadra
2526,Real Sociedad,2026-01-04 20:00:00,h,10.580645161290322,11.444444444444445,Juan Martínez
2526,Real Sociedad,2026-01-09 20:00:00,a,3.4651162790697674,13.421052631578949,Francisco Hernández
2526,Real Sociedad,2026-01-18 20:00:00,h,11.0,5.3,Jesús Gil
2526,Real Sociedad,2026-01-25 17:30:00,h,20.166666666666668,8.625,Javier Alberola
2526,Real Sociedad,2026-02-01 20:00:00,a,11.470588235294118,6.7,Guillermo Cuadra
2526,Real Sociedad,2026-02-07 20:00:00,h,12.407407407407408,7.952380952380952,José Guzmán
2526,Real Sociedad,2026-02-14 20:00:00,a,17.263157894736842,15.545454545454543,Francisco Hernández
2526,Real Sociedad,2026-02-21 13:00:00,h,6.125,10.15625,José Luis Munuera
2526,Real Sociedad,2026-02-28 17:30:00,a,9.5,27.0,Miguel Sesma
2526,Real Sociedad,2026-03-07 17:30:00,a,12.8125,11.434782608695652,Adrián Cordero
2526,Real Sociedad,2026-03-15 20:00:00,h,7.0,13.318181818181818,Guillermo Cuadra
2526,Real Sociedad,2026-03-20 20:00:00,a,9.24,36.0,Miguel Ángel Ortiz Arias
2526,Real Sociedad,2026-04-04 12:00:00,h,9.0,11.2,Alejandro Muñíz
2526,Real Sociedad,2026-04-11 12:00:00,h,9.818181818181818,11.5,Víctor García
2526,Real Sociedad,2026-04-22 18:00:00,h,3.1923076923076925,14.63157894736842,Mateo Busquets
2526,Real Sociedad,2026-04-26 12:00:00,a,9.666666666666666,5.0,José Guzmán
2526,Real Sociedad,2026-05-04 19:00:00,a,11.647058823529411,9.580645161290322,Juan Martínez
2526,Real Sociedad,2026-05-09 19:00:00,h,8.73913043478261,25.4375,
2526,Real Sociedad,2026-05-14 18:00:00,a,9.9,9.884615384615383,
2526,Real Sociedad,2026-05-17 17:00:00,h,7.290322580645161,13.85,
2526,Real Sociedad,2026-05-23 19:00:00,a,8.35483870967742,12.55,
2526,Espanyol,2025-08-17 19:30:00,h,19.68421052631579,13.22222222222222,Mateo Busquets
2526,Espanyol,2025-08-24 17:30:00,a,11.615384615384617,6.1923076923076925,Alejandro Quintero
2526,Espanyol,2025-08-31 17:30:00,h,14.45,11.894736842105264,Miguel Sesma
2526,Espanyol,2025-09-15 19:00:00,h,20.615384615384617,8.727272727272727,Alejandro Hernández
2526,Espanyol,2025-09-20 14:15:00,a,15.241379310344827,7.521739130434782,Juan Martínez
2526,Espanyol,2025-09-23 17:00:00,h,11.0,10.826086956521738,José Guzmán
2526,Espanyol,2025-09-26 19:00:00,a,9.84375,12.0625,Francisco Hernández
2526,Espanyol,2025-10-05 16:30:00,h,14.22222222222222,23.90909090909091,Iosu Galech
2526,Espanyol,2025-10-17 19:00:00,a,16.714285714285715,7.571428571428571,Mateo Busquets
2526,Espanyol,2025-10-25 14:15:00,h,13.37037037037037,7.15,Ricardo de Burgos
2526,Espanyol,2025-11-02 15:15:00,a,9.88888888888889,8.08695652173913,Guillermo Cuadra
2526,Espanyol,2025-11-08 20:00:00,h,13.76923076923077,30.08333333333333,Alejandro Hernández
2526,Espanyol,2025-11-24 20:00:00,h,8.84375,6.666666666666667,Miguel Sesma
2526,Espanyol,2025-11-30 17:30:00,a,13.88888888888889,8.214285714285714,Isidro Díaz de Mera
2526,Espanyol,2025-12-07 17:30:00,h,7.571428571428571,4.958333333333333,Jose Maria Sánchez
2526,Espanyol,2025-12-13 20:00:00,a,7.208333333333333,8.789473684210526,Jesús Gil
2526,Espanyol,2025-12-22 20:00:00,a,15.411764705882351,7.136363636363637,Mateo Busquets
2526,Espanyol,2026-01-03 20:00:00,h,18.5,4.96,Víctor García
2526,Espanyol,2026-01-11 15:15:00,a,9.193548387096774,10.91304347826087,César Soto
2526,Espanyol,2026-01-16 20:00:00,h,9.071428571428571,7.548387096774194,Iosu Galech
2526,Espanyol,2026-01-24 15:15:00,a,6.724137931034483,9.115384615384617,Alejandro Hernández
2526,Espanyol,2026-01-30 20:00:00,h,8.642857142857142,10.333333333333334,Miguel Sesma
2526,Espanyol,2026-02-09 20:00:00,a,12.416666666666666,11.434782608695652,Adrián Cordero
2526,Espanyol,2026-02-14 13:00:00,h,13.863636363636363,17.071428571428573,Guillermo Cuadra
2526,Espanyol,2026-02-21 20:00:00,a,22.0,9.64,Alejandro Muñíz
2526,Espanyol,2026-03-01 13:00:00,a,16.772727272727273,6.352941176470588,Iosu Galech
2526,Espanyol,2026-03-09 20:00:00,h,5.5,13.80952380952381,Javier Alberola
2526,Espanyol,2026-03-15 13:00:00,a,18.705882352941178,5.761904761904762,Ricardo de Burgos
2526,Espanyol,2026-03-21 15:15:00,h,4.25,8.7,Isidro Díaz de Mera
2526,Espanyol,2026-04-04 16:30:00,a,27.714285714285715,5.375,Guillermo Cuadra
2526,Espanyol,2026-04-11 16:30:00,a,15.515151515151516,4.791666666666667,Alejandro Hernández
2526,Espanyol,2026-04-23 18:00:00,a,6.225806451612903,12.5,Adrián Cordero
2526,Espanyol,2026-04-27 19:00:00,h,8.875,9.583333333333334,Mateo Busquets
2526,Espanyol,2026-05-03 19:00:00,h,22.36842105263158,6.111111111111111,Jesús Gil
2526,Espanyol,2026-05-09 14:15:00,a,9.625,3.310344827586207,
2526,Espanyol,2026-05-13 17:00:00,h,6.35,12.12,
2526,Espanyol,2026-05-17 17:00:00,a,20.6,7.9375,
2526,Espanyol,2026-05-23 19:00:00,h,12.55,8.35483870967742,
2526,Getafe,2025-08-17 15:00:00,a,16.210526315789473,3.793103448275862,Iosu Galech
2526,Getafe,2025-08-25 19:30:00,a,13.173913043478262,3.625,Isidro Díaz de Mera
2526,Getafe,2025-08-29 19:30:00,a,12.05,9.733333333333333,Francisco Hernández
2526,Getafe,2025-09-13 12:00:00,h,8.62962962962963,7.9,José Guzmán
2526,Getafe,2025-09-21 19:00:00,a,14.51851851851852,8.823529411764707,Ricardo de Burgos
2526,Getafe,2025-09-24 17:00:00,h,7.6,4.6,Alejandro Quintero
2526,Getafe,2025-09-27 12:00:00,h,5.260869565217392,5.730769230769231,Mateo Busquets
2526,Getafe,2025-10-03 19:00:00,a,11.333333333333334,12.9,Javier Alberola
2526,Getafe,2025-10-19 19:00:00,h,9.93939393939394,4.2105263157894735,José Luis Munuera
2526,Getafe,2025-10-25 16:30:00,a,8.866666666666667,5.9,Isidro Díaz de Mera
2526,Getafe,2025-10-31 20:00:00,h,6.416666666666667,4.043478260869565,Jose Maria Sánchez
2526,Getafe,2025-11-09 17:30:00,a,6.4,9.157894736842104,Ricardo de Burgos
2526,Getafe,2025-11-23 17:30:00,h,13.05,5.047619047619048,Guillermo Cuadra
2526,Getafe,2025-11-28 20:00:00,h,9.34375,7.428571428571429,Alejandro Hernández
2526,Getafe,2025-12-06 13:00:00,a,10.423076923076923,6.761904761904762,Mateo Busquets
2526,Getafe,2025-12-13 20:00:00,h,8.789473684210526,7.208333333333333,Jesús Gil
2526,Getafe,2025-12-21 20:00:00,a,8.26923076923077,9.4,Miguel Sesma
2526,Getafe,2026-01-02 20:00:00,a,15.88888888888889,5.0,Miguel Ángel Ortiz Arias
2526,Getafe,2026-01-09 20:00:00,h,13.421052631578949,3.4651162790697674,Francisco Hernández
2526,Getafe,2026-01-18 13:00:00,h,8.125,8.473684210526315,Isidro Díaz de Mera
2526,Getafe,2026-01-26 20:00:00,a,15.523809523809524,6.227272727272728,Alejandro Quintero
2526,Getafe,2026-02-01 17:30:00,h,13.958333333333334,12.071428571428571,Iosu Galech
2526,Getafe,2026-02-08 13:00:00,a,5.534883720930233,4.068965517241379,Juan Martínez
2526,Getafe,2026-02-14 15:15:00,h,4.975609756097561,6.0,Miguel Sesma
2526,Getafe,2026-02-22 13:00:00,h,38.22222222222222,2.96875,Mateo Busquets
2526,Getafe,2026-03-02 20:00:00,a,16.166666666666668,4.368421052631579,Alejandro Muñíz
2526,Getafe,2026-03-08 15:15:00,h,18.05263157894737,4.882352941176471,Francisco Hernández
2526,Getafe,2026-03-14 15:15:00,a,13.16,4.357142857142857,Miguel Ángel Ortiz Arias
2526,Getafe,2026-03-21 15:15:00,a,8.7,4.25,Isidro Díaz de Mera
2526,Getafe,2026-04-05 12:00:00,h,13.272727272727272,4.65,Juan Martínez
2526,Getafe,2026-04-13 19:00:00,a,7.275862068965517,4.9,Alejandro Quintero
2526,Getafe,2026-04-22 18:00:00,a,14.63157894736842,3.1923076923076925,Mateo Busquets
2526,Getafe,2026-04-25 14:15:00,h,16.12,4.533333333333333,Francisco Hernández
2526,Getafe,2026-05-03 14:15:00,h,5.125,3.588235294117647,Miguel Sesma
2526,Getafe,2026-05-10 16:30:00,a,6.357142857142857,8.826086956521738,
2526,Getafe,2026-05-13 19:30:00,h,11.961538461538462,8.941176470588236,
2526,Getafe,2026-05-17 17:00:00,a,15.375,4.703703703703703,
2526,Getafe,2026-05-23 19:00:00,h,5.352941176470588,6.5,
2526,Atletico Madrid,2025-08-17 19:30:00,a,13.22222222222222,19.68421052631579,Mateo Busquets
2526,Atletico Madrid,2025-08-23 17:30:00,h,7.96875,15.055555555555555,César Soto
2526,Atletico Madrid,2025-08-30 15:00:00,a,5.5,20.928571428571427,Víctor García
2526,Atletico Madrid,2025-09-13 19:00:00,h,14.285714285714286,21.764705882352946,José Luis Munuera
2526,Atletico Madrid,2025-09-21 14:15:00,a,22.444444444444443,14.38888888888889,Francisco Hernández
2526,Atletico Madrid,2025-09-24 19:30:00,h,9.583333333333334,14.476190476190476,Alejandro Hernández
2526,Atletico Madrid,2025-09-27 14:15:00,h,14.35,9.470588235294118,Javier Alberola
2526,Atletico Madrid,2025-10-05 19:00:00,a,19.625,12.041666666666666,César Soto
2526,Atletico Madrid,2025-10-18 19:00:00,h,9.80952380952381,13.904761904761903,Ricardo de Burgos
2526,Atletico Madrid,2025-10-27 20:00:00,a,12.578947368421051,11.5,Juan Martínez
2526,Atletico Madrid,2025-11-01 15:15:00,h,14.333333333333334,12.454545454545457,Francisco Hernández
2526,Atletico Madrid,2025-11-08 17:30:00,h,5.473684210526316,31.9,Jesús Gil
2526,Atletico Madrid,2025-11-23 17:30:00,a,5.047619047619048,13.05,Guillermo Cuadra
2526,Atletico Madrid,2025-11-29 20:00:00,h,14.523809523809524,11.961538461538462,Víctor Acosta
2526,Atletico Madrid,2025-12-02 20:00:00,a,12.8,8.84,Ricardo de Burgos
2526,Atletico Madrid,2025-12-06 20:00:00,a,12.9375,11.846153846153848,Alejandro Muñíz
2526,Atletico Madrid,2025-12-13 13:00:00,h,7.921052631578948,12.75,César Soto
2526,Atletico Madrid,2025-12-21 13:00:00,a,12.64,13.61904761904762,José Guzmán
2526,Atletico Madrid,2026-01-04 20:00:00,a,11.444444444444445,10.580645161290322,Juan Martínez
2526,Atletico Madrid,2026-01-18 15:15:00,h,7.705882352941177,25.25,Guillermo Cuadra
2526,Atletico Madrid,2026-01-25 13:00:00,h,8.0,21.0,Jose Maria Sánchez
2526,Atletico Madrid,2026-01-31 17:30:00,a,10.333333333333334,10.833333333333334,Víctor García
2526,Atletico Madrid,2026-02-08 17:30:00,h,12.11111111111111,85.0,Mateo Busquets
2526,Atletico Madrid,2026-02-15 15:15:00,a,11.473684210526317,12.958333333333334,Ricardo de Burgos
2526,Atletico Madrid,2026-02-21 20:00:00,h,9.64,22.0,Alejandro Muñíz
2526,Atletico Madrid,2026-02-28 20:00:00,a,12.058823529411764,15.952380952380953,César Soto
2526,Atletico Madrid,2026-03-07 17:30:00,h,11.434782608695652,12.8125,Adrián Cordero
2526,Atletico Madrid,2026-03-14 15:15:00,h,4.357142857142857,13.16,Miguel Ángel Ortiz Arias
2526,Atletico Madrid,2026-03-22 20:00:00,a,18.0,20.76923076923077,José Luis Munuera
2526,Atletico Madrid,2026-04-04 19:00:00,h,16.36842105263158,10.526315789473683,Mateo Busquets
2526,Atletico Madrid,2026-04-11 19:00:00,a,7.333333333333333,20.41176470588235,Isidro Díaz de Mera
2526,Atletico Madrid,2026-04-22 17:00:00,a,12.571428571428571,6.041666666666667,Guillermo Cuadra
2526,Atletico Madrid,2026-04-25 19:00:00,h,15.11111111111111,16.565217391304348,Jesús Gil
2526,Atletico Madrid,2026-05-02 14:15:00,a,11.0,9.076923076923077,José Luis Munuera
2526,Atletico Madrid,2026-05-09 16:30:00,h,12.4,20.066666666666663,
2526,Atletico Madrid,2026-05-12 19:30:00,a,16.0,8.52,
2526,Atletico Madrid,2026-05-17 17:00:00,h,9.5,13.68421052631579,
2526,Atletico Madrid,2026-05-24 19:00:00,a,11.791666666666666,31.33333333333333,
2526,Rayo Vallecano,2025-08-15 17:00:00,a,7.266666666666667,24.0,Javier Alberola
2526,Rayo Vallecano,2025-08-25 17:30:00,a,10.27777777777778,12.88,Juan Martínez
2526,Rayo Vallecano,2025-08-31 19:30:00,h,8.03125,8.4,Mateo Busquets
2526,Rayo Vallecano,2025-09-14 16:30:00,a,10.928571428571429,22.53846153846154,César Soto
2526,Rayo Vallecano,2025-09-21 12:00:00,h,12.411764705882351,20.428571428571427,Víctor García
2526,Rayo Vallecano,2025-09-24 19:30:00,a,14.476190476190476,9.583333333333334,Alejandro Hernández
2526,Rayo Vallecano,2025-09-28 12:00:00,h,10.2,14.38095238095238,Jesús Gil
2526,Rayo Vallecano,2025-10-05 16:30:00,a,9.11111111111111,13.1,José Guzmán
2526,Rayo Vallecano,2025-10-19 16:30:00,a,9.0,11.95,Miguel Sesma
2526,Rayo Vallecano,2025-10-26 20:00:00,h,5.741935483870968,10.181818181818182,Víctor García
2526,Rayo Vallecano,2025-11-01 13:00:00,a,11.583333333333334,18.4,Iosu Galech
2526,Rayo Vallecano,2025-11-09 15:15:00,h,10.0,13.5625,Juan Martínez
2526,Rayo Vallecano,2025-11-23 13:00:00,a,7.833333333333333,15.36842105263158,Alejandro Quintero
2526,Rayo Vallecano,2025-12-01 20:00:00,h,9.22222222222222,19.0,Javier Alberola
